Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2
604,1429,709,832,906,976,265
534,1499,697,757,993,964,318
510,1523,628,714,1105,960,340
510,1519,622,707,1122,889,342
475,1509,591,777,1128,829,336
475,1499,601,709,1196,818,336
475,1315,707,704,1279,815,323
475,1308,706,706,1278,823,302
475,1281,704,735,1278,846,302
475,1146,801,731,1320,856,302
475,1031,914,698,1292,915,342
475,1008,930,704,1293,922,383
469,870,1066,712,1213,922,383
419,920,1066,712,1198,922,406
384,955,1066,668,1242,922,470
347,992,988,746,1194,877,476
347,992,830,904,1186,906,476
132,1207,775,959,1127,906,460
128,1211,720,1014,1045,906,463
107,1219,732,1015,947,736,455
102,1224,732,1015,918,653,564
102,1179,777,1015,892,682,568
102,1076,880,1015,633,635,545
83,976,999,1015,606,598,551
136,972,1016,1015,529,528,500
107,954,1042,1036,527,520,475
66,831,1206,1036,527,517,475
66,740,1294,1039,502,382,475
66,706,1328,914,627,327,545
90,621,1412,836,705,302,568
92,621,1412,738,803,317,559
92,604,1429,709,832,317,565
198,534,1499,697,757,317,607
279,510,1523,628,714,427,590
370,510,1519,622,707,432,584
370,475,1509,591,777,432,584
398,475,1499,601,709,432,584
413,475,1315,707,704,557,584
433,475,1308,706,706,571,677
444,475,1281,704,735,548,766
479,475,1146,801,731,538,766
638,475,1031,914,698,876,726
724,475,1008,930,704,869,685
724,469,870,1066,712,908,685
762,419,920,1066,712,959,662
902,384,955,1066,668,1144,723
903,347,992,988,746,1191,721
903,347,992,830,904,1160,722
903,132,1207,775,959,1173,737
903,128,1211,720,1014,1197,734
951,107,1219,732,1015,1247,733
1112,102,1224,732,1015,1385,624
1159,102,1179,777,1015,1384,563
1177,102,1076,880,1015,1384,563
1183,83,976,999,1015,1487,796
1123,136,972,1016,1015,1512,796
1195,107,954,1042,1036,1428,796
1443,66,831,1206,1036,1468,796
1443,66,740,1294,1039,1468,796
1443,66,706,1328,914,1468,772
1419,90,621,1412,836,1470,749
1417,92,621,1412,738,1456,740
1417,92,604,1429,709,1456,758
1311,198,534,1499,697,1456,660
1261,279,510,1523,628,1346,649
1204,370,510,1519,622,1341,649
1278,370,475,1509,591,1341,649
1250,398,475,1499,601,1341,649
1235,413,475,1315,707,1213,649
1220,433,475,1308,706,1191,556
1237,444,475,1281,704,1288,468
1290,479,475,1146,801,1338,468
1175,638,475,1031,914,941,468
1213,724,475,1008,930,941,468
1267,724,469,870,1066,1017,468
1230,762,419,920,1066,1114,468
1122,902,384,955,1066,929,343
1173,903,347,992,988,898,339
1266,903,347,992,830,879,338
1383,903,132,1207,775,866,323
1425,903,128,1211,720,842,323
1448,951,107,1219,732,933,325
1409,1112,102,1224,732,803,326
1376,1159,102,1179,777,782,326
1399,1177,102,1076,880,782,376
1401,1183,83,976,999,681,334
1398,1123,136,972,1016,656,392
1374,1195,107,954,1042,642,456
1320,1443,66,831,1206,591,505
1495,1443,66,740,1294,591,505
1529,1443,66,706,1328,591,493
1589,1419,90,621,1412,608,507
1618,1417,92,621,1412,624,759
1618,1417,92,604,1429,625,772
1713,1311,198,534,1499,629,848
1689,1261,279,510,1523,629,848
1656,1204,370,510,1519,629,848
1583,1278,370,475,1509,629,848
1591,1250,398,475,1499,629,848
1593,1235,413,475,1315,629,848
1588,1220,433,475,1308,629,848
1560,1237,444,475,1281,532,847
1472,1290,479,475,1146,482,847
1428,1175,638,475,1031,482,847
1304,1213,724,475,1008,482,957
1307,1267,724,469,870,367,957
1382,1230,762,419,920,219,1024
1417,1122,902,384,955,219,1024
1369,1173,903,347,992,223,1024
1313,1266,903,347,992,223,1027
1197,1383,903,132,1207,223,1076
1155,1425,903,128,1211,223,1093
1084,1448,951,107,1219,82,1091
962,1409,1112,102,1224,88,1134
992,1376,1159,102,1179,124,1273
995,1399,1177,102,1076,124,1657
987,1401,1183,83,976,122,1456
984,1398,1123,136,972,122,1398
936,1374,1195,107,954,134,1334
834,1320,1443,66,831,188,1285
659,1495,1443,66,740,222,1286
625,1529,1443,66,706,501,1252
565,1589,1419,90,621,482,1297
840,1618,1417,92,621,465,1045
881,1618,1417,92,604,465,1055
810,1713,1311,198,534,461,1007
899,1689,1261,279,510,475,1007
907,1656,1204,370,510,531,1007
906,1583,1278,370,475,612,1019
903,1591,1250,398,475,617,1032
901,1593,1235,413,475,713,1135
901,1588,1220,433,475,831,1249
952,1560,1237,444,475,832,1249
1009,1472,1290,479,475,834,1249
1035,1428,1175,638,475,1012,1249
1035,1304,1213,724,475,1021,1139
1028,1307,1267,724,469,1044,1160
963,1382,1230,762,419,1062,1093
974,1417,1122,902,384,1132,1093
1304,1369,1173,903,347,1113,1093
1268,1313,1266,903,347,1113,1092
1267,1197,1383,903,132,1363,1044
1267,1155,1425,903,128,1469,1087
1267,1084,1448,951,107,1553,1087
1267,962,1409,1112,102,1539,1043
1223,992,1376,1159,102,1666,904
1179,995,1399,1177,102,1748,470
1179,987,1401,1183,83,1748,469
1179,984,1398,1123,136,1748,469
1179,936,1374,1195,107,1736,469
1087,834,1320,1443,66,1682,469
1196,659,1495,1443,66,1670,468
1202,625,1529,1443,66,1391,468
1207,565,1589,1419,90,1391,409
912,840,1618,1417,92,1391,409
871,881,1618,1417,92,1390,354
847,810,1713,1311,198,1390,326
751,899,1689,1261,279,1376,327
771,907,1656,1204,370,1320,658
772,906,1583,1278,370,1239,759
767,903,1591,1250,398,1234,776
767,901,1593,1235,413,1138,673
767,901,1588,1220,433,1020,560
716,952,1560,1237,444,1022,610
659,1009,1472,1290,479,1020,652
710,1035,1428,1175,638,867,652
729,1035,1304,1213,724,878,652
679,1028,1307,1267,724,860,631
668,963,1382,1230,762,842,631
590,974,1417,1122,902,772,631
256,1304,1369,1173,903,771,631
255,1268,1313,1266,903,771,629
312,1267,1197,1383,903,527,628
312,1267,1155,1425,903,434,575
312,1267,1084,1448,951,358,575
479,1267,962,1409,1112,358,586
489,1223,992,1376,1159,184,596
530,1179,995,1399,1177,118,613
530,1179,987,1401,1183,174,652
530,1179,984,1398,1123,193,825
544,1179,936,1374,1195,381,842
549,1087,834,1320,1443,630,842
440,1196,659,1495,1443,609,842
434,1202,625,1529,1443,613,842
429,1207,565,1589,1419,677,842
420,912,840,1618,1417,682,842
420,871,881,1618,1417,682,842
425,847,810,1713,1311,683,843
476,751,899,1689,1261,683,842
447,771,907,1656,1204,683,511
446,772,906,1583,1278,683,398
446,767,903,1591,1250,683,368
446,767,901,1593,1235,683,368
446,767,901,1588,1220,683,367
446,716,952,1560,1237,680,317
456,659,1009,1472,1290,680,275
379,710,1035,1428,1175,655,280
360,729,1035,1304,1213,715,323
360,679,1028,1307,1267,747,383
374,668,963,1382,1230,752,424
375,590,974,1417,1122,784,477
375,256,1304,1369,1173,934,481
375,255,1268,1313,1266,995,481
318,312,1267,1197,1383,990,483
318,312,1267,1155,1425,977,476
318,312,1267,1084,1448,969,476
151,479,1267,962,1409,976,465
380,489,1223,992,1376,977,455
352,530,1179,995,1399,961,438
352,530,1179,987,1401,928,493
352,530,1179,984,1398,927,338
338,544,1179,936,1374,739,402
333,549,1087,834,1320,490,471
333,440,1196,659,1495,489,522
333,434,1202,625,1529,485,547
406,429,1207,565,1589,421,547
409,420,912,840,1618,416,552
509,420,871,881,1618,423,552
615,425,847,810,1713,422,561
592,476,751,899,1689,422,561
624,447,771,907,1656,485,563
624,446,772,906,1583,485,573
680,446,767,903,1591,565,573
690,446,767,901,1593,580,573
690,446,767,901,1588,580,647
690,446,716,952,1560,628,665
680,456,659,1009,1472,636,680
680,379,710,1035,1428,695,675
826,360,729,1035,1304,697,632
832,360,679,1028,1307,758,572
856,374,668,963,1382,782,539
855,375,590,974,1417,776,486
873,375,256,1304,1369,885,482
873,375,255,1268,1313,851,520
893,318,312,1267,1197,927,518
937,318,312,1267,1155,929,542
946,318,312,1267,1084,929,569
946,151,479,1267,962,947,593
716,380,489,1223,992,946,593
707,352,530,1179,995,947,593
826,352,530,1179,987,924,499
1158,352,530,1179,984,906,607
1221,338,544,1179,936,993,619
1252,333,549,1087,834,1105,666
1270,333,440,1196,659,1122,671
1373,333,434,1202,625,1128,668
1403,406,429,1207,565,1196,668
1452,409,420,912,840,1279,699
1500,509,420,871,881,1278,699
1412,615,425,847,810,1278,689
1394,592,476,751,899,1320,689
1362,624,447,771,907,1292,687
1362,624,446,772,906,1293,677
1306,680,446,767,903,1213,677
1296,690,446,767,901,1198,689
1296,690,446,767,901,1242,680
1296,690,446,716,952,1194,667
1296,680,456,659,1009,1186,660
1296,680,379,710,1035,1127,680
1150,826,360,729,1035,1045,680
1144,832,360,679,1028,947,680
1106,856,374,668,963,918,672
1106,855,375,590,974,892,672
1088,873,375,256,1304,633,672
1088,873,375,255,1268,606,634
1090,893,318,312,1267,529,642
1047,937,318,312,1267,527,645
1040,946,318,312,1267,527,629
1108,946,151,479,1267,502,606
1111,716,380,489,1223,627,640
1108,707,352,530,1179,705,704
989,826,352,530,1179,803,721
657,1158,352,530,1179,832,595
610,1221,338,544,1179,757,502
580,1252,333,549,1087,714,386
667,1270,333,440,1196,707,336
588,1373,333,434,1202,777,314
546,1403,406,429,1207,709,314
497,1452,409,420,912,704,278
389,1500,509,420,871,706,278
367,1412,615,425,847,735,278
411,1394,592,476,751,731,319
430,1362,624,447,771,698,319
430,1362,624,446,772,704,319
434,1306,680,446,767,712,319
448,1296,690,446,767,712,307
534,1296,690,446,767,668,247
654,1296,690,446,716,746,374
683,1296,680,456,659,904,374
690,1296,680,379,710,959,354
694,1150,826,360,729,1014,380
748,1144,832,360,679,1015,387
803,1106,856,374,668,1015,387
803,1106,855,375,590,1015,387
815,1088,873,375,256,1015,387
815,1088,873,375,255,1015,391
793,1090,893,318,312,1015,384
792,1047,937,318,312,1036,357
790,1040,946,318,312,1036,346
722,1108,946,151,479,1039,345
746,1111,716,380,489,914,311
780,1108,707,352,530,836,247
991,989,826,352,530,738,230
994,657,1158,352,530,709,230
978,610,1221,338,544,697,230
1049,580,1252,333,549,628,230
1086,667,1270,333,440,622,224
1304,588,1373,333,434,591,224
1243,546,1403,406,429,601,225
1240,497,1452,409,420,707,246
1200,389,1500,509,420,706,258
1199,367,1412,615,425,704,270
1145,411,1394,592,476,801,229
1126,430,1362,624,447,914,239
1126,430,1362,624,446,930,239
1122,434,1306,680,446,1066,240
1108,448,1296,690,446,1066,431
1022,534,1296,690,446,1066,444
902,654,1296,690,446,988,339
873,683,1296,680,456,830,427
866,690,1296,680,379,775,433
884,694,1150,826,360,720,417
830,748,1144,832,360,732,446
775,803,1106,856,374,732,446
775,803,1106,855,375,777,446
763,815,1088,873,375,880,446
776,815,1088,873,375,999,442
835,793,1090,893,318,1016,441
835,792,1047,937,318,1042,464
914,790,1040,946,318,1206,486
1079,722,1108,946,151,1294,515
1071,746,1111,716,380,1328,522
1087,780,1108,707,352,1412,674
920,991,989,826,352,1412,674
917,994,657,1158,352,1429,675
917,978,610,1221,338,1499,687
846,1049,580,1252,333,1523,691
704,1086,667,1270,333,1519,762
463,1304,588,1373,333,1509,822
513,1243,546,1403,406,1499,832
715,1240,497,1452,409,1315,817
786,1200,389,1500,509,1308,805
812,1199,367,1412,615,1281,793
863,1145,411,1394,592,1146,793
892,1126,430,1362,624,1031,783
1008,1126,430,1362,624,1008,783
1018,1122,434,1306,680,870,782
1018,1108,448,1296,690,920,591
1022,1022,534,1296,690,955,573
1055,902,654,1296,690,992,591
1231,873,683,1296,680,992,516
1254,866,690,1296,680,1207,510
1232,884,694,1150,826,1211,500
1251,830,748,1144,832,1219,634
1251,775,803,1106,856,1224,717
1256,775,803,1106,855,1179,721
1327,763,815,1088,873,1076,768
1358,776,815,1088,873,976,805
1299,835,793,1090,893,972,875
1306,835,792,1047,937,954,958
1233,914,790,1040,946,831,950
1068,1079,722,1108,946,740,1056
1040,1071,746,1111,716,706,1104
989,1087,780,1108,707,621,977
945,920,991,989,826,621,977
977,917,994,657,1158,604,976
1094,917,978,610,1221,534,964
1112,846,1049,580,1252,510,960
1112,704,1086,667,1270,510,889
1158,463,1304,588,1373,475,829
1108,513,1243,546,1403,475,818
917,715,1240,497,1452,475,815
852,786,1200,389,1500,475,823
888,812,1199,367,1412,475,846
930,863,1145,411,1394,475,856
927,892,1126,430,1362,475,915
811,1008,1126,430,1362,475,922
801,1018,1122,434,1306,469,922
803,1018,1108,448,1296,419,922
857,1022,1022,534,1296,384,922
825,1055,902,654,1296,347,877
696,1231,873,683,1296,347,906
673,1254,866,690,1296,132,906
685,1232,884,694,1150,128,906
674,1251,830,748,1144,107,736
674,1251,775,803,1106,102,653
669,1256,775,803,1106,102,682
598,1327,763,815,1088,102,635
716,1358,776,815,1088,83,598
724,1299,835,793,1090,136,528
730,1306,835,792,1047,107,520
747,1233,914,790,1040,66,517
747,1068,1079,722,1108,66,382
747,1040,1071,746,1111,66,327
747,989,1087,780,1108,90,302
747,945,920,991,989,92,317
715,977,917,994,657,92,317
598,1094,917,978,610,198,317
579,1112,846,1049,580,279,427
579,1112,704,1086,667,370,432
532,1158,463,1304,588,370,432
532,1108,513,1243,546,398,432
521,917,715,1240,497,413,557
515,852,786,1200,389,433,571
453,888,812,1199,367,444,548
360,930,863,1145,411,479,538
392,927,892,1126,430,638,876
418,811,1008,1126,430,724,869
423,801,1018,1122,434,724,908
437,803,1018,1108,448,762,959
379,857,1022,1022,534,902,1144
378,825,1055,902,654,903,1191
331,696,1231,873,683,903,1160
331,673,1254,866,690,903,1173
326,685,1232,884,694,903,1197
321,674,1251,830,748,951,1247
330,674,1251,775,803,1112,1385
367,669,1256,775,803,1159,1384
386,598,1327,763,815,1177,1384
291,716,1358,776,815,1183,1487
354,724,1299,835,793,1123,1512
341,730,1306,835,792,1195,1428
318,747,1233,914,790,1443,1468
330,747,1068,1079,722,1443,1468
345,747,1040,1071,746,1443,1468
345,747,989,1087,780,1419,1470
567,747,945,920,991,1417,1456
653,715,977,917,994,1417,1456
658,598,1094,917,978,1311,1456
658,579,1112,846,1049,1261,1346
658,579,1112,704,1086,1204,1341
658,532,1158,463,1304,1278,1341
658,532,1108,513,1243,1250,1341
746,521,917,715,1240,1235,1213
746,515,852,786,1200,1220,1191
824,453,888,812,1199,1237,1288
841,360,930,863,1145,1290,1338
836,392,927,892,1126,1175,941
810,418,811,1008,1126,1213,941
805,423,801,1018,1122,1267,1017
846,437,803,1018,1108,1230,1114
848,379,857,1022,1022,1122,929
848,378,825,1055,902,1173,898
876,331,696,1231,873,1266,879
876,331,673,1254,866,1383,866
869,326,685,1232,884,1425,842
1109,321,674,1251,830,1448,933
1100,330,674,1251,775,1409,803
1063,367,669,1256,775,1376,782
1044,386,598,1327,763,1399,782
977,291,716,1358,776,1401,681
906,354,724,1299,835,1398,656
906,341,730,1306,835,1374,642
1077,318,747,1233,914,1320,591
1153,330,747,1068,1079,1495,591
1138,345,747,1040,1071,1529,591
1138,345,747,989,1087,1589,608
916,567,747,945,920,1618,624
870,653,715,977,917,1618,625
895,658,598,1094,917,1713,629
895,658,579,1112,846,1689,629
900,658,579,1112,704,1656,629
967,658,532,1158,463,1583,629
971,658,532,1108,513,1591,629
883,746,521,917,715,1593,629
883,746,515,852,786,1588,629
805,824,453,888,812,1560,532
808,841,360,930,863,1472,482
765,836,392,927,892,1428,482
766,810,418,811,1008,1304,482
832,805,423,801,1018,1307,367
820,846,437,803,1018,1382,219
821,848,379,857,1022,1417,219
821,848,378,825,1055,1369,223
793,876,331,696,1231,1313,223
793,876,331,673,1254,1197,223
793,869,326,685,1232,1155,223
622,1109,321,674,1251,1084,82
801,1100,330,674,1251,962,88
854,1063,367,669,1256,992,124
854,1044,386,598,1327,995,124
854,977,291,716,1358,987,122
854,906,354,724,1299,984,122
869,906,341,730,1306,936,134
704,1077,318,747,1233,834,188
690,1153,330,747,1068,659,222
904,1138,345,747,1040,625,501
904,1138,345,747,989,565,482
904,916,567,747,945,840,465
864,870,653,715,977,881,465
879,895,658,598,1094,810,461
879,895,658,579,1112,899,475
874,900,658,579,1112,907,531
828,967,658,532,1158,906,612
877,971,658,532,1108,903,617
880,883,746,521,917,901,713
880,883,746,515,852,901,831
888,805,824,453,888,952,832
869,808,841,360,930,1009,834
865,765,836,392,927,1035,1012
864,766,810,418,811,1035,1021
839,832,805,423,801,1028,1044
812,820,846,437,803,963,1062
809,821,848,379,857,974,1132
922,821,848,378,825,1304,1113
922,793,876,331,696,1268,1113
941,793,876,331,673,1267,1363
943,793,869,326,685,1267,1469
871,622,1109,321,674,1267,1553
692,801,1100,330,674,1267,1539
639,854,1063,367,669,1223,1666
639,854,1044,386,598,1179,1748
639,854,977,291,716,1179,1748
639,854,906,354,724,1179,1748
627,869,906,341,730,1179,1736
685,704,1077,318,747,1087,1682
687,690,1153,330,747,1196,1670
473,904,1138,345,747,1202,1391
683,904,1138,345,747,1207,1391
741,904,916,567,747,912,1391
758,864,870,653,715,871,1390
713,879,895,658,598,847,1390
713,879,895,658,579,751,1376
713,874,900,658,579,771,1320
707,828,967,658,532,772,1239
1057,877,971,658,532,767,1234
1283,880,883,746,521,767,1138
1283,880,883,746,515,767,1020
1275,888,805,824,453,716,1022
1274,869,808,841,360,659,1020
1268,865,765,836,392,710,867
1268,864,766,810,418,729,878
1227,839,832,805,423,679,860
1209,812,820,846,437,668,842
1209,809,821,848,379,590,772
1096,922,821,848,378,256,771
1100,922,793,876,331,255,771
1081,941,793,876,331,312,527
1079,943,793,869,326,312,434
1079,871,622,1109,321,312,358
1079,692,801,1100,330,479,358
1079,639,854,1063,367,489,184
1079,639,854,1044,386,530,118
1155,639,854,977,291,530,174
1253,639,854,906,354,530,193
1302,627,869,906,341,544,381
1264,685,704,1077,318,549,630
1190,687,690,1153,330,440,609
1257,473,904,1138,345,434,613
1091,683,904,1138,345,429,677
1033,741,904,916,567,420,682
1065,758,864,870,653,420,682
1065,713,879,895,658,425,683
1065,713,879,895,658,476,683
1065,713,874,900,658,447,683
1052,707,828,967,658,446,683
649,1057,877,971,658,446,683
420,1283,880,883,746,446,683
428,1283,880,883,746,446,683
491,1275,888,805,824,446,680
491,1274,869,808,841,456,680
491,1268,865,765,836,379,655
491,1268,864,766,810,360,715
491,1227,839,832,805,360,747
510,1209,812,820,846,374,752
510,1209,809,821,848,375,784
511,1096,922,821,848,375,934
515,1100,922,793,876,375,995
515,1081,941,793,876,318,990
515,1079,943,793,869,318,977
679,1079,871,622,1109,318,969
682,1079,692,801,1100,151,976
702,1079,639,854,1063,380,977
760,1079,639,854,1044,352,961
734,1155,639,854,977,352,928
689,1253,639,854,906,352,927
637,1302,627,869,906,338,739
611,1264,685,704,1077,333,490
609,1190,687,690,1153,333,489
542,1257,473,904,1138,333,485
505,1091,683,904,1138,406,421
506,1033,741,904,916,409,416
457,1065,758,864,870,509,423
569,1065,713,879,895,615,422
618,1065,713,879,895,592,422
668,1065,713,874,900,624,485
674,1052,707,828,967,624,485
674,649,1057,877,971,680,565
674,420,1283,880,883,690,580
670,428,1283,880,883,690,580
634,491,1275,888,805,690,628
634,491,1274,869,808,680,636
640,491,1268,865,765,680,695
642,491,1268,864,766,826,697
648,491,1227,839,832,832,758
657,510,1209,812,820,856,782
720,510,1209,809,821,855,776
729,511,1096,922,821,873,885
737,515,1100,922,793,873,851
737,515,1081,941,793,893,927
737,515,1079,943,793,937,929
573,679,1079,871,622,946,929
570,682,1079,692,801,946,947
550,702,1079,639,854,716,946
527,760,1079,639,854,707,947
553,734,1155,639,854,826,924
508,689,1253,639,854,1158,906
561,637,1302,627,869,1221,993
654,611,1264,685,704,1252,1105
778,609,1190,687,690,1270,1122
848,542,1257,473,904,1373,1128
842,505,1091,683,904,1403,1196
841,506,1033,741,904,1452,1279
854,457,1065,758,864,1500,1278
743,569,1065,713,879,1412,1278
694,618,1065,713,879,1394,1320
644,668,1065,713,874,1362,1292
636,674,1052,707,828,1362,1293
641,674,649,1057,877,1306,1213
641,674,420,1283,880,1296,1198
637,670,428,1283,880,1296,1242
637,634,491,1275,888,1296,1194
643,634,491,1274,869,1296,1186
642,640,491,1268,865,1296,1127
661,642,491,1268,864,1150,1045
657,648,491,1227,839,1144,947
630,657,510,1209,812,1106,918
567,720,510,1209,809,1106,892
557,729,511,1096,922,1088,633
541,737,515,1100,922,1088,606
541,737,515,1081,941,1090,529
541,737,515,1079,943,1047,527
541,573,679,1079,871,1040,527
541,570,682,1079,692,1108,502
541,550,702,1079,639,1111,627
520,527,760,1079,639,1108,705
444,553,734,1155,639,989,803
436,508,689,1253,639,657,832
383,561,637,1302,627,610,757
290,654,611,1264,685,580,714
169,778,609,1190,687,667,707
99,848,542,1257,473,588,777
98,842,505,1091,683,546,709
98,841,506,1033,741,497,704
85,854,457,1065,758,389,706
84,743,569,1065,713,367,735
84,694,618,1065,713,411,731
84,644,668,1065,713,430,698
84,636,674,1052,707,430,704
88,641,674,649,1057,434,712
88,641,674,420,1283,448,712
88,637,670,428,1283,534,668
81,637,634,491,1275,654,746
263,643,634,491,1274,683,904
365,642,640,491,1268,690,959
356,661,642,491,1268,694,1014
354,657,648,491,1227,748,1015
381,630,657,510,1209,803,1015
750,567,720,510,1209,803,1015
750,557,729,511,1096,815,1015
750,541,737,515,1100,815,1015
750,541,737,515,1081,793,1015
750,541,737,515,1079,792,1036
750,541,573,679,1079,790,1036
750,541,570,682,1079,722,1039
750,541,550,702,1079,746,914
736,520,527,760,1079,780,836
736,444,553,734,1155,991,738
764,436,508,689,1253,994,709
771,383,561,637,1302,978,697
778,290,654,611,1264,1049,628
775,169,778,609,1190,1086,622
775,99,848,542,1257,1304,591
786,98,842,505,1091,1243,601
786,98,841,506,1033,1240,707
888,85,854,457,1065,1200,706
1042,84,743,569,1065,1199,704
1063,84,694,618,1065,1145,801
1083,84,644,668,1065,1126,914
1086,84,636,674,1052,1126,930
1077,88,641,674,649,1122,1066
1080,88,641,674,420,1108,1066
1148,88,637,670,428,1022,1066
1139,81,637,634,491,902,988
951,263,643,634,491,873,830
848,365,642,640,491,866,775
837,356,661,642,491,884,720
837,354,657,648,491,830,732
835,381,630,657,510,775,732
485,750,567,720,510,775,777
485,750,557,729,511,763,880
485,750,541,737,515,776,999
485,750,541,737,515,835,1016
489,750,541,737,515,835,1042
489,750,541,573,679,914,1206
508,750,541,570,682,1079,1294
510,750,541,550,702,1071,1328
510,736,520,527,760,1087,1412
632,736,444,553,734,920,1412
672,764,436,508,689,917,1429
720,771,383,561,637,917,1499
713,778,290,654,611,846,1523
765,775,169,778,609,704,1519
780,775,99,848,542,463,1509
837,786,98,842,505,513,1499
838,786,98,841,506,715,1315
743,888,85,854,457,786,1308
592,1042,84,743,569,812,1281
571,1063,84,694,618,863,1146
551,1083,84,644,668,892,1031
548,1086,84,636,674,1008,1008
548,1077,88,641,674,1018,870
545,1080,88,641,674,1018,920
477,1148,88,637,670,1022,955
466,1139,81,637,634,1055,992
466,951,263,643,634,1231,992
462,848,365,642,640,1254,1207
534,837,356,661,642,1232,1211
547,837,354,657,648,1251,1219
571,835,381,630,657,1251,1224
600,485,750,567,720,1256,1179
622,485,750,557,729,1327,1076
648,485,750,541,737,1358,976
654,485,750,541,737,1299,972
650,489,750,541,737,1306,954
650,489,750,541,573,1233,831
631,508,750,541,570,1068,740
629,510,750,541,550,1040,706
629,510,736,520,527,989,621
507,632,736,444,553,945,621
439,672,764,436,508,977,604
384,720,771,383,561,1094,534
388,713,778,290,654,1112,510
340,765,775,169,778,1112,510
326,780,775,99,848,1158,475
258,837,786,98,842,1108,475
257,838,786,98,841,917,475
250,743,888,85,854,852,475
247,592,1042,84,743,888,475
247,571,1063,84,694,930,475
247,551,1083,84,644,927,475
290,548,1086,84,636,811,475
492,548,1077,88,641,801,469
578,545,1080,88,641,803,419
578,477,1148,88,637,857,384
578,466,1139,81,637,825,347
578,466,951,263,643,696,347
578,462,848,365,642,673,132
505,534,837,356,661,685,128
492,547,837,354,657,674,107
448,571,835,381,630,674,102
471,600,485,750,567,669,102
451,622,485,750,557,598,102
479,648,485,750,541,716,83
473,654,485,750,541,724,136
473,650,489,750,541,730,107
473,650,489,750,541,747,66
473,631,508,750,541,747,66
473,629,510,750,541,747,66
473,629,510,736,520,747,90
475,507,632,736,444,747,92
475,439,672,764,436,715,92
475,384,720,771,383,598,198
476,388,713,778,290,579,279
540,340,765,775,169,579,370
683,326,780,775,99,532,370
721,258,837,786,98,532,398
776,257,838,786,98,521,413
776,250,743,888,85,515,433
935,247,592,1042,84,453,444
983,247,571,1063,84,360,479
983,247,551,1083,84,392,638
945,290,548,1086,84,418,724
743,492,548,1077,88,423,724
662,578,545,1080,88,437,762
662,578,477,1148,88,379,902
703,578,466,1139,81,378,903
703,578,466,951,263,331,903
703,578,462,848,365,331,903
703,505,534,837,356,326,903
