Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
723,357,249,411,2312,501,274,389,147,1457
723,275,331,411,1778,528,240,389,124,1457
724,78,530,411,1715,513,240,389,124,1252
719,52,561,411,1732,532,179,389,124,1087
719,52,561,411,1464,482,172,389,124,867
733,73,561,409,1356,423,174,389,124,1080
733,73,559,411,1320,320,189,389,124,1354
735,73,537,425,1080,351,178,389,164,1427
751,73,537,380,874,350,148,389,164,1452
751,68,542,337,935,390,148,407,284,1485
751,63,547,337,978,441,148,407,284,1485
751,63,547,337,963,434,148,407,284,1485
691,123,525,295,970,362,148,413,284,1400
690,124,524,296,994,266,149,417,287,1345
697,124,524,238,981,253,149,382,287,1345
697,124,524,238,1003,283,149,363,282,1345
697,123,525,238,998,266,143,363,269,1345
697,117,522,247,998,266,142,378,279,1342
692,122,522,247,979,263,142,383,274,1342
692,113,531,235,974,269,142,430,261,1342
666,121,549,235,934,298,142,527,246,1239
663,124,549,235,878,298,142,445,211,1192
489,297,550,235,888,360,142,522,211,1109
482,304,550,235,884,366,142,450,211,1057
478,308,550,235,1047,383,152,450,206,949
478,308,550,220,952,426,152,391,181,719
433,353,550,150,1012,526,152,367,456,719
423,378,550,117,969,526,136,360,475,734
339,534,546,86,967,582,147,361,720,734
345,569,546,86,890,594,161,455,753,772
205,723,428,191,840,599,155,584,753,772
205,723,357,249,823,620,113,617,753,772
205,723,275,331,854,638,104,617,748,772
239,724,78,530,806,626,107,638,748,772
240,719,52,561,834,601,107,640,748,772
240,719,52,561,834,614,107,650,748,769
224,733,73,561,859,615,97,662,748,546
236,733,73,559,859,613,73,671,748,259
234,735,73,537,918,644,73,671,708,141
218,751,73,537,910,743,104,671,708,116
218,751,68,542,835,734,104,687,588,83
218,751,63,547,792,683,104,687,588,113
229,751,63,547,792,763,167,687,623,118
229,691,123,525,734,785,212,681,628,118
229,690,124,524,711,787,225,676,625,118
222,697,124,524,711,788,225,676,638,118
222,697,124,524,689,786,225,676,638,118
222,697,123,525,689,921,227,676,638,118
222,697,117,522,731,931,227,661,628,118
228,692,122,522,731,996,283,656,628,143
240,692,113,531,731,992,350,559,628,151
240,666,121,549,731,983,355,456,628,141
240,663,124,549,731,983,366,463,628,151
240,489,297,550,724,921,366,437,628,231
240,482,304,550,700,914,366,437,628,261
240,478,308,550,609,897,356,465,630,264
240,478,308,550,683,854,358,491,658,317
240,433,353,550,679,754,358,504,392,317
225,423,378,550,719,754,358,502,373,295
153,339,534,546,716,698,347,501,128,345
112,345,569,546,716,686,317,407,148,327
106,205,723,428,716,681,310,296,158,330
110,205,723,357,716,723,310,263,158,330
110,205,723,275,745,682,310,271,158,330
73,239,724,78,772,679,301,250,158,330
72,240,719,52,711,693,301,268,158,340
80,240,719,52,687,680,301,282,158,335
61,224,733,73,708,679,301,284,158,335
49,236,733,73,726,679,315,275,428,335
53,234,735,73,667,600,319,330,471,335
160,218,751,73,666,499,288,330,471,335
183,218,751,68,666,460,288,296,471,335
183,218,751,63,666,523,288,296,476,305
172,229,751,63,666,453,225,296,441,300
177,229,691,123,666,482,197,296,436,300
207,229,690,124,665,477,276,296,436,300
207,222,697,124,665,534,298,296,423,305
207,222,697,124,665,506,323,315,423,365
207,222,697,123,665,371,321,317,423,435
207,222,697,117,623,361,335,561,423,435
201,228,692,122,623,297,601,561,423,415
189,240,692,113,623,297,910,560,423,407
189,240,666,121,623,329,921,552,433,407
190,240,663,124,623,329,917,541,463,397
212,240,489,297,653,329,917,471,471,317
329,240,482,304,757,329,917,471,474,287
430,240,478,308,806,362,957,443,469,284
495,240,478,308,621,369,955,417,441,231
495,240,433,353,520,464,1044,404,432,231
498,225,423,378,474,577,1046,404,432,231
528,153,339,534,473,583,1046,404,432,181
531,112,345,569,473,698,1041,404,379,161
523,106,205,723,473,718,1041,386,369,158
568,110,205,723,509,655,1041,404,369,158
641,110,205,723,449,672,1130,557,369,158
713,73,239,724,421,674,1193,557,369,158
713,72,240,719,438,660,1256,537,369,148
705,80,240,719,470,660,1256,590,369,148
705,61,224,733,448,660,1294,576,369,148
705,49,236,733,449,660,1280,591,99,148
840,53,234,735,472,660,1276,540,56,148
749,160,218,751,512,794,1365,542,56,313
726,183,218,751,552,825,1391,561,56,458
726,183,218,751,599,926,1391,592,51,506
726,172,229,751,610,938,1391,677,51,521
721,177,229,691,610,898,1374,684,142,551
691,207,229,690,645,900,1281,684,208,721
691,207,222,697,645,840,1259,697,228,789
691,207,222,697,645,840,1234,712,245,766
691,207,222,697,646,859,1293,724,321,696
691,207,222,697,646,864,1282,480,321,696
691,201,228,692,658,863,986,521,321,691
691,189,240,692,689,857,620,521,336,691
691,189,240,666,689,805,638,521,341,691
690,190,240,663,705,805,646,521,315,691
668,212,240,489,649,805,662,521,307,691
551,329,240,482,577,805,669,521,359,691
450,430,240,478,508,772,629,521,366,721
385,495,240,478,506,765,629,521,376,749
480,495,240,433,506,670,540,556,485,764
484,498,225,423,533,557,677,580,486,769
464,528,153,339,533,551,677,580,538,799
461,531,112,345,533,436,677,832,538,817
466,523,106,205,533,416,677,1213,565,817
417,568,110,205,497,416,677,1290,569,817
344,641,110,205,497,391,588,1129,587,817
272,713,73,239,487,388,532,1129,634,867
273,713,72,240,470,388,469,1129,634,867
286,705,80,240,438,388,469,1052,634,1070
295,705,61,224,408,388,431,1052,634,1308
316,705,49,236,389,388,431,1048,634,1371
251,840,53,234,400,388,431,1072,634,1371
250,749,160,218,384,254,342,1070,634,1324
295,726,183,218,359,223,316,1091,634,1179
366,726,183,218,312,59,320,1182,634,1386
383,726,172,229,301,37,320,1191,638,1386
395,721,177,229,301,65,320,1184,547,1447
395,691,207,229,266,96,320,1184,481,1277
419,691,207,222,266,97,320,1171,461,1249
426,691,207,222,266,97,381,1258,444,1217
426,691,207,222,272,78,322,1268,368,1217
426,691,207,222,273,73,374,1378,368,1217
426,691,201,228,261,73,351,1337,479,1217
426,691,189,240,230,75,541,1339,483,1217
426,691,189,240,268,75,512,1339,468,1217
426,690,190,240,252,75,510,1344,464,1217
426,668,212,240,252,75,494,1348,464,1217
426,551,329,240,217,75,488,1349,428,1217
426,450,430,240,158,77,640,1349,421,1187
426,385,495,240,158,77,682,1349,411,1159
331,480,495,240,158,77,707,1344,302,1144
324,484,498,225,209,77,568,1320,301,1131
363,464,528,153,209,77,568,1320,249,1101
364,461,531,112,209,132,568,1129,251,1083
359,466,523,106,209,132,608,748,372,1083
359,417,568,110,293,132,626,653,449,1083
359,344,641,110,350,132,763,653,432,1083
359,272,713,73,358,142,900,653,385,1033
364,273,713,72,358,142,900,653,385,1206
351,286,705,80,358,185,1112,653,612,1003
342,295,705,61,358,276,1139,663,612,765
321,316,705,49,358,352,1139,807,612,702
247,251,840,53,324,352,1139,779,612,702
232,250,749,160,300,352,1139,779,612,584
187,295,726,183,285,352,1139,739,612,584
116,366,726,183,285,352,1135,617,612,329
131,383,726,172,285,352,1135,523,608,314
129,395,721,177,382,406,1135,523,616,223
129,395,691,207,443,395,1135,523,728,223
105,419,691,207,443,394,1190,525,728,178
220,426,691,207,443,508,1140,464,728,173
258,426,691,207,436,569,1140,667,728,173
363,426,691,207,436,632,1086,573,728,173
438,426,691,201,436,632,1083,638,617,176
438,426,691,189,436,630,955,792,598,336
438,426,691,189,398,630,1028,792,598,336
438,426,690,190,398,630,1015,787,598,548
438,426,668,212,386,647,1015,783,598,573
438,426,551,329,386,647,1014,789,579,623
438,426,450,430,386,852,862,849,579,623
559,426,385,495,386,853,820,879,579,651
606,331,480,495,386,853,795,849,579,673
607,324,484,498,391,853,795,863,596,673
568,363,464,528,472,864,796,903,596,673
622,364,461,531,539,809,796,846,594,673
622,359,466,523,539,830,756,846,446,681
660,359,417,568,455,832,738,846,365,681
763,359,344,641,440,833,601,846,364,704
804,359,272,713,439,829,457,846,364,704
846,364,273,713,474,829,457,916,364,531
900,351,286,705,474,786,245,921,137,574
902,342,295,705,474,695,218,1049,137,1216
902,321,316,705,474,619,218,952,141,1219
902,247,251,840,475,619,218,1108,141,1219
902,232,250,749,581,619,242,1121,141,1219
902,187,295,726,581,619,242,1159,141,1224
902,116,366,726,656,630,245,1159,141,1224
870,131,383,726,656,709,245,1159,141,1229
860,129,395,721,620,689,269,1161,133,1309
860,129,395,691,740,793,376,1161,21,1329
860,105,419,691,742,825,330,1159,21,1329
738,220,426,691,780,877,418,1099,21,1339
700,258,426,691,814,816,535,887,47,1339
678,363,426,691,820,832,546,871,47,1339
614,438,426,691,863,832,787,806,47,1336
624,438,426,691,863,953,801,695,47,1176
624,438,426,691,865,964,996,707,47,1176
624,438,426,690,953,968,1001,707,52,964
624,438,426,668,955,965,1001,707,52,939
624,438,426,551,956,1015,1001,701,52,889
624,438,426,450,956,900,1001,641,52,889
569,559,426,385,956,950,1001,611,52,861
526,606,331,480,956,951,1040,611,52,862
525,607,324,484,873,951,1204,605,58,1245
521,568,363,464,792,940,1288,565,58,1250
466,622,364,461,801,1086,1378,561,70,1300
466,622,359,466,802,1067,1442,561,190,1305
428,660,359,417,803,1065,1442,561,263,1305
484,763,359,344,892,1064,1442,561,291,1282
443,804,359,272,885,1058,1442,568,338,1282
395,846,364,273,850,1058,1442,498,480,1312
341,900,351,286,850,1058,1457,493,507,1317
801,902,342,295,902,1058,1509,369,520,695
801,902,321,316,903,1058,1509,311,516,692
801,902,247,251,1132,1071,1512,161,516,740
823,902,232,250,1042,1078,1513,148,516,785
838,902,187,295,1079,1078,1933,110,615,780
838,902,116,366,1006,1067,1967,207,712,780
838,870,131,383,1008,988,1972,214,712,778
838,860,129,395,947,915,1958,212,712,698
838,860,129,395,766,789,1923,212,712,678
838,860,105,419,764,757,1917,212,712,678
838,738,220,426,726,591,1823,216,712,668
838,700,258,426,692,591,1741,201,778,668
755,678,363,426,685,512,1793,201,778,668
744,614,438,426,642,512,1664,201,778,668
743,624,438,426,642,391,1588,218,778,668
763,624,438,426,640,380,1315,206,780,698
807,624,438,426,552,376,1310,206,868,718
810,624,438,426,569,362,1310,206,947,718
834,624,438,426,568,312,1310,205,953,718
926,624,438,426,568,220,1310,235,961,718
884,569,559,426,568,169,1349,288,961,718
880,526,606,331,568,239,1310,289,961,695
880,525,607,324,568,333,1153,332,938,312
874,521,568,363,568,416,1069,483,938,307
874,466,622,364,494,310,979,598,926,275
876,466,622,359,493,320,915,621,806,305
884,428,660,359,500,377,915,657,733,415
744,484,763,359,414,387,915,768,705,975
816,443,804,359,457,452,915,774,658,1200
816,395,846,364,457,580,915,774,530,1185
831,341,900,351,457,637,900,774,503,1197
398,801,902,342,469,637,848,760,490,1212
402,801,902,321,468,637,848,822,585,1332
403,801,902,247,296,624,845,855,614,1284
502,823,902,232,280,617,820,855,660,1250
569,838,902,187,243,617,400,855,583,1250
637,838,902,116,241,622,364,758,486,1250
671,838,870,131,239,681,384,751,558,1247
706,838,860,129,251,681,383,769,625,1247
706,838,860,129,251,716,311,770,630,1247
713,838,860,105,251,790,319,861,630,1260
967,838,738,220,251,790,328,989,717,1450
1073,838,700,258,251,790,294,1016,635,1450
1124,755,678,363,251,803,231,1020,792,1463
1124,744,614,438,266,815,186,1020,869,1579
1115,743,624,438,336,885,219,1049,914,1624
1095,763,624,438,369,889,219,1116,912,1601
1051,807,624,438,404,892,219,1135,819,1609
1176,810,624,438,385,931,219,1166,806,1694
1176,834,624,438,398,958,219,1183,906,1719
1194,926,624,438,411,963,219,1158,904,1976
1170,884,569,559,411,963,181,1138,904,1976
1170,880,526,606,411,1002,183,1174,904,1976
1180,880,525,607,411,908,176,1123,904,1976
1188,874,521,568,411,825,175,972,904,2036
1291,874,466,622,409,785,175,968,904,2026
1291,876,466,622,411,788,175,971,904,2008
1283,884,428,660,425,731,176,948,904,1898
1264,744,484,763,380,721,176,876,904,1338
1259,816,443,804,337,656,176,1000,904,1161
1266,816,395,846,337,528,176,1003,890,1146
1254,831,341,900,337,471,191,1016,890,1094
1246,398,801,902,295,471,197,1226,890,1067
1303,402,801,902,296,492,201,1238,795,947
1349,403,801,902,238,553,243,1330,766,947
1252,502,823,902,238,587,243,1330,720,941
1170,569,838,902,238,631,243,1331,698,941
1102,637,838,902,247,651,299,1381,698,941
1068,671,838,870,247,622,406,1381,626,941
1033,706,838,860,235,681,456,1363,559,941
1033,706,838,860,235,648,649,1362,554,1124
1026,713,838,860,235,576,689,1291,554,1114
772,967,838,738,235,576,750,1187,467,977
719,1073,838,700,235,603,886,1168,457,990
668,1124,755,678,235,609,916,1164,300,977
668,1124,744,614,220,597,887,1164,223,871
668,1115,743,624,150,530,926,1081,199,826
723,1095,763,624,117,526,989,1014,287,819
729,1051,807,624,86,529,995,995,397,791
613,1176,810,624,86,491,1215,990,464,706
657,1176,834,624,191,471,1646,989,404,694
549,1194,926,624,249,466,1738,1025,513,485
561,1170,884,569,331,466,1845,1024,543,513
665,1170,880,526,530,356,1900,989,565,513
655,1180,880,525,561,356,1975,989,565,513
647,1188,874,521,561,357,1975,989,565,513
544,1291,874,466,561,366,1988,878,566,673
542,1291,876,466,559,546,1993,852,575,741
542,1283,884,428,537,618,2009,839,575,751
548,1264,744,484,537,710,2080,800,575,1026
517,1259,816,443,542,753,2144,663,575,1091
512,1266,816,395,547,801,2322,660,575,1109
509,1254,831,341,547,809,2307,647,575,1184
488,1246,398,801,525,820,2337,437,575,1431
457,1303,402,801,524,800,2432,363,575,1586
410,1349,403,801,524,739,2431,232,595,1732
403,1252,502,823,524,705,2560,233,620,1900
403,1170,569,838,525,665,2721,276,620,1910
403,1102,637,838,522,640,2685,283,620,1955
403,1068,671,838,522,657,2553,292,629,2013
403,1033,706,838,531,614,2494,319,656,2096
403,1033,706,838,549,682,2301,465,720,2086
403,1026,713,838,549,711,2250,756,720,2177
403,772,967,838,550,747,2230,941,720,2124
350,719,1073,838,550,720,2134,1001,720,2111
350,668,1124,755,550,711,2158,1011,720,2111
350,668,1124,744,550,712,2120,1011,720,2101
350,668,1115,743,550,709,2038,1006,699,2101
295,723,1095,763,550,709,1975,1010,611,2101
315,729,1051,807,546,808,1969,1052,501,2101
389,613,1176,810,546,807,1773,1038,378,2116
321,657,1176,834,428,823,1348,1022,339,2103
319,549,1194,926,357,853,1256,985,224,2068
346,561,1170,884,275,1387,1152,996,194,2068
244,665,1170,880,78,1509,1126,1000,172,2068
248,655,1180,880,52,1525,1057,1061,172,2068
248,647,1188,874,52,1816,1107,1068,172,2008
250,544,1291,874,73,1921,1153,1076,171,1840
253,542,1291,876,73,1762,1253,1085,162,1747
253,542,1283,884,73,1930,1253,1096,162,1737
247,548,1264,744,73,2053,1185,1126,162,1462
211,517,1259,816,68,2024,1129,1126,162,1349
209,512,1266,816,63,1976,951,1126,162,1331
209,509,1254,831,63,1983,958,1126,162,1248
209,488,1246,398,123,2023,994,1126,162,993
179,457,1303,402,124,2022,994,1126,163,838
185,410,1349,403,124,2035,968,1126,178,692
228,403,1252,502,124,2035,839,1125,172,524
228,403,1170,569,123,2036,695,1087,172,527
228,403,1102,637,117,2036,674,1031,172,482
228,403,1068,671,122,2008,677,1022,163,429
228,403,1033,706,113,1997,681,995,187,359
246,403,1033,706,121,1967,681,849,137,201
259,403,1026,713,124,1992,681,538,223,142
380,403,772,967,297,1991,626,325,242,142
538,350,719,1073,304,2022,586,257,314,142
627,350,668,1124,308,2019,531,247,314,150
636,350,668,1124,308,2226,531,247,373,175
636,350,668,1115,353,2271,531,244,397,175
643,295,723,1095,378,2320,531,256,406,175
790,315,729,1051,534,2221,531,214,406,175
709,389,613,1176,569,2298,507,223,396,160
717,321,657,1176,723,2325,501,236,389,160
731,319,549,1194,723,2312,501,274,389,147
692,346,561,1170,723,1778,528,240,389,124
703,244,665,1170,724,1715,513,240,389,124
847,248,655,1180,719,1732,532,179,389,124
1129,248,647,1188,719,1464,482,172,389,124
1244,250,544,1291,733,1356,423,174,389,124
1244,253,542,1291,733,1320,320,189,389,124
1244,253,542,1283,735,1080,351,178,389,164
1245,247,548,1264,751,874,350,148,389,164
1245,211,517,1259,751,935,390,148,407,284
1299,209,512,1266,751,978,441,148,407,284
1321,209,509,1254,751,963,434,148,407,284
1334,209,488,1246,691,970,362,148,413,284
1334,179,457,1303,690,994,266,149,417,287
1328,185,410,1349,697,981,253,149,382,287
1268,228,403,1252,697,1003,283,149,363,282
1268,228,403,1170,697,998,266,143,363,269
1268,228,403,1102,697,998,266,142,378,279
1268,228,403,1068,692,979,263,142,383,274
1268,228,403,1033,692,974,269,142,430,261
1250,246,403,1033,666,934,298,142,527,246
1253,259,403,1026,663,878,298,142,445,211
1133,380,403,772,489,888,360,142,522,211
975,538,350,719,482,884,366,142,450,211
886,627,350,668,478,1047,383,152,450,206
882,636,350,668,478,952,426,152,391,181
925,636,350,668,433,1012,526,152,367,456
926,643,295,723,423,969,526,136,360,475
753,790,315,729,339,967,582,147,361,720
748,709,389,613,345,890,594,161,455,753
759,717,321,657,205,840,599,155,584,753
745,731,319,549,205,823,620,113,617,753
757,692,346,561,205,854,638,104,617,748
744,703,244,665,239,806,626,107,638,748
596,847,248,655,240,834,601,107,640,748
347,1129,248,647,240,834,614,107,650,748
232,1244,250,544,224,859,615,97,662,748
229,1244,253,542,236,859,613,73,671,748
229,1244,253,542,234,918,644,73,671,708
228,1245,247,548,218,910,743,104,671,708
228,1245,211,517,218,835,734,104,687,588
177,1299,209,512,218,792,683,104,687,588
158,1321,209,509,229,792,763,167,687,623
155,1334,209,488,229,734,785,212,681,628
174,1334,179,457,229,711,787,225,676,625
174,1328,185,410,222,711,788,225,676,638
174,1268,228,403,222,689,786,225,676,638
174,1268,228,403,222,689,921,227,676,638
174,1268,228,403,222,731,931,227,661,628
174,1268,228,403,228,731,996,283,656,628
174,1268,228,403,240,731,992,350,559,628
174,1250,246,403,240,731,983,355,456,628
159,1253,259,403,240,731,983,366,463,628
158,1133,380,403,240,724,921,366,437,628
158,975,538,350,240,700,914,366,437,628
158,886,627,350,240,609,897,356,465,630
153,882,636,350,240,683,854,358,491,658
110,925,636,350,240,679,754,358,504,392
102,926,643,295,225,719,754,358,502,373
102,753,790,315,153,716,698,347,501,128
102,748,709,389,112,716,686,317,407,148
83,759,717,321,106,716,681,310,296,158
83,745,731,319,110,716,723,310,263,158
98,757,692,346,110,745,682,310,271,158
195,744,703,244,73,772,679,301,250,158
242,596,847,248,72,711,693,301,268,158
220,347,1129,248,80,687,680,301,282,158
229,232,1244,250,61,708,679,301,284,158
229,229,1244,253,49,726,679,315,275,428
229,229,1244,253,53,667,600,319,330,471
229,228,1245,247,160,666,499,288,330,471
229,228,1245,211,183,666,460,288,296,471
227,177,1299,209,183,666,523,288,296,476
427,158,1321,209,172,666,453,225,296,441
517,155,1334,209,177,666,482,197,296,436
516,174,1334,179,207,665,477,276,296,436
517,174,1328,185,207,665,534,298,296,423
587,174,1268,228,207,665,506,323,315,423
617,174,1268,228,207,665,371,321,317,423
638,174,1268,228,207,623,361,335,561,423
653,174,1268,228,201,623,297,601,561,423
653,174,1268,228,189,623,297,910,560,423
653,174,1250,246,189,623,329,921,552,433
678,159,1253,259,190,623,329,917,541,463
710,158,1133,380,212,653,329,917,471,471
710,158,975,538,329,757,329,917,471,474
849,158,886,627,430,806,362,957,443,469
851,153,882,636,495,621,369,955,417,441
927,110,925,636,495,520,464,1044,404,432
1054,102,926,643,498,474,577,1046,404,432
1054,102,753,790,528,473,583,1046,404,432
1054,102,748,709,531,473,698,1041,404,379
1054,83,759,717,523,473,718,1041,386,369
1054,83,745,731,568,509,655,1041,404,369
1027,98,757,692,641,449,672,1130,557,369
930,195,744,703,713,421,674,1193,557,369
883,242,596,847,713,438,660,1256,537,369
872,220,347,1129,705,470,660,1256,590,369
861,229,232,1244,705,448,660,1294,576,369
861,229,229,1244,705,449,660,1280,591,99
861,229,229,1244,840,472,660,1276,540,56
861,229,228,1245,749,512,794,1365,542,56
861,229,228,1245,726,552,825,1391,561,56
860,227,177,1299,726,599,926,1391,592,51
657,427,158,1321,726,610,938,1391,677,51
557,517,155,1334,721,610,898,1374,684,142
731,516,174,1334,691,645,900,1281,684,208
866,517,174,1328,691,645,840,1259,697,228
796,587,174,1268,691,645,840,1234,712,245
766,617,174,1268,691,646,859,1293,724,321
885,638,174,1268,691,646,864,1282,480,321
870,653,174,1268,691,658,863,986,521,321
1077,653,174,1268,691,689,857,620,521,336
1116,653,174,1250,691,689,805,638,521,341
1090,678,159,1253,690,705,805,646,521,315
1092,710,158,1133,668,649,805,662,521,307
1310,710,158,975,551,577,805,669,521,359
1171,849,158,886,450,508,772,629,521,366
1178,851,153,882,385,506,765,629,521,376
1144,927,110,925,480,506,670,540,556,485
1098,1054,102,926,484,533,557,677,580,486
1180,1054,102,753,464,533,551,677,580,538
1410,1054,102,748,461,533,436,677,832,538
1516,1054,83,759,466,533,416,677,1213,565
1606,1054,83,745,417,497,416,677,1290,569
1747,1027,98,757,344,497,391,588,1129,587
1843,930,195,744,272,487,388,532,1129,634
1843,883,242,596,273,470,388,469,1129,634
1871,872,220,347,286,438,388,469,1052,634
1911,861,229,232,295,408,388,431,1052,634
1921,861,229,229,316,389,388,431,1048,634
1989,861,229,229,251,400,388,431,1072,634
2059,861,229,228,250,384,254,342,1070,634
2314,861,229,228,295,359,223,316,1091,634
2317,860,227,177,366,312,59,320,1182,634
2322,657,427,158,383,301,37,320,1191,638
2331,557,517,155,395,301,65,320,1184,547
2139,731,516,174,395,266,96,320,1184,481
2003,866,517,174,419,266,97,320,1171,461
2003,796,587,174,426,266,97,381,1258,444
2003,766,617,174,426,272,78,322,1268,368
1868,885,638,174,426,273,73,374,1378,368
1868,870,653,174,426,261,73,351,1337,479
1766,1077,653,174,426,230,75,541,1339,483
1727,1116,653,174,426,268,75,512,1339,468
1727,1090,678,159,426,252,75,510,1344,464
1821,1092,710,158,426,252,75,494,1348,464
1628,1310,710,158,426,217,75,488,1349,428
1679,1171,849,158,426,158,77,640,1349,421
1701,1178,851,153,426,158,77,682,1349,411
1659,1144,927,110,331,158,77,707,1344,302
1578,1098,1054,102,324,209,77,568,1320,301
1496,1180,1054,102,363,209,77,568,1320,249
1283,1410,1054,102,364,209,132,568,1129,251
1189,1516,1054,83,359,209,132,608,748,372
1099,1606,1054,83,359,293,132,626,653,449
959,1747,1027,98,359,350,132,763,653,432
863,1843,930,195,359,358,142,900,653,385
863,1843,883,242,364,358,142,900,653,385
848,1871,872,220,351,358,185,1112,653,612
866,1911,861,229,342,358,276,1139,663,612
866,1921,861,229,321,358,352,1139,807,612
870,1989,861,229,247,324,352,1139,779,612
801,2059,861,229,232,300,352,1139,779,612
546,2314,861,229,187,285,352,1139,739,612
543,2317,860,227,116,285,352,1135,617,612
538,2322,657,427,131,285,352,1135,523,608
529,2331,557,517,129,382,406,1135,523,616
529,2139,731,516,129,443,395,1135,523,728
529,2003,866,517,105,443,394,1190,525,728
529,2003,796,587,220,443,508,1140,464,728
529,2003,766,617,258,436,569,1140,667,728
524,1868,885,638,363,436,632,1086,573,728
524,1868,870,653,438,436,632,1083,638,617
419,1766,1077,653,438,436,630,955,792,598
419,1727,1116,653,438,398,630,1028,792,598
419,1727,1090,678,438,398,630,1015,787,598
292,1821,1092,710,438,386,647,1015,783,598
288,1628,1310,710,438,386,647,1014,789,579
237,1679,1171,849,438,386,852,862,849,579
206,1701,1178,851,559,386,853,820,879,579
206,1659,1144,927,606,386,853,795,849,579
206,1578,1098,1054,607,391,853,795,863,596
207,1496,1180,1054,568,472,864,796,903,596
190,1283,1410,1054,622,539,809,796,846,594
178,1189,1516,1054,622,539,830,756,846,446
236,1099,1606,1054,660,455,832,738,846,365
263,959,1747,1027,763,440,833,601,846,364
401,863,1843,930,804,439,829,457,846,364
416,863,1843,883,846,474,829,457,916,364
473,848,1871,872,900,474,786,245,921,137
416,866,1911,861,902,474,695,218,1049,137
656,866,1921,861,902,474,619,218,952,141
584,870,1989,861,902,475,619,218,1108,141
583,801,2059,861,902,581,619,242,1121,141
583,546,2314,861,902,581,619,242,1159,141
583,543,2317,860,902,656,630,245,1159,141
583,538,2322,657,870,656,709,245,1159,141
586,529,2331,557,860,620,689,269,1161,133
586,529,2139,731,860,740,793,376,1161,21
586,529,2003,866,860,742,825,330,1159,21
586,529,2003,796,738,780,877,418,1099,21
586,529,2003,766,700,814,816,535,887,47
651,524,1868,885,678,820,832,546,871,47
679,524,1868,870,614,863,832,787,806,47
679,419,1766,1077,624,863,953,801,695,47
679,419,1727,1116,624,865,964,996,707,47
679,419,1727,1090,624,953,968,1001,707,52
678,292,1821,1092,624,955,965,1001,707,52
657,288,1628,1310,624,956,1015,1001,701,52
657,237,1679,1171,624,956,900,1001,641,52
657,206,1701,1178,569,956,950,1001,611,52
657,206,1659,1144,526,956,951,1040,611,52
657,206,1578,1098,525,873,951,1204,605,58
656,207,1496,1180,521,792,940,1288,565,58
656,190,1283,1410,466,801,1086,1378,561,70
656,178,1189,1516,466,802,1067,1442,561,190
598,236,1099,1606,428,803,1065,1442,561,263
570,263,959,1747,484,892,1064,1442,561,291
432,401,863,1843,443,885,1058,1442,568,338
417,416,863,1843,395,850,1058,1442,498,480
347,473,848,1871,341,850,1058,1457,493,507
346,416,866,1911,801,902,1058,1509,369,520
