Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2
357,897,1669,207,245,676,725,1032,726,187,292,375,339,556
283,948,1690,126,270,734,710,1032,741,187,292,312,339,556
187,1015,1719,124,251,753,705,989,760,218,287,297,337,556
178,1006,1737,124,251,753,700,946,754,255,295,296,337,570
181,985,1758,124,251,723,728,729,864,364,295,215,337,574
186,967,1776,124,251,723,714,735,811,425,283,219,337,708
192,964,1779,120,255,723,712,451,1097,425,283,219,367,708
183,973,1779,96,279,698,718,458,1101,433,283,219,342,749
183,973,1778,97,279,663,753,457,1102,433,283,219,391,778
183,968,1783,97,279,599,805,467,1104,428,288,211,399,804
183,925,1826,97,279,458,861,552,1104,402,314,211,388,982
154,941,1841,93,283,458,822,590,1105,402,314,211,358,935
155,904,1872,87,295,458,822,590,1105,402,314,211,358,931
174,903,1883,95,295,458,822,531,1164,402,314,181,358,910
202,708,2057,116,295,458,817,536,1164,364,352,181,358,901
202,653,2057,167,299,458,817,536,1164,356,360,102,355,816
221,597,1690,579,310,458,817,536,1055,435,390,94,378,692
221,380,1871,589,336,458,811,542,1055,435,360,124,378,689
221,341,1902,564,369,443,770,598,1055,435,330,154,378,652
224,323,1787,698,311,501,639,729,1002,488,287,197,378,652
226,308,1792,708,306,505,540,829,1002,488,225,259,378,652
226,303,1719,784,293,478,579,832,962,528,154,330,370,652
226,303,1719,784,271,500,440,971,860,630,154,330,370,652
227,303,1715,788,270,490,401,1021,857,633,144,297,388,652
227,292,1654,860,269,490,402,1004,859,648,144,297,375,651
224,290,1464,1055,268,237,656,1004,854,611,186,297,312,651
221,309,1311,1208,266,239,642,997,812,674,186,297,297,651
272,341,1217,1302,266,229,651,977,833,674,186,297,296,632
271,343,911,1608,266,229,633,980,811,711,186,297,215,625
270,344,860,1659,266,229,633,980,811,698,179,317,219,628
253,357,852,1671,266,229,633,854,937,690,187,297,219,782
208,357,897,1669,207,245,676,725,1032,726,187,292,219,820
208,283,948,1690,126,270,734,710,1032,741,187,292,219,824
208,187,1015,1719,124,251,753,705,989,760,218,287,211,824
208,178,1006,1737,124,251,753,700,946,754,255,295,211,804
205,181,985,1758,124,251,723,728,729,864,364,295,211,797
200,186,967,1776,124,251,723,714,735,811,425,283,211,790
194,192,964,1779,120,255,723,712,451,1097,425,283,181,807
194,183,973,1779,96,279,698,718,458,1101,433,283,181,784
194,183,973,1778,97,279,663,753,457,1102,433,283,102,816
194,183,968,1783,97,279,599,805,467,1104,428,288,94,821
194,183,925,1826,97,279,458,861,552,1104,402,314,124,645
192,154,941,1841,93,283,458,822,590,1105,402,314,154,628
198,155,904,1872,87,295,458,822,590,1105,402,314,197,688
161,174,903,1883,95,295,458,822,531,1164,402,314,259,697
133,202,708,2057,116,295,458,817,536,1164,364,352,330,736
133,202,653,2057,167,299,458,817,536,1164,356,360,330,739
119,221,597,1690,579,310,458,817,536,1055,435,390,297,700
119,221,380,1871,589,336,458,811,542,1055,435,360,297,700
174,221,341,1902,564,369,443,770,598,1055,435,330,297,725
218,224,323,1787,698,311,501,639,729,1002,488,287,297,725
238,226,308,1792,708,306,505,540,829,1002,488,225,297,725
317,226,303,1719,784,293,478,579,832,962,528,154,297,725
317,226,303,1719,784,271,500,440,971,860,630,154,317,731
316,227,303,1715,788,270,490,401,1021,857,633,144,297,735
316,227,292,1654,860,269,490,402,1004,859,648,144,292,735
316,224,290,1464,1055,268,237,656,1004,854,611,186,292,735
312,221,309,1311,1208,266,239,642,997,812,674,186,287,735
252,272,341,1217,1302,266,229,651,977,833,674,186,295,735
318,271,343,911,1608,266,229,633,980,811,711,186,295,735
358,270,344,860,1659,266,229,633,980,811,698,179,283,732
402,253,357,852,1671,266,229,633,854,937,690,187,283,552
423,208,357,897,1669,207,245,676,725,1032,726,187,283,475
517,208,283,948,1690,126,270,734,710,1032,741,187,283,471
612,208,187,1015,1719,124,251,753,705,989,760,218,288,471
690,208,178,1006,1737,124,251,753,700,946,754,255,314,471
846,205,181,985,1758,124,251,723,728,729,864,364,314,500
915,200,186,967,1776,124,251,723,714,735,811,425,314,373
917,194,192,964,1779,120,255,723,712,451,1097,425,314,311
917,194,183,973,1779,96,279,698,718,458,1101,433,352,289
961,194,183,973,1778,97,279,663,753,457,1102,433,360,228
961,194,183,968,1783,97,279,599,805,467,1104,428,390,198
1193,194,183,925,1826,97,279,458,861,552,1104,402,360,190
1193,192,154,941,1841,93,283,458,822,590,1105,402,330,275
1186,198,155,904,1872,87,295,458,822,590,1105,402,287,276
1264,161,174,903,1883,95,295,458,822,531,1164,402,225,267
1330,133,202,708,2057,116,295,458,817,536,1164,364,154,228
1330,133,202,653,2057,167,299,458,817,536,1164,356,154,486
1327,119,221,597,1690,579,310,458,817,536,1055,435,144,507
1358,119,221,380,1871,589,336,458,811,542,1055,435,144,507
1303,174,221,341,1902,564,369,443,770,598,1055,435,186,533
1297,218,224,323,1787,698,311,501,639,729,1002,488,186,533
1275,238,226,308,1792,708,306,505,540,829,1002,488,186,632
1196,317,226,303,1719,784,293,478,579,832,962,528,186,632
1196,317,226,303,1719,784,271,500,440,971,860,630,179,626
1238,316,227,303,1715,788,270,490,401,1021,857,633,187,627
1262,316,227,292,1654,860,269,490,402,1004,859,648,187,627
1265,316,224,290,1464,1055,268,237,656,1004,854,611,187,627
1260,312,221,309,1311,1208,266,239,642,997,812,674,218,693
1238,252,272,341,1217,1302,266,229,651,977,833,674,255,693
1182,318,271,343,911,1608,266,229,633,980,811,711,364,693
1258,358,270,344,860,1659,266,229,633,980,811,698,425,693
1214,402,253,357,852,1671,266,229,633,854,937,690,425,693
1193,423,208,357,897,1669,207,245,676,725,1032,726,433,693
1099,517,208,283,948,1690,126,270,734,710,1032,741,433,693
1004,612,208,187,1015,1719,124,251,753,705,989,760,428,693
926,690,208,178,1006,1737,124,251,753,700,946,754,402,765
770,846,205,181,985,1758,124,251,723,728,729,864,402,866
701,915,200,186,967,1776,124,251,723,714,735,811,402,871
700,917,194,192,964,1779,120,255,723,712,451,1097,402,893
700,917,194,183,973,1779,96,279,698,718,458,1101,364,972
701,961,194,183,973,1778,97,279,663,753,457,1102,356,1100
704,961,194,183,968,1783,97,279,599,805,467,1104,435,1106
472,1193,194,183,925,1826,97,279,458,861,552,1104,435,1096
754,1193,192,154,941,1841,93,283,458,822,590,1105,435,1008
772,1186,198,155,904,1872,87,295,458,822,590,1105,488,947
695,1264,161,174,903,1883,95,295,458,822,531,1164,488,947
708,1330,133,202,708,2057,116,295,458,817,536,1164,528,947
750,1330,133,202,653,2057,167,299,458,817,536,1164,630,940
748,1327,119,221,597,1690,579,310,458,817,536,1055,633,919
717,1358,119,221,380,1871,589,336,458,811,542,1055,648,1062
717,1303,174,221,341,1902,564,369,443,770,598,1055,611,1073
819,1297,218,224,323,1787,698,311,501,639,729,1002,674,1164
822,1275,238,226,308,1792,708,306,505,540,829,1002,674,1100
889,1196,317,226,303,1719,784,293,478,579,832,962,711,1129
889,1196,317,226,303,1719,784,271,500,440,971,860,698,1129
857,1238,316,227,303,1715,788,270,490,401,1021,857,690,1151
963,1262,316,227,292,1654,860,269,490,402,1004,859,726,1151
960,1265,316,224,290,1464,1055,268,237,656,1004,854,741,1151
954,1260,312,221,309,1311,1208,266,239,642,997,812,760,1151
970,1238,252,272,341,1217,1302,266,229,651,977,833,754,1151
1165,1182,318,271,343,911,1608,266,229,633,980,811,864,1158
1083,1258,358,270,344,860,1659,266,229,633,980,811,811,1160
1084,1214,402,253,357,852,1671,266,229,633,854,937,1097,1160
1084,1193,423,208,357,897,1669,207,245,676,725,1032,1101,1160
1152,1099,517,208,283,948,1690,126,270,734,710,1032,1102,1160
1152,1004,612,208,187,1015,1719,124,251,753,705,989,1104,1160
1152,926,690,208,178,1006,1737,124,251,753,700,946,1104,1088
1152,770,846,205,181,985,1758,124,251,723,728,729,1105,958
1154,701,915,200,186,967,1776,124,251,723,714,735,1105,953
1206,700,917,194,192,964,1779,120,255,723,712,451,1164,931
1207,700,917,194,183,973,1779,96,279,698,718,458,1164,852
1162,701,961,194,183,973,1778,97,279,663,753,457,1164,724
1159,704,961,194,183,968,1783,97,279,599,805,467,1055,716
1159,472,1193,194,183,925,1826,97,279,458,861,552,1055,716
877,754,1193,192,154,941,1841,93,283,458,822,590,1055,716
980,772,1186,198,155,904,1872,87,295,458,822,590,1002,716
1038,695,1264,161,174,903,1883,95,295,458,822,531,1002,716
961,708,1330,133,202,708,2057,116,295,458,817,536,962,716
1062,750,1330,133,202,653,2057,167,299,458,817,536,860,462
1071,748,1327,119,221,597,1690,579,310,458,817,536,857,462
1074,717,1358,119,221,380,1871,589,336,458,811,542,859,319
1159,717,1303,174,221,341,1902,564,369,443,770,598,854,340
1215,819,1297,218,224,323,1787,698,311,501,639,729,812,378
1508,822,1275,238,226,308,1792,708,306,505,540,829,833,344
1592,889,1196,317,226,303,1719,784,293,478,579,832,811,315
1614,889,1196,317,226,303,1719,784,271,500,440,971,811,319
1609,857,1238,316,227,303,1715,788,270,490,401,1021,937,299
1480,963,1262,316,227,292,1654,860,269,490,402,1004,1032,304
1480,960,1265,316,224,290,1464,1055,268,237,656,1004,1032,304
1479,954,1260,312,221,309,1311,1208,266,239,642,997,989,238
1462,970,1238,252,272,341,1217,1302,266,229,651,977,946,238
1281,1165,1182,318,271,343,911,1608,266,229,633,980,729,231
1247,1083,1258,358,270,344,860,1659,266,229,633,980,735,267
1246,1084,1214,402,253,357,852,1671,266,229,633,854,451,272
1246,1084,1193,423,208,357,897,1669,207,245,676,725,458,276
1178,1152,1099,517,208,283,948,1690,126,270,734,710,457,276
1178,1152,1004,612,208,187,1015,1719,124,251,753,705,467,276
1360,1152,926,690,208,178,1006,1737,124,251,753,700,552,317
1392,1152,770,846,205,181,985,1758,124,251,723,728,590,317
1390,1154,701,915,200,186,967,1776,124,251,723,714,590,447
1375,1206,700,917,194,192,964,1779,120,255,723,712,531,468
1374,1207,700,917,194,183,973,1779,96,279,698,718,536,468
1398,1162,701,961,194,183,973,1778,97,279,663,753,536,471
1399,1159,704,961,194,183,968,1783,97,279,599,805,536,471
1399,1159,472,1193,194,183,925,1826,97,279,458,861,542,494
1402,877,754,1193,192,154,941,1841,93,283,458,822,598,494
1392,980,772,1186,198,155,904,1872,87,295,458,822,729,536
1339,1038,695,1264,161,174,903,1883,95,295,458,822,829,597
1340,961,708,1330,133,202,708,2057,116,295,458,817,832,597
1197,1062,750,1330,133,202,653,2057,167,299,458,817,971,597
1194,1071,748,1327,119,221,597,1690,579,310,458,817,1021,605
1191,1074,717,1358,119,221,380,1871,589,336,458,811,1004,605
1106,1159,717,1303,174,221,341,1902,564,369,443,770,1004,522
906,1215,819,1297,218,224,323,1787,698,311,501,639,997,433
610,1508,822,1275,238,226,308,1792,708,306,505,540,977,777
459,1592,889,1196,317,226,303,1719,784,293,478,579,980,777
443,1614,889,1196,317,226,303,1719,784,271,500,440,980,885
438,1609,857,1238,316,227,303,1715,788,270,490,401,854,1024
437,1480,963,1262,316,227,292,1654,860,269,490,402,725,1110
437,1480,960,1265,316,224,290,1464,1055,268,237,656,710,1225
437,1479,954,1260,312,221,309,1311,1208,266,239,642,705,1237
445,1462,970,1238,252,272,341,1217,1302,266,229,651,700,1237
551,1281,1165,1182,318,271,343,911,1608,266,229,633,728,1237
551,1247,1083,1258,358,270,344,860,1659,266,229,633,714,1199
604,1246,1084,1214,402,253,357,852,1671,266,229,633,712,1196
605,1246,1084,1193,423,208,357,897,1669,207,245,676,718,1302
608,1178,1152,1099,517,208,283,948,1690,126,270,734,753,1326
608,1178,1152,1004,612,208,187,1015,1719,124,251,753,805,1326
426,1360,1152,926,690,208,178,1006,1737,124,251,753,861,1474
394,1392,1152,770,846,205,181,985,1758,124,251,723,822,1829
395,1390,1154,701,915,200,186,967,1776,124,251,723,822,1722
357,1375,1206,700,917,194,192,964,1779,120,255,723,822,1777
421,1374,1207,700,917,194,183,973,1779,96,279,698,817,1787
397,1398,1162,701,961,194,183,973,1778,97,279,663,817,1784
396,1399,1159,704,961,194,183,968,1783,97,279,599,817,1784
396,1399,1159,472,1193,194,183,925,1826,97,279,458,811,1761
407,1402,877,754,1193,192,154,941,1841,93,283,458,770,1761
296,1392,980,772,1186,198,155,904,1872,87,295,458,639,1719
290,1339,1038,695,1264,161,174,903,1883,95,295,458,540,1658
287,1340,961,708,1330,133,202,708,2057,116,295,458,579,1696
287,1197,1062,750,1330,133,202,653,2057,167,299,458,440,1877
281,1194,1071,748,1327,119,221,597,1690,579,310,458,401,1921
281,1191,1074,717,1358,119,221,380,1871,589,336,458,402,1922
281,1106,1159,717,1303,174,221,341,1902,564,369,443,656,1922
342,906,1215,819,1297,218,224,323,1787,698,311,501,642,1882
383,610,1508,822,1275,238,226,308,1792,708,306,505,651,1565
383,459,1592,889,1196,317,226,303,1719,784,293,478,633,1565
390,443,1614,889,1196,317,226,303,1719,784,271,500,633,1453
410,438,1609,857,1238,316,227,303,1715,788,270,490,633,1379
454,437,1480,963,1262,316,227,292,1654,860,269,490,676,1376
454,437,1480,960,1265,316,224,290,1464,1055,268,237,734,1261
454,437,1479,954,1260,312,221,309,1311,1208,266,239,753,1249
446,445,1462,970,1238,252,272,341,1217,1302,266,229,753,1249
315,551,1281,1165,1182,318,271,343,911,1608,266,229,723,1249
335,551,1247,1083,1258,358,270,344,860,1659,266,229,723,1249
323,604,1246,1084,1214,402,253,357,852,1671,266,229,723,1247
322,605,1246,1084,1193,423,208,357,897,1669,207,245,698,1206
349,608,1178,1152,1099,517,208,283,948,1690,126,270,663,1386
418,608,1178,1152,1004,612,208,187,1015,1719,124,251,599,1387
667,426,1360,1152,926,690,208,178,1006,1737,124,251,458,1212
728,394,1392,1152,770,846,205,181,985,1758,124,251,458,858
763,395,1390,1154,701,915,200,186,967,1776,124,251,458,839
763,357,1375,1206,700,917,194,192,964,1779,120,255,458,763
699,421,1374,1207,700,917,194,183,973,1779,96,279,458,812
706,397,1398,1162,701,961,194,183,973,1778,97,279,458,825
767,396,1399,1159,704,961,194,183,968,1783,97,279,458,959
962,396,1399,1159,472,1193,194,183,925,1826,97,279,458,959
951,407,1402,877,754,1193,192,154,941,1841,93,283,443,959
986,296,1392,980,772,1186,198,155,904,1872,87,295,501,988
1014,290,1339,1038,695,1264,161,174,903,1883,95,295,505,989
1034,287,1340,961,708,1330,133,202,708,2057,116,295,478,951
1040,287,1197,1062,750,1330,133,202,653,2057,167,299,500,770
1040,281,1194,1071,748,1327,119,221,597,1690,579,310,490,718
1066,281,1191,1074,717,1358,119,221,380,1871,589,336,490,717
1184,281,1106,1159,717,1303,174,221,341,1902,564,369,237,717
1170,342,906,1215,819,1297,218,224,323,1787,698,311,239,717
1373,383,610,1508,822,1275,238,226,308,1792,708,306,229,689
1402,383,459,1592,889,1196,317,226,303,1719,784,293,229,689
1397,390,443,1614,889,1196,317,226,303,1719,784,271,229,720
1380,410,438,1609,857,1238,316,227,303,1715,788,270,229,722
1336,454,437,1480,963,1262,316,227,292,1654,860,269,245,634
1336,454,437,1480,960,1265,316,224,290,1464,1055,268,270,634
1336,454,437,1479,954,1260,312,221,309,1311,1208,266,251,727
1336,446,445,1462,970,1238,252,272,341,1217,1302,266,251,762
1336,315,551,1281,1165,1182,318,271,343,911,1608,266,251,762
1316,335,551,1247,1083,1258,358,270,344,860,1659,266,251,762
1275,323,604,1246,1084,1214,402,253,357,852,1671,266,255,799
1275,322,605,1246,1084,1193,423,208,357,897,1669,207,279,730
1248,349,608,1178,1152,1099,517,208,283,948,1690,126,279,526
1180,418,608,1178,1152,1004,612,208,187,1015,1719,124,279,525
931,667,426,1360,1152,926,690,208,178,1006,1737,124,279,512
882,728,394,1392,1152,770,846,205,181,985,1758,124,283,511
896,763,395,1390,1154,701,915,200,186,967,1776,124,295,507
896,763,357,1375,1206,700,917,194,192,964,1779,120,295,523
896,699,421,1374,1207,700,917,194,183,973,1779,96,295,531
1043,706,397,1398,1162,701,961,194,183,973,1778,97,299,518
1121,767,396,1399,1159,704,961,194,183,968,1783,97,310,385
947,962,396,1399,1159,472,1193,194,183,925,1826,97,336,406
977,951,407,1402,877,754,1193,192,154,941,1841,93,369,423
942,986,296,1392,980,772,1186,198,155,904,1872,87,311,394
927,1014,290,1339,1038,695,1264,161,174,903,1883,95,306,519
907,1034,287,1340,961,708,1330,133,202,708,2057,116,293,627
901,1040,287,1197,1062,750,1330,133,202,653,2057,167,271,708
990,1040,281,1194,1071,748,1327,119,221,597,1690,579,270,804
964,1066,281,1191,1074,717,1358,119,221,380,1871,589,269,858
846,1184,281,1106,1159,717,1303,174,221,341,1902,564,268,1013
799,1170,342,906,1215,819,1297,218,224,323,1787,698,266,1046
555,1373,383,610,1508,822,1275,238,226,308,1792,708,266,1134
526,1402,383,459,1592,889,1196,317,226,303,1719,784,266,1138
518,1397,390,443,1614,889,1196,317,226,303,1719,784,266,1108
515,1380,410,438,1609,857,1238,316,227,303,1715,788,266,1034
528,1336,454,437,1480,963,1262,316,227,292,1654,860,207,1034
528,1336,454,437,1480,960,1265,316,224,290,1464,1055,126,1035
528,1336,454,437,1479,954,1260,312,221,309,1311,1208,124,944
544,1336,446,445,1462,970,1238,252,272,341,1217,1302,124,909
545,1336,315,551,1281,1165,1182,318,271,343,911,1608,124,909
545,1316,335,551,1247,1083,1258,358,270,344,860,1659,124,924
545,1275,323,604,1246,1084,1214,402,253,357,852,1671,120,888
545,1275,322,605,1246,1084,1193,423,208,357,897,1669,96,888
668,1248,349,608,1178,1152,1099,517,208,283,948,1690,97,890
670,1180,418,608,1178,1152,1004,612,208,187,1015,1719,97,891
670,931,667,426,1360,1152,926,690,208,178,1006,1737,97,893
658,882,728,394,1392,1152,770,846,205,181,985,1758,93,893
608,896,763,395,1390,1154,701,915,200,186,967,1776,87,930
690,896,763,357,1375,1206,700,917,194,192,964,1779,95,915
693,896,699,421,1374,1207,700,917,194,183,973,1779,116,848
562,1043,706,397,1398,1162,701,961,194,183,973,1778,167,850
504,1121,767,396,1399,1159,704,961,194,183,968,1783,579,849
511,947,962,396,1399,1159,472,1193,194,183,925,1826,589,832
478,977,951,407,1402,877,754,1193,192,154,941,1841,564,820
491,942,986,296,1392,980,772,1186,198,155,904,1872,698,821
478,927,1014,290,1339,1038,695,1264,161,174,903,1883,708,722
497,907,1034,287,1340,961,708,1330,133,202,708,2057,784,754
513,901,1040,287,1197,1062,750,1330,133,202,653,2057,784,702
424,990,1040,281,1194,1071,748,1327,119,221,597,1690,788,612
424,964,1066,281,1191,1074,717,1358,119,221,380,1871,860,559
425,846,1184,281,1106,1159,717,1303,174,221,341,1902,1055,410
573,799,1170,342,906,1215,819,1297,218,224,323,1787,1208,388
693,555,1373,383,610,1508,822,1275,238,226,308,1792,1302,306
778,526,1402,383,459,1592,889,1196,317,226,303,1719,1608,302
936,518,1397,390,443,1614,889,1196,317,226,303,1719,1659,332
937,515,1380,410,438,1609,857,1238,316,227,303,1715,1671,347
925,528,1336,454,437,1480,963,1262,316,227,292,1654,1669,377
989,528,1336,454,437,1480,960,1265,316,224,290,1464,1690,480
1032,528,1336,454,437,1479,954,1260,312,221,309,1311,1719,495
1146,544,1336,446,445,1462,970,1238,252,272,341,1217,1737,577
1162,545,1336,315,551,1281,1165,1182,318,271,343,911,1758,717
1162,545,1316,335,551,1247,1083,1258,358,270,344,860,1776,809
1289,545,1275,323,604,1246,1084,1214,402,253,357,852,1779,883
1352,545,1275,322,605,1246,1084,1193,423,208,357,897,1779,884
1460,668,1248,349,608,1178,1152,1099,517,208,283,948,1778,882
1491,670,1180,418,608,1178,1152,1004,612,208,187,1015,1783,883
1493,670,931,667,426,1360,1152,926,690,208,178,1006,1826,887
1533,658,882,728,394,1392,1152,770,846,205,181,985,1841,889
1533,608,896,763,395,1390,1154,701,915,200,186,967,1872,852
1452,690,896,763,357,1375,1206,700,917,194,192,964,1883,851
