Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1,Accum_y-2,Accum_y-3
555,1373,383,610,1508,822,1275,238,226,266,1134,629
526,1402,383,459,1592,889,1196,317,226,266,1138,639
518,1397,390,443,1614,889,1196,317,226,266,1108,642
515,1380,410,438,1609,857,1238,316,227,266,1034,802
528,1336,454,437,1480,963,1262,316,227,207,1034,955
528,1336,454,437,1480,960,1265,316,224,126,1035,955
528,1336,454,437,1479,954,1260,312,221,124,944,955
544,1336,446,445,1462,970,1238,252,272,124,909,955
545,1336,315,551,1281,1165,1182,318,271,124,909,955
545,1316,335,551,1247,1083,1258,358,270,124,924,959
545,1275,323,604,1246,1084,1214,402,253,120,888,1143
545,1275,322,605,1246,1084,1193,423,208,96,888,1155
668,1248,349,608,1178,1152,1099,517,208,97,890,1187
670,1180,418,608,1178,1152,1004,612,208,97,891,1189
670,931,667,426,1360,1152,926,690,208,97,893,1349
658,882,728,394,1392,1152,770,846,205,93,893,1453
608,896,763,395,1390,1154,701,915,200,87,930,1547
690,896,763,357,1375,1206,700,917,194,95,915,1547
693,896,699,421,1374,1207,700,917,194,116,848,1558
562,1043,706,397,1398,1162,701,961,194,167,850,1538
504,1121,767,396,1399,1159,704,961,194,579,849,1549
511,947,962,396,1399,1159,472,1193,194,589,832,1473
478,977,951,407,1402,877,754,1193,192,564,820,1367
491,942,986,296,1392,980,772,1186,198,698,821,1388
478,927,1014,290,1339,1038,695,1264,161,708,722,1416
497,907,1034,287,1340,961,708,1330,133,784,754,1408
513,901,1040,287,1197,1062,750,1330,133,784,702,1425
424,990,1040,281,1194,1071,748,1327,119,788,612,1467
424,964,1066,281,1191,1074,717,1358,119,860,559,1437
425,846,1184,281,1106,1159,717,1303,174,1055,410,1438
573,799,1170,342,906,1215,819,1297,218,1208,388,1438
693,555,1373,383,610,1508,822,1275,238,1302,306,1437
778,526,1402,383,459,1592,889,1196,317,1608,302,1427
936,518,1397,390,443,1614,889,1196,317,1659,332,1424
937,515,1380,410,438,1609,857,1238,316,1671,347,1262
925,528,1336,454,437,1480,963,1262,316,1669,377,1107
989,528,1336,454,437,1480,960,1265,316,1690,480,1112
1032,528,1336,454,437,1479,954,1260,312,1719,495,1119
1146,544,1336,446,445,1462,970,1238,252,1737,577,1143
1162,545,1336,315,551,1281,1165,1182,318,1758,717,1316
1162,545,1316,335,551,1247,1083,1258,358,1776,809,1323
1289,545,1275,323,604,1246,1084,1214,402,1779,883,1214
1352,545,1275,322,605,1246,1084,1193,423,1779,884,1217
1460,668,1248,349,608,1178,1152,1099,517,1778,882,1180
1491,670,1180,418,608,1178,1152,1004,612,1783,883,1209
1493,670,931,667,426,1360,1152,926,690,1826,887,1049
1533,658,882,728,394,1392,1152,770,846,1841,889,1079
1533,608,896,763,395,1390,1154,701,915,1872,852,1040
1452,690,896,763,357,1375,1206,700,917,1883,851,1127
