Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1
348,1118,534,496,491,658,322,274,1240,434
339,1127,475,555,491,658,315,281,1240,434
279,1179,477,561,491,479,494,281,1234,406
273,1086,574,563,491,350,623,217,1230,361
273,1073,587,563,491,350,623,217,983,342
293,1073,587,563,491,350,608,232,713,314
293,1050,608,565,491,350,448,392,713,312
273,1072,581,592,459,382,448,392,683,312
292,1080,585,592,453,388,448,392,645,312
271,1102,553,624,453,388,444,396,645,286
271,1026,588,673,453,388,442,398,555,267
314,1016,567,717,453,388,369,471,555,198
313,1017,567,695,473,390,347,493,555,324
313,1017,565,680,471,400,356,493,555,366
281,1049,521,678,517,250,506,493,555,367
230,1091,521,501,703,244,473,532,458,364
235,1091,522,492,671,285,473,506,484,262
241,1091,522,432,647,369,473,467,523,329
266,1091,522,409,640,399,473,441,549,322
266,1075,538,409,640,399,473,417,537,321
263,1042,576,409,629,410,473,322,611,321
228,1082,577,409,558,481,473,322,594,316
168,1059,660,409,403,627,482,322,570,317
255,1036,683,409,366,517,629,322,570,317
251,1021,703,409,366,517,629,322,570,317
251,817,901,415,365,518,629,322,481,317
251,650,1050,433,363,491,658,322,481,317
251,549,1017,549,381,491,658,322,443,317
251,482,985,648,381,491,658,322,443,317
251,440,1026,612,418,491,658,322,442,317
290,387,1079,612,418,491,658,322,442,317
362,348,1118,534,496,491,658,322,274,317
396,339,1127,475,555,491,658,315,281,317
443,279,1179,477,561,491,479,494,281,317
447,273,1086,574,563,491,350,623,217,317
447,273,1073,587,563,491,350,623,217,317
427,293,1073,587,563,491,350,608,232,402
427,293,1050,608,565,491,350,448,392,438
425,273,1072,581,592,459,382,448,392,438
394,292,1080,585,592,453,388,448,392,440
393,271,1102,553,624,453,388,444,396,440
385,271,1026,588,673,453,388,442,398,471
329,314,1016,567,717,453,388,369,471,469
329,313,1017,567,695,473,390,347,493,422
415,313,1017,565,680,471,400,356,493,409
417,281,1049,521,678,517,250,506,493,409
453,230,1091,521,501,703,244,473,532,409
517,235,1091,522,492,671,285,473,506,410
526,241,1091,522,432,647,369,473,467,282
512,266,1091,522,409,640,399,473,441,282
529,266,1075,538,409,640,399,473,417,282
527,263,1042,576,409,629,410,473,322,282
523,228,1082,577,409,558,481,473,322,285
523,168,1059,660,409,403,627,482,322,282
436,255,1036,683,409,366,517,629,322,282
435,251,1021,703,409,366,517,629,322,282
435,251,817,901,415,365,518,629,322,282
435,251,650,1050,433,363,491,658,322,282
435,251,549,1017,549,381,491,658,322,282
443,251,482,985,648,381,491,658,322,282
472,251,440,1026,612,418,491,658,322,282
515,290,387,1079,612,418,491,658,322,282
446,362,348,1118,534,496,491,658,322,282
412,396,339,1127,475,555,491,658,315,283
514,443,279,1179,477,561,491,479,494,284
510,447,273,1086,574,563,491,350,623,284
510,447,273,1073,587,563,491,350,623,284
510,427,293,1073,587,563,491,350,608,202
510,427,293,1050,608,565,491,350,448,287
542,425,273,1072,581,592,459,382,448,299
563,394,292,1080,585,592,453,388,448,326
569,393,271,1102,553,624,453,388,444,370
569,385,271,1026,588,673,453,388,442,518
571,329,314,1016,567,717,453,388,369,525
571,329,313,1017,567,695,473,390,347,432
523,415,313,1017,565,680,471,400,356,403
538,417,281,1049,521,678,517,250,506,402
503,453,230,1091,521,501,703,244,473,402
502,517,235,1091,522,492,671,285,473,401
694,526,241,1091,522,432,647,369,473,401
892,512,266,1091,522,409,640,399,473,405
877,529,266,1075,538,409,640,399,473,413
877,527,263,1042,576,409,629,410,473,413
984,523,228,1082,577,409,558,481,473,410
984,523,168,1059,660,409,403,627,482,452
992,436,255,1036,683,409,366,517,629,464
992,435,251,1021,703,409,366,517,629,500
992,435,251,817,901,415,365,518,629,500
992,435,251,650,1050,433,363,491,658,506
992,435,251,549,1017,549,381,491,658,574
984,443,251,482,985,648,381,491,658,821
955,472,251,440,1026,612,418,491,658,1091
873,515,290,387,1079,612,418,491,658,1091
870,446,362,348,1118,534,496,491,658,1121
870,412,396,339,1127,475,555,491,658,1158
721,514,443,279,1179,477,561,491,479,1157
721,510,447,273,1086,574,563,491,350,1247
721,510,447,273,1073,587,563,491,350,1247
721,510,427,293,1073,587,563,491,350,1244
721,510,427,293,1050,608,565,491,350,1123
689,542,425,273,1072,581,592,459,382,1111
668,563,394,292,1080,585,592,453,388,1179
675,569,393,271,1102,553,624,453,388,1135
675,569,385,271,1026,588,673,453,388,956
673,571,329,314,1016,567,717,453,388,949
707,571,329,313,1017,567,695,473,390,984
669,523,415,313,1017,565,680,471,400,1005
710,538,417,281,1049,521,678,517,250,1022
709,503,453,230,1091,521,501,703,244,1046
640,502,517,235,1091,522,492,671,285,1046
433,694,526,241,1091,522,432,647,369,1046
224,892,512,266,1091,522,409,640,399,1131
222,877,529,266,1075,538,409,640,399,1123
295,877,527,263,1042,576,409,629,410,1161
208,984,523,228,1082,577,409,558,481,1161
299,984,523,168,1059,660,409,403,627,1120
291,992,436,255,1036,683,409,366,517,1108
291,992,435,251,1021,703,409,366,517,1240
291,992,435,251,817,901,415,365,518,1240
291,992,435,251,650,1050,433,363,491,1234
291,992,435,251,549,1017,549,381,491,1230
305,984,443,251,482,985,648,381,491,983
326,955,472,251,440,1026,612,418,491,713
326,873,515,290,387,1079,612,418,491,713
327,870,446,362,348,1118,534,496,491,683
423,870,412,396,339,1127,475,555,491,645
423,721,514,443,279,1179,477,561,491,645
444,721,510,447,273,1086,574,563,491,555
444,721,510,447,273,1073,587,563,491,555
444,721,510,427,293,1073,587,563,491,555
444,721,510,427,293,1050,608,565,491,555
444,689,542,425,273,1072,581,592,459,555
444,668,563,394,292,1080,585,592,453,458
431,675,569,393,271,1102,553,624,453,484
484,675,569,385,271,1026,588,673,453,523
587,673,571,329,314,1016,567,717,453,549
568,707,571,329,313,1017,567,695,473,537
606,669,523,415,313,1017,565,680,471,611
548,710,538,417,281,1049,521,678,517,594
548,709,503,453,230,1091,521,501,703,570
623,640,502,517,235,1091,522,492,671,570
671,433,694,526,241,1091,522,432,647,570
695,224,892,512,266,1091,522,409,640,481
705,222,877,529,266,1075,538,409,640,481
634,295,877,527,263,1042,576,409,629,443
614,208,984,523,228,1082,577,409,558,443
523,299,984,523,168,1059,660,409,403,442
523,291,992,436,255,1036,683,409,366,442
523,291,992,435,251,1021,703,409,366,274
523,291,992,435,251,817,901,415,365,281
525,291,992,435,251,650,1050,433,363,281
661,291,992,435,251,549,1017,549,381,217
715,305,984,443,251,482,985,648,381,217
724,326,955,472,251,440,1026,612,418,232
776,326,873,515,290,387,1079,612,418,392
775,327,870,446,362,348,1118,534,496,392
679,423,870,412,396,339,1127,475,555,392
679,423,721,514,443,279,1179,477,561,396
681,444,721,510,447,273,1086,574,563,398
689,444,721,510,447,273,1073,587,563,471
689,444,721,510,427,293,1073,587,563,493
689,444,721,510,427,293,1050,608,565,493
689,444,689,542,425,273,1072,581,592,493
689,444,668,563,394,292,1080,585,592,532
689,431,675,569,393,271,1102,553,624,506
636,484,675,569,385,271,1026,588,673,467
533,587,673,571,329,314,1016,567,717,441
525,568,707,571,329,313,1017,567,695,417
506,606,669,523,415,313,1017,565,680,322
506,548,710,538,417,281,1049,521,678,322
506,548,709,503,453,230,1091,521,501,322
454,623,640,502,517,235,1091,522,492,322
406,671,433,694,526,241,1091,522,432,322
382,695,224,892,512,266,1091,522,409,322
499,705,222,877,529,266,1075,538,409,322
497,634,295,877,527,263,1042,576,409,322
567,614,208,984,523,228,1082,577,409,322
654,523,299,984,523,168,1059,660,409,322
682,523,291,992,436,255,1036,683,409,322
682,523,291,992,435,251,1021,703,409,322
863,523,291,992,435,251,817,901,415,315
900,525,291,992,435,251,650,1050,433,494
995,661,291,992,435,251,549,1017,549,623
927,715,305,984,443,251,482,985,648,623
1010,724,326,955,472,251,440,1026,612,608
982,776,326,873,515,290,387,1079,612,448
982,775,327,870,446,362,348,1118,534,448
983,679,423,870,412,396,339,1127,475,448
1022,679,423,721,514,443,279,1179,477,444
1097,681,444,721,510,447,273,1086,574,442
1112,689,444,721,510,447,273,1073,587,369
1124,689,444,721,510,427,293,1073,587,347
1221,689,444,721,510,427,293,1050,608,356
1249,689,444,689,542,425,273,1072,581,506
1278,689,444,668,563,394,292,1080,585,473
1278,689,431,675,569,393,271,1102,553,473
1278,636,484,675,569,385,271,1026,588,473
1278,533,587,673,571,329,314,1016,567,473
1271,525,568,707,571,329,313,1017,567,473
1252,506,606,669,523,415,313,1017,565,473
1252,506,548,710,538,417,281,1049,521,473
1252,506,548,709,503,453,230,1091,521,482
1229,454,623,640,502,517,235,1091,522,629
1229,406,671,433,694,526,241,1091,522,629
1229,382,695,224,892,512,266,1091,522,629
1233,499,705,222,877,529,266,1075,538,658
1239,497,634,295,877,527,263,1042,576,658
1167,567,614,208,984,523,228,1082,577,658
1081,654,523,299,984,523,168,1059,660,658
1053,682,523,291,992,436,255,1036,683,658
1056,682,523,291,992,435,251,1021,703,658
875,863,523,291,992,435,251,817,901,658
836,900,525,291,992,435,251,650,1050,479
641,995,661,291,992,435,251,549,1017,350
641,927,715,305,984,443,251,482,985,350
539,1010,724,326,955,472,251,440,1026,350
518,982,776,326,873,515,290,387,1079,350
537,982,775,327,870,446,362,348,1118,382
654,983,679,423,870,412,396,339,1127,388
620,1022,679,423,721,514,443,279,1179,388
562,1097,681,444,721,510,447,273,1086,388
539,1112,689,444,721,510,447,273,1073,388
549,1124,689,444,721,510,427,293,1073,390
453,1221,689,444,721,510,427,293,1050,400
427,1249,689,444,689,542,425,273,1072,250
456,1278,689,444,668,563,394,292,1080,244
456,1278,689,431,675,569,393,271,1102,285
456,1278,636,484,675,569,385,271,1026,369
456,1278,533,587,673,571,329,314,1016,399
456,1271,525,568,707,571,329,313,1017,399
509,1252,506,606,669,523,415,313,1017,410
512,1252,506,548,710,538,417,281,1049,481
518,1252,506,548,709,503,453,230,1091,627
537,1229,454,623,640,502,517,235,1091,517
551,1229,406,671,433,694,526,241,1091,517
551,1229,382,695,224,892,512,266,1091,518
420,1233,499,705,222,877,529,266,1075,491
414,1239,497,634,295,877,527,263,1042,491
425,1167,567,614,208,984,523,228,1082,491
456,1081,654,523,299,984,523,168,1059,491
478,1053,682,523,291,992,436,255,1036,491
552,1056,682,523,291,992,435,251,1021,491
624,875,863,523,291,992,435,251,817,491
645,836,900,525,291,992,435,251,650,491
618,641,995,661,291,992,435,251,549,491
757,641,927,715,305,984,443,251,482,491
746,539,1010,724,326,955,472,251,440,491
743,518,982,776,326,873,515,290,387,491
724,537,982,775,327,870,446,362,348,459
643,654,983,679,423,870,412,396,339,453
638,620,1022,679,423,721,514,443,279,453
598,562,1097,681,444,721,510,447,273,453
715,539,1112,689,444,721,510,447,273,453
713,549,1124,689,444,721,510,427,293,473
753,453,1221,689,444,721,510,427,293,471
753,427,1249,689,444,689,542,425,273,517
695,456,1278,689,444,668,563,394,292,703
713,456,1278,689,431,675,569,393,271,671
766,456,1278,636,484,675,569,385,271,647
839,456,1278,533,587,673,571,329,314,640
848,456,1271,525,568,707,571,329,313,640
795,509,1252,506,606,669,523,415,313,629
834,512,1252,506,548,710,538,417,281,558
828,518,1252,506,548,709,503,453,230,403
810,537,1229,454,623,640,502,517,235,366
842,551,1229,406,671,433,694,526,241,366
852,551,1229,382,695,224,892,512,266,365
852,420,1233,499,705,222,877,529,266,363
854,414,1239,497,634,295,877,527,263,381
843,425,1167,567,614,208,984,523,228,381
811,456,1081,654,523,299,984,523,168,418
789,478,1053,682,523,291,992,436,255,418
715,552,1056,682,523,291,992,435,251,496
651,624,875,863,523,291,992,435,251,555
742,645,836,900,525,291,992,435,251,561
733,618,641,995,661,291,992,435,251,563
594,757,641,927,715,305,984,443,251,563
607,746,539,1010,724,326,955,472,251,563
619,743,518,982,776,326,873,515,290,565
629,724,537,982,775,327,870,446,362,592
592,643,654,983,679,423,870,412,396,592
592,638,620,1022,679,423,721,514,443,624
616,598,562,1097,681,444,721,510,447,673
499,715,539,1112,689,444,721,510,447,717
481,713,549,1124,689,444,721,510,427,695
440,753,453,1221,689,444,721,510,427,680
438,753,427,1249,689,444,689,542,425,678
457,695,456,1278,689,444,668,563,394,501
452,713,456,1278,689,431,675,569,393,492
399,766,456,1278,636,484,675,569,385,432
326,839,456,1278,533,587,673,571,329,409
317,848,456,1271,525,568,707,571,329,409
317,795,509,1252,506,606,669,523,415,409
275,834,512,1252,506,548,710,538,417,409
275,828,518,1252,506,548,709,503,453,409
274,810,537,1229,454,623,640,502,517,409
228,842,551,1229,406,671,433,694,526,409
218,852,551,1229,382,695,224,892,512,415
218,852,420,1233,499,705,222,877,529,433
216,854,414,1239,497,634,295,877,527,549
216,843,425,1167,567,614,208,984,523,648
216,811,456,1081,654,523,299,984,523,612
272,789,478,1053,682,523,291,992,436,612
356,715,552,1056,682,523,291,992,435,534
440,651,624,875,863,523,291,992,435,475
344,742,645,836,900,525,291,992,435,477
344,733,618,641,995,661,291,992,435,574
344,594,757,641,927,715,305,984,443,587
346,607,746,539,1010,724,326,955,472,587
365,619,743,518,982,776,326,873,515,608
402,629,724,537,982,775,327,870,446,581
419,592,643,654,983,679,423,870,412,585
419,592,638,620,1022,679,423,721,514,553
395,616,598,562,1097,681,444,721,510,588
411,499,715,539,1112,689,444,721,510,567
411,481,713,549,1124,689,444,721,510,567
411,440,753,453,1221,689,444,721,510,565
433,438,753,427,1249,689,444,689,542,521
441,457,695,456,1278,689,444,668,563,521
428,452,713,456,1278,689,431,675,569,522
433,399,766,456,1278,636,484,675,569,522
433,326,839,456,1278,533,587,673,571,522
485,317,848,456,1271,525,568,707,571,538
485,317,795,509,1252,506,606,669,523,576
486,275,834,512,1252,506,548,710,538,577
517,275,828,518,1252,506,548,709,503,660
517,274,810,537,1229,454,623,640,502,683
532,228,842,551,1229,406,671,433,694,703
538,218,852,551,1229,382,695,224,892,901
578,218,852,420,1233,499,705,222,877,1050
578,216,854,414,1239,497,634,295,877,1017
578,216,843,425,1167,567,614,208,984,985
578,216,811,456,1081,654,523,299,984,1026
522,272,789,478,1053,682,523,291,992,1079
515,356,715,552,1056,682,523,291,992,1118
513,440,651,624,875,863,523,291,992,1127
506,344,742,645,836,900,525,291,992,1179
650,344,733,618,641,995,661,291,992,1086
650,344,594,757,641,927,715,305,984,1073
635,346,607,746,539,1010,724,326,955,1073
608,365,619,743,518,982,776,326,873,1050
562,402,629,724,537,982,775,327,870,1072
545,419,592,643,654,983,679,423,870,1080
545,419,592,638,620,1022,679,423,721,1102
545,395,616,598,562,1097,681,444,721,1026
530,411,499,715,539,1112,689,444,721,1016
528,411,481,713,549,1124,689,444,721,1017
530,411,440,753,453,1221,689,444,721,1017
525,433,438,753,427,1249,689,444,689,1049
500,441,457,695,456,1278,689,444,668,1091
516,428,452,713,456,1278,689,431,675,1091
513,433,399,766,456,1278,636,484,675,1091
513,433,326,839,456,1278,533,587,673,1091
461,485,317,848,456,1271,525,568,707,1075
461,485,317,795,509,1252,506,606,669,1042
460,486,275,834,512,1252,506,548,710,1082
429,517,275,828,518,1252,506,548,709,1059
429,517,274,810,537,1229,454,623,640,1036
479,532,228,842,551,1229,406,671,433,1021
518,538,218,852,551,1229,382,695,224,817
593,578,218,852,420,1233,499,705,222,650
726,578,216,854,414,1239,497,634,295,549
745,578,216,843,425,1167,567,614,208,482
746,578,216,811,456,1081,654,523,299,440
746,522,272,789,478,1053,682,523,291,387
666,515,356,715,552,1056,682,523,291,348
605,513,440,651,624,875,863,523,291,339
609,506,344,742,645,836,900,525,291,279
526,650,344,733,618,641,995,661,291,273
558,650,344,594,757,641,927,715,305,273
558,635,346,607,746,539,1010,724,326,293
555,608,365,619,743,518,982,776,326,293
555,562,402,629,724,537,982,775,327,273
555,545,419,592,643,654,983,679,423,292
568,545,419,592,638,620,1022,679,423,271
568,545,395,616,598,562,1097,681,444,271
567,530,411,499,715,539,1112,689,444,314
567,528,411,481,713,549,1124,689,444,313
565,530,411,440,753,453,1221,689,444,313
548,525,433,438,753,427,1249,689,444,281
553,500,441,457,695,456,1278,689,444,230
543,516,428,452,713,456,1278,689,431,235
544,513,433,399,766,456,1278,636,484,241
550,513,433,326,839,456,1278,533,587,266
554,461,485,317,848,456,1271,525,568,266
560,461,485,317,795,509,1252,506,606,263
560,460,486,275,834,512,1252,506,548,228
573,429,517,275,828,518,1252,506,548,168
594,429,517,274,810,537,1229,454,623,255
529,479,532,228,842,551,1229,406,671,251
484,518,538,218,852,551,1229,382,695,251
369,593,578,218,852,420,1233,499,705,251
236,726,578,216,854,414,1239,497,634,251
217,745,578,216,843,425,1167,567,614,251
216,746,578,216,811,456,1081,654,523,251
216,746,522,272,789,478,1053,682,523,290
216,666,515,356,715,552,1056,682,523,362
187,605,513,440,651,624,875,863,523,396
190,609,506,344,742,645,836,900,525,443
129,526,650,344,733,618,641,995,661,447
106,558,650,344,594,757,641,927,715,447
106,558,635,346,607,746,539,1010,724,427
162,555,608,365,619,743,518,982,776,427
184,555,562,402,629,724,537,982,775,425
189,555,545,419,592,643,654,983,679,394
227,568,545,419,592,638,620,1022,679,393
252,568,545,395,616,598,562,1097,681,385
252,567,530,411,499,715,539,1112,689,329
252,567,528,411,481,713,549,1124,689,329
252,565,530,411,440,753,453,1221,689,415
252,548,525,433,438,753,427,1249,689,417
263,553,500,441,457,695,456,1278,689,453
265,543,516,428,452,713,456,1278,689,517
318,544,513,433,399,766,456,1278,636,526
340,550,513,433,326,839,456,1278,533,512
342,554,461,485,317,848,456,1271,525,529
336,560,461,485,317,795,509,1252,506,527
336,560,460,486,275,834,512,1252,506,523
323,573,429,517,275,828,518,1252,506,523
302,594,429,517,274,810,537,1229,454,436
302,529,479,532,228,842,551,1229,406,435
302,484,518,538,218,852,551,1229,382,435
342,369,593,578,218,852,420,1233,499,435
383,236,726,578,216,854,414,1239,497,435
383,217,745,578,216,843,425,1167,567,443
406,216,746,578,216,811,456,1081,654,472
470,216,746,522,272,789,478,1053,682,515
476,216,666,515,356,715,552,1056,682,446
476,187,605,513,440,651,624,875,863,412
460,190,609,506,344,742,645,836,900,514
463,129,526,650,344,733,618,641,995,510
455,106,558,650,344,594,757,641,927,510
564,106,558,635,346,607,746,539,1010,510
568,162,555,608,365,619,743,518,982,510
545,184,555,562,402,629,724,537,982,542
551,189,555,545,419,592,643,654,983,563
500,227,568,545,419,592,638,620,1022,569
475,252,568,545,395,616,598,562,1097,569
475,252,567,530,411,499,715,539,1112,571
475,252,567,528,411,481,713,549,1124,571
545,252,565,530,411,440,753,453,1221,523
568,252,548,525,433,438,753,427,1249,538
559,263,553,500,441,457,695,456,1278,503
565,265,543,516,428,452,713,456,1278,502
607,318,544,513,433,399,766,456,1278,694
590,340,550,513,433,326,839,456,1278,892
584,342,554,461,485,317,848,456,1271,877
584,336,560,461,485,317,795,509,1252,877
584,336,560,460,486,275,834,512,1252,984
584,323,573,429,517,275,828,518,1252,984
677,302,594,429,517,274,810,537,1229,992
766,302,529,479,532,228,842,551,1229,992
766,302,484,518,538,218,852,551,1229,992
726,342,369,593,578,218,852,420,1233,992
685,383,236,726,578,216,854,414,1239,992
685,383,217,745,578,216,843,425,1167,984
662,406,216,746,578,216,811,456,1081,955
723,470,216,746,522,272,789,478,1053,873
721,476,216,666,515,356,715,552,1056,870
722,476,187,605,513,440,651,624,875,870
737,460,190,609,506,344,742,645,836,721
734,463,129,526,650,344,733,618,641,721
733,455,106,558,650,344,594,757,641,721
624,564,106,558,635,346,607,746,539,721
563,568,162,555,608,365,619,743,518,721
563,545,184,555,562,402,629,724,537,689
796,551,189,555,545,419,592,643,654,668
796,500,227,568,545,419,592,638,620,675
796,475,252,568,545,395,616,598,562,675
796,475,252,567,530,411,499,715,539,673
796,475,252,567,528,411,481,713,549,707
772,545,252,565,530,411,440,753,453,669
749,568,252,548,525,433,438,753,427,710
740,559,263,553,500,441,457,695,456,709
758,565,265,543,516,428,452,713,456,640
660,607,318,544,513,433,399,766,456,433
649,590,340,550,513,433,326,839,456,224
649,584,342,554,461,485,317,848,456,222
649,584,336,560,461,485,317,795,509,295
649,584,336,560,460,486,275,834,512,208
649,584,323,573,429,517,275,828,518,299
556,677,302,594,429,517,274,810,537,291
468,766,302,529,479,532,228,842,551,291
468,766,302,484,518,538,218,852,551,291
468,726,342,369,593,578,218,852,420,291
468,685,383,236,726,578,216,854,414,291
468,685,383,217,745,578,216,843,425,305
468,662,406,216,746,578,216,811,456,326
343,723,470,216,746,522,272,789,478,326
339,721,476,216,666,515,356,715,552,327
338,722,476,187,605,513,440,651,624,423
323,737,460,190,609,506,344,742,645,423
323,734,463,129,526,650,344,733,618,444
325,733,455,106,558,650,344,594,757,444
326,624,564,106,558,635,346,607,746,444
326,563,568,162,555,608,365,619,743,444
376,563,545,184,555,562,402,629,724,444
334,796,551,189,555,545,419,592,643,444
392,796,500,227,568,545,419,592,638,431
456,796,475,252,568,545,395,616,598,484
505,796,475,252,567,530,411,499,715,587
505,796,475,252,567,528,411,481,713,568
493,772,545,252,565,530,411,440,753,606
507,749,568,252,548,525,433,438,753,548
759,740,559,263,553,500,441,457,695,548
772,758,565,265,543,516,428,452,713,623
848,660,607,318,544,513,433,399,766,671
848,649,590,340,550,513,433,326,839,695
848,649,584,342,554,461,485,317,848,705
848,649,584,336,560,461,485,317,795,634
848,649,584,336,560,460,486,275,834,614
848,649,584,323,573,429,517,275,828,523
848,556,677,302,594,429,517,274,810,523
847,468,766,302,529,479,532,228,842,523
847,468,766,302,484,518,538,218,852,523
847,468,726,342,369,593,578,218,852,525
957,468,685,383,236,726,578,216,854,661
957,468,685,383,217,745,578,216,843,715
1024,468,662,406,216,746,578,216,811,724
1024,343,723,470,216,746,522,272,789,776
1024,339,721,476,216,666,515,356,715,775
1027,338,722,476,187,605,513,440,651,679
1076,323,737,460,190,609,506,344,742,679
1093,323,734,463,129,526,650,344,733,681
1091,325,733,455,106,558,650,344,594,689
1134,326,624,564,106,558,635,346,607,689
1273,326,563,568,162,555,608,365,619,689
1657,376,563,545,184,555,562,402,629,689
1456,334,796,551,189,555,545,419,592,689
1398,392,796,500,227,568,545,419,592,689
1334,456,796,475,252,568,545,395,616,636
1285,505,796,475,252,567,530,411,499,533
1286,505,796,475,252,567,528,411,481,525
1252,493,772,545,252,565,530,411,440,506
1297,507,749,568,252,548,525,433,438,506
1045,759,740,559,263,553,500,441,457,506
1055,772,758,565,265,543,516,428,452,454
1007,848,660,607,318,544,513,433,399,406
1007,848,649,590,340,550,513,433,326,382
1007,848,649,584,342,554,461,485,317,499
1019,848,649,584,336,560,461,485,317,497
1032,848,649,584,336,560,460,486,275,567
1135,848,649,584,323,573,429,517,275,654
1249,848,556,677,302,594,429,517,274,682
1249,847,468,766,302,529,479,532,228,682
1249,847,468,766,302,484,518,538,218,863
1249,847,468,726,342,369,593,578,218,900
1139,957,468,685,383,236,726,578,216,995
1160,957,468,685,383,217,745,578,216,927
1093,1024,468,662,406,216,746,578,216,1010
1093,1024,343,723,470,216,746,522,272,982
1093,1024,339,721,476,216,666,515,356,982
1092,1027,338,722,476,187,605,513,440,983
1044,1076,323,737,460,190,609,506,344,1022
1087,1093,323,734,463,129,526,650,344,1097
1087,1091,325,733,455,106,558,650,344,1112
1043,1134,326,624,564,106,558,635,346,1124
904,1273,326,563,568,162,555,608,365,1221
470,1657,376,563,545,184,555,562,402,1249
469,1456,334,796,551,189,555,545,419,1278
469,1398,392,796,500,227,568,545,419,1278
469,1334,456,796,475,252,568,545,395,1278
469,1285,505,796,475,252,567,530,411,1278
468,1286,505,796,475,252,567,528,411,1271
468,1252,493,772,545,252,565,530,411,1252
409,1297,507,749,568,252,548,525,433,1252
409,1045,759,740,559,263,553,500,441,1252
354,1055,772,758,565,265,543,516,428,1229
326,1007,848,660,607,318,544,513,433,1229
327,1007,848,649,590,340,550,513,433,1229
658,1007,848,649,584,342,554,461,485,1233
759,1019,848,649,584,336,560,461,485,1239
776,1032,848,649,584,336,560,460,486,1167
673,1135,848,649,584,323,573,429,517,1081
560,1249,848,556,677,302,594,429,517,1053
610,1249,847,468,766,302,529,479,532,1056
652,1249,847,468,766,302,484,518,538,875
652,1249,847,468,726,342,369,593,578,836
652,1139,957,468,685,383,236,726,578,641
631,1160,957,468,685,383,217,745,578,641
631,1093,1024,468,662,406,216,746,578,539
631,1093,1024,343,723,470,216,746,522,518
631,1093,1024,339,721,476,216,666,515,537
629,1092,1027,338,722,476,187,605,513,654
628,1044,1076,323,737,460,190,609,506,620
575,1087,1093,323,734,463,129,526,650,562
575,1087,1091,325,733,455,106,558,650,539
586,1043,1134,326,624,564,106,558,635,549
596,904,1273,326,563,568,162,555,608,453
613,470,1657,376,563,545,184,555,562,427
652,469,1456,334,796,551,189,555,545,456
825,469,1398,392,796,500,227,568,545,456
842,469,1334,456,796,475,252,568,545,456
842,469,1285,505,796,475,252,567,530,456
842,468,1286,505,796,475,252,567,528,456
842,468,1252,493,772,545,252,565,530,509
842,409,1297,507,749,568,252,548,525,512
842,409,1045,759,740,559,263,553,500,518
842,354,1055,772,758,565,265,543,516,537
843,326,1007,848,660,607,318,544,513,551
842,327,1007,848,649,590,340,550,513,551
511,658,1007,848,649,584,342,554,461,420
398,759,1019,848,649,584,336,560,461,414
368,776,1032,848,649,584,336,560,460,425
368,673,1135,848,649,584,323,573,429,456
367,560,1249,848,556,677,302,594,429,478
317,610,1249,847,468,766,302,529,479,552
275,652,1249,847,468,766,302,484,518,624
280,652,1249,847,468,726,342,369,593,645
323,652,1139,957,468,685,383,236,726,618
383,631,1160,957,468,685,383,217,745,757
