Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,Accum_y-1
473,343,338,1533,658,882,728,394,1392,192
473,335,346,1533,608,896,763,395,1390,198
473,303,377,1452,690,896,763,357,1375,161
473,283,397,1449,693,896,699,421,1374,133
473,283,389,1434,562,1043,706,397,1398,133
473,275,395,1355,504,1121,767,396,1399,119
459,243,441,1329,511,947,962,396,1399,119
539,208,476,1329,478,977,951,407,1402,174
585,208,476,1316,491,942,986,296,1392,218
639,219,482,1316,478,927,1014,290,1339,238
657,299,472,1307,497,907,1034,287,1340,317
654,304,471,1292,513,901,1040,287,1197,317
647,298,476,1300,424,990,1040,281,1194,316
647,297,462,1315,424,964,1066,281,1191,316
646,299,462,1314,425,846,1184,281,1106,316
564,366,477,1166,573,799,1170,342,906,312
525,404,423,1101,693,555,1373,383,610,252
499,430,423,1016,778,526,1402,383,459,318
370,559,423,858,936,518,1397,390,443,358
370,559,423,857,937,515,1380,410,438,402
370,559,421,858,925,528,1336,454,437,423
349,580,387,828,989,528,1336,454,437,517
300,629,373,799,1032,528,1336,454,437,612
300,629,364,678,1146,544,1336,446,445,690
500,626,367,661,1162,545,1336,315,551,846
523,615,378,661,1162,545,1316,335,551,915
527,561,432,534,1289,545,1275,323,604,917
527,561,432,471,1352,545,1275,322,605,917
594,561,421,248,1460,668,1248,349,608,961
594,561,417,218,1491,670,1180,418,608,961
594,473,408,313,1493,670,931,667,426,1193
596,473,343,338,1533,658,882,728,394,1193
596,473,335,346,1533,608,896,763,395,1186
596,473,303,377,1452,690,896,763,357,1264
606,473,283,397,1449,693,896,699,421,1330
944,473,283,389,1434,562,1043,706,397,1330
977,473,275,395,1355,504,1121,767,396,1327
980,459,243,441,1329,511,947,962,396,1358
900,539,208,476,1329,478,977,951,407,1303
871,585,208,476,1316,491,942,986,296,1297
841,639,219,482,1316,478,927,1014,290,1275
765,657,299,472,1307,497,907,1034,287,1196
805,654,304,471,1292,513,901,1040,287,1196
879,647,298,476,1300,424,990,1040,281,1238
932,647,297,462,1315,424,964,1066,281,1262
1012,646,299,462,1314,425,846,1184,281,1265
1012,564,366,477,1166,573,799,1170,342,1260
1400,525,404,423,1101,693,555,1373,383,1238
1590,499,430,423,1016,778,526,1402,383,1182
1646,370,559,423,858,936,518,1397,390,1258
1647,370,559,423,857,937,515,1380,410,1214
1745,370,559,421,858,925,528,1336,454,1193
1764,349,580,387,828,989,528,1336,454,1099
1767,300,629,373,799,1032,528,1336,454,1004
1803,300,629,364,678,1146,544,1336,446,926
1603,500,626,367,661,1162,545,1336,315,770
1587,523,615,378,661,1162,545,1316,335,701
1658,527,561,432,534,1289,545,1275,323,700
1669,527,561,432,471,1352,545,1275,322,700
1649,594,561,421,248,1460,668,1248,349,701
1649,594,561,417,218,1491,670,1180,418,704
1649,594,473,408,313,1493,670,931,667,472
1647,596,473,343,338,1533,658,882,728,754
1647,596,473,335,346,1533,608,896,763,772
1647,596,473,303,377,1452,690,896,763,695
1637,606,473,283,397,1449,693,896,699,708
1299,944,473,283,389,1434,562,1043,706,750
1296,977,473,275,395,1355,504,1121,767,748
1326,980,459,243,441,1329,511,947,962,717
1326,900,539,208,476,1329,478,977,951,717
1309,871,585,208,476,1316,491,942,986,819
1269,841,639,219,482,1316,478,927,1014,822
1414,765,657,299,472,1307,497,907,1034,889
1372,805,654,304,471,1292,513,901,1040,889
1298,879,647,298,476,1300,424,990,1040,857
1245,932,647,297,462,1315,424,964,1066,963
1164,1012,646,299,462,1314,425,846,1184,960
1164,1012,564,366,477,1166,573,799,1170,954
902,1400,525,404,423,1101,693,555,1373,970
1349,1590,499,430,423,1016,778,526,1402,1165
1303,1646,370,559,423,858,936,518,1397,1083
1305,1647,370,559,423,857,937,515,1380,1084
1209,1745,370,559,421,858,925,528,1336,1084
1194,1764,349,580,387,828,989,528,1336,1152
1191,1767,300,629,373,799,1032,528,1336,1152
1155,1803,300,629,364,678,1146,544,1336,1152
1158,1603,500,626,367,661,1162,545,1336,1152
1170,1587,523,615,378,661,1162,545,1316,1154
1189,1658,527,561,432,534,1289,545,1275,1206
1178,1669,527,561,432,471,1352,545,1275,1207
1131,1649,594,561,421,248,1460,668,1248,1162
1145,1649,594,561,417,218,1491,670,1180,1159
1312,1649,594,473,408,313,1493,670,931,1159
1312,1647,596,473,343,338,1533,658,882,877
1312,1647,596,473,335,346,1533,608,896,980
1312,1647,596,473,303,377,1452,690,896,1038
1312,1637,606,473,283,397,1449,693,896,961
1312,1299,944,473,283,389,1434,562,1043,1062
1282,1296,977,473,275,395,1355,504,1121,1071
1247,1326,980,459,243,441,1329,511,947,1074
1247,1326,900,539,208,476,1329,478,977,1159
1247,1309,871,585,208,476,1316,491,942,1215
1246,1269,841,639,219,482,1316,478,927,1508
1079,1414,765,657,299,472,1307,497,907,1592
1079,1372,805,654,304,471,1292,513,901,1614
1079,1298,879,647,298,476,1300,424,990,1609
1079,1245,932,647,297,462,1315,424,964,1480
1079,1164,1012,646,299,462,1314,425,846,1480
1079,1164,1012,564,366,477,1166,573,799,1479
953,902,1400,525,404,423,1101,693,555,1462
316,1349,1590,499,430,423,1016,778,526,1281
607,1303,1646,370,559,423,858,936,518,1247
604,1305,1647,370,559,423,857,937,515,1246
646,1209,1745,370,559,421,858,925,528,1246
650,1194,1764,349,580,387,828,989,528,1178
702,1191,1767,300,629,373,799,1032,528,1178
702,1155,1803,300,629,364,678,1146,544,1360
740,1158,1603,500,626,367,661,1162,545,1392
724,1170,1587,523,615,378,661,1162,545,1390
645,1189,1658,527,561,432,534,1289,545,1375
646,1178,1669,527,561,432,471,1352,545,1374
646,1131,1649,594,561,421,248,1460,668,1398
632,1145,1649,594,561,417,218,1491,670,1399
509,1312,1649,594,473,408,313,1493,670,1399
509,1312,1647,596,473,343,338,1533,658,1402
509,1312,1647,596,473,335,346,1533,608,1392
545,1312,1647,596,473,303,377,1452,690,1339
633,1312,1637,606,473,283,397,1449,693,1340
633,1312,1299,944,473,283,389,1434,562,1197
633,1282,1296,977,473,275,395,1355,504,1194
633,1247,1326,980,459,243,441,1329,511,1191
633,1247,1326,900,539,208,476,1329,478,1106
675,1247,1309,871,585,208,476,1316,491,906
675,1246,1269,841,639,219,482,1316,478,610
675,1079,1414,765,657,299,472,1307,497,459
675,1079,1372,805,654,304,471,1292,513,443
675,1079,1298,879,647,298,476,1300,424,438
675,1079,1245,932,647,297,462,1315,424,437
701,1079,1164,1012,646,299,462,1314,425,437
888,1079,1164,1012,564,366,477,1166,573,437
888,953,902,1400,525,404,423,1101,693,445
888,316,1349,1590,499,430,423,1016,778,551
587,607,1303,1646,370,559,423,858,936,551
587,604,1305,1647,370,559,423,857,937,604
574,646,1209,1745,370,559,421,858,925,605
573,650,1194,1764,349,580,387,828,989,608
523,702,1191,1767,300,629,373,799,1032,608
523,702,1155,1803,300,629,364,678,1146,426
482,740,1158,1603,500,626,367,661,1162,394
479,724,1170,1587,523,615,378,661,1162,395
464,645,1189,1658,527,561,432,534,1289,357
465,646,1178,1669,527,561,432,471,1352,421
465,646,1131,1649,594,561,421,248,1460,397
465,632,1145,1649,594,561,417,218,1491,396
421,509,1312,1649,594,473,408,313,1493,396
421,509,1312,1647,596,473,343,338,1533,407
421,509,1312,1647,596,473,335,346,1533,296
385,545,1312,1647,596,473,303,377,1452,290
345,633,1312,1637,606,473,283,397,1449,287
612,633,1312,1299,944,473,283,389,1434,287
722,633,1282,1296,977,473,275,395,1355,281
731,633,1247,1326,980,459,243,441,1329,281
908,633,1247,1326,900,539,208,476,1329,281
868,675,1247,1309,871,585,208,476,1316,342
873,675,1246,1269,841,639,219,482,1316,383
896,675,1079,1414,765,657,299,472,1307,383
905,675,1079,1372,805,654,304,471,1292,390
962,675,1079,1298,879,647,298,476,1300,410
1078,675,1079,1245,932,647,297,462,1315,454
1090,701,1079,1164,1012,646,299,462,1314,454
912,888,1079,1164,1012,564,366,477,1166,454
920,888,953,902,1400,525,404,423,1101,446
920,888,316,1349,1590,499,430,423,1016,315
920,587,607,1303,1646,370,559,423,858,335
920,587,604,1305,1647,370,559,423,857,323
889,574,646,1209,1745,370,559,421,858,322
882,573,650,1194,1764,349,580,387,828,349
891,523,702,1191,1767,300,629,373,799,418
891,523,702,1155,1803,300,629,364,678,667
891,482,740,1158,1603,500,626,367,661,728
891,479,724,1170,1587,523,615,378,661,763
891,464,645,1189,1658,527,561,432,534,763
889,465,646,1178,1669,527,561,432,471,699
889,465,646,1131,1649,594,561,421,248,706
889,465,632,1145,1649,594,561,417,218,767
985,421,509,1312,1649,594,473,408,313,962
1082,421,509,1312,1647,596,473,343,338,951
1090,421,509,1312,1647,596,473,335,346,986
1090,385,545,1312,1647,596,473,303,377,1014
1042,345,633,1312,1637,606,473,283,397,1034
780,612,633,1312,1299,944,473,283,389,1040
716,722,633,1282,1296,977,473,275,395,1040
710,731,633,1247,1326,980,459,243,441,1066
533,908,633,1247,1326,900,539,208,476,1184
531,868,675,1247,1309,871,585,208,476,1170
839,873,675,1246,1269,841,639,219,482,1373
839,896,675,1079,1414,765,657,299,472,1402
863,905,675,1079,1372,805,654,304,471,1397
865,962,675,1079,1298,879,647,298,476,1380
749,1078,675,1079,1245,932,647,297,462,1336
715,1090,701,1079,1164,1012,646,299,462,1336
713,912,888,1079,1164,1012,564,366,477,1336
709,920,888,953,902,1400,525,404,423,1336
890,920,888,316,1349,1590,499,430,423,1336
1136,920,587,607,1303,1646,370,559,423,1316
1144,920,587,604,1305,1647,370,559,423,1275
1214,889,574,646,1209,1745,370,559,421,1275
1352,882,573,650,1194,1764,349,580,387,1248
1470,891,523,702,1191,1767,300,629,373,1180
1507,891,523,702,1155,1803,300,629,364,931
1507,891,482,740,1158,1603,500,626,367,882
1507,891,479,724,1170,1587,523,615,378,896
1507,891,464,645,1189,1658,527,561,432,896
1507,889,465,646,1178,1669,527,561,432,896
1659,889,465,646,1131,1649,594,561,421,1043
1758,889,465,632,1145,1649,594,561,417,1121
1805,985,421,509,1312,1649,594,473,408,947
1768,1082,421,509,1312,1647,596,473,343,977
1812,1090,421,509,1312,1647,596,473,335,942
1828,1090,385,545,1312,1647,596,473,303,927
2000,1042,345,633,1312,1637,606,473,283,907
2010,780,612,633,1312,1299,944,473,283,901
2055,716,722,633,1282,1296,977,473,275,990
2052,710,731,633,1247,1326,980,459,243,964
2060,533,908,633,1247,1326,900,539,208,846
2065,531,868,675,1247,1309,871,585,208,799
1789,839,873,675,1246,1269,841,639,219,555
1767,839,896,675,1079,1414,765,657,299,526
1734,863,905,675,1079,1372,805,654,304,518
1675,865,962,675,1079,1298,879,647,298,515
1675,749,1078,675,1079,1245,932,647,297,528
1683,715,1090,701,1079,1164,1012,646,299,528
1687,713,912,888,1079,1164,1012,564,366,528
1719,709,920,888,953,902,1400,525,404,544
1538,890,920,888,316,1349,1590,499,430,545
1292,1136,920,587,607,1303,1646,370,559,545
1286,1144,920,587,604,1305,1647,370,559,545
1218,1214,889,574,646,1209,1745,370,559,545
1080,1352,882,573,650,1194,1764,349,580,668
951,1470,891,523,702,1191,1767,300,629,670
914,1507,891,523,702,1155,1803,300,629,670
928,1507,891,482,740,1158,1603,500,626,658
928,1507,891,479,724,1170,1587,523,615,608
997,1507,891,464,645,1189,1658,527,561,690
997,1507,889,465,646,1178,1669,527,561,693
845,1659,889,465,646,1131,1649,594,561,562
746,1758,889,465,632,1145,1649,594,561,504
617,1805,985,421,509,1312,1649,594,473,511
557,1768,1082,421,509,1312,1647,596,473,478
511,1812,1090,421,509,1312,1647,596,473,491
497,1828,1090,385,545,1312,1647,596,473,478
325,2000,1042,345,633,1312,1637,606,473,497
310,2010,780,612,633,1312,1299,944,473,513
219,2055,716,722,633,1282,1296,977,473,424
219,2052,710,731,633,1247,1326,980,459,424
211,2060,533,908,633,1247,1326,900,539,425
234,2065,531,868,675,1247,1309,871,585,573
197,1789,839,873,675,1246,1269,841,639,693
196,1767,839,896,675,1079,1414,765,657,778
196,1734,863,905,675,1079,1372,805,654,936
196,1675,865,962,675,1079,1298,879,647,937
279,1675,749,1078,675,1079,1245,932,647,925
267,1683,715,1090,701,1079,1164,1012,646,989
256,1687,713,912,888,1079,1164,1012,564,1032
328,1719,709,920,888,953,902,1400,525,1146
328,1538,890,920,888,316,1349,1590,499,1162
358,1292,1136,920,587,607,1303,1646,370,1162
441,1286,1144,920,587,604,1305,1647,370,1289
440,1218,1214,889,574,646,1209,1745,370,1352
443,1080,1352,882,573,650,1194,1764,349,1460
614,951,1470,891,523,702,1191,1767,300,1491
626,914,1507,891,523,702,1155,1803,300,1493
612,928,1507,891,482,740,1158,1603,500,1533
613,928,1507,891,479,724,1170,1587,523,1533
544,997,1507,891,464,645,1189,1658,527,1452
624,997,1507,889,465,646,1178,1669,527,1449
640,845,1659,889,465,646,1131,1649,594,1434
688,746,1758,889,465,632,1145,1649,594,1355
702,617,1805,985,421,509,1312,1649,594,1329
816,557,1768,1082,421,509,1312,1647,596,1329
821,511,1812,1090,421,509,1312,1647,596,1316
829,497,1828,1090,385,545,1312,1647,596,1316
906,325,2000,1042,345,633,1312,1637,606,1307
917,310,2010,780,612,633,1312,1299,944,1292
942,219,2055,716,722,633,1282,1296,977,1300
942,219,2052,710,731,633,1247,1326,980,1315
945,211,2060,533,908,633,1247,1326,900,1314
938,234,2065,531,868,675,1247,1309,871,1166
990,197,1789,839,873,675,1246,1269,841,1101
1012,196,1767,839,896,675,1079,1414,765,1016
1013,196,1734,863,905,675,1079,1372,805,858
1013,196,1675,865,962,675,1079,1298,879,857
930,279,1675,749,1078,675,1079,1245,932,858
987,267,1683,715,1090,701,1079,1164,1012,828
1003,256,1687,713,912,888,1079,1164,1012,799
895,328,1719,709,920,888,953,902,1400,678
960,328,1538,890,920,888,316,1349,1590,661
935,358,1292,1136,920,587,607,1303,1646,661
861,441,1286,1144,920,587,604,1305,1647,534
910,440,1218,1214,889,574,646,1209,1745,471
943,443,1080,1352,882,573,650,1194,1764,248
772,614,951,1470,891,523,702,1191,1767,218
760,626,914,1507,891,523,702,1155,1803,313
760,612,928,1507,891,482,740,1158,1603,338
759,613,928,1507,891,479,724,1170,1587,346
