Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
196,1767,839,896,675,1079,1414,765,657,299,472,778,1608,302,1427,641,1296,1198,689
196,1734,863,905,675,1079,1372,805,654,304,471,936,1659,332,1424,637,1296,1242,680
196,1675,865,962,675,1079,1298,879,647,298,476,937,1671,347,1262,637,1296,1194,667
279,1675,749,1078,675,1079,1245,932,647,297,462,925,1669,377,1107,643,1296,1186,660
267,1683,715,1090,701,1079,1164,1012,646,299,462,989,1690,480,1112,642,1296,1127,680
256,1687,713,912,888,1079,1164,1012,564,366,477,1032,1719,495,1119,661,1150,1045,680
328,1719,709,920,888,953,902,1400,525,404,423,1146,1737,577,1143,657,1144,947,680
328,1538,890,920,888,316,1349,1590,499,430,423,1162,1758,717,1316,630,1106,918,672
358,1292,1136,920,587,607,1303,1646,370,559,423,1162,1776,809,1323,567,1106,892,672
441,1286,1144,920,587,604,1305,1647,370,559,423,1289,1779,883,1214,557,1088,633,672
440,1218,1214,889,574,646,1209,1745,370,559,421,1352,1779,884,1217,541,1088,606,634
443,1080,1352,882,573,650,1194,1764,349,580,387,1460,1778,882,1180,541,1090,529,642
614,951,1470,891,523,702,1191,1767,300,629,373,1491,1783,883,1209,541,1047,527,645
626,914,1507,891,523,702,1155,1803,300,629,364,1493,1826,887,1049,541,1040,527,629
612,928,1507,891,482,740,1158,1603,500,626,367,1533,1841,889,1079,541,1108,502,606
613,928,1507,891,479,724,1170,1587,523,615,378,1533,1872,852,1040,541,1111,627,640
544,997,1507,891,464,645,1189,1658,527,561,432,1452,1883,851,1127,520,1108,705,704
624,997,1507,889,465,646,1178,1669,527,561,432,1449,2057,901,1119,444,989,803,721
640,845,1659,889,465,646,1131,1649,594,561,421,1434,2057,1010,1106,436,657,832,595
688,746,1758,889,465,632,1145,1649,594,561,417,1355,1690,1092,1050,383,610,757,502
702,617,1805,985,421,509,1312,1649,594,473,408,1329,1871,1091,1049,290,580,714,386
816,557,1768,1082,421,509,1312,1647,596,473,343,1329,1902,1086,974,169,667,707,336
821,511,1812,1090,421,509,1312,1647,596,473,335,1316,1787,1314,919,99,588,777,314
829,497,1828,1090,385,545,1312,1647,596,473,303,1316,1792,1335,886,98,546,709,314
906,325,2000,1042,345,633,1312,1637,606,473,283,1307,1719,1203,802,98,497,704,278
917,310,2010,780,612,633,1312,1299,944,473,283,1292,1719,1293,798,85,389,706,278
942,219,2055,716,722,633,1282,1296,977,473,275,1300,1715,1287,706,84,367,735,278
942,219,2052,710,731,633,1247,1326,980,459,243,1315,1654,1306,692,84,411,731,319
945,211,2060,533,908,633,1247,1326,900,539,208,1314,1464,1325,691,84,430,698,319
938,234,2065,531,868,675,1247,1309,871,585,208,1166,1311,1365,709,84,430,704,319
990,197,1789,839,873,675,1246,1269,841,639,219,1101,1217,1364,709,88,434,712,319
1012,196,1767,839,896,675,1079,1414,765,657,299,1016,911,1415,709,88,448,712,307
1013,196,1734,863,905,675,1079,1372,805,654,304,858,860,1384,774,88,534,668,247
1013,196,1675,865,962,675,1079,1298,879,647,298,857,852,1369,845,81,654,746,374
930,279,1675,749,1078,675,1079,1245,932,647,297,858,897,1359,845,263,683,904,374
987,267,1683,715,1090,701,1079,1164,1012,646,299,828,948,1255,840,365,690,959,354
1003,256,1687,713,912,888,1079,1164,1012,564,366,799,1015,1248,833,356,694,1014,380
895,328,1719,709,920,888,953,902,1400,525,404,678,1006,1166,815,354,748,1015,387
960,328,1538,890,920,888,316,1349,1590,499,430,661,985,1026,645,381,803,1015,387
935,358,1292,1136,920,587,607,1303,1646,370,559,661,967,919,634,750,803,1015,387
861,441,1286,1144,920,587,604,1305,1647,370,559,534,964,844,602,750,815,1015,387
910,440,1218,1214,889,574,646,1209,1745,370,559,471,973,868,549,750,815,1015,391
943,443,1080,1352,882,573,650,1194,1764,349,580,248,973,898,549,750,793,1015,384
772,614,951,1470,891,523,702,1191,1767,300,629,218,968,896,519,750,792,1036,357
760,626,914,1507,891,523,702,1155,1803,300,629,313,925,900,535,750,790,1036,346
760,612,928,1507,891,482,740,1158,1603,500,626,338,941,928,468,750,722,1039,345
759,613,928,1507,891,479,724,1170,1587,523,615,346,904,928,417,750,746,914,311
