Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2
668,963,1382,1230,762,419,842,631
590,974,1417,1122,902,384,772,631
256,1304,1369,1173,903,347,771,631
255,1268,1313,1266,903,347,771,629
312,1267,1197,1383,903,132,527,628
312,1267,1155,1425,903,128,434,575
312,1267,1084,1448,951,107,358,575
479,1267,962,1409,1112,102,358,586
489,1223,992,1376,1159,102,184,596
530,1179,995,1399,1177,102,118,613
530,1179,987,1401,1183,83,174,652
530,1179,984,1398,1123,136,193,825
544,1179,936,1374,1195,107,381,842
549,1087,834,1320,1443,66,630,842
440,1196,659,1495,1443,66,609,842
434,1202,625,1529,1443,66,613,842
429,1207,565,1589,1419,90,677,842
420,912,840,1618,1417,92,682,842
420,871,881,1618,1417,92,682,842
425,847,810,1713,1311,198,683,843
476,751,899,1689,1261,279,683,842
447,771,907,1656,1204,370,683,511
446,772,906,1583,1278,370,683,398
446,767,903,1591,1250,398,683,368
446,767,901,1593,1235,413,683,368
446,767,901,1588,1220,433,683,367
446,716,952,1560,1237,444,680,317
456,659,1009,1472,1290,479,680,275
379,710,1035,1428,1175,638,655,280
360,729,1035,1304,1213,724,715,323
360,679,1028,1307,1267,724,747,383
374,668,963,1382,1230,762,752,424
375,590,974,1417,1122,902,784,477
375,256,1304,1369,1173,903,934,481
375,255,1268,1313,1266,903,995,481
318,312,1267,1197,1383,903,990,483
318,312,1267,1155,1425,903,977,476
318,312,1267,1084,1448,951,969,476
151,479,1267,962,1409,1112,976,465
380,489,1223,992,1376,1159,977,455
352,530,1179,995,1399,1177,961,438
352,530,1179,987,1401,1183,928,493
352,530,1179,984,1398,1123,927,338
338,544,1179,936,1374,1195,739,402
333,549,1087,834,1320,1443,490,471
333,440,1196,659,1495,1443,489,522
333,434,1202,625,1529,1443,485,547
406,429,1207,565,1589,1419,421,547
409,420,912,840,1618,1417,416,552
509,420,871,881,1618,1417,423,552
615,425,847,810,1713,1311,422,561
592,476,751,899,1689,1261,422,561
624,447,771,907,1656,1204,485,563
624,446,772,906,1583,1278,485,573
680,446,767,903,1591,1250,565,573
690,446,767,901,1593,1235,580,573
690,446,767,901,1588,1220,580,647
690,446,716,952,1560,1237,628,665
680,456,659,1009,1472,1290,636,680
680,379,710,1035,1428,1175,695,675
826,360,729,1035,1304,1213,697,632
832,360,679,1028,1307,1267,758,572
856,374,668,963,1382,1230,782,539
855,375,590,974,1417,1122,776,486
873,375,256,1304,1369,1173,885,482
873,375,255,1268,1313,1266,851,520
893,318,312,1267,1197,1383,927,518
937,318,312,1267,1155,1425,929,542
946,318,312,1267,1084,1448,929,569
946,151,479,1267,962,1409,947,593
716,380,489,1223,992,1376,946,593
707,352,530,1179,995,1399,947,593
826,352,530,1179,987,1401,924,499
1158,352,530,1179,984,1398,906,607
1221,338,544,1179,936,1374,993,619
1252,333,549,1087,834,1320,1105,666
1270,333,440,1196,659,1495,1122,671
1373,333,434,1202,625,1529,1128,668
1403,406,429,1207,565,1589,1196,668
1452,409,420,912,840,1618,1279,699
1500,509,420,871,881,1618,1278,699
1412,615,425,847,810,1713,1278,689
1394,592,476,751,899,1689,1320,689
1362,624,447,771,907,1656,1292,687
1362,624,446,772,906,1583,1293,677
1306,680,446,767,903,1591,1213,677
1296,690,446,767,901,1593,1198,689
1296,690,446,767,901,1588,1242,680
1296,690,446,716,952,1560,1194,667
1296,680,456,659,1009,1472,1186,660
1296,680,379,710,1035,1428,1127,680
1150,826,360,729,1035,1304,1045,680
1144,832,360,679,1028,1307,947,680
1106,856,374,668,963,1382,918,672
1106,855,375,590,974,1417,892,672
1088,873,375,256,1304,1369,633,672
1088,873,375,255,1268,1313,606,634
1090,893,318,312,1267,1197,529,642
1047,937,318,312,1267,1155,527,645
1040,946,318,312,1267,1084,527,629
1108,946,151,479,1267,962,502,606
1111,716,380,489,1223,992,627,640
1108,707,352,530,1179,995,705,704
989,826,352,530,1179,987,803,721
657,1158,352,530,1179,984,832,595
610,1221,338,544,1179,936,757,502
580,1252,333,549,1087,834,714,386
667,1270,333,440,1196,659,707,336
588,1373,333,434,1202,625,777,314
546,1403,406,429,1207,565,709,314
497,1452,409,420,912,840,704,278
389,1500,509,420,871,881,706,278
367,1412,615,425,847,810,735,278
411,1394,592,476,751,899,731,319
430,1362,624,447,771,907,698,319
430,1362,624,446,772,906,704,319
434,1306,680,446,767,903,712,319
448,1296,690,446,767,901,712,307
534,1296,690,446,767,901,668,247
654,1296,690,446,716,952,746,374
683,1296,680,456,659,1009,904,374
690,1296,680,379,710,1035,959,354
694,1150,826,360,729,1035,1014,380
748,1144,832,360,679,1028,1015,387
803,1106,856,374,668,963,1015,387
803,1106,855,375,590,974,1015,387
815,1088,873,375,256,1304,1015,387
815,1088,873,375,255,1268,1015,391
793,1090,893,318,312,1267,1015,384
792,1047,937,318,312,1267,1036,357
790,1040,946,318,312,1267,1036,346
722,1108,946,151,479,1267,1039,345
746,1111,716,380,489,1223,914,311
780,1108,707,352,530,1179,836,247
991,989,826,352,530,1179,738,230
994,657,1158,352,530,1179,709,230
978,610,1221,338,544,1179,697,230
1049,580,1252,333,549,1087,628,230
1086,667,1270,333,440,1196,622,224
1304,588,1373,333,434,1202,591,224
1243,546,1403,406,429,1207,601,225
1240,497,1452,409,420,912,707,246
1200,389,1500,509,420,871,706,258
1199,367,1412,615,425,847,704,270
1145,411,1394,592,476,751,801,229
1126,430,1362,624,447,771,914,239
1126,430,1362,624,446,772,930,239
1122,434,1306,680,446,767,1066,240
1108,448,1296,690,446,767,1066,431
1022,534,1296,690,446,767,1066,444
902,654,1296,690,446,716,988,339
873,683,1296,680,456,659,830,427
866,690,1296,680,379,710,775,433
884,694,1150,826,360,729,720,417
830,748,1144,832,360,679,732,446
775,803,1106,856,374,668,732,446
775,803,1106,855,375,590,777,446
763,815,1088,873,375,256,880,446
776,815,1088,873,375,255,999,442
835,793,1090,893,318,312,1016,441
835,792,1047,937,318,312,1042,464
914,790,1040,946,318,312,1206,486
1079,722,1108,946,151,479,1294,515
1071,746,1111,716,380,489,1328,522
1087,780,1108,707,352,530,1412,674
920,991,989,826,352,530,1412,674
917,994,657,1158,352,530,1429,675
917,978,610,1221,338,544,1499,687
846,1049,580,1252,333,549,1523,691
704,1086,667,1270,333,440,1519,762
463,1304,588,1373,333,434,1509,822
513,1243,546,1403,406,429,1499,832
715,1240,497,1452,409,420,1315,817
786,1200,389,1500,509,420,1308,805
812,1199,367,1412,615,425,1281,793
863,1145,411,1394,592,476,1146,793
892,1126,430,1362,624,447,1031,783
1008,1126,430,1362,624,446,1008,783
1018,1122,434,1306,680,446,870,782
1018,1108,448,1296,690,446,920,591
1022,1022,534,1296,690,446,955,573
1055,902,654,1296,690,446,992,591
1231,873,683,1296,680,456,992,516
1254,866,690,1296,680,379,1207,510
1232,884,694,1150,826,360,1211,500
1251,830,748,1144,832,360,1219,634
1251,775,803,1106,856,374,1224,717
1256,775,803,1106,855,375,1179,721
1327,763,815,1088,873,375,1076,768
1358,776,815,1088,873,375,976,805
1299,835,793,1090,893,318,972,875
1306,835,792,1047,937,318,954,958
1233,914,790,1040,946,318,831,950
1068,1079,722,1108,946,151,740,1056
1040,1071,746,1111,716,380,706,1104
989,1087,780,1108,707,352,621,977
945,920,991,989,826,352,621,977
977,917,994,657,1158,352,604,976
1094,917,978,610,1221,338,534,964
1112,846,1049,580,1252,333,510,960
1112,704,1086,667,1270,333,510,889
1158,463,1304,588,1373,333,475,829
1108,513,1243,546,1403,406,475,818
917,715,1240,497,1452,409,475,815
852,786,1200,389,1500,509,475,823
888,812,1199,367,1412,615,475,846
930,863,1145,411,1394,592,475,856
927,892,1126,430,1362,624,475,915
811,1008,1126,430,1362,624,475,922
801,1018,1122,434,1306,680,469,922
803,1018,1108,448,1296,690,419,922
857,1022,1022,534,1296,690,384,922
825,1055,902,654,1296,690,347,877
696,1231,873,683,1296,680,347,906
673,1254,866,690,1296,680,132,906
685,1232,884,694,1150,826,128,906
674,1251,830,748,1144,832,107,736
674,1251,775,803,1106,856,102,653
669,1256,775,803,1106,855,102,682
598,1327,763,815,1088,873,102,635
716,1358,776,815,1088,873,83,598
724,1299,835,793,1090,893,136,528
730,1306,835,792,1047,937,107,520
747,1233,914,790,1040,946,66,517
747,1068,1079,722,1108,946,66,382
747,1040,1071,746,1111,716,66,327
747,989,1087,780,1108,707,90,302
747,945,920,991,989,826,92,317
715,977,917,994,657,1158,92,317
598,1094,917,978,610,1221,198,317
579,1112,846,1049,580,1252,279,427
579,1112,704,1086,667,1270,370,432
532,1158,463,1304,588,1373,370,432
532,1108,513,1243,546,1403,398,432
521,917,715,1240,497,1452,413,557
515,852,786,1200,389,1500,433,571
453,888,812,1199,367,1412,444,548
360,930,863,1145,411,1394,479,538
392,927,892,1126,430,1362,638,876
418,811,1008,1126,430,1362,724,869
423,801,1018,1122,434,1306,724,908
437,803,1018,1108,448,1296,762,959
379,857,1022,1022,534,1296,902,1144
378,825,1055,902,654,1296,903,1191
331,696,1231,873,683,1296,903,1160
331,673,1254,866,690,1296,903,1173
326,685,1232,884,694,1150,903,1197
321,674,1251,830,748,1144,951,1247
330,674,1251,775,803,1106,1112,1385
367,669,1256,775,803,1106,1159,1384
386,598,1327,763,815,1088,1177,1384
291,716,1358,776,815,1088,1183,1487
354,724,1299,835,793,1090,1123,1512
341,730,1306,835,792,1047,1195,1428
318,747,1233,914,790,1040,1443,1468
330,747,1068,1079,722,1108,1443,1468
345,747,1040,1071,746,1111,1443,1468
345,747,989,1087,780,1108,1419,1470
567,747,945,920,991,989,1417,1456
653,715,977,917,994,657,1417,1456
658,598,1094,917,978,610,1311,1456
658,579,1112,846,1049,580,1261,1346
658,579,1112,704,1086,667,1204,1341
658,532,1158,463,1304,588,1278,1341
658,532,1108,513,1243,546,1250,1341
746,521,917,715,1240,497,1235,1213
746,515,852,786,1200,389,1220,1191
824,453,888,812,1199,367,1237,1288
841,360,930,863,1145,411,1290,1338
836,392,927,892,1126,430,1175,941
810,418,811,1008,1126,430,1213,941
805,423,801,1018,1122,434,1267,1017
846,437,803,1018,1108,448,1230,1114
848,379,857,1022,1022,534,1122,929
848,378,825,1055,902,654,1173,898
876,331,696,1231,873,683,1266,879
876,331,673,1254,866,690,1383,866
869,326,685,1232,884,694,1425,842
1109,321,674,1251,830,748,1448,933
1100,330,674,1251,775,803,1409,803
1063,367,669,1256,775,803,1376,782
1044,386,598,1327,763,815,1399,782
977,291,716,1358,776,815,1401,681
906,354,724,1299,835,793,1398,656
906,341,730,1306,835,792,1374,642
1077,318,747,1233,914,790,1320,591
1153,330,747,1068,1079,722,1495,591
1138,345,747,1040,1071,746,1529,591
1138,345,747,989,1087,780,1589,608
916,567,747,945,920,991,1618,624
870,653,715,977,917,994,1618,625
895,658,598,1094,917,978,1713,629
895,658,579,1112,846,1049,1689,629
900,658,579,1112,704,1086,1656,629
967,658,532,1158,463,1304,1583,629
971,658,532,1108,513,1243,1591,629
883,746,521,917,715,1240,1593,629
883,746,515,852,786,1200,1588,629
805,824,453,888,812,1199,1560,532
808,841,360,930,863,1145,1472,482
765,836,392,927,892,1126,1428,482
766,810,418,811,1008,1126,1304,482
832,805,423,801,1018,1122,1307,367
820,846,437,803,1018,1108,1382,219
821,848,379,857,1022,1022,1417,219
821,848,378,825,1055,902,1369,223
793,876,331,696,1231,873,1313,223
793,876,331,673,1254,866,1197,223
793,869,326,685,1232,884,1155,223
622,1109,321,674,1251,830,1084,82
801,1100,330,674,1251,775,962,88
854,1063,367,669,1256,775,992,124
854,1044,386,598,1327,763,995,124
854,977,291,716,1358,776,987,122
854,906,354,724,1299,835,984,122
869,906,341,730,1306,835,936,134
704,1077,318,747,1233,914,834,188
690,1153,330,747,1068,1079,659,222
904,1138,345,747,1040,1071,625,501
904,1138,345,747,989,1087,565,482
904,916,567,747,945,920,840,465
864,870,653,715,977,917,881,465
879,895,658,598,1094,917,810,461
879,895,658,579,1112,846,899,475
874,900,658,579,1112,704,907,531
828,967,658,532,1158,463,906,612
877,971,658,532,1108,513,903,617
880,883,746,521,917,715,901,713
880,883,746,515,852,786,901,831
888,805,824,453,888,812,952,832
869,808,841,360,930,863,1009,834
865,765,836,392,927,892,1035,1012
864,766,810,418,811,1008,1035,1021
839,832,805,423,801,1018,1028,1044
812,820,846,437,803,1018,963,1062
809,821,848,379,857,1022,974,1132
922,821,848,378,825,1055,1304,1113
922,793,876,331,696,1231,1268,1113
941,793,876,331,673,1254,1267,1363
943,793,869,326,685,1232,1267,1469
871,622,1109,321,674,1251,1267,1553
692,801,1100,330,674,1251,1267,1539
639,854,1063,367,669,1256,1223,1666
639,854,1044,386,598,1327,1179,1748
639,854,977,291,716,1358,1179,1748
639,854,906,354,724,1299,1179,1748
627,869,906,341,730,1306,1179,1736
685,704,1077,318,747,1233,1087,1682
687,690,1153,330,747,1068,1196,1670
473,904,1138,345,747,1040,1202,1391
683,904,1138,345,747,989,1207,1391
741,904,916,567,747,945,912,1391
758,864,870,653,715,977,871,1390
713,879,895,658,598,1094,847,1390
713,879,895,658,579,1112,751,1376
713,874,900,658,579,1112,771,1320
707,828,967,658,532,1158,772,1239
1057,877,971,658,532,1108,767,1234
1283,880,883,746,521,917,767,1138
1283,880,883,746,515,852,767,1020
1275,888,805,824,453,888,716,1022
1274,869,808,841,360,930,659,1020
1268,865,765,836,392,927,710,867
1268,864,766,810,418,811,729,878
1227,839,832,805,423,801,679,860
1209,812,820,846,437,803,668,842
1209,809,821,848,379,857,590,772
1096,922,821,848,378,825,256,771
1100,922,793,876,331,696,255,771
1081,941,793,876,331,673,312,527
1079,943,793,869,326,685,312,434
1079,871,622,1109,321,674,312,358
1079,692,801,1100,330,674,479,358
1079,639,854,1063,367,669,489,184
1079,639,854,1044,386,598,530,118
1155,639,854,977,291,716,530,174
1253,639,854,906,354,724,530,193
1302,627,869,906,341,730,544,381
1264,685,704,1077,318,747,549,630
1190,687,690,1153,330,747,440,609
1257,473,904,1138,345,747,434,613
1091,683,904,1138,345,747,429,677
1033,741,904,916,567,747,420,682
1065,758,864,870,653,715,420,682
1065,713,879,895,658,598,425,683
1065,713,879,895,658,579,476,683
1065,713,874,900,658,579,447,683
1052,707,828,967,658,532,446,683
649,1057,877,971,658,532,446,683
420,1283,880,883,746,521,446,683
428,1283,880,883,746,515,446,683
491,1275,888,805,824,453,446,680
491,1274,869,808,841,360,456,680
491,1268,865,765,836,392,379,655
491,1268,864,766,810,418,360,715
491,1227,839,832,805,423,360,747
510,1209,812,820,846,437,374,752
510,1209,809,821,848,379,375,784
511,1096,922,821,848,378,375,934
515,1100,922,793,876,331,375,995
515,1081,941,793,876,331,318,990
515,1079,943,793,869,326,318,977
679,1079,871,622,1109,321,318,969
682,1079,692,801,1100,330,151,976
702,1079,639,854,1063,367,380,977
760,1079,639,854,1044,386,352,961
734,1155,639,854,977,291,352,928
689,1253,639,854,906,354,352,927
637,1302,627,869,906,341,338,739
611,1264,685,704,1077,318,333,490
609,1190,687,690,1153,330,333,489
542,1257,473,904,1138,345,333,485
505,1091,683,904,1138,345,406,421
506,1033,741,904,916,567,409,416
457,1065,758,864,870,653,509,423
569,1065,713,879,895,658,615,422
618,1065,713,879,895,658,592,422
668,1065,713,874,900,658,624,485
674,1052,707,828,967,658,624,485
674,649,1057,877,971,658,680,565
674,420,1283,880,883,746,690,580
670,428,1283,880,883,746,690,580
634,491,1275,888,805,824,690,628
634,491,1274,869,808,841,680,636
640,491,1268,865,765,836,680,695
642,491,1268,864,766,810,826,697
648,491,1227,839,832,805,832,758
657,510,1209,812,820,846,856,782
720,510,1209,809,821,848,855,776
729,511,1096,922,821,848,873,885
737,515,1100,922,793,876,873,851
737,515,1081,941,793,876,893,927
737,515,1079,943,793,869,937,929
573,679,1079,871,622,1109,946,929
570,682,1079,692,801,1100,946,947
550,702,1079,639,854,1063,716,946
527,760,1079,639,854,1044,707,947
553,734,1155,639,854,977,826,924
508,689,1253,639,854,906,1158,906
561,637,1302,627,869,906,1221,993
654,611,1264,685,704,1077,1252,1105
778,609,1190,687,690,1153,1270,1122
848,542,1257,473,904,1138,1373,1128
842,505,1091,683,904,1138,1403,1196
841,506,1033,741,904,916,1452,1279
854,457,1065,758,864,870,1500,1278
743,569,1065,713,879,895,1412,1278
694,618,1065,713,879,895,1394,1320
644,668,1065,713,874,900,1362,1292
636,674,1052,707,828,967,1362,1293
641,674,649,1057,877,971,1306,1213
641,674,420,1283,880,883,1296,1198
637,670,428,1283,880,883,1296,1242
637,634,491,1275,888,805,1296,1194
643,634,491,1274,869,808,1296,1186
642,640,491,1268,865,765,1296,1127
661,642,491,1268,864,766,1150,1045
657,648,491,1227,839,832,1144,947
630,657,510,1209,812,820,1106,918
567,720,510,1209,809,821,1106,892
557,729,511,1096,922,821,1088,633
541,737,515,1100,922,793,1088,606
541,737,515,1081,941,793,1090,529
541,737,515,1079,943,793,1047,527
541,573,679,1079,871,622,1040,527
541,570,682,1079,692,801,1108,502
541,550,702,1079,639,854,1111,627
520,527,760,1079,639,854,1108,705
444,553,734,1155,639,854,989,803
436,508,689,1253,639,854,657,832
383,561,637,1302,627,869,610,757
290,654,611,1264,685,704,580,714
169,778,609,1190,687,690,667,707
99,848,542,1257,473,904,588,777
98,842,505,1091,683,904,546,709
98,841,506,1033,741,904,497,704
85,854,457,1065,758,864,389,706
84,743,569,1065,713,879,367,735
84,694,618,1065,713,879,411,731
84,644,668,1065,713,874,430,698
84,636,674,1052,707,828,430,704
88,641,674,649,1057,877,434,712
88,641,674,420,1283,880,448,712
88,637,670,428,1283,880,534,668
81,637,634,491,1275,888,654,746
263,643,634,491,1274,869,683,904
365,642,640,491,1268,865,690,959
356,661,642,491,1268,864,694,1014
354,657,648,491,1227,839,748,1015
381,630,657,510,1209,812,803,1015
750,567,720,510,1209,809,803,1015
750,557,729,511,1096,922,815,1015
750,541,737,515,1100,922,815,1015
750,541,737,515,1081,941,793,1015
