Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,T-11,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6,Accum_y-7,Accum_y-8
635,768,446,387,672,482,481,631,1093,1024,339,721,545,542,299,328,1123,675,712,1385
598,805,442,391,634,520,481,629,1092,1027,338,722,551,563,326,393,1057,675,619,1423
528,875,441,384,642,518,483,628,1044,1076,323,737,500,569,370,405,1209,561,619,1423
520,958,464,357,645,542,476,575,1087,1093,323,734,475,569,518,430,1209,497,619,1423
517,950,486,346,629,569,476,575,1087,1091,325,733,475,571,525,465,1209,472,685,1450
382,1056,515,345,606,593,465,586,1043,1134,326,624,475,571,432,466,1288,468,685,1519
327,1104,522,311,640,593,455,596,904,1273,326,563,545,523,403,498,1271,518,678,1475
302,977,674,247,704,593,438,613,470,1657,376,563,568,538,402,750,1253,482,661,1211
317,977,674,230,721,499,493,652,469,1456,334,796,559,503,402,809,1157,506,663,1097
317,976,675,230,595,607,338,825,469,1398,392,796,565,502,401,818,1123,542,668,1069
317,964,687,230,502,619,402,842,469,1334,456,796,607,694,401,818,1058,546,693,937
427,960,691,230,386,666,471,842,469,1285,505,796,590,892,405,818,1021,551,626,841
432,889,762,224,336,671,522,842,468,1286,505,796,584,877,413,818,1013,551,626,839
432,829,822,224,314,668,547,842,468,1252,493,772,584,877,413,818,929,551,675,786
432,818,832,225,314,668,547,842,409,1297,507,749,584,984,410,820,871,554,681,755
557,815,817,246,278,699,552,842,409,1045,759,740,584,984,452,820,870,579,673,750
571,823,805,258,278,699,552,842,354,1055,772,758,677,992,464,833,870,550,595,747
548,846,793,270,278,689,561,843,326,1007,848,660,766,992,500,869,881,494,551,747
538,856,793,229,319,689,561,842,327,1007,848,649,766,992,500,841,787,450,332,744
876,915,783,239,319,687,563,511,658,1007,848,649,726,992,506,780,779,438,319,631
869,922,783,239,319,677,573,398,759,1019,848,649,685,992,574,720,769,389,327,630
908,922,782,240,319,677,573,368,776,1032,848,649,685,984,821,827,785,409,368,582
959,922,591,431,307,689,573,368,673,1135,848,649,662,955,1091,771,760,473,369,515
1144,922,573,444,247,680,647,367,560,1249,848,556,723,873,1091,711,750,470,367,515
1191,877,591,339,374,667,665,317,610,1249,847,468,721,870,1121,711,748,591,343,437
1160,906,516,427,374,660,680,275,652,1249,847,468,722,870,1158,727,745,594,311,430
1173,906,510,433,354,680,675,280,652,1249,847,468,737,721,1157,739,745,594,286,430
1197,906,500,417,380,680,632,323,652,1139,957,468,734,721,1247,745,745,523,260,430
1247,736,634,446,387,680,572,383,631,1160,957,468,733,721,1247,756,474,557,260,448
1385,653,717,446,387,672,539,424,631,1093,1024,468,624,721,1244,767,415,590,260,454
1384,682,721,446,387,672,486,477,631,1093,1024,343,563,721,1123,739,385,591,259,369
1384,635,768,446,387,672,482,481,631,1093,1024,339,563,689,1111,711,366,607,293,460
1487,598,805,442,391,634,520,481,629,1092,1027,338,796,668,1179,646,312,624,293,430
1512,528,875,441,384,642,518,483,628,1044,1076,323,796,675,1135,634,157,756,316,431
1428,520,958,464,357,645,542,476,575,1087,1093,323,796,675,956,609,157,756,316,553
1468,517,950,486,346,629,569,476,575,1087,1091,325,796,673,949,574,159,756,250,526
1468,382,1056,515,345,606,593,465,586,1043,1134,326,796,707,984,573,90,756,285,513
1468,327,1104,522,311,640,593,455,596,904,1273,326,772,669,1005,559,117,769,396,513
1470,302,977,674,247,704,593,438,613,470,1657,376,749,710,1022,382,117,809,443,513
1456,317,977,674,230,721,499,493,652,469,1456,334,740,709,1046,334,117,997,487,512
1456,317,976,675,230,595,607,338,825,469,1398,392,758,640,1046,461,117,940,488,512
1456,317,964,687,230,502,619,402,842,469,1334,456,660,433,1046,461,208,936,517,620
1346,427,960,691,230,386,666,471,842,469,1285,505,649,224,1131,465,222,931,540,620
1341,432,889,762,224,336,671,522,842,468,1286,505,649,222,1123,488,222,938,540,628
1341,432,829,822,224,314,668,547,842,468,1252,493,649,295,1161,504,356,947,491,628
1341,432,818,832,225,314,668,547,842,409,1297,507,649,208,1161,517,364,944,485,644
1213,557,815,817,246,278,699,552,842,409,1045,759,649,299,1120,523,364,858,492,676
1191,571,823,805,258,278,699,552,842,354,1055,772,556,291,1108,510,364,857,822,680
1288,548,846,793,270,278,689,561,843,326,1007,848,468,291,1240,474,353,857,822,732
1338,538,856,793,229,319,689,561,842,327,1007,848,468,291,1240,476,666,857,822,756
941,876,915,783,239,319,687,563,511,658,1007,848,468,291,1234,476,678,832,822,771
941,869,922,783,239,319,677,573,398,759,1019,848,468,291,1230,476,748,811,814,775
1017,908,922,782,240,319,677,573,368,776,1032,848,468,305,983,367,733,789,773,776
1114,959,922,591,431,307,689,573,368,673,1135,848,468,326,713,367,733,725,770,776
929,1144,922,573,444,247,680,647,367,560,1249,848,343,326,713,367,733,725,779,776
898,1191,877,591,339,374,667,665,317,610,1249,847,339,327,683,367,733,607,813,776
879,1160,906,516,427,374,660,680,275,652,1249,847,338,423,645,351,733,603,812,776
866,1173,906,510,433,354,680,675,280,652,1249,847,323,423,645,339,733,609,812,776
842,1197,906,500,417,380,680,632,323,652,1139,957,323,444,555,333,733,610,812,776
933,1247,736,634,446,387,680,572,383,631,1160,957,325,444,555,322,733,618,812,764
803,1385,653,717,446,387,672,539,424,631,1093,1024,326,444,555,311,757,585,930,749
782,1384,682,721,446,387,672,486,477,631,1093,1024,326,444,555,311,791,584,1024,716
782,1384,635,768,446,387,672,482,481,631,1093,1024,376,444,555,330,791,568,991,485
681,1487,598,805,442,391,634,520,481,629,1092,1027,334,444,458,330,791,551,1016,477
656,1512,528,875,441,384,642,518,483,628,1044,1076,392,431,484,330,793,405,1053,514
642,1428,520,958,464,357,645,542,476,575,1087,1093,456,484,523,340,793,486,1053,410
591,1468,517,950,486,346,629,569,476,575,1087,1091,505,587,549,408,791,717,1053,410
591,1468,382,1056,515,345,606,593,465,586,1043,1134,505,568,537,492,781,717,1018,354
591,1468,327,1104,522,311,640,593,455,596,904,1273,493,606,611,474,754,896,907,354
608,1470,302,977,674,247,704,593,438,613,470,1657,507,548,594,415,772,883,858,354
624,1456,317,977,674,230,721,499,493,652,469,1456,759,548,570,406,929,667,1022,354
625,1456,317,976,675,230,595,607,338,825,469,1398,772,623,570,270,937,887,1062,410
629,1456,317,964,687,230,502,619,402,842,469,1334,848,671,570,270,846,920,1003,301
629,1346,427,960,691,230,386,666,471,842,469,1285,848,695,481,274,832,1176,980,314
629,1341,432,889,762,224,336,671,522,842,468,1286,848,705,481,465,854,1208,980,339
629,1341,432,829,822,224,314,668,547,842,468,1252,848,634,443,449,721,1211,980,356
629,1341,432,818,832,225,314,668,547,842,409,1297,848,614,443,436,759,1219,1190,360
629,1213,557,815,817,246,278,699,552,842,409,1045,848,523,442,524,1039,1328,1177,424
629,1191,571,823,805,258,278,699,552,842,354,1055,848,523,442,538,1156,1364,809,421
532,1288,548,846,793,270,278,689,561,843,326,1007,847,523,274,541,1165,1402,824,391
482,1338,538,856,793,229,319,689,561,842,327,1007,847,523,281,539,848,1415,824,454
482,941,876,915,783,239,319,687,563,511,658,1007,847,525,281,561,834,1415,824,543
482,941,869,922,783,239,319,677,573,398,759,1019,957,661,217,561,820,1415,824,540
367,1017,908,922,782,240,319,677,573,368,776,1032,957,715,217,561,890,1415,824,539
219,1114,959,922,591,431,307,689,573,368,673,1135,1024,724,232,561,893,1415,824,539
219,929,1144,922,573,444,247,680,647,367,560,1249,1024,776,392,561,893,1415,826,539
223,898,1191,877,591,339,374,667,665,317,610,1249,1024,775,392,561,893,1412,792,539
223,879,1160,906,516,427,374,660,680,275,652,1249,1027,679,392,564,909,1562,792,552
223,866,1173,906,510,433,354,680,675,280,652,1249,1076,679,396,569,909,1588,792,552
223,842,1197,906,500,417,380,680,632,323,652,1139,1093,681,398,571,909,1596,792,552
82,933,1247,736,634,446,387,680,572,383,631,1160,1091,689,471,571,909,1758,792,544
88,803,1385,653,717,446,387,672,539,424,631,1093,1134,689,493,571,885,1816,674,544
124,782,1384,682,721,446,387,672,486,477,631,1093,1273,689,493,571,851,1837,580,526
124,782,1384,635,768,446,387,672,482,481,631,1093,1657,689,493,547,851,1971,579,587
122,681,1487,598,805,442,391,634,520,481,629,1092,1456,689,532,557,851,1971,554,587
122,656,1512,528,875,441,384,642,518,483,628,1044,1398,689,506,598,849,1971,494,549
134,642,1428,520,958,464,357,645,542,476,575,1087,1334,636,467,605,849,1934,494,560
188,591,1468,517,950,486,346,629,569,476,575,1087,1285,533,441,600,853,1703,494,603
222,591,1468,382,1056,515,345,606,593,465,586,1043,1286,525,417,555,902,1703,510,604
501,591,1468,327,1104,522,311,640,593,455,596,904,1252,506,322,593,930,1461,523,605
482,608,1470,302,977,674,247,704,593,438,613,470,1297,506,322,577,947,1434,561,605
465,624,1456,317,977,674,230,721,499,493,652,469,1045,506,322,594,856,1425,354,605
465,625,1456,317,976,675,230,595,607,338,825,469,1055,454,322,594,1001,1209,323,545
461,629,1456,317,964,687,230,502,619,402,842,469,1007,406,322,596,1002,1205,332,544
475,629,1346,427,960,691,230,386,666,471,842,469,1007,382,322,622,1003,949,392,531
531,629,1341,432,889,762,224,336,671,522,842,468,1007,499,322,466,993,910,400,498
612,629,1341,432,829,822,224,314,668,547,842,468,1019,497,322,469,992,898,400,481
617,629,1341,432,818,832,225,314,668,547,842,409,1032,567,322,467,946,890,190,461
713,629,1213,557,815,817,246,278,699,552,842,409,1135,654,322,373,666,781,190,365
831,629,1191,571,823,805,258,278,699,552,842,354,1249,682,322,359,549,745,265,364
832,532,1288,548,846,793,270,278,689,561,843,326,1249,682,322,356,540,707,254,342
834,482,1338,538,856,793,229,319,689,561,842,327,1249,863,315,356,589,694,326,255
1012,482,941,876,915,783,239,319,687,563,511,658,1249,900,494,334,551,694,326,151
1021,482,941,869,922,783,239,319,677,573,398,759,1139,995,623,334,525,807,384,150
1044,367,1017,908,922,782,240,319,677,573,368,776,1160,927,623,363,458,967,384,150
1062,219,1114,959,922,591,431,307,689,573,368,673,1093,1010,608,371,455,1123,384,150
1132,219,929,1144,922,573,444,247,680,647,367,560,1093,982,448,424,455,1123,373,228
1113,223,898,1191,877,591,339,374,667,665,317,610,1093,982,448,427,455,1123,373,258
1113,223,879,1160,906,516,427,374,660,680,275,652,1092,983,448,464,439,973,373,246
1363,223,866,1173,906,510,433,354,680,675,280,652,1044,1022,444,542,439,941,373,326
1469,223,842,1197,906,500,417,380,680,632,323,652,1087,1097,442,544,439,924,406,326
1553,82,933,1247,736,634,446,387,680,572,383,631,1087,1112,369,663,439,820,730,326
1539,88,803,1385,653,717,446,387,672,539,424,631,1043,1124,347,956,439,774,731,326
1666,124,782,1384,682,721,446,387,672,486,477,631,904,1221,356,967,439,754,731,326
1748,124,782,1384,635,768,446,387,672,482,481,631,470,1249,506,1206,439,620,731,263
1748,122,681,1487,598,805,442,391,634,520,481,629,469,1278,473,1196,454,620,731,263
1748,122,656,1512,528,875,441,384,642,518,483,628,469,1278,473,1155,469,620,731,263
1736,134,642,1428,520,958,464,357,645,542,476,575,469,1278,473,1138,469,678,731,236
1682,188,591,1468,517,950,486,346,629,569,476,575,469,1278,473,1075,465,793,731,376
1670,222,591,1468,382,1056,515,345,606,593,465,586,468,1271,473,1055,527,794,715,486
1391,501,591,1468,327,1104,522,311,640,593,455,596,468,1252,473,1043,569,799,702,491
1391,482,608,1470,302,977,674,247,704,593,438,613,409,1252,473,1043,535,799,664,534
1391,465,624,1456,317,977,674,230,721,499,493,652,409,1252,482,1024,647,987,660,534
1390,465,625,1456,317,976,675,230,595,607,338,825,354,1229,629,1024,519,982,645,598
1390,461,629,1456,317,964,687,230,502,619,402,842,326,1229,629,1022,545,953,635,603
1376,475,629,1346,427,960,691,230,386,666,471,842,327,1229,629,989,574,953,575,626
1320,531,629,1341,432,889,762,224,336,671,522,842,658,1233,658,1126,568,953,567,654
1239,612,629,1341,432,829,822,224,314,668,547,842,759,1239,658,1123,575,953,567,655
1234,617,629,1341,432,818,832,225,314,668,547,842,776,1167,658,1123,577,963,567,1015
1138,713,629,1213,557,815,817,246,278,699,552,842,673,1081,658,1123,709,963,567,1042
1020,831,629,1191,571,823,805,258,278,699,552,842,560,1053,658,1123,711,963,492,1138
1022,832,532,1288,548,846,793,270,278,689,561,843,610,1056,658,1123,794,966,567,1149
1020,834,482,1338,538,856,793,229,319,689,561,842,652,875,658,1123,782,1150,495,1164
867,1012,482,941,876,915,783,239,319,687,563,511,652,836,479,1123,778,1162,546,1164
878,1021,482,941,869,922,783,239,319,677,573,398,652,641,350,1123,745,1050,488,1164
860,1044,367,1017,908,922,782,240,319,677,573,368,631,641,350,1094,1020,917,489,1164
842,1062,219,1114,959,922,591,431,307,689,573,368,631,539,350,1086,1022,800,532,1164
772,1132,219,929,1144,922,573,444,247,680,647,367,631,518,350,1033,1024,800,579,1086
771,1113,223,898,1191,877,591,339,374,667,665,317,631,537,382,1144,1024,802,621,1056
771,1113,223,879,1160,906,516,427,374,660,680,275,629,654,388,1112,1024,802,647,1055
527,1363,223,866,1173,906,510,433,354,680,675,280,628,620,388,1029,1024,805,648,975
434,1469,223,842,1197,906,500,417,380,680,632,323,575,562,388,1060,1024,805,630,975
358,1553,82,933,1247,736,634,446,387,680,572,383,575,539,388,1025,1123,723,368,991
358,1539,88,803,1385,653,717,446,387,672,539,424,586,549,390,742,1123,713,380,1045
184,1666,124,782,1384,682,721,446,387,672,486,477,596,453,400,731,1123,910,411,1107
118,1748,124,782,1384,635,768,446,387,672,482,481,613,427,250,492,1158,912,554,1109
174,1748,122,681,1487,598,805,442,391,634,520,481,652,456,244,492,1143,1092,688,1140
193,1748,122,656,1512,528,875,441,384,642,518,483,825,456,285,492,1203,1102,705,1140
381,1736,134,642,1428,520,958,464,357,645,542,476,842,456,369,492,1372,1062,813,1200
630,1682,188,591,1468,517,950,486,346,629,569,476,842,456,399,493,1419,947,838,1041
609,1670,222,591,1468,382,1056,515,345,606,593,465,842,456,399,474,1309,946,898,930
613,1391,501,591,1468,327,1104,522,311,640,593,455,842,509,410,502,1241,993,899,924
677,1391,482,608,1470,302,977,674,247,704,593,438,842,512,481,515,1272,993,899,968
682,1391,465,624,1456,317,977,674,230,721,499,493,842,518,627,515,1114,805,899,968
682,1390,465,625,1456,317,976,675,230,595,607,338,842,537,517,515,1096,979,933,918
683,1390,461,629,1456,317,964,687,230,502,619,402,843,551,517,515,1069,1110,946,913
683,1376,475,629,1346,427,960,691,230,386,666,471,842,551,518,514,1039,1216,948,958
683,1320,531,629,1341,432,889,762,224,336,671,522,511,420,491,319,1034,1221,952,976
683,1239,612,629,1341,432,829,822,224,314,668,547,398,414,491,337,1027,1221,952,981
683,1234,617,629,1341,432,818,832,225,314,668,547,368,425,491,340,1025,1211,952,621
683,1138,713,629,1213,557,815,817,246,278,699,552,368,456,491,340,901,1211,952,665
683,1020,831,629,1191,571,823,805,258,278,699,552,367,478,491,370,904,1259,952,573
680,1022,832,532,1288,548,846,793,270,278,689,561,317,552,491,496,821,1263,873,562
680,1020,834,482,1338,538,856,793,229,319,689,561,275,624,491,550,784,1079,873,578
655,867,1012,482,941,876,915,783,239,319,687,563,280,645,491,581,819,1160,822,594
715,878,1021,482,941,869,922,783,239,319,677,573,323,618,491,581,819,1174,822,594
747,860,1044,367,1017,908,922,782,240,319,677,573,383,757,491,596,541,1147,834,594
752,842,1062,219,1114,959,922,591,431,307,689,573,424,746,491,703,553,1108,791,595
784,772,1132,219,929,1144,922,573,444,247,680,647,477,743,491,950,552,1108,829,651
934,771,1113,223,898,1191,877,591,339,374,667,665,481,724,459,871,598,1137,796,873
995,771,1113,223,879,1160,906,516,427,374,660,680,481,643,453,905,616,1137,936,1187
990,527,1363,223,866,1173,906,510,433,354,680,675,483,638,453,1257,616,1147,944,1353
977,434,1469,223,842,1197,906,500,417,380,680,632,476,598,453,1400,616,1147,929,1417
969,358,1553,82,933,1247,736,634,446,387,680,572,476,715,453,1421,529,1133,867,1445
976,358,1539,88,803,1385,653,717,446,387,672,539,465,713,473,1411,530,1138,854,1765
977,184,1666,124,782,1384,682,721,446,387,672,486,455,753,471,1412,530,941,823,1795
961,118,1748,124,782,1384,635,768,446,387,672,482,438,753,517,1413,495,1098,748,1853
928,174,1748,122,681,1487,598,805,442,391,634,520,493,695,703,1416,519,952,618,2031
927,193,1748,122,656,1512,528,875,441,384,642,518,338,713,671,1465,444,1081,613,2130
739,381,1736,134,642,1428,520,958,464,357,645,542,402,766,647,1651,275,1073,720,2088
490,630,1682,188,591,1468,517,950,486,346,629,569,471,839,640,1702,228,1128,696,2086
489,609,1670,222,591,1468,382,1056,515,345,606,593,522,848,640,1720,227,1134,636,2089
485,613,1391,501,591,1468,327,1104,522,311,640,593,547,795,629,1666,225,1205,663,2089
421,677,1391,482,608,1470,302,977,674,247,704,593,547,834,558,1716,247,1292,667,2008
416,682,1391,465,624,1456,317,977,674,230,721,499,552,828,403,1739,356,1391,667,2008
423,682,1390,465,625,1456,317,976,675,230,595,607,552,810,366,1857,502,1271,636,2038
422,683,1390,461,629,1456,317,964,687,230,502,619,561,842,366,1886,505,1161,657,2069
422,683,1376,475,629,1346,427,960,691,230,386,666,561,852,365,2073,505,1055,677,2017
485,683,1320,531,629,1341,432,889,762,224,336,671,563,852,363,2089,504,1050,691,1971
485,683,1239,612,629,1341,432,829,822,224,314,668,573,854,381,2072,527,1195,691,1965
565,683,1234,617,629,1341,432,818,832,225,314,668,573,843,381,2111,527,1247,691,1966
