Accum_y-0,T-1,T-2,T-3,T-4,T-5,Accum_y-1,Accum_y-2,Accum_y-3
773,589,640,487,384,1940,1105,83,110
757,525,720,486,385,1939,1114,98,110
731,539,733,486,385,1883,1245,195,73
712,543,743,486,390,1661,1385,242,72
619,636,696,530,393,1347,1423,220,80
619,636,611,526,482,1181,1423,229,61
619,636,565,473,516,1182,1423,229,49
685,636,494,536,523,1139,1450,229,53
685,584,546,536,523,765,1519,229,160
678,533,604,536,513,683,1475,229,183
661,473,683,536,512,624,1211,227,183
663,413,744,536,512,415,1097,427,172
668,396,761,505,543,316,1069,517,177
693,402,761,458,590,296,937,516,207
626,462,745,438,633,274,841,517,207
626,433,744,468,611,293,839,587,207
675,419,707,519,611,293,786,617,207
681,381,694,549,628,291,755,638,207
673,395,692,514,665,291,750,653,201
595,511,691,466,680,281,747,653,189
551,555,691,466,675,255,747,653,189
332,774,690,467,635,279,744,678,190
319,787,690,462,589,330,631,710,212
327,787,690,456,582,343,630,710,329
368,787,690,437,588,355,582,849,430
369,767,710,434,592,311,515,851,495
367,762,710,439,590,295,515,927,495
343,784,708,426,607,265,437,1054,498
311,789,705,457,582,290,430,1054,528
286,773,692,511,490,382,430,1054,531
260,773,648,581,487,384,430,1054,523
260,773,589,640,487,384,448,1054,568
260,757,525,720,486,385,454,1027,641
259,731,539,733,486,385,369,930,713
293,712,543,743,486,390,460,883,713
293,619,636,696,530,393,430,872,705
316,619,636,611,526,482,431,861,705
316,619,636,565,473,516,553,861,705
250,685,636,494,536,523,526,861,840
285,685,584,546,536,523,513,861,749
396,678,533,604,536,513,513,861,726
443,661,473,683,536,512,513,860,726
487,663,413,744,536,512,512,657,726
488,668,396,761,505,543,512,557,721
517,693,402,761,458,590,620,731,691
540,626,462,745,438,633,620,866,691
540,626,433,744,468,611,628,796,691
491,675,419,707,519,611,628,766,691
485,681,381,694,549,628,644,885,691
492,673,395,692,514,665,676,870,691
822,595,511,691,466,680,680,1077,691
822,551,555,691,466,675,732,1116,691
822,332,774,690,467,635,756,1090,690
822,319,787,690,462,589,771,1092,668
814,327,787,690,456,582,775,1310,551
773,368,787,690,437,588,776,1171,450
770,369,767,710,434,592,776,1178,385
779,367,762,710,439,590,776,1144,480
813,343,784,708,426,607,776,1098,484
812,311,789,705,457,582,776,1180,464
812,286,773,692,511,490,776,1410,461
812,260,773,648,581,487,776,1516,466
812,260,773,589,640,487,764,1606,417
930,260,757,525,720,486,749,1747,344
1024,259,731,539,733,486,716,1843,272
991,293,712,543,743,486,485,1843,273
1016,293,619,636,696,530,477,1871,286
1053,316,619,636,611,526,514,1911,295
1053,316,619,636,565,473,410,1921,316
1053,250,685,636,494,536,410,1989,251
1018,285,685,584,546,536,354,2059,250
907,396,678,533,604,536,354,2314,295
858,443,661,473,683,536,354,2317,366
1022,487,663,413,744,536,354,2322,383
1062,488,668,396,761,505,410,2331,395
1003,517,693,402,761,458,301,2139,395
980,540,626,462,745,438,314,2003,419
980,540,626,433,744,468,339,2003,426
980,491,675,419,707,519,356,2003,426
1190,485,681,381,694,549,360,1868,426
1177,492,673,395,692,514,424,1868,426
809,822,595,511,691,466,421,1766,426
824,822,551,555,691,466,391,1727,426
824,822,332,774,690,467,454,1727,426
824,822,319,787,690,462,543,1821,426
824,814,327,787,690,456,540,1628,426
824,773,368,787,690,437,539,1679,426
824,770,369,767,710,434,539,1701,426
826,779,367,762,710,439,539,1659,331
792,813,343,784,708,426,539,1578,324
792,812,311,789,705,457,552,1496,363
792,812,286,773,692,511,552,1283,364
792,812,260,773,648,581,552,1189,359
792,812,260,773,589,640,544,1099,359
674,930,260,757,525,720,544,959,359
580,1024,259,731,539,733,526,863,359
579,991,293,712,543,743,587,863,364
554,1016,293,619,636,696,587,848,351
494,1053,316,619,636,611,549,866,342
494,1053,316,619,636,565,560,866,321
494,1053,250,685,636,494,603,870,247
510,1018,285,685,584,546,604,801,232
523,907,396,678,533,604,605,546,187
561,858,443,661,473,683,605,543,116
354,1022,487,663,413,744,605,538,131
323,1062,488,668,396,761,545,529,129
332,1003,517,693,402,761,544,529,129
392,980,540,626,462,745,531,529,105
400,980,540,626,433,744,498,529,220
400,980,491,675,419,707,481,529,258
190,1190,485,681,381,694,461,524,363
190,1177,492,673,395,692,365,524,438
265,809,822,595,511,691,364,419,438
254,824,822,551,555,691,342,419,438
326,824,822,332,774,690,255,419,438
326,824,822,319,787,690,151,292,438
384,824,814,327,787,690,150,288,438
384,824,773,368,787,690,150,237,438
384,824,770,369,767,710,150,206,559
373,826,779,367,762,710,228,206,606
373,792,813,343,784,708,258,206,607
373,792,812,311,789,705,246,207,568
373,792,812,286,773,692,326,190,622
406,792,812,260,773,648,326,178,622
730,792,812,260,773,589,326,236,660
731,674,930,260,757,525,326,263,763
731,580,1024,259,731,539,326,401,804
731,579,991,293,712,543,263,416,846
731,554,1016,293,619,636,263,473,900
731,494,1053,316,619,636,263,416,902
731,494,1053,316,619,636,236,656,902
731,494,1053,250,685,636,376,584,902
715,510,1018,285,685,584,486,583,902
702,523,907,396,678,533,491,583,902
664,561,858,443,661,473,534,583,902
660,354,1022,487,663,413,534,583,870
645,323,1062,488,668,396,598,586,860
635,332,1003,517,693,402,603,586,860
575,392,980,540,626,462,626,586,860
567,400,980,540,626,433,654,586,738
567,400,980,491,675,419,655,586,700
567,190,1190,485,681,381,1015,651,678
567,190,1177,492,673,395,1042,679,614
492,265,809,822,595,511,1138,679,624
567,254,824,822,551,555,1149,679,624
495,326,824,822,332,774,1164,679,624
546,326,824,822,319,787,1164,678,624
488,384,824,814,327,787,1164,657,624
489,384,824,773,368,787,1164,657,624
532,384,824,770,369,767,1164,657,569
579,373,826,779,367,762,1086,657,526
621,373,792,813,343,784,1056,657,525
647,373,792,812,311,789,1055,656,521
648,373,792,812,286,773,975,656,466
630,406,792,812,260,773,975,656,466
368,730,792,812,260,773,991,598,428
380,731,674,930,260,757,1045,570,484
411,731,580,1024,259,731,1107,432,443
554,731,579,991,293,712,1109,417,395
688,731,554,1016,293,619,1140,347,341
705,731,494,1053,316,619,1140,346,801
813,731,494,1053,316,619,1200,96,801
838,731,494,1053,250,685,1041,96,801
898,715,510,1018,285,685,930,96,823
899,702,523,907,396,678,924,96,838
899,664,561,858,443,661,968,96,838
899,660,354,1022,487,663,968,276,838
933,645,323,1062,488,668,918,355,838
946,635,332,1003,517,693,913,372,838
948,575,392,980,540,626,958,443,838
952,567,400,980,540,626,976,558,838
952,567,400,980,491,675,981,646,838
952,567,190,1190,485,681,621,601,755
952,567,190,1177,492,673,665,597,744
952,492,265,809,822,595,573,684,743
873,567,254,824,822,551,562,689,763
873,495,326,824,822,332,578,689,807
822,546,326,824,822,319,594,689,810
822,488,384,824,814,327,594,689,834
834,489,384,824,773,368,594,689,926
791,532,384,824,770,369,595,689,884
829,579,373,826,779,367,651,689,880
796,621,373,792,813,343,873,689,880
936,647,373,792,812,311,1187,689,874
944,648,373,792,812,286,1353,689,874
929,630,406,792,812,260,1417,689,876
867,368,730,792,812,260,1445,689,884
854,380,731,674,930,260,1765,689,744
823,411,731,580,1024,259,1795,689,816
748,554,731,579,991,293,1853,689,816
618,688,731,554,1016,293,2031,689,831
613,705,731,494,1053,316,2130,689,398
720,813,731,494,1053,316,2088,689,402
696,838,731,494,1053,250,2086,689,403
636,898,715,510,1018,285,2089,718,502
663,899,702,523,907,396,2089,822,569
667,899,664,561,858,443,2008,1028,637
667,899,660,354,1022,487,2008,849,671
636,933,645,323,1062,488,2038,779,706
657,946,635,332,1003,517,2069,899,706
677,948,575,392,980,540,2017,844,713
691,952,567,400,980,540,1971,750,967
691,952,567,400,980,491,1965,735,1073
691,952,567,190,1190,485,1966,717,1124
693,952,567,190,1177,492,1940,693,1124
693,952,492,265,809,822,1956,611,1115
698,873,567,254,824,822,1986,615,1095
700,873,495,326,824,822,1955,615,1051
700,822,546,326,824,822,1939,615,1176
705,822,488,384,824,814,1940,630,1176
696,834,489,384,824,773,1940,673,1194
696,791,532,384,824,770,1939,675,1170
614,829,579,373,826,779,1883,675,1170
614,796,621,373,792,813,1661,675,1180
470,936,647,373,792,812,1347,675,1188
469,944,648,373,792,812,1181,675,1291
469,929,630,406,792,812,1182,675,1291
481,867,368,730,792,812,1139,694,1283
481,854,380,731,674,930,765,743,1264
481,823,411,731,580,1024,683,847,1259
413,748,554,731,579,991,624,877,1266
415,618,688,731,554,1016,415,878,1254
414,613,705,731,494,1053,316,977,1246
221,720,813,731,494,1053,296,982,1303
226,696,838,731,494,1053,274,982,1349
226,636,898,715,510,1018,293,953,1252
200,663,899,702,523,907,293,849,1170
246,667,899,664,561,858,291,645,1102
259,667,899,660,354,1022,291,644,1068
312,636,933,645,323,1062,281,641,1033
291,657,946,635,332,1003,255,571,1033
420,677,948,575,392,980,279,686,1026
695,691,952,567,400,980,330,714,772
816,691,952,567,400,980,343,642,719
847,691,952,567,190,1190,355,644,668
850,693,952,567,190,1177,311,644,668
850,693,952,492,265,809,295,639,668
864,698,873,567,254,824,265,753,723
980,700,873,495,326,824,290,806,729
1141,700,822,546,326,824,382,833,613
1136,705,822,488,384,824,384,915,657
1132,696,834,489,384,824,384,990,549
1132,696,791,532,384,824,385,988,561
1139,614,829,579,373,826,385,990,665
1158,614,796,621,373,792,390,1051,655
1317,470,936,647,373,792,393,1148,647
1478,469,944,648,373,792,482,1192,544
1559,469,929,630,406,792,516,1200,542
1617,481,867,368,730,792,523,1182,542
1620,481,854,380,731,674,523,1162,548
1625,481,823,411,731,580,513,1058,517
1632,413,748,554,731,579,512,1041,512
1633,415,618,688,731,554,512,1049,509
1622,414,613,705,731,494,543,1091,488
1600,221,720,813,731,494,590,1168,457
1671,226,696,838,731,494,633,1240,410
1671,226,636,898,715,510,611,1339,403
1691,200,663,899,702,523,611,1360,403
1641,246,667,899,664,561,628,1391,403
1668,259,667,899,660,354,665,1391,403
1615,312,636,933,645,323,680,1382,403
1602,291,657,946,635,332,675,1315,403
1451,420,677,948,575,392,635,1184,403
1158,695,691,952,567,400,589,1135,403
1037,816,691,952,567,400,582,1141,350
1006,847,691,952,567,190,588,1142,350
1001,850,693,952,567,190,592,1169,350
1001,850,693,952,492,265,590,1242,350
982,864,698,873,567,254,607,1123,295
865,980,700,873,495,326,582,1160,315
705,1141,700,822,546,326,490,1229,389
705,1136,705,822,488,384,487,1139,321
719,1132,696,834,489,384,487,1021,319
727,1132,696,791,532,384,486,1021,346
719,1139,614,829,579,373,486,1019,244
691,1158,614,796,621,373,486,962,248
510,1317,470,936,647,373,530,867,248
341,1478,469,944,648,373,526,823,250
260,1559,469,929,630,406,473,815,253
199,1617,481,867,368,730,536,814,253
284,1620,481,854,380,731,536,785,247
293,1625,481,823,411,731,536,785,211
286,1632,413,748,554,731,536,772,209
279,1633,415,618,688,731,536,763,209
295,1622,414,613,705,731,505,622,209
295,1600,221,720,813,731,458,540,179
219,1671,226,696,838,731,438,468,185
219,1671,226,636,898,715,468,369,228
220,1691,200,663,899,702,519,348,228
248,1641,246,667,899,664,549,320,228
301,1668,259,667,899,660,514,320,228
302,1615,312,636,933,645,466,320,228
389,1602,291,657,946,635,466,320,246
389,1451,420,677,948,575,467,320,259
411,1158,695,691,952,567,462,320,380
433,1037,816,691,952,567,456,313,538
443,1006,847,691,952,567,437,308,627
511,1001,850,693,952,567,434,281,636
582,1001,850,693,952,492,439,208,636
584,982,864,698,873,567,426,204,643
700,865,980,700,873,495,457,114,790
710,705,1141,700,822,546,511,18,709
710,705,1136,705,822,488,581,11,717
696,719,1132,696,834,489,640,20,731
688,727,1132,696,791,532,720,44,692
686,719,1139,614,829,579,733,44,703
726,691,1158,614,796,621,743,40,847
754,510,1317,470,936,647,696,38,1129
754,341,1478,469,944,648,611,38,1244
754,260,1559,469,929,630,565,38,1244
844,199,1617,481,867,368,494,59,1244
807,284,1620,481,854,380,546,60,1245
794,293,1625,481,823,411,604,61,1245
934,286,1632,413,748,554,683,80,1299
937,279,1633,415,618,688,744,281,1321
921,295,1622,414,613,705,761,322,1334
921,295,1600,221,720,813,761,364,1334
920,219,1671,226,696,838,745,496,1328
938,219,1671,226,636,898,744,625,1268
916,220,1691,200,663,899,707,625,1268
890,248,1641,246,667,899,694,620,1268
797,301,1668,259,667,899,692,625,1268
793,302,1615,312,636,933,691,626,1268
706,389,1602,291,657,946,691,628,1250
728,389,1451,420,677,948,690,629,1253
706,411,1158,695,691,952,690,631,1133
684,433,1037,816,691,952,690,631,975
675,443,1006,847,691,952,690,631,886
610,511,1001,850,693,952,710,631,882
539,582,1001,850,693,952,710,631,925
537,584,982,864,698,873,708,632,926
420,700,865,980,700,873,705,635,753
409,710,705,1141,700,822,692,635,748
410,710,705,1136,705,822,648,655,759
485,696,719,1132,696,834,589,646,745
563,688,727,1132,696,791,525,622,757
572,686,719,1139,614,829,539,627,744
555,726,691,1158,614,796,543,629,596
527,754,510,1317,470,936,636,629,347
655,754,341,1478,469,944,636,629,232
719,754,260,1559,469,929,636,629,229
645,844,199,1617,481,867,636,608,229
598,807,284,1620,481,854,584,607,228
597,794,293,1625,481,823,533,650,228
493,934,286,1632,413,748,473,895,177
503,937,279,1633,415,618,413,809,158
525,921,295,1622,414,613,396,800,155
525,921,295,1600,221,720,402,892,174
525,920,219,1671,226,696,462,856,174
507,938,219,1671,226,636,433,729,174
506,916,220,1691,200,663,419,782,174
504,890,248,1641,246,667,381,813,174
565,797,301,1668,259,667,395,813,174
595,793,302,1615,312,636,511,815,174
651,706,389,1602,291,657,555,813,174
673,728,389,1451,420,677,774,815,159
710,706,411,1158,695,691,787,926,158
780,684,433,1037,816,691,787,927,158
781,675,443,1006,847,691,787,975,158
778,610,511,1001,850,693,767,1042,153
781,539,582,1001,850,693,762,1042,110
781,537,584,982,864,698,784,1119,102
782,420,700,865,980,700,789,1123,102
782,409,710,705,1141,700,773,1123,102
860,410,710,705,1136,705,773,1103,83
785,485,696,719,1132,696,773,1105,83
707,563,688,727,1132,696,757,1114,98
698,572,686,719,1139,614,731,1245,195
675,555,726,691,1158,614,712,1385,242
675,527,754,510,1317,470,619,1423,220
561,655,754,341,1478,469,619,1423,229
497,719,754,260,1559,469,619,1423,229
472,645,844,199,1617,481,685,1450,229
468,598,807,284,1620,481,685,1519,229
518,597,794,293,1625,481,678,1475,229
482,493,934,286,1632,413,661,1211,227
506,503,937,279,1633,415,663,1097,427
542,525,921,295,1622,414,668,1069,517
546,525,921,295,1600,221,693,937,516
551,525,920,219,1671,226,626,841,517
551,507,938,219,1671,226,626,839,587
551,506,916,220,1691,200,675,786,617
554,504,890,248,1641,246,681,755,638
579,565,797,301,1668,259,673,750,653
550,595,793,302,1615,312,595,747,653
494,651,706,389,1602,291,551,747,653
450,673,728,389,1451,420,332,744,678
438,710,706,411,1158,695,319,631,710
389,780,684,433,1037,816,327,630,710
409,781,675,443,1006,847,368,582,849
473,778,610,511,1001,850,369,515,851
470,781,539,582,1001,850,367,515,927
591,781,537,584,982,864,343,437,1054
594,782,420,700,865,980,311,430,1054
594,782,409,710,705,1141,286,430,1054
523,860,410,710,705,1136,260,430,1054
557,785,485,696,719,1132,260,448,1054
590,707,563,688,727,1132,260,454,1027
591,698,572,686,719,1139,259,369,930
607,675,555,726,691,1158,293,460,883
624,675,527,754,510,1317,293,430,872
756,561,655,754,341,1478,316,431,861
756,497,719,754,260,1559,316,553,861
756,472,645,844,199,1617,250,526,861
756,468,598,807,284,1620,285,513,861
769,518,597,794,293,1625,396,513,861
809,482,493,934,286,1632,443,513,860
997,506,503,937,279,1633,487,512,657
940,542,525,921,295,1622,488,512,557
936,546,525,921,295,1600,517,620,731
931,551,525,920,219,1671,540,620,866
938,551,507,938,219,1671,540,628,796
947,551,506,916,220,1691,491,628,766
944,554,504,890,248,1641,485,644,885
858,579,565,797,301,1668,492,676,870
857,550,595,793,302,1615,822,680,1077
857,494,651,706,389,1602,822,732,1116
857,450,673,728,389,1451,822,756,1090
832,438,710,706,411,1158,822,771,1092
811,389,780,684,433,1037,814,775,1310
789,409,781,675,443,1006,773,776,1171
725,473,778,610,511,1001,770,776,1178
725,470,781,539,582,1001,779,776,1144
607,591,781,537,584,982,813,776,1098
603,594,782,420,700,865,812,776,1180
609,594,782,409,710,705,812,776,1410
610,523,860,410,710,705,812,776,1516
618,557,785,485,696,719,812,764,1606
585,590,707,563,688,727,930,749,1747
584,591,698,572,686,719,1024,716,1843
568,607,675,555,726,691,991,485,1843
551,624,675,527,754,510,1016,477,1871
405,756,561,655,754,341,1053,514,1911
486,756,497,719,754,260,1053,410,1921
717,756,472,645,844,199,1053,410,1989
717,756,468,598,807,284,1018,354,2059
896,769,518,597,794,293,907,354,2314
883,809,482,493,934,286,858,354,2317
667,997,506,503,937,279,1022,354,2322
887,940,542,525,921,295,1062,410,2331
920,936,546,525,921,295,1003,301,2139
1176,931,551,525,920,219,980,314,2003
1208,938,551,507,938,219,980,339,2003
1211,947,551,506,916,220,980,356,2003
1219,944,554,504,890,248,1190,360,1868
1328,858,579,565,797,301,1177,424,1868
1364,857,550,595,793,302,809,421,1766
1402,857,494,651,706,389,824,391,1727
1415,857,450,673,728,389,824,454,1727
1415,832,438,710,706,411,824,543,1821
1415,811,389,780,684,433,824,540,1628
1415,789,409,781,675,443,824,539,1679
1415,725,473,778,610,511,824,539,1701
1415,725,470,781,539,582,826,539,1659
1412,607,591,781,537,584,792,539,1578
1562,603,594,782,420,700,792,552,1496
1588,609,594,782,409,710,792,552,1283
1596,610,523,860,410,710,792,552,1189
1758,618,557,785,485,696,792,544,1099
1816,585,590,707,563,688,674,544,959
1837,584,591,698,572,686,580,526,863
1971,568,607,675,555,726,579,587,863
1971,551,624,675,527,754,554,587,848
1971,405,756,561,655,754,494,549,866
1934,486,756,497,719,754,494,560,866
1703,717,756,472,645,844,494,603,870
1703,717,756,468,598,807,510,604,801
1461,896,769,518,597,794,523,605,546
1434,883,809,482,493,934,561,605,543
1425,667,997,506,503,937,354,605,538
1209,887,940,542,525,921,323,545,529
1205,920,936,546,525,921,332,544,529
949,1176,931,551,525,920,392,531,529
910,1208,938,551,507,938,400,498,529
898,1211,947,551,506,916,400,481,529
890,1219,944,554,504,890,190,461,524
781,1328,858,579,565,797,190,365,524
745,1364,857,550,595,793,265,364,419
707,1402,857,494,651,706,254,342,419
694,1415,857,450,673,728,326,255,419
694,1415,832,438,710,706,326,151,292
807,1415,811,389,780,684,384,150,288
967,1415,789,409,781,675,384,150,237
1123,1415,725,473,778,610,384,150,206
1123,1415,725,470,781,539,373,228,206
1123,1412,607,591,781,537,373,258,206
973,1562,603,594,782,420,373,246,207
941,1588,609,594,782,409,373,326,190
924,1596,610,523,860,410,406,326,178
820,1758,618,557,785,485,730,326,236
774,1816,585,590,707,563,731,326,263
754,1837,584,591,698,572,731,326,401
620,1971,568,607,675,555,731,263,416
620,1971,551,624,675,527,731,263,473
620,1971,405,756,561,655,731,263,416
678,1934,486,756,497,719,731,236,656
793,1703,717,756,472,645,731,376,584
794,1703,717,756,468,598,715,486,583
799,1461,896,769,518,597,702,491,583
799,1434,883,809,482,493,664,534,583
987,1425,667,997,506,503,660,534,583
982,1209,887,940,542,525,645,598,586
953,1205,920,936,546,525,635,603,586
953,949,1176,931,551,525,575,626,586
953,910,1208,938,551,507,567,654,586
953,898,1211,947,551,506,567,655,586
963,890,1219,944,554,504,567,1015,651
963,781,1328,858,579,565,567,1042,679
963,745,1364,857,550,595,492,1138,679
966,707,1402,857,494,651,567,1149,679
1150,694,1415,857,450,673,495,1164,679
1162,694,1415,832,438,710,546,1164,678
1050,807,1415,811,389,780,488,1164,657
917,967,1415,789,409,781,489,1164,657
800,1123,1415,725,473,778,532,1164,657
800,1123,1415,725,470,781,579,1086,657
802,1123,1412,607,591,781,621,1056,657
802,973,1562,603,594,782,647,1055,656
805,941,1588,609,594,782,648,975,656
805,924,1596,610,523,860,630,975,656
723,820,1758,618,557,785,368,991,598
713,774,1816,585,590,707,380,1045,570
910,754,1837,584,591,698,411,1107,432
912,620,1971,568,607,675,554,1109,417
1092,620,1971,551,624,675,688,1140,347
1102,620,1971,405,756,561,705,1140,346
1062,678,1934,486,756,497,813,1200,96
947,793,1703,717,756,472,838,1041,96
946,794,1703,717,756,468,898,930,96
993,799,1461,896,769,518,899,924,96
993,799,1434,883,809,482,899,968,96
805,987,1425,667,997,506,899,968,276
979,982,1209,887,940,542,933,918,355
1110,953,1205,920,936,546,946,913,372
1216,953,949,1176,931,551,948,958,443
1221,953,910,1208,938,551,952,976,558
1221,953,898,1211,947,551,952,981,646
1211,963,890,1219,944,554,952,621,601
1211,963,781,1328,858,579,952,665,597
1259,963,745,1364,857,550,952,573,684
1263,966,707,1402,857,494,873,562,689
1079,1150,694,1415,857,450,873,578,689
1160,1162,694,1415,832,438,822,594,689
1174,1050,807,1415,811,389,822,594,689
1147,917,967,1415,789,409,834,594,689
1108,800,1123,1415,725,473,791,595,689
1108,800,1123,1415,725,470,829,651,689
1137,802,1123,1412,607,591,796,873,689
1137,802,973,1562,603,594,936,1187,689
1147,805,941,1588,609,594,944,1353,689
1147,805,924,1596,610,523,929,1417,689
1133,723,820,1758,618,557,867,1445,689
1138,713,774,1816,585,590,854,1765,689
941,910,754,1837,584,591,823,1795,689
1098,912,620,1971,568,607,748,1853,689
952,1092,620,1971,551,624,618,2031,689
1081,1102,620,1971,405,756,613,2130,689
1073,1062,678,1934,486,756,720,2088,689
1128,947,793,1703,717,756,696,2086,689
1134,946,794,1703,717,756,636,2089,718
1205,993,799,1461,896,769,663,2089,822
1292,993,799,1434,883,809,667,2008,1028
1391,805,987,1425,667,997,667,2008,849
1271,979,982,1209,887,940,636,2038,779
1161,1110,953,1205,920,936,657,2069,899
1055,1216,953,949,1176,931,677,2017,844
1050,1221,953,910,1208,938,691,1971,750
1195,1221,953,898,1211,947,691,1965,735
1247,1211,963,890,1219,944,691,1966,717
1252,1211,963,781,1328,858,693,1940,693
1231,1259,963,745,1364,857,693,1956,611
1226,1263,966,707,1402,857,698,1986,615
1235,1079,1150,694,1415,857,700,1955,615
1142,1160,1162,694,1415,832,700,1939,615
1159,1174,1050,807,1415,811,705,1940,630
1172,1147,917,967,1415,789,696,1940,673
1242,1108,800,1123,1415,725,696,1939,675
1354,1108,800,1123,1415,725,614,1883,675
1467,1137,802,1123,1412,607,614,1661,675
1467,1137,802,973,1562,603,470,1347,675
1550,1147,805,941,1588,609,469,1181,675
1616,1147,805,924,1596,610,469,1182,675
1650,1133,723,820,1758,618,481,1139,694
1643,1138,713,774,1816,585,481,765,743
1642,941,910,754,1837,584,481,683,847
1483,1098,912,620,1971,568,413,624,877
1503,952,1092,620,1971,551,415,415,878
1409,1081,1102,620,1971,405,414,316,977
1355,1073,1062,678,1934,486,221,296,982
1303,1128,947,793,1703,717,226,274,982
1297,1134,946,794,1703,717,226,293,953
1228,1205,993,799,1461,896,200,293,849
1244,1292,993,799,1434,883,246,291,645
1164,1391,805,987,1425,667,259,291,644
1110,1271,979,982,1209,887,312,281,641
1242,1161,1110,953,1205,920,291,255,571
1276,1055,1216,953,949,1176,420,279,686
1290,1050,1221,953,910,1208,695,330,714
