Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2
435,390,94,399,896,883,891,525,1387,1326,276,1106,594
435,360,124,388,900,887,893,512,1212,1474,317,1096,594
435,330,154,358,928,889,893,511,858,1829,317,1008,594
488,287,197,358,928,852,930,507,839,1722,447,947,594
488,225,259,358,928,851,915,523,763,1777,468,947,594
528,154,330,358,878,901,848,531,812,1787,468,947,592
630,154,330,355,770,1010,850,518,825,1784,471,940,650
633,144,297,378,708,1092,849,385,959,1784,471,919,685
648,144,297,378,705,1091,832,406,959,1761,494,1062,684
611,186,297,378,705,1086,820,423,959,1761,494,1073,661
674,186,297,378,476,1314,821,394,988,1719,536,1164,711
674,186,297,378,428,1335,722,519,989,1658,597,1100,757
711,186,297,370,428,1203,754,627,951,1696,597,1129,702
698,179,317,370,309,1293,702,708,770,1877,597,1129,702
690,187,297,388,311,1287,612,804,718,1921,605,1151,543
726,187,292,375,309,1306,559,858,717,1922,605,1151,879
741,187,292,312,347,1325,410,1013,717,1922,522,1151,879
760,218,287,297,316,1365,388,1046,717,1882,433,1151,874
754,255,295,296,321,1364,306,1134,689,1565,777,1151,874
864,364,295,215,351,1415,302,1138,689,1565,777,1158,869
811,425,283,219,359,1384,332,1108,720,1453,885,1160,882
1097,425,283,219,359,1369,347,1034,722,1379,1024,1160,889
1101,433,283,219,339,1359,377,1034,634,1376,1110,1160,889
1102,433,283,219,339,1255,480,1035,634,1261,1225,1160,889
1104,428,288,211,337,1248,495,944,727,1249,1237,1160,889
1104,402,314,211,337,1166,577,909,762,1249,1237,1088,905
1105,402,314,211,337,1026,717,909,762,1249,1237,958,893
1105,402,314,211,337,919,809,924,762,1249,1199,953,892
1164,402,314,181,367,844,883,888,799,1247,1196,931,881
1164,364,352,181,342,868,884,888,730,1206,1302,852,888
1164,356,360,102,391,898,882,890,526,1386,1326,724,888
1055,435,390,94,399,896,883,891,525,1387,1326,716,888
1055,435,360,124,388,900,887,893,512,1212,1474,716,888
1055,435,330,154,358,928,889,893,511,858,1829,716,888
1002,488,287,197,358,928,852,930,507,839,1722,716,888
1002,488,225,259,358,928,851,915,523,763,1777,716,888
962,528,154,330,358,878,901,848,531,812,1787,716,898
860,630,154,330,355,770,1010,850,518,825,1784,462,892
857,633,144,297,378,708,1092,849,385,959,1784,462,896
859,648,144,297,378,705,1091,832,406,959,1761,319,933
854,611,186,297,378,705,1086,820,423,959,1761,340,888
812,674,186,297,378,476,1314,821,394,988,1719,378,694
833,674,186,297,378,428,1335,722,519,989,1658,344,655
811,711,186,297,370,428,1203,754,627,951,1696,315,750
811,698,179,317,370,309,1293,702,708,770,1877,319,750
937,690,187,297,388,311,1287,612,804,718,1921,299,750
1032,726,187,292,375,309,1306,559,858,717,1922,304,366
1032,741,187,292,312,347,1325,410,1013,717,1922,304,471
989,760,218,287,297,316,1365,388,1046,717,1882,238,490
946,754,255,295,296,321,1364,306,1134,689,1565,238,508
729,864,364,295,215,351,1415,302,1138,689,1565,231,511
735,811,425,283,219,359,1384,332,1108,720,1453,267,498
451,1097,425,283,219,359,1369,347,1034,722,1379,272,508
458,1101,433,283,219,339,1359,377,1034,634,1376,276,705
457,1102,433,283,219,339,1255,480,1035,634,1261,276,727
467,1104,428,288,211,337,1248,495,944,727,1249,276,727
552,1104,402,314,211,337,1166,577,909,762,1249,317,711
590,1105,402,314,211,337,1026,717,909,762,1249,317,749
590,1105,402,314,211,337,919,809,924,762,1249,447,749
531,1164,402,314,181,367,844,883,888,799,1247,468,754
536,1164,364,352,181,342,868,884,888,730,1206,468,747
536,1164,356,360,102,391,898,882,890,526,1386,471,747
536,1055,435,390,94,399,896,883,891,525,1387,471,747
542,1055,435,360,124,388,900,887,893,512,1212,494,786
598,1055,435,330,154,358,928,889,893,511,858,494,786
729,1002,488,287,197,358,928,852,930,507,839,536,786
829,1002,488,225,259,358,928,851,915,523,763,597,786
832,962,528,154,330,358,878,901,848,531,812,597,776
971,860,630,154,330,355,770,1010,850,518,825,597,743
1021,857,633,144,297,378,708,1092,849,385,959,605,704
1004,859,648,144,297,378,705,1091,832,406,959,605,663
1004,854,611,186,297,378,705,1086,820,423,959,522,832
997,812,674,186,297,378,476,1314,821,394,988,433,855
977,833,674,186,297,378,428,1335,722,519,989,777,810
980,811,711,186,297,370,428,1203,754,627,951,777,935
980,811,698,179,317,370,309,1293,702,708,770,885,935
854,937,690,187,297,388,311,1287,612,804,718,1024,935
725,1032,726,187,292,375,309,1306,559,858,717,1110,935
710,1032,741,187,292,312,347,1325,410,1013,717,1225,830
705,989,760,218,287,297,316,1365,388,1046,717,1237,811
700,946,754,255,295,296,321,1364,306,1134,689,1237,793
728,729,864,364,295,215,351,1415,302,1138,689,1237,790
714,735,811,425,283,219,359,1384,332,1108,720,1199,793
712,451,1097,425,283,219,359,1369,347,1034,722,1196,735
718,458,1101,433,283,219,339,1359,377,1034,634,1302,538
753,457,1102,433,283,219,339,1255,480,1035,634,1326,516
805,467,1104,428,288,211,337,1248,495,944,727,1326,533
861,552,1104,402,314,211,337,1166,577,909,762,1474,533
822,590,1105,402,314,211,337,1026,717,909,762,1829,495
822,590,1105,402,314,211,337,919,809,924,762,1722,495
822,531,1164,402,314,181,367,844,883,888,799,1777,490
817,536,1164,364,352,181,342,868,884,888,730,1787,490
817,536,1164,356,360,102,391,898,882,890,526,1784,490
817,536,1055,435,390,94,399,896,883,891,525,1784,591
811,542,1055,435,360,124,388,900,887,893,512,1761,552
770,598,1055,435,330,154,358,928,889,893,511,1761,626
639,729,1002,488,287,197,358,928,852,930,507,1719,816
540,829,1002,488,225,259,358,928,851,915,523,1658,819
579,832,962,528,154,330,358,878,901,848,531,1696,819
440,971,860,630,154,330,355,770,1010,850,518,1877,800
401,1021,857,633,144,297,378,708,1092,849,385,1921,800
402,1004,859,648,144,297,378,705,1091,832,406,1922,800
656,1004,854,611,186,297,378,705,1086,820,423,1922,631
642,997,812,674,186,297,378,476,1314,821,394,1882,608
651,977,833,674,186,297,378,428,1335,722,519,1565,608
633,980,811,711,186,297,370,428,1203,754,627,1565,389
633,980,811,698,179,317,370,309,1293,702,708,1453,482
633,854,937,690,187,297,388,311,1287,612,804,1379,482
676,725,1032,726,187,292,375,309,1306,559,858,1376,482
734,710,1032,741,187,292,312,347,1325,410,1013,1261,482
753,705,989,760,218,287,297,316,1365,388,1046,1249,482
753,700,946,754,255,295,296,321,1364,306,1134,1249,482
723,728,729,864,364,295,215,351,1415,302,1138,1249,576
723,714,735,811,425,283,219,359,1384,332,1108,1249,573
723,712,451,1097,425,283,219,359,1369,347,1034,1247,573
698,718,458,1101,433,283,219,339,1359,377,1034,1206,573
663,753,457,1102,433,283,219,339,1255,480,1035,1386,573
599,805,467,1104,428,288,211,337,1248,495,944,1387,556
458,861,552,1104,402,314,211,337,1166,577,909,1212,556
458,822,590,1105,402,314,211,337,1026,717,909,858,556
458,822,590,1105,402,314,211,337,919,809,924,839,556
458,822,531,1164,402,314,181,367,844,883,888,763,556
458,817,536,1164,364,352,181,342,868,884,888,812,556
458,817,536,1164,356,360,102,391,898,882,890,825,556
458,817,536,1055,435,390,94,399,896,883,891,959,455
458,811,542,1055,435,360,124,388,900,887,893,959,455
443,770,598,1055,435,330,154,358,928,889,893,959,381
501,639,729,1002,488,287,197,358,928,852,930,988,396
505,540,829,1002,488,225,259,358,928,851,915,989,432
478,579,832,962,528,154,330,358,878,901,848,951,458
500,440,971,860,630,154,330,355,770,1010,850,770,476
490,401,1021,857,633,144,297,378,708,1092,849,718,476
490,402,1004,859,648,144,297,378,705,1091,832,717,568
237,656,1004,854,611,186,297,378,705,1086,820,717,694
239,642,997,812,674,186,297,378,476,1314,821,717,740
229,651,977,833,674,186,297,378,428,1335,722,689,740
229,633,980,811,711,186,297,370,428,1203,754,689,739
229,633,980,811,698,179,317,370,309,1293,702,720,646
229,633,854,937,690,187,297,388,311,1287,612,722,648
245,676,725,1032,726,187,292,375,309,1306,559,634,650
270,734,710,1032,741,187,292,312,347,1325,410,634,650
251,753,705,989,760,218,287,297,316,1365,388,727,650
251,753,700,946,754,255,295,296,321,1364,306,762,650
251,723,728,729,864,364,295,215,351,1415,302,762,556
251,723,714,735,811,425,283,219,359,1384,332,762,556
255,723,712,451,1097,425,283,219,359,1369,347,799,558
279,698,718,458,1101,433,283,219,339,1359,377,730,600
279,663,753,457,1102,433,283,219,339,1255,480,526,605
279,599,805,467,1104,428,288,211,337,1248,495,525,605
279,458,861,552,1104,402,314,211,337,1166,577,512,605
283,458,822,590,1105,402,314,211,337,1026,717,511,605
295,458,822,590,1105,402,314,211,337,919,809,507,605
295,458,822,531,1164,402,314,181,367,844,883,523,605
295,458,817,536,1164,364,352,181,342,868,884,531,605
299,458,817,536,1164,356,360,102,391,898,882,518,639
310,458,817,536,1055,435,390,94,399,896,883,385,684
336,458,811,542,1055,435,360,124,388,900,887,406,761
369,443,770,598,1055,435,330,154,358,928,889,423,942
311,501,639,729,1002,488,287,197,358,928,852,394,771
306,505,540,829,1002,488,225,259,358,928,851,519,740
293,478,579,832,962,528,154,330,358,878,901,627,806
271,500,440,971,860,630,154,330,355,770,1010,708,788
270,490,401,1021,857,633,144,297,378,708,1092,804,845
269,490,402,1004,859,648,144,297,378,705,1091,858,797
268,237,656,1004,854,611,186,297,378,705,1086,1013,671
266,239,642,997,812,674,186,297,378,476,1314,1046,628
266,229,651,977,833,674,186,297,378,428,1335,1134,629
266,229,633,980,811,711,186,297,370,428,1203,1138,639
266,229,633,980,811,698,179,317,370,309,1293,1108,642
266,229,633,854,937,690,187,297,388,311,1287,1034,802
207,245,676,725,1032,726,187,292,375,309,1306,1034,955
126,270,734,710,1032,741,187,292,312,347,1325,1035,955
124,251,753,705,989,760,218,287,297,316,1365,944,955
124,251,753,700,946,754,255,295,296,321,1364,909,955
124,251,723,728,729,864,364,295,215,351,1415,909,955
124,251,723,714,735,811,425,283,219,359,1384,924,959
120,255,723,712,451,1097,425,283,219,359,1369,888,1143
96,279,698,718,458,1101,433,283,219,339,1359,888,1155
97,279,663,753,457,1102,433,283,219,339,1255,890,1187
97,279,599,805,467,1104,428,288,211,337,1248,891,1189
97,279,458,861,552,1104,402,314,211,337,1166,893,1349
93,283,458,822,590,1105,402,314,211,337,1026,893,1453
87,295,458,822,590,1105,402,314,211,337,919,930,1547
95,295,458,822,531,1164,402,314,181,367,844,915,1547
116,295,458,817,536,1164,364,352,181,342,868,848,1558
167,299,458,817,536,1164,356,360,102,391,898,850,1538
579,310,458,817,536,1055,435,390,94,399,896,849,1549
589,336,458,811,542,1055,435,360,124,388,900,832,1473
564,369,443,770,598,1055,435,330,154,358,928,820,1367
698,311,501,639,729,1002,488,287,197,358,928,821,1388
708,306,505,540,829,1002,488,225,259,358,928,722,1416
784,293,478,579,832,962,528,154,330,358,878,754,1408
784,271,500,440,971,860,630,154,330,355,770,702,1425
788,270,490,401,1021,857,633,144,297,378,708,612,1467
860,269,490,402,1004,859,648,144,297,378,705,559,1437
1055,268,237,656,1004,854,611,186,297,378,705,410,1438
1208,266,239,642,997,812,674,186,297,378,476,388,1438
1302,266,229,651,977,833,674,186,297,378,428,306,1437
1608,266,229,633,980,811,711,186,297,370,428,302,1427
1659,266,229,633,980,811,698,179,317,370,309,332,1424
1671,266,229,633,854,937,690,187,297,388,311,347,1262
1669,207,245,676,725,1032,726,187,292,375,309,377,1107
1690,126,270,734,710,1032,741,187,292,312,347,480,1112
1719,124,251,753,705,989,760,218,287,297,316,495,1119
1737,124,251,753,700,946,754,255,295,296,321,577,1143
1758,124,251,723,728,729,864,364,295,215,351,717,1316
1776,124,251,723,714,735,811,425,283,219,359,809,1323
1779,120,255,723,712,451,1097,425,283,219,359,883,1214
1779,96,279,698,718,458,1101,433,283,219,339,884,1217
1778,97,279,663,753,457,1102,433,283,219,339,882,1180
1783,97,279,599,805,467,1104,428,288,211,337,883,1209
1826,97,279,458,861,552,1104,402,314,211,337,887,1049
1841,93,283,458,822,590,1105,402,314,211,337,889,1079
1872,87,295,458,822,590,1105,402,314,211,337,852,1040
1883,95,295,458,822,531,1164,402,314,181,367,851,1127
2057,116,295,458,817,536,1164,364,352,181,342,901,1119
2057,167,299,458,817,536,1164,356,360,102,391,1010,1106
1690,579,310,458,817,536,1055,435,390,94,399,1092,1050
1871,589,336,458,811,542,1055,435,360,124,388,1091,1049
1902,564,369,443,770,598,1055,435,330,154,358,1086,974
1787,698,311,501,639,729,1002,488,287,197,358,1314,919
1792,708,306,505,540,829,1002,488,225,259,358,1335,886
1719,784,293,478,579,832,962,528,154,330,358,1203,802
1719,784,271,500,440,971,860,630,154,330,355,1293,798
1715,788,270,490,401,1021,857,633,144,297,378,1287,706
1654,860,269,490,402,1004,859,648,144,297,378,1306,692
1464,1055,268,237,656,1004,854,611,186,297,378,1325,691
1311,1208,266,239,642,997,812,674,186,297,378,1365,709
1217,1302,266,229,651,977,833,674,186,297,378,1364,709
911,1608,266,229,633,980,811,711,186,297,370,1415,709
860,1659,266,229,633,980,811,698,179,317,370,1384,774
852,1671,266,229,633,854,937,690,187,297,388,1369,845
897,1669,207,245,676,725,1032,726,187,292,375,1359,845
948,1690,126,270,734,710,1032,741,187,292,312,1255,840
1015,1719,124,251,753,705,989,760,218,287,297,1248,833
1006,1737,124,251,753,700,946,754,255,295,296,1166,815
985,1758,124,251,723,728,729,864,364,295,215,1026,645
967,1776,124,251,723,714,735,811,425,283,219,919,634
964,1779,120,255,723,712,451,1097,425,283,219,844,602
973,1779,96,279,698,718,458,1101,433,283,219,868,549
973,1778,97,279,663,753,457,1102,433,283,219,898,549
968,1783,97,279,599,805,467,1104,428,288,211,896,519
925,1826,97,279,458,861,552,1104,402,314,211,900,535
941,1841,93,283,458,822,590,1105,402,314,211,928,468
904,1872,87,295,458,822,590,1105,402,314,211,928,417
903,1883,95,295,458,822,531,1164,402,314,181,928,351
708,2057,116,295,458,817,536,1164,364,352,181,878,357
653,2057,167,299,458,817,536,1164,356,360,102,770,441
597,1690,579,310,458,817,536,1055,435,390,94,708,604
380,1871,589,336,458,811,542,1055,435,360,124,705,607
341,1902,564,369,443,770,598,1055,435,330,154,705,644
323,1787,698,311,501,639,729,1002,488,287,197,476,644
308,1792,708,306,505,540,829,1002,488,225,259,428,641
303,1719,784,293,478,579,832,962,528,154,330,428,641
303,1719,784,271,500,440,971,860,630,154,330,309,628
303,1715,788,270,490,401,1021,857,633,144,297,311,621
292,1654,860,269,490,402,1004,859,648,144,297,309,622
290,1464,1055,268,237,656,1004,854,611,186,297,347,622
309,1311,1208,266,239,642,997,812,674,186,297,316,601
341,1217,1302,266,229,651,977,833,674,186,297,321,620
343,911,1608,266,229,633,980,811,711,186,297,351,627
344,860,1659,266,229,633,980,811,698,179,317,359,562
357,852,1671,266,229,633,854,937,690,187,297,359,517
357,897,1669,207,245,676,725,1032,726,187,292,339,556
283,948,1690,126,270,734,710,1032,741,187,292,339,556
187,1015,1719,124,251,753,705,989,760,218,287,337,556
178,1006,1737,124,251,753,700,946,754,255,295,337,570
181,985,1758,124,251,723,728,729,864,364,295,337,574
186,967,1776,124,251,723,714,735,811,425,283,337,708
192,964,1779,120,255,723,712,451,1097,425,283,367,708
183,973,1779,96,279,698,718,458,1101,433,283,342,749
183,973,1778,97,279,663,753,457,1102,433,283,391,778
183,968,1783,97,279,599,805,467,1104,428,288,399,804
183,925,1826,97,279,458,861,552,1104,402,314,388,982
154,941,1841,93,283,458,822,590,1105,402,314,358,935
155,904,1872,87,295,458,822,590,1105,402,314,358,931
174,903,1883,95,295,458,822,531,1164,402,314,358,910
202,708,2057,116,295,458,817,536,1164,364,352,358,901
202,653,2057,167,299,458,817,536,1164,356,360,355,816
221,597,1690,579,310,458,817,536,1055,435,390,378,692
221,380,1871,589,336,458,811,542,1055,435,360,378,689
221,341,1902,564,369,443,770,598,1055,435,330,378,652
224,323,1787,698,311,501,639,729,1002,488,287,378,652
226,308,1792,708,306,505,540,829,1002,488,225,378,652
226,303,1719,784,293,478,579,832,962,528,154,370,652
226,303,1719,784,271,500,440,971,860,630,154,370,652
227,303,1715,788,270,490,401,1021,857,633,144,388,652
227,292,1654,860,269,490,402,1004,859,648,144,375,651
224,290,1464,1055,268,237,656,1004,854,611,186,312,651
221,309,1311,1208,266,239,642,997,812,674,186,297,651
272,341,1217,1302,266,229,651,977,833,674,186,296,632
271,343,911,1608,266,229,633,980,811,711,186,215,625
270,344,860,1659,266,229,633,980,811,698,179,219,628
253,357,852,1671,266,229,633,854,937,690,187,219,782
208,357,897,1669,207,245,676,725,1032,726,187,219,820
208,283,948,1690,126,270,734,710,1032,741,187,219,824
208,187,1015,1719,124,251,753,705,989,760,218,211,824
208,178,1006,1737,124,251,753,700,946,754,255,211,804
205,181,985,1758,124,251,723,728,729,864,364,211,797
200,186,967,1776,124,251,723,714,735,811,425,211,790
194,192,964,1779,120,255,723,712,451,1097,425,181,807
194,183,973,1779,96,279,698,718,458,1101,433,181,784
194,183,973,1778,97,279,663,753,457,1102,433,102,816
194,183,968,1783,97,279,599,805,467,1104,428,94,821
194,183,925,1826,97,279,458,861,552,1104,402,124,645
192,154,941,1841,93,283,458,822,590,1105,402,154,628
198,155,904,1872,87,295,458,822,590,1105,402,197,688
161,174,903,1883,95,295,458,822,531,1164,402,259,697
133,202,708,2057,116,295,458,817,536,1164,364,330,736
133,202,653,2057,167,299,458,817,536,1164,356,330,739
119,221,597,1690,579,310,458,817,536,1055,435,297,700
119,221,380,1871,589,336,458,811,542,1055,435,297,700
174,221,341,1902,564,369,443,770,598,1055,435,297,725
218,224,323,1787,698,311,501,639,729,1002,488,297,725
238,226,308,1792,708,306,505,540,829,1002,488,297,725
317,226,303,1719,784,293,478,579,832,962,528,297,725
317,226,303,1719,784,271,500,440,971,860,630,317,731
316,227,303,1715,788,270,490,401,1021,857,633,297,735
316,227,292,1654,860,269,490,402,1004,859,648,292,735
316,224,290,1464,1055,268,237,656,1004,854,611,292,735
312,221,309,1311,1208,266,239,642,997,812,674,287,735
252,272,341,1217,1302,266,229,651,977,833,674,295,735
318,271,343,911,1608,266,229,633,980,811,711,295,735
358,270,344,860,1659,266,229,633,980,811,698,283,732
402,253,357,852,1671,266,229,633,854,937,690,283,552
423,208,357,897,1669,207,245,676,725,1032,726,283,475
517,208,283,948,1690,126,270,734,710,1032,741,283,471
612,208,187,1015,1719,124,251,753,705,989,760,288,471
690,208,178,1006,1737,124,251,753,700,946,754,314,471
846,205,181,985,1758,124,251,723,728,729,864,314,500
915,200,186,967,1776,124,251,723,714,735,811,314,373
917,194,192,964,1779,120,255,723,712,451,1097,314,311
917,194,183,973,1779,96,279,698,718,458,1101,352,289
961,194,183,973,1778,97,279,663,753,457,1102,360,228
961,194,183,968,1783,97,279,599,805,467,1104,390,198
1193,194,183,925,1826,97,279,458,861,552,1104,360,190
1193,192,154,941,1841,93,283,458,822,590,1105,330,275
