Accum_y-0,T-1,Accum_y-1,Accum_y-2
2553,406,292,629
2494,456,319,656
2301,649,465,720
2250,689,756,720
2230,750,941,720
2134,886,1001,720
2158,916,1011,720
2120,887,1011,720
2038,926,1006,699
1975,989,1010,611
1969,995,1052,501
1773,1215,1038,378
1348,1646,1022,339
1256,1738,985,224
1152,1845,996,194
1126,1900,1000,172
1057,1975,1061,172
1107,1975,1068,172
1153,1988,1076,171
1253,1993,1085,162
1253,2009,1096,162
1185,2080,1126,162
1129,2144,1126,162
951,2322,1126,162
958,2307,1126,162
994,2337,1126,162
994,2432,1126,163
968,2431,1126,178
839,2560,1125,172
695,2721,1087,172
674,2685,1031,172
677,2553,1022,163
681,2494,995,187
681,2301,849,137
681,2250,538,223
626,2230,325,242
586,2134,257,314
531,2158,247,314
531,2120,247,373
531,2038,244,397
531,1975,256,406
531,1969,214,406
507,1773,223,396
501,1348,236,389
501,1256,274,389
528,1152,240,389
513,1126,240,389
532,1057,179,389
482,1107,172,389
423,1153,174,389
320,1253,189,389
351,1253,178,389
350,1185,148,389
390,1129,148,407
441,951,148,407
434,958,148,407
362,994,148,413
266,994,149,417
253,968,149,382
283,839,149,363
266,695,143,363
266,674,142,378
263,677,142,383
269,681,142,430
298,681,142,527
298,681,142,445
360,626,142,522
366,586,142,450
383,531,152,450
426,531,152,391
526,531,152,367
526,531,136,360
582,531,147,361
594,507,161,455
599,501,155,584
620,501,113,617
638,528,104,617
626,513,107,638
601,532,107,640
614,482,107,650
615,423,97,662
613,320,73,671
644,351,73,671
743,350,104,671
734,390,104,687
683,441,104,687
763,434,167,687
785,362,212,681
787,266,225,676
788,253,225,676
786,283,225,676
921,266,227,676
931,266,227,661
996,263,283,656
992,269,350,559
983,298,355,456
983,298,366,463
921,360,366,437
914,366,366,437
897,383,356,465
854,426,358,491
754,526,358,504
754,526,358,502
698,582,347,501
686,594,317,407
681,599,310,296
723,620,310,263
682,638,310,271
679,626,301,250
693,601,301,268
680,614,301,282
679,615,301,284
679,613,315,275
600,644,319,330
499,743,288,330
460,734,288,296
523,683,288,296
453,763,225,296
482,785,197,296
477,787,276,296
534,788,298,296
506,786,323,315
371,921,321,317
361,931,335,561
297,996,601,561
297,992,910,560
329,983,921,552
329,983,917,541
329,921,917,471
329,914,917,471
362,897,957,443
369,854,955,417
464,754,1044,404
577,754,1046,404
583,698,1046,404
698,686,1041,404
718,681,1041,386
655,723,1041,404
672,682,1130,557
674,679,1193,557
660,693,1256,537
660,680,1256,590
660,679,1294,576
660,679,1280,591
660,600,1276,540
794,499,1365,542
825,460,1391,561
926,523,1391,592
938,453,1391,677
898,482,1374,684
900,477,1281,684
840,534,1259,697
840,506,1234,712
859,371,1293,724
864,361,1282,480
863,297,986,521
857,297,620,521
805,329,638,521
805,329,646,521
805,329,662,521
805,329,669,521
772,362,629,521
765,369,629,521
670,464,540,556
557,577,677,580
551,583,677,580
436,698,677,832
416,718,677,1213
416,655,677,1290
391,672,588,1129
388,674,532,1129
388,660,469,1129
388,660,469,1052
388,660,431,1052
388,660,431,1048
388,660,431,1072
254,794,342,1070
223,825,316,1091
59,926,320,1182
37,938,320,1191
65,898,320,1184
96,900,320,1184
97,840,320,1171
97,840,381,1258
78,859,322,1268
73,864,374,1378
73,863,351,1337
75,857,541,1339
75,805,512,1339
75,805,510,1344
75,805,494,1348
75,805,488,1349
77,772,640,1349
77,765,682,1349
77,670,707,1344
77,557,568,1320
77,551,568,1320
132,436,568,1129
132,416,608,748
132,416,626,653
132,391,763,653
142,388,900,653
142,388,900,653
185,388,1112,653
276,388,1139,663
352,388,1139,807
352,388,1139,779
352,254,1139,779
352,223,1139,739
352,59,1135,617
352,37,1135,523
406,65,1135,523
395,96,1135,523
394,97,1190,525
508,97,1140,464
569,78,1140,667
632,73,1086,573
632,73,1083,638
630,75,955,792
630,75,1028,792
630,75,1015,787
647,75,1015,783
647,75,1014,789
852,77,862,849
853,77,820,879
853,77,795,849
853,77,795,863
864,77,796,903
809,132,796,846
830,132,756,846
832,132,738,846
833,132,601,846
829,142,457,846
829,142,457,916
786,185,245,921
695,276,218,1049
619,352,218,952
619,352,218,1108
619,352,242,1121
619,352,242,1159
630,352,245,1159
709,352,245,1159
689,406,269,1161
793,395,376,1161
825,394,330,1159
877,508,418,1099
816,569,535,887
832,632,546,871
832,632,787,806
953,630,801,695
964,630,996,707
968,630,1001,707
965,647,1001,707
1015,647,1001,701
900,852,1001,641
950,853,1001,611
951,853,1040,611
951,853,1204,605
940,864,1288,565
1086,809,1378,561
1067,830,1442,561
1065,832,1442,561
1064,833,1442,561
1058,829,1442,568
1058,829,1442,498
1058,786,1457,493
1058,695,1509,369
1058,619,1509,311
1071,619,1512,161
1078,619,1513,148
1078,619,1933,110
1067,630,1967,207
988,709,1972,214
915,689,1958,212
789,793,1923,212
757,825,1917,212
591,877,1823,216
591,816,1741,201
512,832,1793,201
512,832,1664,201
391,953,1588,218
380,964,1315,206
376,968,1310,206
362,965,1310,206
312,1015,1310,205
220,900,1310,235
169,950,1349,288
239,951,1310,289
333,951,1153,332
416,940,1069,483
310,1086,979,598
320,1067,915,621
377,1065,915,657
387,1064,915,768
452,1058,915,774
580,1058,915,774
637,1058,900,774
637,1058,848,760
637,1058,848,822
624,1071,845,855
617,1078,820,855
617,1078,400,855
622,1067,364,758
681,988,384,751
681,915,383,769
716,789,311,770
790,757,319,861
790,591,328,989
790,591,294,1016
803,512,231,1020
815,512,186,1020
885,391,219,1049
889,380,219,1116
892,376,219,1135
931,362,219,1166
958,312,219,1183
963,220,219,1158
963,169,181,1138
1002,239,183,1174
908,333,176,1123
825,416,175,972
785,310,175,968
788,320,175,971
731,377,176,948
721,387,176,876
656,452,176,1000
528,580,176,1003
471,637,191,1016
471,637,197,1226
492,637,201,1238
553,624,243,1330
587,617,243,1330
631,617,243,1331
651,622,299,1381
622,681,406,1381
681,681,456,1363
648,716,649,1362
576,790,689,1291
576,790,750,1187
603,790,886,1168
609,803,916,1164
597,815,887,1164
530,885,926,1081
526,889,989,1014
529,892,995,995
491,931,1215,990
471,958,1646,989
466,963,1738,1025
466,963,1845,1024
356,1002,1900,989
356,908,1975,989
357,825,1975,989
366,785,1988,878
546,788,1993,852
618,731,2009,839
710,721,2080,800
753,656,2144,663
801,528,2322,660
809,471,2307,647
820,471,2337,437
800,492,2432,363
739,553,2431,232
705,587,2560,233
665,631,2721,276
640,651,2685,283
657,622,2553,292
614,681,2494,319
682,648,2301,465
711,576,2250,756
747,576,2230,941
720,603,2134,1001
711,609,2158,1011
712,597,2120,1011
709,530,2038,1006
709,526,1975,1010
808,529,1969,1052
807,491,1773,1038
823,471,1348,1022
853,466,1256,985
1387,466,1152,996
1509,356,1126,1000
1525,356,1057,1061
1816,357,1107,1068
1921,366,1153,1076
1762,546,1253,1085
1930,618,1253,1096
2053,710,1185,1126
2024,753,1129,1126
1976,801,951,1126
1983,809,958,1126
2023,820,994,1126
2022,800,994,1126
2035,739,968,1126
2035,705,839,1125
2036,665,695,1087
2036,640,674,1031
2008,657,677,1022
1997,614,681,995
1967,682,681,849
1992,711,681,538
1991,747,626,325
2022,720,586,257
2019,711,531,247
2226,712,531,247
2271,709,531,244
2320,709,531,256
2221,808,531,214
2298,807,507,223
2325,823,501,236
2312,853,501,274
1778,1387,528,240
1715,1509,513,240
1732,1525,532,179
1464,1816,482,172
1356,1921,423,174
1320,1762,320,189
1080,1930,351,178
874,2053,350,148
935,2024,390,148
978,1976,441,148
963,1983,434,148
970,2023,362,148
994,2022,266,149
981,2035,253,149
1003,2035,283,149
998,2036,266,143
998,2036,266,142
979,2008,263,142
974,1997,269,142
934,1967,298,142
878,1992,298,142
888,1991,360,142
884,2022,366,142
1047,2019,383,152
952,2226,426,152
1012,2271,526,152
969,2320,526,136
967,2221,582,147
890,2298,594,161
840,2325,599,155
823,2312,620,113
854,1778,638,104
806,1715,626,107
834,1732,601,107
834,1464,614,107
859,1356,615,97
859,1320,613,73
918,1080,644,73
910,874,743,104
835,935,734,104
792,978,683,104
792,963,763,167
734,970,785,212
711,994,787,225
711,981,788,225
689,1003,786,225
689,998,921,227
731,998,931,227
731,979,996,283
731,974,992,350
731,934,983,355
731,878,983,366
724,888,921,366
700,884,914,366
609,1047,897,356
683,952,854,358
679,1012,754,358
719,969,754,358
716,967,698,347
716,890,686,317
716,840,681,310
716,823,723,310
745,854,682,310
772,806,679,301
711,834,693,301
687,834,680,301
708,859,679,301
726,859,679,315
667,918,600,319
666,910,499,288
666,835,460,288
666,792,523,288
666,792,453,225
666,734,482,197
665,711,477,276
665,711,534,298
665,689,506,323
665,689,371,321
623,731,361,335
623,731,297,601
623,731,297,910
623,731,329,921
623,731,329,917
653,724,329,917
757,700,329,917
806,609,362,957
621,683,369,955
520,679,464,1044
474,719,577,1046
473,716,583,1046
473,716,698,1041
473,716,718,1041
509,716,655,1041
449,745,672,1130
421,772,674,1193
438,711,660,1256
470,687,660,1256
448,708,660,1294
449,726,660,1280
472,667,660,1276
512,666,794,1365
552,666,825,1391
599,666,926,1391
610,666,938,1391
610,666,898,1374
645,665,900,1281
645,665,840,1259
645,665,840,1234
646,665,859,1293
646,623,864,1282
658,623,863,986
689,623,857,620
689,623,805,638
705,623,805,646
649,653,805,662
577,757,805,669
508,806,772,629
506,621,765,629
506,520,670,540
533,474,557,677
533,473,551,677
533,473,436,677
533,473,416,677
497,509,416,677
497,449,391,588
487,421,388,532
470,438,388,469
438,470,388,469
408,448,388,431
389,449,388,431
400,472,388,431
384,512,254,342
359,552,223,316
312,599,59,320
301,610,37,320
301,610,65,320
266,645,96,320
266,645,97,320
266,645,97,381
272,646,78,322
273,646,73,374
261,658,73,351
230,689,75,541
268,689,75,512
252,705,75,510
252,649,75,494
217,577,75,488
158,508,77,640
158,506,77,682
158,506,77,707
209,533,77,568
209,533,77,568
209,533,132,568
209,533,132,608
293,497,132,626
350,497,132,763
358,487,142,900
358,470,142,900
358,438,185,1112
358,408,276,1139
358,389,352,1139
324,400,352,1139
300,384,352,1139
285,359,352,1139
285,312,352,1135
285,301,352,1135
382,301,406,1135
443,266,395,1135
443,266,394,1190
443,266,508,1140
436,272,569,1140
436,273,632,1086
436,261,632,1083
436,230,630,955
398,268,630,1028
398,252,630,1015
386,252,647,1015
386,217,647,1014
386,158,852,862
386,158,853,820
386,158,853,795
391,209,853,795
472,209,864,796
539,209,809,796
539,209,830,756
455,293,832,738
440,350,833,601
439,358,829,457
474,358,829,457
474,358,786,245
474,358,695,218
474,358,619,218
475,324,619,218
581,300,619,242
581,285,619,242
656,285,630,245
656,285,709,245
620,382,689,269
740,443,793,376
742,443,825,330
780,443,877,418
814,436,816,535
820,436,832,546
863,436,832,787
863,436,953,801
865,398,964,996
953,398,968,1001
955,386,965,1001
956,386,1015,1001
956,386,900,1001
956,386,950,1001
956,386,951,1040
873,391,951,1204
792,472,940,1288
801,539,1086,1378
802,539,1067,1442
803,455,1065,1442
892,440,1064,1442
885,439,1058,1442
850,474,1058,1442
850,474,1058,1457
902,474,1058,1509
903,474,1058,1509
1132,475,1071,1512
1042,581,1078,1513
1079,581,1078,1933
1006,656,1067,1967
1008,656,988,1972
947,620,915,1958
766,740,789,1923
764,742,757,1917
726,780,591,1823
692,814,591,1741
685,820,512,1793
642,863,512,1664
642,863,391,1588
640,865,380,1315
552,953,376,1310
569,955,362,1310
568,956,312,1310
568,956,220,1310
568,956,169,1349
568,956,239,1310
568,873,333,1153
568,792,416,1069
494,801,310,979
493,802,320,915
500,803,377,915
414,892,387,915
457,885,452,915
457,850,580,915
457,850,637,900
469,902,637,848
468,903,637,848
296,1132,624,845
280,1042,617,820
243,1079,617,400
241,1006,622,364
239,1008,681,384
251,947,681,383
251,766,716,311
251,764,790,319
251,726,790,328
251,692,790,294
251,685,803,231
266,642,815,186
336,642,885,219
369,640,889,219
404,552,892,219
385,569,931,219
398,568,958,219
411,568,963,219
411,568,963,181
411,568,1002,183
411,568,908,176
411,568,825,175
409,494,785,175
411,493,788,175
425,500,731,176
380,414,721,176
337,457,656,176
337,457,528,176
337,457,471,191
295,469,471,197
296,468,492,201
238,296,553,243
238,280,587,243
238,243,631,243
247,241,651,299
247,239,622,406
235,251,681,456
235,251,648,649
235,251,576,689
235,251,576,750
235,251,603,886
235,251,609,916
220,266,597,887
150,336,530,926
117,369,526,989
86,404,529,995
86,385,491,1215
191,398,471,1646
249,411,466,1738
331,411,466,1845
530,411,356,1900
561,411,356,1975
561,411,357,1975
561,409,366,1988
559,411,546,1993
537,425,618,2009
537,380,710,2080
542,337,753,2144
547,337,801,2322
547,337,809,2307
525,295,820,2337
524,296,800,2432
524,238,739,2431
524,238,705,2560
525,238,665,2721
522,247,640,2685
522,247,657,2553
531,235,614,2494
549,235,682,2301
549,235,711,2250
550,235,747,2230
550,235,720,2134
550,235,711,2158
550,220,712,2120
550,150,709,2038
550,117,709,1975
546,86,808,1969
546,86,807,1773
428,191,823,1348
357,249,853,1256
275,331,1387,1152
78,530,1509,1126
52,561,1525,1057
52,561,1816,1107
73,561,1921,1153
73,559,1762,1253
73,537,1930,1253
73,537,2053,1185
68,542,2024,1129
63,547,1976,951
63,547,1983,958
123,525,2023,994
124,524,2022,994
124,524,2035,968
124,524,2035,839
123,525,2036,695
117,522,2036,674
122,522,2008,677
113,531,1997,681
121,549,1967,681
124,549,1992,681
297,550,1991,626
304,550,2022,586
308,550,2019,531
308,550,2226,531
353,550,2271,531
378,550,2320,531
534,546,2221,531
569,546,2298,507
723,428,2325,501
723,357,2312,501
723,275,1778,528
724,78,1715,513
719,52,1732,532
719,52,1464,482
733,73,1356,423
733,73,1320,320
735,73,1080,351
751,73,874,350
751,68,935,390
751,63,978,441
751,63,963,434
691,123,970,362
690,124,994,266
697,124,981,253
697,124,1003,283
697,123,998,266
697,117,998,266
692,122,979,263
692,113,974,269
666,121,934,298
663,124,878,298
489,297,888,360
482,304,884,366
478,308,1047,383
478,308,952,426
433,353,1012,526
423,378,969,526
339,534,967,582
345,569,890,594
205,723,840,599
205,723,823,620
205,723,854,638
239,724,806,626
240,719,834,601
240,719,834,614
224,733,859,615
236,733,859,613
234,735,918,644
218,751,910,743
218,751,835,734
218,751,792,683
229,751,792,763
229,691,734,785
229,690,711,787
222,697,711,788
222,697,689,786
222,697,689,921
222,697,731,931
228,692,731,996
240,692,731,992
240,666,731,983
240,663,731,983
240,489,724,921
240,482,700,914
240,478,609,897
240,478,683,854
240,433,679,754
225,423,719,754
153,339,716,698
112,345,716,686
106,205,716,681
110,205,716,723
110,205,745,682
73,239,772,679
72,240,711,693
80,240,687,680
61,224,708,679
49,236,726,679
53,234,667,600
160,218,666,499
183,218,666,460
183,218,666,523
172,229,666,453
177,229,666,482
207,229,665,477
207,222,665,534
207,222,665,506
207,222,665,371
207,222,623,361
201,228,623,297
189,240,623,297
189,240,623,329
190,240,623,329
212,240,653,329
329,240,757,329
430,240,806,362
495,240,621,369
495,240,520,464
498,225,474,577
528,153,473,583
531,112,473,698
523,106,473,718
568,110,509,655
641,110,449,672
713,73,421,674
713,72,438,660
705,80,470,660
705,61,448,660
705,49,449,660
840,53,472,660
749,160,512,794
726,183,552,825
726,183,599,926
726,172,610,938
721,177,610,898
691,207,645,900
691,207,645,840
691,207,645,840
691,207,646,859
691,207,646,864
691,201,658,863
691,189,689,857
691,189,689,805
690,190,705,805
668,212,649,805
551,329,577,805
450,430,508,772
385,495,506,765
480,495,506,670
484,498,533,557
464,528,533,551
461,531,533,436
466,523,533,416
417,568,497,416
344,641,497,391
272,713,487,388
273,713,470,388
286,705,438,388
295,705,408,388
316,705,389,388
251,840,400,388
250,749,384,254
295,726,359,223
366,726,312,59
383,726,301,37
395,721,301,65
395,691,266,96
419,691,266,97
426,691,266,97
426,691,272,78
426,691,273,73
426,691,261,73
426,691,230,75
426,691,268,75
426,690,252,75
426,668,252,75
426,551,217,75
426,450,158,77
426,385,158,77
331,480,158,77
324,484,209,77
363,464,209,77
364,461,209,132
359,466,209,132
359,417,293,132
359,344,350,132
359,272,358,142
364,273,358,142
351,286,358,185
342,295,358,276
321,316,358,352
247,251,324,352
232,250,300,352
187,295,285,352
116,366,285,352
131,383,285,352
129,395,382,406
129,395,443,395
105,419,443,394
220,426,443,508
258,426,436,569
363,426,436,632
438,426,436,632
438,426,436,630
438,426,398,630
438,426,398,630
438,426,386,647
438,426,386,647
438,426,386,852
559,426,386,853
606,331,386,853
607,324,391,853
568,363,472,864
622,364,539,809
622,359,539,830
660,359,455,832
763,359,440,833
804,359,439,829
846,364,474,829
900,351,474,786
902,342,474,695
902,321,474,619
902,247,475,619
902,232,581,619
902,187,581,619
902,116,656,630
870,131,656,709
860,129,620,689
860,129,740,793
860,105,742,825
738,220,780,877
700,258,814,816
678,363,820,832
614,438,863,832
624,438,863,953
624,438,865,964
624,438,953,968
624,438,955,965
624,438,956,1015
624,438,956,900
569,559,956,950
526,606,956,951
525,607,873,951
521,568,792,940
466,622,801,1086
466,622,802,1067
428,660,803,1065
484,763,892,1064
443,804,885,1058
395,846,850,1058
341,900,850,1058
801,902,902,1058
801,902,903,1058
801,902,1132,1071
823,902,1042,1078
838,902,1079,1078
838,902,1006,1067
838,870,1008,988
838,860,947,915
838,860,766,789
838,860,764,757
838,738,726,591
838,700,692,591
755,678,685,512
744,614,642,512
743,624,642,391
763,624,640,380
807,624,552,376
810,624,569,362
834,624,568,312
926,624,568,220
884,569,568,169
880,526,568,239
880,525,568,333
874,521,568,416
874,466,494,310
876,466,493,320
884,428,500,377
744,484,414,387
816,443,457,452
816,395,457,580
831,341,457,637
398,801,469,637
402,801,468,637
403,801,296,624
502,823,280,617
569,838,243,617
637,838,241,622
671,838,239,681
706,838,251,681
706,838,251,716
713,838,251,790
967,838,251,790
1073,838,251,790
1124,755,251,803
1124,744,266,815
1115,743,336,885
1095,763,369,889
1051,807,404,892
1176,810,385,931
1176,834,398,958
1194,926,411,963
1170,884,411,963
1170,880,411,1002
1180,880,411,908
1188,874,411,825
1291,874,409,785
1291,876,411,788
1283,884,425,731
1264,744,380,721
1259,816,337,656
1266,816,337,528
1254,831,337,471
1246,398,295,471
1303,402,296,492
1349,403,238,553
1252,502,238,587
1170,569,238,631
1102,637,247,651
1068,671,247,622
1033,706,235,681
1033,706,235,648
1026,713,235,576
772,967,235,576
719,1073,235,603
668,1124,235,609
668,1124,220,597
668,1115,150,530
723,1095,117,526
729,1051,86,529
613,1176,86,491
657,1176,191,471
549,1194,249,466
561,1170,331,466
665,1170,530,356
655,1180,561,356
647,1188,561,357
544,1291,561,366
542,1291,559,546
542,1283,537,618
548,1264,537,710
517,1259,542,753
512,1266,547,801
509,1254,547,809
488,1246,525,820
457,1303,524,800
410,1349,524,739
403,1252,524,705
403,1170,525,665
403,1102,522,640
403,1068,522,657
403,1033,531,614
403,1033,549,682
403,1026,549,711
403,772,550,747
350,719,550,720
350,668,550,711
350,668,550,712
350,668,550,709
295,723,550,709
315,729,546,808
389,613,546,807
321,657,428,823
319,549,357,853
346,561,275,1387
244,665,78,1509
248,655,52,1525
248,647,52,1816
250,544,73,1921
253,542,73,1762
253,542,73,1930
247,548,73,2053
211,517,68,2024
209,512,63,1976
209,509,63,1983
209,488,123,2023
179,457,124,2022
185,410,124,2035
228,403,124,2035
228,403,123,2036
228,403,117,2036
228,403,122,2008
228,403,113,1997
246,403,121,1967
259,403,124,1992
380,403,297,1991
538,350,304,2022
627,350,308,2019
636,350,308,2226
636,350,353,2271
643,295,378,2320
790,315,534,2221
709,389,569,2298
717,321,723,2325
731,319,723,2312
692,346,723,1778
703,244,724,1715
847,248,719,1732
1129,248,719,1464
1244,250,733,1356
1244,253,733,1320
1244,253,735,1080
1245,247,751,874
1245,211,751,935
1299,209,751,978
1321,209,751,963
1334,209,691,970
1334,179,690,994
1328,185,697,981
1268,228,697,1003
1268,228,697,998
1268,228,697,998
1268,228,692,979
1268,228,692,974
1250,246,666,934
1253,259,663,878
1133,380,489,888
975,538,482,884
886,627,478,1047
882,636,478,952
925,636,433,1012
926,643,423,969
753,790,339,967
748,709,345,890
759,717,205,840
745,731,205,823
757,692,205,854
744,703,239,806
596,847,240,834
347,1129,240,834
232,1244,224,859
229,1244,236,859
229,1244,234,918
228,1245,218,910
228,1245,218,835
177,1299,218,792
158,1321,229,792
155,1334,229,734
174,1334,229,711
174,1328,222,711
174,1268,222,689
174,1268,222,689
174,1268,222,731
174,1268,228,731
174,1268,240,731
174,1250,240,731
159,1253,240,731
158,1133,240,724
158,975,240,700
158,886,240,609
153,882,240,683
110,925,240,679
102,926,225,719
102,753,153,716
102,748,112,716
83,759,106,716
83,745,110,716
98,757,110,745
195,744,73,772
242,596,72,711
220,347,80,687
229,232,61,708
229,229,49,726
229,229,53,667
229,228,160,666
229,228,183,666
227,177,183,666
427,158,172,666
517,155,177,666
516,174,207,665
517,174,207,665
587,174,207,665
617,174,207,665
638,174,207,623
653,174,201,623
653,174,189,623
653,174,189,623
678,159,190,623
710,158,212,653
710,158,329,757
849,158,430,806
851,153,495,621
927,110,495,520
1054,102,498,474
