Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1
951,107,1219,732,1015,947,758,1247
1112,102,1224,732,1015,918,782,1385
1159,102,1179,777,1015,892,776,1384
1177,102,1076,880,1015,633,885,1384
1183,83,976,999,1015,606,851,1487
1123,136,972,1016,1015,529,927,1512
1195,107,954,1042,1036,527,929,1428
1443,66,831,1206,1036,527,929,1468
1443,66,740,1294,1039,502,947,1468
1443,66,706,1328,914,627,946,1468
1419,90,621,1412,836,705,947,1470
1417,92,621,1412,738,803,924,1456
1417,92,604,1429,709,832,906,1456
1311,198,534,1499,697,757,993,1456
1261,279,510,1523,628,714,1105,1346
1204,370,510,1519,622,707,1122,1341
1278,370,475,1509,591,777,1128,1341
1250,398,475,1499,601,709,1196,1341
1235,413,475,1315,707,704,1279,1213
1220,433,475,1308,706,706,1278,1191
1237,444,475,1281,704,735,1278,1288
1290,479,475,1146,801,731,1320,1338
1175,638,475,1031,914,698,1292,941
1213,724,475,1008,930,704,1293,941
1267,724,469,870,1066,712,1213,1017
1230,762,419,920,1066,712,1198,1114
1122,902,384,955,1066,668,1242,929
1173,903,347,992,988,746,1194,898
1266,903,347,992,830,904,1186,879
1383,903,132,1207,775,959,1127,866
1425,903,128,1211,720,1014,1045,842
1448,951,107,1219,732,1015,947,933
1409,1112,102,1224,732,1015,918,803
1376,1159,102,1179,777,1015,892,782
1399,1177,102,1076,880,1015,633,782
1401,1183,83,976,999,1015,606,681
1398,1123,136,972,1016,1015,529,656
1374,1195,107,954,1042,1036,527,642
1320,1443,66,831,1206,1036,527,591
1495,1443,66,740,1294,1039,502,591
1529,1443,66,706,1328,914,627,591
1589,1419,90,621,1412,836,705,608
1618,1417,92,621,1412,738,803,624
1618,1417,92,604,1429,709,832,625
1713,1311,198,534,1499,697,757,629
1689,1261,279,510,1523,628,714,629
1656,1204,370,510,1519,622,707,629
1583,1278,370,475,1509,591,777,629
1591,1250,398,475,1499,601,709,629
1593,1235,413,475,1315,707,704,629
1588,1220,433,475,1308,706,706,629
1560,1237,444,475,1281,704,735,532
1472,1290,479,475,1146,801,731,482
1428,1175,638,475,1031,914,698,482
1304,1213,724,475,1008,930,704,482
1307,1267,724,469,870,1066,712,367
1382,1230,762,419,920,1066,712,219
1417,1122,902,384,955,1066,668,219
1369,1173,903,347,992,988,746,223
1313,1266,903,347,992,830,904,223
1197,1383,903,132,1207,775,959,223
1155,1425,903,128,1211,720,1014,223
1084,1448,951,107,1219,732,1015,82
962,1409,1112,102,1224,732,1015,88
992,1376,1159,102,1179,777,1015,124
995,1399,1177,102,1076,880,1015,124
987,1401,1183,83,976,999,1015,122
984,1398,1123,136,972,1016,1015,122
936,1374,1195,107,954,1042,1036,134
834,1320,1443,66,831,1206,1036,188
659,1495,1443,66,740,1294,1039,222
625,1529,1443,66,706,1328,914,501
565,1589,1419,90,621,1412,836,482
840,1618,1417,92,621,1412,738,465
881,1618,1417,92,604,1429,709,465
810,1713,1311,198,534,1499,697,461
899,1689,1261,279,510,1523,628,475
907,1656,1204,370,510,1519,622,531
906,1583,1278,370,475,1509,591,612
903,1591,1250,398,475,1499,601,617
901,1593,1235,413,475,1315,707,713
901,1588,1220,433,475,1308,706,831
952,1560,1237,444,475,1281,704,832
1009,1472,1290,479,475,1146,801,834
1035,1428,1175,638,475,1031,914,1012
1035,1304,1213,724,475,1008,930,1021
1028,1307,1267,724,469,870,1066,1044
963,1382,1230,762,419,920,1066,1062
974,1417,1122,902,384,955,1066,1132
1304,1369,1173,903,347,992,988,1113
1268,1313,1266,903,347,992,830,1113
1267,1197,1383,903,132,1207,775,1363
1267,1155,1425,903,128,1211,720,1469
1267,1084,1448,951,107,1219,732,1553
1267,962,1409,1112,102,1224,732,1539
1223,992,1376,1159,102,1179,777,1666
1179,995,1399,1177,102,1076,880,1748
1179,987,1401,1183,83,976,999,1748
1179,984,1398,1123,136,972,1016,1748
1179,936,1374,1195,107,954,1042,1736
1087,834,1320,1443,66,831,1206,1682
1196,659,1495,1443,66,740,1294,1670
1202,625,1529,1443,66,706,1328,1391
1207,565,1589,1419,90,621,1412,1391
912,840,1618,1417,92,621,1412,1391
871,881,1618,1417,92,604,1429,1390
847,810,1713,1311,198,534,1499,1390
751,899,1689,1261,279,510,1523,1376
771,907,1656,1204,370,510,1519,1320
772,906,1583,1278,370,475,1509,1239
767,903,1591,1250,398,475,1499,1234
767,901,1593,1235,413,475,1315,1138
767,901,1588,1220,433,475,1308,1020
716,952,1560,1237,444,475,1281,1022
659,1009,1472,1290,479,475,1146,1020
710,1035,1428,1175,638,475,1031,867
729,1035,1304,1213,724,475,1008,878
679,1028,1307,1267,724,469,870,860
668,963,1382,1230,762,419,920,842
590,974,1417,1122,902,384,955,772
256,1304,1369,1173,903,347,992,771
255,1268,1313,1266,903,347,992,771
312,1267,1197,1383,903,132,1207,527
312,1267,1155,1425,903,128,1211,434
312,1267,1084,1448,951,107,1219,358
479,1267,962,1409,1112,102,1224,358
489,1223,992,1376,1159,102,1179,184
530,1179,995,1399,1177,102,1076,118
530,1179,987,1401,1183,83,976,174
530,1179,984,1398,1123,136,972,193
544,1179,936,1374,1195,107,954,381
549,1087,834,1320,1443,66,831,630
440,1196,659,1495,1443,66,740,609
434,1202,625,1529,1443,66,706,613
429,1207,565,1589,1419,90,621,677
420,912,840,1618,1417,92,621,682
420,871,881,1618,1417,92,604,682
425,847,810,1713,1311,198,534,683
476,751,899,1689,1261,279,510,683
447,771,907,1656,1204,370,510,683
446,772,906,1583,1278,370,475,683
446,767,903,1591,1250,398,475,683
446,767,901,1593,1235,413,475,683
446,767,901,1588,1220,433,475,683
446,716,952,1560,1237,444,475,680
456,659,1009,1472,1290,479,475,680
379,710,1035,1428,1175,638,475,655
360,729,1035,1304,1213,724,475,715
360,679,1028,1307,1267,724,469,747
374,668,963,1382,1230,762,419,752
375,590,974,1417,1122,902,384,784
375,256,1304,1369,1173,903,347,934
375,255,1268,1313,1266,903,347,995
318,312,1267,1197,1383,903,132,990
318,312,1267,1155,1425,903,128,977
318,312,1267,1084,1448,951,107,969
151,479,1267,962,1409,1112,102,976
380,489,1223,992,1376,1159,102,977
352,530,1179,995,1399,1177,102,961
352,530,1179,987,1401,1183,83,928
352,530,1179,984,1398,1123,136,927
338,544,1179,936,1374,1195,107,739
333,549,1087,834,1320,1443,66,490
333,440,1196,659,1495,1443,66,489
333,434,1202,625,1529,1443,66,485
406,429,1207,565,1589,1419,90,421
409,420,912,840,1618,1417,92,416
509,420,871,881,1618,1417,92,423
615,425,847,810,1713,1311,198,422
592,476,751,899,1689,1261,279,422
624,447,771,907,1656,1204,370,485
624,446,772,906,1583,1278,370,485
680,446,767,903,1591,1250,398,565
690,446,767,901,1593,1235,413,580
690,446,767,901,1588,1220,433,580
690,446,716,952,1560,1237,444,628
680,456,659,1009,1472,1290,479,636
680,379,710,1035,1428,1175,638,695
826,360,729,1035,1304,1213,724,697
832,360,679,1028,1307,1267,724,758
856,374,668,963,1382,1230,762,782
855,375,590,974,1417,1122,902,776
873,375,256,1304,1369,1173,903,885
873,375,255,1268,1313,1266,903,851
893,318,312,1267,1197,1383,903,927
937,318,312,1267,1155,1425,903,929
946,318,312,1267,1084,1448,951,929
946,151,479,1267,962,1409,1112,947
716,380,489,1223,992,1376,1159,946
707,352,530,1179,995,1399,1177,947
826,352,530,1179,987,1401,1183,924
1158,352,530,1179,984,1398,1123,906
1221,338,544,1179,936,1374,1195,993
1252,333,549,1087,834,1320,1443,1105
1270,333,440,1196,659,1495,1443,1122
1373,333,434,1202,625,1529,1443,1128
1403,406,429,1207,565,1589,1419,1196
1452,409,420,912,840,1618,1417,1279
1500,509,420,871,881,1618,1417,1278
1412,615,425,847,810,1713,1311,1278
1394,592,476,751,899,1689,1261,1320
1362,624,447,771,907,1656,1204,1292
1362,624,446,772,906,1583,1278,1293
1306,680,446,767,903,1591,1250,1213
1296,690,446,767,901,1593,1235,1198
1296,690,446,767,901,1588,1220,1242
1296,690,446,716,952,1560,1237,1194
1296,680,456,659,1009,1472,1290,1186
1296,680,379,710,1035,1428,1175,1127
1150,826,360,729,1035,1304,1213,1045
1144,832,360,679,1028,1307,1267,947
1106,856,374,668,963,1382,1230,918
1106,855,375,590,974,1417,1122,892
1088,873,375,256,1304,1369,1173,633
1088,873,375,255,1268,1313,1266,606
1090,893,318,312,1267,1197,1383,529
1047,937,318,312,1267,1155,1425,527
1040,946,318,312,1267,1084,1448,527
1108,946,151,479,1267,962,1409,502
1111,716,380,489,1223,992,1376,627
1108,707,352,530,1179,995,1399,705
989,826,352,530,1179,987,1401,803
657,1158,352,530,1179,984,1398,832
610,1221,338,544,1179,936,1374,757
580,1252,333,549,1087,834,1320,714
667,1270,333,440,1196,659,1495,707
588,1373,333,434,1202,625,1529,777
546,1403,406,429,1207,565,1589,709
497,1452,409,420,912,840,1618,704
389,1500,509,420,871,881,1618,706
367,1412,615,425,847,810,1713,735
411,1394,592,476,751,899,1689,731
430,1362,624,447,771,907,1656,698
430,1362,624,446,772,906,1583,704
434,1306,680,446,767,903,1591,712
448,1296,690,446,767,901,1593,712
534,1296,690,446,767,901,1588,668
654,1296,690,446,716,952,1560,746
683,1296,680,456,659,1009,1472,904
690,1296,680,379,710,1035,1428,959
694,1150,826,360,729,1035,1304,1014
748,1144,832,360,679,1028,1307,1015
803,1106,856,374,668,963,1382,1015
803,1106,855,375,590,974,1417,1015
815,1088,873,375,256,1304,1369,1015
815,1088,873,375,255,1268,1313,1015
793,1090,893,318,312,1267,1197,1015
792,1047,937,318,312,1267,1155,1036
790,1040,946,318,312,1267,1084,1036
722,1108,946,151,479,1267,962,1039
746,1111,716,380,489,1223,992,914
780,1108,707,352,530,1179,995,836
991,989,826,352,530,1179,987,738
994,657,1158,352,530,1179,984,709
978,610,1221,338,544,1179,936,697
1049,580,1252,333,549,1087,834,628
1086,667,1270,333,440,1196,659,622
1304,588,1373,333,434,1202,625,591
1243,546,1403,406,429,1207,565,601
1240,497,1452,409,420,912,840,707
1200,389,1500,509,420,871,881,706
1199,367,1412,615,425,847,810,704
1145,411,1394,592,476,751,899,801
1126,430,1362,624,447,771,907,914
1126,430,1362,624,446,772,906,930
1122,434,1306,680,446,767,903,1066
1108,448,1296,690,446,767,901,1066
1022,534,1296,690,446,767,901,1066
902,654,1296,690,446,716,952,988
873,683,1296,680,456,659,1009,830
866,690,1296,680,379,710,1035,775
884,694,1150,826,360,729,1035,720
830,748,1144,832,360,679,1028,732
775,803,1106,856,374,668,963,732
775,803,1106,855,375,590,974,777
763,815,1088,873,375,256,1304,880
776,815,1088,873,375,255,1268,999
835,793,1090,893,318,312,1267,1016
835,792,1047,937,318,312,1267,1042
914,790,1040,946,318,312,1267,1206
1079,722,1108,946,151,479,1267,1294
1071,746,1111,716,380,489,1223,1328
1087,780,1108,707,352,530,1179,1412
920,991,989,826,352,530,1179,1412
917,994,657,1158,352,530,1179,1429
917,978,610,1221,338,544,1179,1499
846,1049,580,1252,333,549,1087,1523
704,1086,667,1270,333,440,1196,1519
463,1304,588,1373,333,434,1202,1509
513,1243,546,1403,406,429,1207,1499
715,1240,497,1452,409,420,912,1315
786,1200,389,1500,509,420,871,1308
812,1199,367,1412,615,425,847,1281
863,1145,411,1394,592,476,751,1146
892,1126,430,1362,624,447,771,1031
1008,1126,430,1362,624,446,772,1008
1018,1122,434,1306,680,446,767,870
1018,1108,448,1296,690,446,767,920
1022,1022,534,1296,690,446,767,955
1055,902,654,1296,690,446,716,992
1231,873,683,1296,680,456,659,992
1254,866,690,1296,680,379,710,1207
1232,884,694,1150,826,360,729,1211
1251,830,748,1144,832,360,679,1219
1251,775,803,1106,856,374,668,1224
1256,775,803,1106,855,375,590,1179
1327,763,815,1088,873,375,256,1076
1358,776,815,1088,873,375,255,976
1299,835,793,1090,893,318,312,972
1306,835,792,1047,937,318,312,954
1233,914,790,1040,946,318,312,831
1068,1079,722,1108,946,151,479,740
1040,1071,746,1111,716,380,489,706
989,1087,780,1108,707,352,530,621
945,920,991,989,826,352,530,621
977,917,994,657,1158,352,530,604
1094,917,978,610,1221,338,544,534
1112,846,1049,580,1252,333,549,510
1112,704,1086,667,1270,333,440,510
1158,463,1304,588,1373,333,434,475
1108,513,1243,546,1403,406,429,475
917,715,1240,497,1452,409,420,475
852,786,1200,389,1500,509,420,475
888,812,1199,367,1412,615,425,475
930,863,1145,411,1394,592,476,475
927,892,1126,430,1362,624,447,475
811,1008,1126,430,1362,624,446,475
801,1018,1122,434,1306,680,446,469
803,1018,1108,448,1296,690,446,419
857,1022,1022,534,1296,690,446,384
825,1055,902,654,1296,690,446,347
696,1231,873,683,1296,680,456,347
673,1254,866,690,1296,680,379,132
685,1232,884,694,1150,826,360,128
674,1251,830,748,1144,832,360,107
674,1251,775,803,1106,856,374,102
669,1256,775,803,1106,855,375,102
598,1327,763,815,1088,873,375,102
716,1358,776,815,1088,873,375,83
724,1299,835,793,1090,893,318,136
730,1306,835,792,1047,937,318,107
747,1233,914,790,1040,946,318,66
747,1068,1079,722,1108,946,151,66
747,1040,1071,746,1111,716,380,66
747,989,1087,780,1108,707,352,90
747,945,920,991,989,826,352,92
715,977,917,994,657,1158,352,92
598,1094,917,978,610,1221,338,198
579,1112,846,1049,580,1252,333,279
579,1112,704,1086,667,1270,333,370
532,1158,463,1304,588,1373,333,370
532,1108,513,1243,546,1403,406,398
521,917,715,1240,497,1452,409,413
515,852,786,1200,389,1500,509,433
453,888,812,1199,367,1412,615,444
360,930,863,1145,411,1394,592,479
392,927,892,1126,430,1362,624,638
418,811,1008,1126,430,1362,624,724
423,801,1018,1122,434,1306,680,724
437,803,1018,1108,448,1296,690,762
379,857,1022,1022,534,1296,690,902
378,825,1055,902,654,1296,690,903
331,696,1231,873,683,1296,680,903
331,673,1254,866,690,1296,680,903
326,685,1232,884,694,1150,826,903
321,674,1251,830,748,1144,832,951
330,674,1251,775,803,1106,856,1112
367,669,1256,775,803,1106,855,1159
386,598,1327,763,815,1088,873,1177
291,716,1358,776,815,1088,873,1183
354,724,1299,835,793,1090,893,1123
341,730,1306,835,792,1047,937,1195
318,747,1233,914,790,1040,946,1443
330,747,1068,1079,722,1108,946,1443
345,747,1040,1071,746,1111,716,1443
345,747,989,1087,780,1108,707,1419
567,747,945,920,991,989,826,1417
653,715,977,917,994,657,1158,1417
658,598,1094,917,978,610,1221,1311
658,579,1112,846,1049,580,1252,1261
658,579,1112,704,1086,667,1270,1204
658,532,1158,463,1304,588,1373,1278
658,532,1108,513,1243,546,1403,1250
746,521,917,715,1240,497,1452,1235
746,515,852,786,1200,389,1500,1220
824,453,888,812,1199,367,1412,1237
841,360,930,863,1145,411,1394,1290
836,392,927,892,1126,430,1362,1175
810,418,811,1008,1126,430,1362,1213
805,423,801,1018,1122,434,1306,1267
846,437,803,1018,1108,448,1296,1230
848,379,857,1022,1022,534,1296,1122
848,378,825,1055,902,654,1296,1173
876,331,696,1231,873,683,1296,1266
876,331,673,1254,866,690,1296,1383
869,326,685,1232,884,694,1150,1425
1109,321,674,1251,830,748,1144,1448
1100,330,674,1251,775,803,1106,1409
1063,367,669,1256,775,803,1106,1376
1044,386,598,1327,763,815,1088,1399
977,291,716,1358,776,815,1088,1401
906,354,724,1299,835,793,1090,1398
906,341,730,1306,835,792,1047,1374
1077,318,747,1233,914,790,1040,1320
1153,330,747,1068,1079,722,1108,1495
1138,345,747,1040,1071,746,1111,1529
1138,345,747,989,1087,780,1108,1589
916,567,747,945,920,991,989,1618
870,653,715,977,917,994,657,1618
895,658,598,1094,917,978,610,1713
895,658,579,1112,846,1049,580,1689
900,658,579,1112,704,1086,667,1656
967,658,532,1158,463,1304,588,1583
971,658,532,1108,513,1243,546,1591
883,746,521,917,715,1240,497,1593
883,746,515,852,786,1200,389,1588
805,824,453,888,812,1199,367,1560
808,841,360,930,863,1145,411,1472
765,836,392,927,892,1126,430,1428
766,810,418,811,1008,1126,430,1304
832,805,423,801,1018,1122,434,1307
820,846,437,803,1018,1108,448,1382
821,848,379,857,1022,1022,534,1417
821,848,378,825,1055,902,654,1369
793,876,331,696,1231,873,683,1313
793,876,331,673,1254,866,690,1197
793,869,326,685,1232,884,694,1155
622,1109,321,674,1251,830,748,1084
801,1100,330,674,1251,775,803,962
854,1063,367,669,1256,775,803,992
854,1044,386,598,1327,763,815,995
854,977,291,716,1358,776,815,987
854,906,354,724,1299,835,793,984
869,906,341,730,1306,835,792,936
704,1077,318,747,1233,914,790,834
690,1153,330,747,1068,1079,722,659
904,1138,345,747,1040,1071,746,625
904,1138,345,747,989,1087,780,565
904,916,567,747,945,920,991,840
864,870,653,715,977,917,994,881
879,895,658,598,1094,917,978,810
879,895,658,579,1112,846,1049,899
874,900,658,579,1112,704,1086,907
828,967,658,532,1158,463,1304,906
877,971,658,532,1108,513,1243,903
880,883,746,521,917,715,1240,901
880,883,746,515,852,786,1200,901
888,805,824,453,888,812,1199,952
869,808,841,360,930,863,1145,1009
865,765,836,392,927,892,1126,1035
864,766,810,418,811,1008,1126,1035
839,832,805,423,801,1018,1122,1028
812,820,846,437,803,1018,1108,963
809,821,848,379,857,1022,1022,974
922,821,848,378,825,1055,902,1304
922,793,876,331,696,1231,873,1268
941,793,876,331,673,1254,866,1267
943,793,869,326,685,1232,884,1267
871,622,1109,321,674,1251,830,1267
692,801,1100,330,674,1251,775,1267
639,854,1063,367,669,1256,775,1223
639,854,1044,386,598,1327,763,1179
639,854,977,291,716,1358,776,1179
639,854,906,354,724,1299,835,1179
627,869,906,341,730,1306,835,1179
685,704,1077,318,747,1233,914,1087
687,690,1153,330,747,1068,1079,1196
473,904,1138,345,747,1040,1071,1202
683,904,1138,345,747,989,1087,1207
741,904,916,567,747,945,920,912
758,864,870,653,715,977,917,871
713,879,895,658,598,1094,917,847
713,879,895,658,579,1112,846,751
713,874,900,658,579,1112,704,771
707,828,967,658,532,1158,463,772
1057,877,971,658,532,1108,513,767
1283,880,883,746,521,917,715,767
1283,880,883,746,515,852,786,767
1275,888,805,824,453,888,812,716
1274,869,808,841,360,930,863,659
1268,865,765,836,392,927,892,710
1268,864,766,810,418,811,1008,729
1227,839,832,805,423,801,1018,679
1209,812,820,846,437,803,1018,668
1209,809,821,848,379,857,1022,590
1096,922,821,848,378,825,1055,256
1100,922,793,876,331,696,1231,255
1081,941,793,876,331,673,1254,312
1079,943,793,869,326,685,1232,312
1079,871,622,1109,321,674,1251,312
1079,692,801,1100,330,674,1251,479
1079,639,854,1063,367,669,1256,489
1079,639,854,1044,386,598,1327,530
1155,639,854,977,291,716,1358,530
1253,639,854,906,354,724,1299,530
1302,627,869,906,341,730,1306,544
1264,685,704,1077,318,747,1233,549
1190,687,690,1153,330,747,1068,440
1257,473,904,1138,345,747,1040,434
1091,683,904,1138,345,747,989,429
1033,741,904,916,567,747,945,420
1065,758,864,870,653,715,977,420
1065,713,879,895,658,598,1094,425
1065,713,879,895,658,579,1112,476
1065,713,874,900,658,579,1112,447
1052,707,828,967,658,532,1158,446
649,1057,877,971,658,532,1108,446
420,1283,880,883,746,521,917,446
428,1283,880,883,746,515,852,446
491,1275,888,805,824,453,888,446
491,1274,869,808,841,360,930,456
491,1268,865,765,836,392,927,379
491,1268,864,766,810,418,811,360
491,1227,839,832,805,423,801,360
510,1209,812,820,846,437,803,374
510,1209,809,821,848,379,857,375
511,1096,922,821,848,378,825,375
515,1100,922,793,876,331,696,375
515,1081,941,793,876,331,673,318
515,1079,943,793,869,326,685,318
679,1079,871,622,1109,321,674,318
682,1079,692,801,1100,330,674,151
702,1079,639,854,1063,367,669,380
760,1079,639,854,1044,386,598,352
734,1155,639,854,977,291,716,352
689,1253,639,854,906,354,724,352
637,1302,627,869,906,341,730,338
611,1264,685,704,1077,318,747,333
609,1190,687,690,1153,330,747,333
542,1257,473,904,1138,345,747,333
505,1091,683,904,1138,345,747,406
506,1033,741,904,916,567,747,409
457,1065,758,864,870,653,715,509
569,1065,713,879,895,658,598,615
618,1065,713,879,895,658,579,592
668,1065,713,874,900,658,579,624
674,1052,707,828,967,658,532,624
674,649,1057,877,971,658,532,680
674,420,1283,880,883,746,521,690
670,428,1283,880,883,746,515,690
634,491,1275,888,805,824,453,690
634,491,1274,869,808,841,360,680
640,491,1268,865,765,836,392,680
642,491,1268,864,766,810,418,826
648,491,1227,839,832,805,423,832
657,510,1209,812,820,846,437,856
720,510,1209,809,821,848,379,855
729,511,1096,922,821,848,378,873
737,515,1100,922,793,876,331,873
737,515,1081,941,793,876,331,893
737,515,1079,943,793,869,326,937
573,679,1079,871,622,1109,321,946
570,682,1079,692,801,1100,330,946
550,702,1079,639,854,1063,367,716
527,760,1079,639,854,1044,386,707
553,734,1155,639,854,977,291,826
508,689,1253,639,854,906,354,1158
561,637,1302,627,869,906,341,1221
654,611,1264,685,704,1077,318,1252
778,609,1190,687,690,1153,330,1270
848,542,1257,473,904,1138,345,1373
842,505,1091,683,904,1138,345,1403
841,506,1033,741,904,916,567,1452
854,457,1065,758,864,870,653,1500
743,569,1065,713,879,895,658,1412
694,618,1065,713,879,895,658,1394
644,668,1065,713,874,900,658,1362
636,674,1052,707,828,967,658,1362
641,674,649,1057,877,971,658,1306
641,674,420,1283,880,883,746,1296
637,670,428,1283,880,883,746,1296
637,634,491,1275,888,805,824,1296
643,634,491,1274,869,808,841,1296
642,640,491,1268,865,765,836,1296
661,642,491,1268,864,766,810,1150
657,648,491,1227,839,832,805,1144
630,657,510,1209,812,820,846,1106
567,720,510,1209,809,821,848,1106
557,729,511,1096,922,821,848,1088
541,737,515,1100,922,793,876,1088
541,737,515,1081,941,793,876,1090
541,737,515,1079,943,793,869,1047
541,573,679,1079,871,622,1109,1040
541,570,682,1079,692,801,1100,1108
541,550,702,1079,639,854,1063,1111
520,527,760,1079,639,854,1044,1108
444,553,734,1155,639,854,977,989
436,508,689,1253,639,854,906,657
383,561,637,1302,627,869,906,610
290,654,611,1264,685,704,1077,580
169,778,609,1190,687,690,1153,667
99,848,542,1257,473,904,1138,588
98,842,505,1091,683,904,1138,546
98,841,506,1033,741,904,916,497
85,854,457,1065,758,864,870,389
84,743,569,1065,713,879,895,367
84,694,618,1065,713,879,895,411
84,644,668,1065,713,874,900,430
84,636,674,1052,707,828,967,430
88,641,674,649,1057,877,971,434
88,641,674,420,1283,880,883,448
88,637,670,428,1283,880,883,534
81,637,634,491,1275,888,805,654
263,643,634,491,1274,869,808,683
365,642,640,491,1268,865,765,690
356,661,642,491,1268,864,766,694
