Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,Accum_y-1
225,149,1125,233,1330,855,148,676
227,143,1087,276,1331,855,110,676
227,142,1031,283,1381,758,207,661
283,142,1022,292,1381,751,214,656
350,142,995,319,1363,769,212,559
355,142,849,465,1362,770,212,456
366,142,538,756,1291,861,212,463
366,142,325,941,1187,989,216,437
366,142,257,1001,1168,1016,201,437
356,152,247,1011,1164,1020,201,465
358,152,247,1011,1164,1020,201,491
358,152,244,1006,1081,1049,218,504
358,136,256,1010,1014,1116,206,502
347,147,214,1052,995,1135,206,501
317,161,223,1038,990,1166,206,407
310,155,236,1022,989,1183,205,296
310,113,274,985,1025,1158,235,263
310,104,240,996,1024,1138,288,271
301,107,240,1000,989,1174,289,250
301,107,179,1061,989,1123,332,268
301,107,172,1068,989,972,483,282
301,97,174,1076,878,968,598,284
315,73,189,1085,852,971,621,275
319,73,178,1096,839,948,657,330
288,104,148,1126,800,876,768,330
288,104,148,1126,663,1000,774,296
288,104,148,1126,660,1003,774,296
225,167,148,1126,647,1016,774,296
197,212,148,1126,437,1226,760,296
276,225,149,1126,363,1238,822,296
298,225,149,1126,232,1330,855,296
323,225,149,1125,233,1330,855,315
321,227,143,1087,276,1331,855,317
335,227,142,1031,283,1381,758,561
601,283,142,1022,292,1381,751,561
910,350,142,995,319,1363,769,560
921,355,142,849,465,1362,770,552
917,366,142,538,756,1291,861,541
917,366,142,325,941,1187,989,471
917,366,142,257,1001,1168,1016,471
957,356,152,247,1011,1164,1020,443
955,358,152,247,1011,1164,1020,417
1044,358,152,244,1006,1081,1049,404
1046,358,136,256,1010,1014,1116,404
1046,347,147,214,1052,995,1135,404
1041,317,161,223,1038,990,1166,404
1041,310,155,236,1022,989,1183,386
1041,310,113,274,985,1025,1158,404
1130,310,104,240,996,1024,1138,557
1193,301,107,240,1000,989,1174,557
1256,301,107,179,1061,989,1123,537
1256,301,107,172,1068,989,972,590
1294,301,97,174,1076,878,968,576
1280,315,73,189,1085,852,971,591
1276,319,73,178,1096,839,948,540
1365,288,104,148,1126,800,876,542
1391,288,104,148,1126,663,1000,561
1391,288,104,148,1126,660,1003,592
1391,225,167,148,1126,647,1016,677
1374,197,212,148,1126,437,1226,684
1281,276,225,149,1126,363,1238,684
1259,298,225,149,1126,232,1330,697
1234,323,225,149,1125,233,1330,712
1293,321,227,143,1087,276,1331,724
1282,335,227,142,1031,283,1381,480
986,601,283,142,1022,292,1381,521
620,910,350,142,995,319,1363,521
638,921,355,142,849,465,1362,521
646,917,366,142,538,756,1291,521
662,917,366,142,325,941,1187,521
669,917,366,142,257,1001,1168,521
629,957,356,152,247,1011,1164,521
629,955,358,152,247,1011,1164,521
540,1044,358,152,244,1006,1081,556
677,1046,358,136,256,1010,1014,580
677,1046,347,147,214,1052,995,580
677,1041,317,161,223,1038,990,832
677,1041,310,155,236,1022,989,1213
677,1041,310,113,274,985,1025,1290
588,1130,310,104,240,996,1024,1129
532,1193,301,107,240,1000,989,1129
469,1256,301,107,179,1061,989,1129
469,1256,301,107,172,1068,989,1052
431,1294,301,97,174,1076,878,1052
431,1280,315,73,189,1085,852,1048
431,1276,319,73,178,1096,839,1072
342,1365,288,104,148,1126,800,1070
316,1391,288,104,148,1126,663,1091
320,1391,288,104,148,1126,660,1182
320,1391,225,167,148,1126,647,1191
320,1374,197,212,148,1126,437,1184
320,1281,276,225,149,1126,363,1184
320,1259,298,225,149,1126,232,1171
381,1234,323,225,149,1125,233,1258
322,1293,321,227,143,1087,276,1268
374,1282,335,227,142,1031,283,1378
351,986,601,283,142,1022,292,1337
541,620,910,350,142,995,319,1339
512,638,921,355,142,849,465,1339
510,646,917,366,142,538,756,1344
494,662,917,366,142,325,941,1348
488,669,917,366,142,257,1001,1349
640,629,957,356,152,247,1011,1349
682,629,955,358,152,247,1011,1349
707,540,1044,358,152,244,1006,1344
568,677,1046,358,136,256,1010,1320
568,677,1046,347,147,214,1052,1320
568,677,1041,317,161,223,1038,1129
608,677,1041,310,155,236,1022,748
626,677,1041,310,113,274,985,653
763,588,1130,310,104,240,996,653
900,532,1193,301,107,240,1000,653
900,469,1256,301,107,179,1061,653
1112,469,1256,301,107,172,1068,653
1139,431,1294,301,97,174,1076,663
1139,431,1280,315,73,189,1085,807
1139,431,1276,319,73,178,1096,779
1139,342,1365,288,104,148,1126,779
1139,316,1391,288,104,148,1126,739
1135,320,1391,288,104,148,1126,617
1135,320,1391,225,167,148,1126,523
1135,320,1374,197,212,148,1126,523
1135,320,1281,276,225,149,1126,523
1190,320,1259,298,225,149,1126,525
1140,381,1234,323,225,149,1125,464
1140,322,1293,321,227,143,1087,667
1086,374,1282,335,227,142,1031,573
1083,351,986,601,283,142,1022,638
955,541,620,910,350,142,995,792
1028,512,638,921,355,142,849,792
1015,510,646,917,366,142,538,787
1015,494,662,917,366,142,325,783
1014,488,669,917,366,142,257,789
862,640,629,957,356,152,247,849
820,682,629,955,358,152,247,879
795,707,540,1044,358,152,244,849
795,568,677,1046,358,136,256,863
796,568,677,1046,347,147,214,903
796,568,677,1041,317,161,223,846
756,608,677,1041,310,155,236,846
738,626,677,1041,310,113,274,846
601,763,588,1130,310,104,240,846
457,900,532,1193,301,107,240,846
457,900,469,1256,301,107,179,916
245,1112,469,1256,301,107,172,921
218,1139,431,1294,301,97,174,1049
218,1139,431,1280,315,73,189,952
218,1139,431,1276,319,73,178,1108
242,1139,342,1365,288,104,148,1121
242,1139,316,1391,288,104,148,1159
245,1135,320,1391,288,104,148,1159
245,1135,320,1391,225,167,148,1159
269,1135,320,1374,197,212,148,1161
376,1135,320,1281,276,225,149,1161
330,1190,320,1259,298,225,149,1159
418,1140,381,1234,323,225,149,1099
535,1140,322,1293,321,227,143,887
546,1086,374,1282,335,227,142,871
787,1083,351,986,601,283,142,806
801,955,541,620,910,350,142,695
996,1028,512,638,921,355,142,707
1001,1015,510,646,917,366,142,707
1001,1015,494,662,917,366,142,707
1001,1014,488,669,917,366,142,701
1001,862,640,629,957,356,152,641
1001,820,682,629,955,358,152,611
1040,795,707,540,1044,358,152,611
1204,795,568,677,1046,358,136,605
1288,796,568,677,1046,347,147,565
1378,796,568,677,1041,317,161,561
1442,756,608,677,1041,310,155,561
1442,738,626,677,1041,310,113,561
1442,601,763,588,1130,310,104,561
1442,457,900,532,1193,301,107,568
1442,457,900,469,1256,301,107,498
1457,245,1112,469,1256,301,107,493
1509,218,1139,431,1294,301,97,369
1509,218,1139,431,1280,315,73,311
1512,218,1139,431,1276,319,73,161
1513,242,1139,342,1365,288,104,148
1933,242,1139,316,1391,288,104,110
1967,245,1135,320,1391,288,104,207
1972,245,1135,320,1391,225,167,214
1958,269,1135,320,1374,197,212,212
1923,376,1135,320,1281,276,225,212
1917,330,1190,320,1259,298,225,212
1823,418,1140,381,1234,323,225,216
1741,535,1140,322,1293,321,227,201
1793,546,1086,374,1282,335,227,201
1664,787,1083,351,986,601,283,201
1588,801,955,541,620,910,350,218
1315,996,1028,512,638,921,355,206
1310,1001,1015,510,646,917,366,206
1310,1001,1015,494,662,917,366,206
1310,1001,1014,488,669,917,366,205
1310,1001,862,640,629,957,356,235
1349,1001,820,682,629,955,358,288
1310,1040,795,707,540,1044,358,289
1153,1204,795,568,677,1046,358,332
1069,1288,796,568,677,1046,347,483
979,1378,796,568,677,1041,317,598
915,1442,756,608,677,1041,310,621
915,1442,738,626,677,1041,310,657
915,1442,601,763,588,1130,310,768
915,1442,457,900,532,1193,301,774
915,1442,457,900,469,1256,301,774
900,1457,245,1112,469,1256,301,774
848,1509,218,1139,431,1294,301,760
848,1509,218,1139,431,1280,315,822
845,1512,218,1139,431,1276,319,855
820,1513,242,1139,342,1365,288,855
400,1933,242,1139,316,1391,288,855
364,1967,245,1135,320,1391,288,758
384,1972,245,1135,320,1391,225,751
383,1958,269,1135,320,1374,197,769
311,1923,376,1135,320,1281,276,770
319,1917,330,1190,320,1259,298,861
328,1823,418,1140,381,1234,323,989
294,1741,535,1140,322,1293,321,1016
231,1793,546,1086,374,1282,335,1020
186,1664,787,1083,351,986,601,1020
219,1588,801,955,541,620,910,1049
219,1315,996,1028,512,638,921,1116
219,1310,1001,1015,510,646,917,1135
219,1310,1001,1015,494,662,917,1166
219,1310,1001,1014,488,669,917,1183
219,1310,1001,862,640,629,957,1158
181,1349,1001,820,682,629,955,1138
183,1310,1040,795,707,540,1044,1174
176,1153,1204,795,568,677,1046,1123
175,1069,1288,796,568,677,1046,972
175,979,1378,796,568,677,1041,968
175,915,1442,756,608,677,1041,971
176,915,1442,738,626,677,1041,948
176,915,1442,601,763,588,1130,876
176,915,1442,457,900,532,1193,1000
176,915,1442,457,900,469,1256,1003
191,900,1457,245,1112,469,1256,1016
197,848,1509,218,1139,431,1294,1226
201,848,1509,218,1139,431,1280,1238
243,845,1512,218,1139,431,1276,1330
243,820,1513,242,1139,342,1365,1330
243,400,1933,242,1139,316,1391,1331
299,364,1967,245,1135,320,1391,1381
406,384,1972,245,1135,320,1391,1381
456,383,1958,269,1135,320,1374,1363
649,311,1923,376,1135,320,1281,1362
689,319,1917,330,1190,320,1259,1291
750,328,1823,418,1140,381,1234,1187
886,294,1741,535,1140,322,1293,1168
916,231,1793,546,1086,374,1282,1164
887,186,1664,787,1083,351,986,1164
926,219,1588,801,955,541,620,1081
989,219,1315,996,1028,512,638,1014
995,219,1310,1001,1015,510,646,995
1215,219,1310,1001,1015,494,662,990
1646,219,1310,1001,1014,488,669,989
1738,219,1310,1001,862,640,629,1025
1845,181,1349,1001,820,682,629,1024
1900,183,1310,1040,795,707,540,989
1975,176,1153,1204,795,568,677,989
1975,175,1069,1288,796,568,677,989
1988,175,979,1378,796,568,677,878
1993,175,915,1442,756,608,677,852
2009,176,915,1442,738,626,677,839
2080,176,915,1442,601,763,588,800
2144,176,915,1442,457,900,532,663
2322,176,915,1442,457,900,469,660
2307,191,900,1457,245,1112,469,647
2337,197,848,1509,218,1139,431,437
2432,201,848,1509,218,1139,431,363
2431,243,845,1512,218,1139,431,232
2560,243,820,1513,242,1139,342,233
2721,243,400,1933,242,1139,316,276
2685,299,364,1967,245,1135,320,283
2553,406,384,1972,245,1135,320,292
2494,456,383,1958,269,1135,320,319
2301,649,311,1923,376,1135,320,465
2250,689,319,1917,330,1190,320,756
2230,750,328,1823,418,1140,381,941
2134,886,294,1741,535,1140,322,1001
2158,916,231,1793,546,1086,374,1011
2120,887,186,1664,787,1083,351,1011
2038,926,219,1588,801,955,541,1006
1975,989,219,1315,996,1028,512,1010
1969,995,219,1310,1001,1015,510,1052
1773,1215,219,1310,1001,1015,494,1038
1348,1646,219,1310,1001,1014,488,1022
1256,1738,219,1310,1001,862,640,985
1152,1845,181,1349,1001,820,682,996
1126,1900,183,1310,1040,795,707,1000
1057,1975,176,1153,1204,795,568,1061
1107,1975,175,1069,1288,796,568,1068
1153,1988,175,979,1378,796,568,1076
1253,1993,175,915,1442,756,608,1085
1253,2009,176,915,1442,738,626,1096
1185,2080,176,915,1442,601,763,1126
1129,2144,176,915,1442,457,900,1126
951,2322,176,915,1442,457,900,1126
958,2307,191,900,1457,245,1112,1126
994,2337,197,848,1509,218,1139,1126
994,2432,201,848,1509,218,1139,1126
968,2431,243,845,1512,218,1139,1126
839,2560,243,820,1513,242,1139,1125
695,2721,243,400,1933,242,1139,1087
674,2685,299,364,1967,245,1135,1031
677,2553,406,384,1972,245,1135,1022
681,2494,456,383,1958,269,1135,995
681,2301,649,311,1923,376,1135,849
681,2250,689,319,1917,330,1190,538
626,2230,750,328,1823,418,1140,325
586,2134,886,294,1741,535,1140,257
531,2158,916,231,1793,546,1086,247
531,2120,887,186,1664,787,1083,247
531,2038,926,219,1588,801,955,244
531,1975,989,219,1315,996,1028,256
531,1969,995,219,1310,1001,1015,214
507,1773,1215,219,1310,1001,1015,223
501,1348,1646,219,1310,1001,1014,236
501,1256,1738,219,1310,1001,862,274
528,1152,1845,181,1349,1001,820,240
513,1126,1900,183,1310,1040,795,240
532,1057,1975,176,1153,1204,795,179
482,1107,1975,175,1069,1288,796,172
423,1153,1988,175,979,1378,796,174
320,1253,1993,175,915,1442,756,189
351,1253,2009,176,915,1442,738,178
350,1185,2080,176,915,1442,601,148
390,1129,2144,176,915,1442,457,148
441,951,2322,176,915,1442,457,148
434,958,2307,191,900,1457,245,148
362,994,2337,197,848,1509,218,148
266,994,2432,201,848,1509,218,149
253,968,2431,243,845,1512,218,149
283,839,2560,243,820,1513,242,149
266,695,2721,243,400,1933,242,143
266,674,2685,299,364,1967,245,142
263,677,2553,406,384,1972,245,142
269,681,2494,456,383,1958,269,142
298,681,2301,649,311,1923,376,142
298,681,2250,689,319,1917,330,142
360,626,2230,750,328,1823,418,142
366,586,2134,886,294,1741,535,142
383,531,2158,916,231,1793,546,152
426,531,2120,887,186,1664,787,152
526,531,2038,926,219,1588,801,152
526,531,1975,989,219,1315,996,136
582,531,1969,995,219,1310,1001,147
594,507,1773,1215,219,1310,1001,161
599,501,1348,1646,219,1310,1001,155
620,501,1256,1738,219,1310,1001,113
638,528,1152,1845,181,1349,1001,104
626,513,1126,1900,183,1310,1040,107
601,532,1057,1975,176,1153,1204,107
614,482,1107,1975,175,1069,1288,107
615,423,1153,1988,175,979,1378,97
613,320,1253,1993,175,915,1442,73
644,351,1253,2009,176,915,1442,73
743,350,1185,2080,176,915,1442,104
734,390,1129,2144,176,915,1442,104
683,441,951,2322,176,915,1442,104
763,434,958,2307,191,900,1457,167
785,362,994,2337,197,848,1509,212
787,266,994,2432,201,848,1509,225
788,253,968,2431,243,845,1512,225
786,283,839,2560,243,820,1513,225
921,266,695,2721,243,400,1933,227
931,266,674,2685,299,364,1967,227
996,263,677,2553,406,384,1972,283
992,269,681,2494,456,383,1958,350
983,298,681,2301,649,311,1923,355
983,298,681,2250,689,319,1917,366
921,360,626,2230,750,328,1823,366
914,366,586,2134,886,294,1741,366
897,383,531,2158,916,231,1793,356
854,426,531,2120,887,186,1664,358
754,526,531,2038,926,219,1588,358
754,526,531,1975,989,219,1315,358
698,582,531,1969,995,219,1310,347
686,594,507,1773,1215,219,1310,317
681,599,501,1348,1646,219,1310,310
723,620,501,1256,1738,219,1310,310
682,638,528,1152,1845,181,1349,310
679,626,513,1126,1900,183,1310,301
693,601,532,1057,1975,176,1153,301
680,614,482,1107,1975,175,1069,301
679,615,423,1153,1988,175,979,301
679,613,320,1253,1993,175,915,315
600,644,351,1253,2009,176,915,319
499,743,350,1185,2080,176,915,288
460,734,390,1129,2144,176,915,288
523,683,441,951,2322,176,915,288
453,763,434,958,2307,191,900,225
482,785,362,994,2337,197,848,197
477,787,266,994,2432,201,848,276
534,788,253,968,2431,243,845,298
506,786,283,839,2560,243,820,323
371,921,266,695,2721,243,400,321
361,931,266,674,2685,299,364,335
297,996,263,677,2553,406,384,601
297,992,269,681,2494,456,383,910
329,983,298,681,2301,649,311,921
329,983,298,681,2250,689,319,917
329,921,360,626,2230,750,328,917
329,914,366,586,2134,886,294,917
362,897,383,531,2158,916,231,957
369,854,426,531,2120,887,186,955
464,754,526,531,2038,926,219,1044
577,754,526,531,1975,989,219,1046
583,698,582,531,1969,995,219,1046
698,686,594,507,1773,1215,219,1041
718,681,599,501,1348,1646,219,1041
655,723,620,501,1256,1738,219,1041
672,682,638,528,1152,1845,181,1130
674,679,626,513,1126,1900,183,1193
660,693,601,532,1057,1975,176,1256
660,680,614,482,1107,1975,175,1256
660,679,615,423,1153,1988,175,1294
660,679,613,320,1253,1993,175,1280
660,600,644,351,1253,2009,176,1276
794,499,743,350,1185,2080,176,1365
825,460,734,390,1129,2144,176,1391
926,523,683,441,951,2322,176,1391
938,453,763,434,958,2307,191,1391
898,482,785,362,994,2337,197,1374
900,477,787,266,994,2432,201,1281
840,534,788,253,968,2431,243,1259
840,506,786,283,839,2560,243,1234
859,371,921,266,695,2721,243,1293
864,361,931,266,674,2685,299,1282
863,297,996,263,677,2553,406,986
857,297,992,269,681,2494,456,620
805,329,983,298,681,2301,649,638
805,329,983,298,681,2250,689,646
805,329,921,360,626,2230,750,662
805,329,914,366,586,2134,886,669
772,362,897,383,531,2158,916,629
765,369,854,426,531,2120,887,629
670,464,754,526,531,2038,926,540
557,577,754,526,531,1975,989,677
551,583,698,582,531,1969,995,677
436,698,686,594,507,1773,1215,677
416,718,681,599,501,1348,1646,677
416,655,723,620,501,1256,1738,677
391,672,682,638,528,1152,1845,588
388,674,679,626,513,1126,1900,532
388,660,693,601,532,1057,1975,469
388,660,680,614,482,1107,1975,469
388,660,679,615,423,1153,1988,431
388,660,679,613,320,1253,1993,431
388,660,600,644,351,1253,2009,431
254,794,499,743,350,1185,2080,342
223,825,460,734,390,1129,2144,316
59,926,523,683,441,951,2322,320
37,938,453,763,434,958,2307,320
65,898,482,785,362,994,2337,320
96,900,477,787,266,994,2432,320
97,840,534,788,253,968,2431,320
97,840,506,786,283,839,2560,381
78,859,371,921,266,695,2721,322
73,864,361,931,266,674,2685,374
73,863,297,996,263,677,2553,351
75,857,297,992,269,681,2494,541
75,805,329,983,298,681,2301,512
75,805,329,983,298,681,2250,510
75,805,329,921,360,626,2230,494
75,805,329,914,366,586,2134,488
77,772,362,897,383,531,2158,640
77,765,369,854,426,531,2120,682
77,670,464,754,526,531,2038,707
77,557,577,754,526,531,1975,568
77,551,583,698,582,531,1969,568
132,436,698,686,594,507,1773,568
132,416,718,681,599,501,1348,608
132,416,655,723,620,501,1256,626
132,391,672,682,638,528,1152,763
142,388,674,679,626,513,1126,900
142,388,660,693,601,532,1057,900
185,388,660,680,614,482,1107,1112
276,388,660,679,615,423,1153,1139
352,388,660,679,613,320,1253,1139
352,388,660,600,644,351,1253,1139
352,254,794,499,743,350,1185,1139
352,223,825,460,734,390,1129,1139
352,59,926,523,683,441,951,1135
352,37,938,453,763,434,958,1135
406,65,898,482,785,362,994,1135
395,96,900,477,787,266,994,1135
394,97,840,534,788,253,968,1190
508,97,840,506,786,283,839,1140
569,78,859,371,921,266,695,1140
632,73,864,361,931,266,674,1086
632,73,863,297,996,263,677,1083
630,75,857,297,992,269,681,955
630,75,805,329,983,298,681,1028
630,75,805,329,983,298,681,1015
647,75,805,329,921,360,626,1015
647,75,805,329,914,366,586,1014
852,77,772,362,897,383,531,862
853,77,765,369,854,426,531,820
853,77,670,464,754,526,531,795
853,77,557,577,754,526,531,795
864,77,551,583,698,582,531,796
809,132,436,698,686,594,507,796
830,132,416,718,681,599,501,756
832,132,416,655,723,620,501,738
833,132,391,672,682,638,528,601
829,142,388,674,679,626,513,457
829,142,388,660,693,601,532,457
786,185,388,660,680,614,482,245
695,276,388,660,679,615,423,218
619,352,388,660,679,613,320,218
619,352,388,660,600,644,351,218
619,352,254,794,499,743,350,242
619,352,223,825,460,734,390,242
630,352,59,926,523,683,441,245
709,352,37,938,453,763,434,245
689,406,65,898,482,785,362,269
793,395,96,900,477,787,266,376
825,394,97,840,534,788,253,330
877,508,97,840,506,786,283,418
816,569,78,859,371,921,266,535
832,632,73,864,361,931,266,546
832,632,73,863,297,996,263,787
953,630,75,857,297,992,269,801
964,630,75,805,329,983,298,996
968,630,75,805,329,983,298,1001
965,647,75,805,329,921,360,1001
1015,647,75,805,329,914,366,1001
900,852,77,772,362,897,383,1001
950,853,77,765,369,854,426,1001
951,853,77,670,464,754,526,1040
951,853,77,557,577,754,526,1204
940,864,77,551,583,698,582,1288
1086,809,132,436,698,686,594,1378
1067,830,132,416,718,681,599,1442
1065,832,132,416,655,723,620,1442
1064,833,132,391,672,682,638,1442
1058,829,142,388,674,679,626,1442
1058,829,142,388,660,693,601,1442
1058,786,185,388,660,680,614,1457
1058,695,276,388,660,679,615,1509
1058,619,352,388,660,679,613,1509
1071,619,352,388,660,600,644,1512
1078,619,352,254,794,499,743,1513
1078,619,352,223,825,460,734,1933
1067,630,352,59,926,523,683,1967
988,709,352,37,938,453,763,1972
915,689,406,65,898,482,785,1958
789,793,395,96,900,477,787,1923
757,825,394,97,840,534,788,1917
591,877,508,97,840,506,786,1823
591,816,569,78,859,371,921,1741
512,832,632,73,864,361,931,1793
512,832,632,73,863,297,996,1664
391,953,630,75,857,297,992,1588
380,964,630,75,805,329,983,1315
376,968,630,75,805,329,983,1310
362,965,647,75,805,329,921,1310
312,1015,647,75,805,329,914,1310
220,900,852,77,772,362,897,1310
169,950,853,77,765,369,854,1349
239,951,853,77,670,464,754,1310
333,951,853,77,557,577,754,1153
416,940,864,77,551,583,698,1069
310,1086,809,132,436,698,686,979
320,1067,830,132,416,718,681,915
377,1065,832,132,416,655,723,915
387,1064,833,132,391,672,682,915
452,1058,829,142,388,674,679,915
580,1058,829,142,388,660,693,915
637,1058,786,185,388,660,680,900
637,1058,695,276,388,660,679,848
637,1058,619,352,388,660,679,848
624,1071,619,352,388,660,600,845
617,1078,619,352,254,794,499,820
617,1078,619,352,223,825,460,400
622,1067,630,352,59,926,523,364
681,988,709,352,37,938,453,384
681,915,689,406,65,898,482,383
716,789,793,395,96,900,477,311
790,757,825,394,97,840,534,319
790,591,877,508,97,840,506,328
790,591,816,569,78,859,371,294
803,512,832,632,73,864,361,231
815,512,832,632,73,863,297,186
885,391,953,630,75,857,297,219
889,380,964,630,75,805,329,219
892,376,968,630,75,805,329,219
931,362,965,647,75,805,329,219
958,312,1015,647,75,805,329,219
963,220,900,852,77,772,362,219
963,169,950,853,77,765,369,181
1002,239,951,853,77,670,464,183
908,333,951,853,77,557,577,176
825,416,940,864,77,551,583,175
785,310,1086,809,132,436,698,175
788,320,1067,830,132,416,718,175
731,377,1065,832,132,416,655,176
721,387,1064,833,132,391,672,176
656,452,1058,829,142,388,674,176
528,580,1058,829,142,388,660,176
471,637,1058,786,185,388,660,191
471,637,1058,695,276,388,660,197
492,637,1058,619,352,388,660,201
553,624,1071,619,352,388,660,243
587,617,1078,619,352,254,794,243
631,617,1078,619,352,223,825,243
651,622,1067,630,352,59,926,299
622,681,988,709,352,37,938,406
681,681,915,689,406,65,898,456
648,716,789,793,395,96,900,649
576,790,757,825,394,97,840,689
576,790,591,877,508,97,840,750
603,790,591,816,569,78,859,886
609,803,512,832,632,73,864,916
597,815,512,832,632,73,863,887
530,885,391,953,630,75,857,926
526,889,380,964,630,75,805,989
529,892,376,968,630,75,805,995
491,931,362,965,647,75,805,1215
471,958,312,1015,647,75,805,1646
466,963,220,900,852,77,772,1738
466,963,169,950,853,77,765,1845
356,1002,239,951,853,77,670,1900
356,908,333,951,853,77,557,1975
357,825,416,940,864,77,551,1975
366,785,310,1086,809,132,436,1988
546,788,320,1067,830,132,416,1993
618,731,377,1065,832,132,416,2009
710,721,387,1064,833,132,391,2080
753,656,452,1058,829,142,388,2144
801,528,580,1058,829,142,388,2322
809,471,637,1058,786,185,388,2307
820,471,637,1058,695,276,388,2337
800,492,637,1058,619,352,388,2432
739,553,624,1071,619,352,388,2431
705,587,617,1078,619,352,254,2560
665,631,617,1078,619,352,223,2721
640,651,622,1067,630,352,59,2685
657,622,681,988,709,352,37,2553
614,681,681,915,689,406,65,2494
682,648,716,789,793,395,96,2301
711,576,790,757,825,394,97,2250
747,576,790,591,877,508,97,2230
720,603,790,591,816,569,78,2134
711,609,803,512,832,632,73,2158
712,597,815,512,832,632,73,2120
709,530,885,391,953,630,75,2038
709,526,889,380,964,630,75,1975
808,529,892,376,968,630,75,1969
807,491,931,362,965,647,75,1773
823,471,958,312,1015,647,75,1348
853,466,963,220,900,852,77,1256
1387,466,963,169,950,853,77,1152
1509,356,1002,239,951,853,77,1126
1525,356,908,333,951,853,77,1057
1816,357,825,416,940,864,77,1107
1921,366,785,310,1086,809,132,1153
1762,546,788,320,1067,830,132,1253
1930,618,731,377,1065,832,132,1253
2053,710,721,387,1064,833,132,1185
2024,753,656,452,1058,829,142,1129
1976,801,528,580,1058,829,142,951
1983,809,471,637,1058,786,185,958
2023,820,471,637,1058,695,276,994
2022,800,492,637,1058,619,352,994
2035,739,553,624,1071,619,352,968
2035,705,587,617,1078,619,352,839
2036,665,631,617,1078,619,352,695
2036,640,651,622,1067,630,352,674
2008,657,622,681,988,709,352,677
1997,614,681,681,915,689,406,681
