Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2,Accum_y-3
660,679,613,1280,591,99
660,600,644,1276,540,56
794,499,743,1365,542,56
825,460,734,1391,561,56
926,523,683,1391,592,51
938,453,763,1391,677,51
898,482,785,1374,684,142
900,477,787,1281,684,208
840,534,788,1259,697,228
840,506,786,1234,712,245
859,371,921,1293,724,321
864,361,931,1282,480,321
863,297,996,986,521,321
857,297,992,620,521,336
805,329,983,638,521,341
805,329,983,646,521,315
805,329,921,662,521,307
805,329,914,669,521,359
772,362,897,629,521,366
765,369,854,629,521,376
670,464,754,540,556,485
557,577,754,677,580,486
551,583,698,677,580,538
436,698,686,677,832,538
416,718,681,677,1213,565
416,655,723,677,1290,569
391,672,682,588,1129,587
388,674,679,532,1129,634
388,660,693,469,1129,634
388,660,680,469,1052,634
388,660,679,431,1052,634
388,660,679,431,1048,634
388,660,600,431,1072,634
254,794,499,342,1070,634
223,825,460,316,1091,634
59,926,523,320,1182,634
37,938,453,320,1191,638
65,898,482,320,1184,547
96,900,477,320,1184,481
97,840,534,320,1171,461
97,840,506,381,1258,444
78,859,371,322,1268,368
73,864,361,374,1378,368
73,863,297,351,1337,479
75,857,297,541,1339,483
75,805,329,512,1339,468
75,805,329,510,1344,464
75,805,329,494,1348,464
75,805,329,488,1349,428
77,772,362,640,1349,421
77,765,369,682,1349,411
77,670,464,707,1344,302
77,557,577,568,1320,301
77,551,583,568,1320,249
132,436,698,568,1129,251
132,416,718,608,748,372
132,416,655,626,653,449
132,391,672,763,653,432
142,388,674,900,653,385
142,388,660,900,653,385
185,388,660,1112,653,612
276,388,660,1139,663,612
352,388,660,1139,807,612
352,388,660,1139,779,612
352,254,794,1139,779,612
352,223,825,1139,739,612
352,59,926,1135,617,612
352,37,938,1135,523,608
406,65,898,1135,523,616
395,96,900,1135,523,728
394,97,840,1190,525,728
508,97,840,1140,464,728
569,78,859,1140,667,728
632,73,864,1086,573,728
632,73,863,1083,638,617
630,75,857,955,792,598
630,75,805,1028,792,598
630,75,805,1015,787,598
647,75,805,1015,783,598
647,75,805,1014,789,579
852,77,772,862,849,579
853,77,765,820,879,579
853,77,670,795,849,579
853,77,557,795,863,596
864,77,551,796,903,596
809,132,436,796,846,594
830,132,416,756,846,446
832,132,416,738,846,365
833,132,391,601,846,364
829,142,388,457,846,364
829,142,388,457,916,364
786,185,388,245,921,137
695,276,388,218,1049,137
619,352,388,218,952,141
619,352,388,218,1108,141
619,352,254,242,1121,141
619,352,223,242,1159,141
630,352,59,245,1159,141
709,352,37,245,1159,141
689,406,65,269,1161,133
793,395,96,376,1161,21
825,394,97,330,1159,21
877,508,97,418,1099,21
816,569,78,535,887,47
832,632,73,546,871,47
832,632,73,787,806,47
953,630,75,801,695,47
964,630,75,996,707,47
968,630,75,1001,707,52
965,647,75,1001,707,52
1015,647,75,1001,701,52
900,852,77,1001,641,52
950,853,77,1001,611,52
951,853,77,1040,611,52
951,853,77,1204,605,58
940,864,77,1288,565,58
1086,809,132,1378,561,70
1067,830,132,1442,561,190
1065,832,132,1442,561,263
1064,833,132,1442,561,291
1058,829,142,1442,568,338
1058,829,142,1442,498,480
1058,786,185,1457,493,507
1058,695,276,1509,369,520
1058,619,352,1509,311,516
1071,619,352,1512,161,516
1078,619,352,1513,148,516
1078,619,352,1933,110,615
1067,630,352,1967,207,712
988,709,352,1972,214,712
915,689,406,1958,212,712
789,793,395,1923,212,712
757,825,394,1917,212,712
591,877,508,1823,216,712
591,816,569,1741,201,778
512,832,632,1793,201,778
512,832,632,1664,201,778
391,953,630,1588,218,778
380,964,630,1315,206,780
376,968,630,1310,206,868
362,965,647,1310,206,947
312,1015,647,1310,205,953
220,900,852,1310,235,961
169,950,853,1349,288,961
239,951,853,1310,289,961
333,951,853,1153,332,938
416,940,864,1069,483,938
310,1086,809,979,598,926
320,1067,830,915,621,806
377,1065,832,915,657,733
387,1064,833,915,768,705
452,1058,829,915,774,658
580,1058,829,915,774,530
637,1058,786,900,774,503
637,1058,695,848,760,490
637,1058,619,848,822,585
624,1071,619,845,855,614
617,1078,619,820,855,660
617,1078,619,400,855,583
622,1067,630,364,758,486
681,988,709,384,751,558
681,915,689,383,769,625
716,789,793,311,770,630
790,757,825,319,861,630
790,591,877,328,989,717
790,591,816,294,1016,635
803,512,832,231,1020,792
815,512,832,186,1020,869
885,391,953,219,1049,914
889,380,964,219,1116,912
892,376,968,219,1135,819
931,362,965,219,1166,806
958,312,1015,219,1183,906
963,220,900,219,1158,904
963,169,950,181,1138,904
1002,239,951,183,1174,904
908,333,951,176,1123,904
825,416,940,175,972,904
785,310,1086,175,968,904
788,320,1067,175,971,904
731,377,1065,176,948,904
721,387,1064,176,876,904
656,452,1058,176,1000,904
528,580,1058,176,1003,890
471,637,1058,191,1016,890
471,637,1058,197,1226,890
492,637,1058,201,1238,795
553,624,1071,243,1330,766
587,617,1078,243,1330,720
631,617,1078,243,1331,698
651,622,1067,299,1381,698
622,681,988,406,1381,626
681,681,915,456,1363,559
648,716,789,649,1362,554
576,790,757,689,1291,554
576,790,591,750,1187,467
603,790,591,886,1168,457
609,803,512,916,1164,300
597,815,512,887,1164,223
530,885,391,926,1081,199
526,889,380,989,1014,287
529,892,376,995,995,397
491,931,362,1215,990,464
471,958,312,1646,989,404
466,963,220,1738,1025,513
466,963,169,1845,1024,543
356,1002,239,1900,989,565
356,908,333,1975,989,565
357,825,416,1975,989,565
366,785,310,1988,878,566
546,788,320,1993,852,575
618,731,377,2009,839,575
710,721,387,2080,800,575
753,656,452,2144,663,575
801,528,580,2322,660,575
809,471,637,2307,647,575
820,471,637,2337,437,575
800,492,637,2432,363,575
739,553,624,2431,232,595
705,587,617,2560,233,620
665,631,617,2721,276,620
640,651,622,2685,283,620
657,622,681,2553,292,629
614,681,681,2494,319,656
682,648,716,2301,465,720
711,576,790,2250,756,720
747,576,790,2230,941,720
720,603,790,2134,1001,720
711,609,803,2158,1011,720
712,597,815,2120,1011,720
709,530,885,2038,1006,699
709,526,889,1975,1010,611
808,529,892,1969,1052,501
807,491,931,1773,1038,378
823,471,958,1348,1022,339
853,466,963,1256,985,224
1387,466,963,1152,996,194
1509,356,1002,1126,1000,172
1525,356,908,1057,1061,172
1816,357,825,1107,1068,172
1921,366,785,1153,1076,171
1762,546,788,1253,1085,162
1930,618,731,1253,1096,162
2053,710,721,1185,1126,162
2024,753,656,1129,1126,162
1976,801,528,951,1126,162
1983,809,471,958,1126,162
2023,820,471,994,1126,162
2022,800,492,994,1126,163
2035,739,553,968,1126,178
2035,705,587,839,1125,172
2036,665,631,695,1087,172
2036,640,651,674,1031,172
2008,657,622,677,1022,163
1997,614,681,681,995,187
1967,682,648,681,849,137
1992,711,576,681,538,223
1991,747,576,626,325,242
2022,720,603,586,257,314
2019,711,609,531,247,314
2226,712,597,531,247,373
2271,709,530,531,244,397
2320,709,526,531,256,406
2221,808,529,531,214,406
2298,807,491,507,223,396
2325,823,471,501,236,389
2312,853,466,501,274,389
1778,1387,466,528,240,389
1715,1509,356,513,240,389
1732,1525,356,532,179,389
1464,1816,357,482,172,389
1356,1921,366,423,174,389
1320,1762,546,320,189,389
1080,1930,618,351,178,389
874,2053,710,350,148,389
935,2024,753,390,148,407
978,1976,801,441,148,407
963,1983,809,434,148,407
970,2023,820,362,148,413
994,2022,800,266,149,417
981,2035,739,253,149,382
1003,2035,705,283,149,363
998,2036,665,266,143,363
998,2036,640,266,142,378
979,2008,657,263,142,383
974,1997,614,269,142,430
934,1967,682,298,142,527
878,1992,711,298,142,445
888,1991,747,360,142,522
884,2022,720,366,142,450
1047,2019,711,383,152,450
952,2226,712,426,152,391
1012,2271,709,526,152,367
969,2320,709,526,136,360
967,2221,808,582,147,361
890,2298,807,594,161,455
840,2325,823,599,155,584
823,2312,853,620,113,617
854,1778,1387,638,104,617
806,1715,1509,626,107,638
834,1732,1525,601,107,640
834,1464,1816,614,107,650
859,1356,1921,615,97,662
859,1320,1762,613,73,671
918,1080,1930,644,73,671
910,874,2053,743,104,671
835,935,2024,734,104,687
792,978,1976,683,104,687
792,963,1983,763,167,687
734,970,2023,785,212,681
711,994,2022,787,225,676
711,981,2035,788,225,676
689,1003,2035,786,225,676
689,998,2036,921,227,676
731,998,2036,931,227,661
731,979,2008,996,283,656
731,974,1997,992,350,559
731,934,1967,983,355,456
731,878,1992,983,366,463
724,888,1991,921,366,437
700,884,2022,914,366,437
609,1047,2019,897,356,465
683,952,2226,854,358,491
679,1012,2271,754,358,504
719,969,2320,754,358,502
716,967,2221,698,347,501
716,890,2298,686,317,407
716,840,2325,681,310,296
716,823,2312,723,310,263
745,854,1778,682,310,271
772,806,1715,679,301,250
711,834,1732,693,301,268
687,834,1464,680,301,282
708,859,1356,679,301,284
726,859,1320,679,315,275
667,918,1080,600,319,330
666,910,874,499,288,330
666,835,935,460,288,296
666,792,978,523,288,296
666,792,963,453,225,296
666,734,970,482,197,296
665,711,994,477,276,296
665,711,981,534,298,296
665,689,1003,506,323,315
665,689,998,371,321,317
623,731,998,361,335,561
623,731,979,297,601,561
623,731,974,297,910,560
623,731,934,329,921,552
623,731,878,329,917,541
653,724,888,329,917,471
757,700,884,329,917,471
806,609,1047,362,957,443
621,683,952,369,955,417
520,679,1012,464,1044,404
474,719,969,577,1046,404
473,716,967,583,1046,404
473,716,890,698,1041,404
473,716,840,718,1041,386
509,716,823,655,1041,404
449,745,854,672,1130,557
421,772,806,674,1193,557
438,711,834,660,1256,537
470,687,834,660,1256,590
448,708,859,660,1294,576
449,726,859,660,1280,591
472,667,918,660,1276,540
512,666,910,794,1365,542
552,666,835,825,1391,561
599,666,792,926,1391,592
610,666,792,938,1391,677
610,666,734,898,1374,684
645,665,711,900,1281,684
645,665,711,840,1259,697
645,665,689,840,1234,712
646,665,689,859,1293,724
646,623,731,864,1282,480
658,623,731,863,986,521
689,623,731,857,620,521
689,623,731,805,638,521
705,623,731,805,646,521
649,653,724,805,662,521
577,757,700,805,669,521
508,806,609,772,629,521
506,621,683,765,629,521
506,520,679,670,540,556
533,474,719,557,677,580
533,473,716,551,677,580
533,473,716,436,677,832
533,473,716,416,677,1213
497,509,716,416,677,1290
497,449,745,391,588,1129
487,421,772,388,532,1129
470,438,711,388,469,1129
438,470,687,388,469,1052
408,448,708,388,431,1052
389,449,726,388,431,1048
400,472,667,388,431,1072
384,512,666,254,342,1070
359,552,666,223,316,1091
312,599,666,59,320,1182
301,610,666,37,320,1191
301,610,666,65,320,1184
266,645,665,96,320,1184
266,645,665,97,320,1171
266,645,665,97,381,1258
272,646,665,78,322,1268
273,646,623,73,374,1378
261,658,623,73,351,1337
230,689,623,75,541,1339
268,689,623,75,512,1339
252,705,623,75,510,1344
252,649,653,75,494,1348
217,577,757,75,488,1349
158,508,806,77,640,1349
158,506,621,77,682,1349
158,506,520,77,707,1344
209,533,474,77,568,1320
209,533,473,77,568,1320
209,533,473,132,568,1129
209,533,473,132,608,748
293,497,509,132,626,653
350,497,449,132,763,653
358,487,421,142,900,653
358,470,438,142,900,653
358,438,470,185,1112,653
358,408,448,276,1139,663
358,389,449,352,1139,807
324,400,472,352,1139,779
300,384,512,352,1139,779
285,359,552,352,1139,739
285,312,599,352,1135,617
285,301,610,352,1135,523
382,301,610,406,1135,523
443,266,645,395,1135,523
443,266,645,394,1190,525
443,266,645,508,1140,464
436,272,646,569,1140,667
436,273,646,632,1086,573
436,261,658,632,1083,638
436,230,689,630,955,792
398,268,689,630,1028,792
398,252,705,630,1015,787
386,252,649,647,1015,783
386,217,577,647,1014,789
386,158,508,852,862,849
386,158,506,853,820,879
386,158,506,853,795,849
391,209,533,853,795,863
472,209,533,864,796,903
539,209,533,809,796,846
539,209,533,830,756,846
455,293,497,832,738,846
440,350,497,833,601,846
439,358,487,829,457,846
474,358,470,829,457,916
474,358,438,786,245,921
474,358,408,695,218,1049
474,358,389,619,218,952
475,324,400,619,218,1108
581,300,384,619,242,1121
581,285,359,619,242,1159
656,285,312,630,245,1159
656,285,301,709,245,1159
620,382,301,689,269,1161
740,443,266,793,376,1161
742,443,266,825,330,1159
780,443,266,877,418,1099
814,436,272,816,535,887
820,436,273,832,546,871
863,436,261,832,787,806
863,436,230,953,801,695
865,398,268,964,996,707
953,398,252,968,1001,707
955,386,252,965,1001,707
956,386,217,1015,1001,701
956,386,158,900,1001,641
956,386,158,950,1001,611
956,386,158,951,1040,611
873,391,209,951,1204,605
792,472,209,940,1288,565
801,539,209,1086,1378,561
802,539,209,1067,1442,561
803,455,293,1065,1442,561
892,440,350,1064,1442,561
885,439,358,1058,1442,568
850,474,358,1058,1442,498
850,474,358,1058,1457,493
902,474,358,1058,1509,369
903,474,358,1058,1509,311
1132,475,324,1071,1512,161
1042,581,300,1078,1513,148
1079,581,285,1078,1933,110
1006,656,285,1067,1967,207
1008,656,285,988,1972,214
947,620,382,915,1958,212
766,740,443,789,1923,212
764,742,443,757,1917,212
726,780,443,591,1823,216
692,814,436,591,1741,201
685,820,436,512,1793,201
642,863,436,512,1664,201
642,863,436,391,1588,218
640,865,398,380,1315,206
552,953,398,376,1310,206
569,955,386,362,1310,206
568,956,386,312,1310,205
568,956,386,220,1310,235
568,956,386,169,1349,288
568,956,386,239,1310,289
568,873,391,333,1153,332
568,792,472,416,1069,483
494,801,539,310,979,598
493,802,539,320,915,621
500,803,455,377,915,657
414,892,440,387,915,768
457,885,439,452,915,774
457,850,474,580,915,774
457,850,474,637,900,774
469,902,474,637,848,760
468,903,474,637,848,822
296,1132,475,624,845,855
280,1042,581,617,820,855
243,1079,581,617,400,855
241,1006,656,622,364,758
239,1008,656,681,384,751
251,947,620,681,383,769
251,766,740,716,311,770
251,764,742,790,319,861
251,726,780,790,328,989
251,692,814,790,294,1016
251,685,820,803,231,1020
266,642,863,815,186,1020
336,642,863,885,219,1049
369,640,865,889,219,1116
404,552,953,892,219,1135
385,569,955,931,219,1166
398,568,956,958,219,1183
411,568,956,963,219,1158
411,568,956,963,181,1138
411,568,956,1002,183,1174
411,568,873,908,176,1123
411,568,792,825,175,972
409,494,801,785,175,968
411,493,802,788,175,971
425,500,803,731,176,948
380,414,892,721,176,876
337,457,885,656,176,1000
337,457,850,528,176,1003
337,457,850,471,191,1016
295,469,902,471,197,1226
296,468,903,492,201,1238
238,296,1132,553,243,1330
238,280,1042,587,243,1330
238,243,1079,631,243,1331
247,241,1006,651,299,1381
247,239,1008,622,406,1381
235,251,947,681,456,1363
235,251,766,648,649,1362
235,251,764,576,689,1291
235,251,726,576,750,1187
235,251,692,603,886,1168
235,251,685,609,916,1164
220,266,642,597,887,1164
150,336,642,530,926,1081
117,369,640,526,989,1014
86,404,552,529,995,995
86,385,569,491,1215,990
191,398,568,471,1646,989
249,411,568,466,1738,1025
331,411,568,466,1845,1024
530,411,568,356,1900,989
561,411,568,356,1975,989
561,411,568,357,1975,989
561,409,494,366,1988,878
559,411,493,546,1993,852
537,425,500,618,2009,839
537,380,414,710,2080,800
542,337,457,753,2144,663
547,337,457,801,2322,660
547,337,457,809,2307,647
525,295,469,820,2337,437
524,296,468,800,2432,363
524,238,296,739,2431,232
524,238,280,705,2560,233
525,238,243,665,2721,276
522,247,241,640,2685,283
522,247,239,657,2553,292
531,235,251,614,2494,319
549,235,251,682,2301,465
549,235,251,711,2250,756
550,235,251,747,2230,941
550,235,251,720,2134,1001
550,235,251,711,2158,1011
550,220,266,712,2120,1011
550,150,336,709,2038,1006
550,117,369,709,1975,1010
546,86,404,808,1969,1052
546,86,385,807,1773,1038
428,191,398,823,1348,1022
357,249,411,853,1256,985
275,331,411,1387,1152,996
78,530,411,1509,1126,1000
52,561,411,1525,1057,1061
52,561,411,1816,1107,1068
73,561,409,1921,1153,1076
73,559,411,1762,1253,1085
73,537,425,1930,1253,1096
73,537,380,2053,1185,1126
68,542,337,2024,1129,1126
63,547,337,1976,951,1126
63,547,337,1983,958,1126
123,525,295,2023,994,1126
124,524,296,2022,994,1126
124,524,238,2035,968,1126
124,524,238,2035,839,1125
123,525,238,2036,695,1087
117,522,247,2036,674,1031
122,522,247,2008,677,1022
113,531,235,1997,681,995
121,549,235,1967,681,849
124,549,235,1992,681,538
297,550,235,1991,626,325
304,550,235,2022,586,257
308,550,235,2019,531,247
308,550,220,2226,531,247
353,550,150,2271,531,244
378,550,117,2320,531,256
534,546,86,2221,531,214
569,546,86,2298,507,223
723,428,191,2325,501,236
723,357,249,2312,501,274
723,275,331,1778,528,240
724,78,530,1715,513,240
719,52,561,1732,532,179
719,52,561,1464,482,172
733,73,561,1356,423,174
733,73,559,1320,320,189
735,73,537,1080,351,178
751,73,537,874,350,148
751,68,542,935,390,148
751,63,547,978,441,148
751,63,547,963,434,148
691,123,525,970,362,148
690,124,524,994,266,149
697,124,524,981,253,149
697,124,524,1003,283,149
697,123,525,998,266,143
697,117,522,998,266,142
692,122,522,979,263,142
692,113,531,974,269,142
666,121,549,934,298,142
663,124,549,878,298,142
489,297,550,888,360,142
482,304,550,884,366,142
478,308,550,1047,383,152
478,308,550,952,426,152
433,353,550,1012,526,152
423,378,550,969,526,136
339,534,546,967,582,147
345,569,546,890,594,161
205,723,428,840,599,155
205,723,357,823,620,113
205,723,275,854,638,104
239,724,78,806,626,107
240,719,52,834,601,107
240,719,52,834,614,107
224,733,73,859,615,97
236,733,73,859,613,73
234,735,73,918,644,73
218,751,73,910,743,104
218,751,68,835,734,104
218,751,63,792,683,104
229,751,63,792,763,167
229,691,123,734,785,212
229,690,124,711,787,225
222,697,124,711,788,225
222,697,124,689,786,225
222,697,123,689,921,227
222,697,117,731,931,227
228,692,122,731,996,283
240,692,113,731,992,350
240,666,121,731,983,355
240,663,124,731,983,366
240,489,297,724,921,366
240,482,304,700,914,366
240,478,308,609,897,356
240,478,308,683,854,358
240,433,353,679,754,358
225,423,378,719,754,358
153,339,534,716,698,347
112,345,569,716,686,317
106,205,723,716,681,310
110,205,723,716,723,310
110,205,723,745,682,310
73,239,724,772,679,301
72,240,719,711,693,301
80,240,719,687,680,301
61,224,733,708,679,301
49,236,733,726,679,315
53,234,735,667,600,319
160,218,751,666,499,288
183,218,751,666,460,288
183,218,751,666,523,288
172,229,751,666,453,225
177,229,691,666,482,197
207,229,690,665,477,276
207,222,697,665,534,298
207,222,697,665,506,323
207,222,697,665,371,321
207,222,697,623,361,335
201,228,692,623,297,601
189,240,692,623,297,910
189,240,666,623,329,921
190,240,663,623,329,917
212,240,489,653,329,917
329,240,482,757,329,917
430,240,478,806,362,957
495,240,478,621,369,955
495,240,433,520,464,1044
498,225,423,474,577,1046
528,153,339,473,583,1046
531,112,345,473,698,1041
523,106,205,473,718,1041
568,110,205,509,655,1041
641,110,205,449,672,1130
713,73,239,421,674,1193
713,72,240,438,660,1256
705,80,240,470,660,1256
705,61,224,448,660,1294
705,49,236,449,660,1280
840,53,234,472,660,1276
749,160,218,512,794,1365
726,183,218,552,825,1391
726,183,218,599,926,1391
726,172,229,610,938,1391
721,177,229,610,898,1374
691,207,229,645,900,1281
691,207,222,645,840,1259
691,207,222,645,840,1234
691,207,222,646,859,1293
691,207,222,646,864,1282
691,201,228,658,863,986
691,189,240,689,857,620
691,189,240,689,805,638
690,190,240,705,805,646
668,212,240,649,805,662
551,329,240,577,805,669
450,430,240,508,772,629
385,495,240,506,765,629
480,495,240,506,670,540
484,498,225,533,557,677
464,528,153,533,551,677
461,531,112,533,436,677
466,523,106,533,416,677
417,568,110,497,416,677
344,641,110,497,391,588
272,713,73,487,388,532
273,713,72,470,388,469
286,705,80,438,388,469
295,705,61,408,388,431
316,705,49,389,388,431
251,840,53,400,388,431
250,749,160,384,254,342
295,726,183,359,223,316
366,726,183,312,59,320
383,726,172,301,37,320
395,721,177,301,65,320
395,691,207,266,96,320
419,691,207,266,97,320
426,691,207,266,97,381
426,691,207,272,78,322
426,691,207,273,73,374
426,691,201,261,73,351
426,691,189,230,75,541
426,691,189,268,75,512
426,690,190,252,75,510
426,668,212,252,75,494
426,551,329,217,75,488
426,450,430,158,77,640
426,385,495,158,77,682
331,480,495,158,77,707
324,484,498,209,77,568
363,464,528,209,77,568
364,461,531,209,132,568
359,466,523,209,132,608
359,417,568,293,132,626
359,344,641,350,132,763
359,272,713,358,142,900
364,273,713,358,142,900
351,286,705,358,185,1112
342,295,705,358,276,1139
321,316,705,358,352,1139
247,251,840,324,352,1139
232,250,749,300,352,1139
187,295,726,285,352,1139
116,366,726,285,352,1135
131,383,726,285,352,1135
129,395,721,382,406,1135
129,395,691,443,395,1135
105,419,691,443,394,1190
220,426,691,443,508,1140
258,426,691,436,569,1140
363,426,691,436,632,1086
438,426,691,436,632,1083
438,426,691,436,630,955
438,426,691,398,630,1028
438,426,690,398,630,1015
438,426,668,386,647,1015
438,426,551,386,647,1014
438,426,450,386,852,862
559,426,385,386,853,820
606,331,480,386,853,795
607,324,484,391,853,795
568,363,464,472,864,796
622,364,461,539,809,796
622,359,466,539,830,756
660,359,417,455,832,738
763,359,344,440,833,601
804,359,272,439,829,457
846,364,273,474,829,457
900,351,286,474,786,245
902,342,295,474,695,218
902,321,316,474,619,218
902,247,251,475,619,218
902,232,250,581,619,242
902,187,295,581,619,242
902,116,366,656,630,245
870,131,383,656,709,245
860,129,395,620,689,269
860,129,395,740,793,376
860,105,419,742,825,330
738,220,426,780,877,418
700,258,426,814,816,535
678,363,426,820,832,546
614,438,426,863,832,787
624,438,426,863,953,801
624,438,426,865,964,996
624,438,426,953,968,1001
624,438,426,955,965,1001
624,438,426,956,1015,1001
624,438,426,956,900,1001
569,559,426,956,950,1001
526,606,331,956,951,1040
525,607,324,873,951,1204
521,568,363,792,940,1288
466,622,364,801,1086,1378
466,622,359,802,1067,1442
428,660,359,803,1065,1442
484,763,359,892,1064,1442
443,804,359,885,1058,1442
395,846,364,850,1058,1442
341,900,351,850,1058,1457
801,902,342,902,1058,1509
801,902,321,903,1058,1509
801,902,247,1132,1071,1512
823,902,232,1042,1078,1513
838,902,187,1079,1078,1933
838,902,116,1006,1067,1967
838,870,131,1008,988,1972
838,860,129,947,915,1958
838,860,129,766,789,1923
838,860,105,764,757,1917
838,738,220,726,591,1823
838,700,258,692,591,1741
755,678,363,685,512,1793
744,614,438,642,512,1664
743,624,438,642,391,1588
763,624,438,640,380,1315
807,624,438,552,376,1310
810,624,438,569,362,1310
834,624,438,568,312,1310
926,624,438,568,220,1310
884,569,559,568,169,1349
880,526,606,568,239,1310
880,525,607,568,333,1153
874,521,568,568,416,1069
874,466,622,494,310,979
876,466,622,493,320,915
884,428,660,500,377,915
744,484,763,414,387,915
816,443,804,457,452,915
816,395,846,457,580,915
831,341,900,457,637,900
398,801,902,469,637,848
402,801,902,468,637,848
403,801,902,296,624,845
502,823,902,280,617,820
569,838,902,243,617,400
637,838,902,241,622,364
671,838,870,239,681,384
706,838,860,251,681,383
706,838,860,251,716,311
713,838,860,251,790,319
967,838,738,251,790,328
1073,838,700,251,790,294
1124,755,678,251,803,231
1124,744,614,266,815,186
1115,743,624,336,885,219
1095,763,624,369,889,219
1051,807,624,404,892,219
1176,810,624,385,931,219
1176,834,624,398,958,219
1194,926,624,411,963,219
1170,884,569,411,963,181
1170,880,526,411,1002,183
1180,880,525,411,908,176
1188,874,521,411,825,175
1291,874,466,409,785,175
1291,876,466,411,788,175
1283,884,428,425,731,176
1264,744,484,380,721,176
1259,816,443,337,656,176
1266,816,395,337,528,176
1254,831,341,337,471,191
1246,398,801,295,471,197
1303,402,801,296,492,201
1349,403,801,238,553,243
1252,502,823,238,587,243
1170,569,838,238,631,243
1102,637,838,247,651,299
1068,671,838,247,622,406
1033,706,838,235,681,456
1033,706,838,235,648,649
1026,713,838,235,576,689
772,967,838,235,576,750
719,1073,838,235,603,886
