Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,T-10,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
746,522,272,789,478,1053,682,523,291,992,436,387,434,1171,1157,582
666,515,356,715,552,1056,682,523,291,992,435,348,434,1171,1154,584
605,513,440,651,624,875,863,523,291,992,435,339,434,1211,1141,700
609,506,344,742,645,836,900,525,291,992,435,279,406,1275,1128,710
526,650,344,733,618,641,995,661,291,992,435,273,361,1382,1123,710
558,650,344,594,757,641,927,715,305,984,443,273,342,1380,1051,696
558,635,346,607,746,539,1010,724,326,955,472,293,314,1419,980,688
555,608,365,619,743,518,982,776,326,873,515,293,312,1435,924,686
555,562,402,629,724,537,982,775,327,870,446,273,312,1402,859,726
555,545,419,592,643,654,983,679,423,870,412,292,312,1469,817,754
568,545,419,592,638,620,1022,679,423,721,514,271,286,1491,744,754
568,545,395,616,598,562,1097,681,444,721,510,271,267,1457,707,754
567,530,411,499,715,539,1112,689,444,721,510,314,198,1448,729,844
567,528,411,481,713,549,1124,689,444,721,510,313,324,1448,769,807
565,530,411,440,753,453,1221,689,444,721,510,313,366,1448,769,794
548,525,433,438,753,427,1249,689,444,689,542,281,367,1445,820,934
553,500,441,457,695,456,1278,689,444,668,563,230,364,1444,897,937
543,516,428,452,713,456,1278,689,431,675,569,235,262,1444,874,921
544,513,433,399,766,456,1278,636,484,675,569,241,329,1469,823,921
550,513,433,326,839,456,1278,533,587,673,571,266,322,1479,753,920
554,461,485,317,848,456,1271,525,568,707,571,266,321,1433,727,938
560,461,485,317,795,509,1252,506,606,669,523,263,321,1428,670,916
560,460,486,275,834,512,1252,506,548,710,538,228,316,1382,668,890
573,429,517,275,828,518,1252,506,548,709,503,168,317,1367,708,797
594,429,517,274,810,537,1229,454,623,640,502,255,317,1105,758,793
529,479,532,228,842,551,1229,406,671,433,694,251,317,1050,780,706
484,518,538,218,852,551,1229,382,695,224,892,251,317,1091,851,728
369,593,578,218,852,420,1233,499,705,222,877,251,317,1059,717,706
236,726,578,216,854,414,1239,497,634,295,877,251,317,859,723,684
217,745,578,216,843,425,1167,567,614,208,984,251,317,855,794,675
216,746,578,216,811,456,1081,654,523,299,984,251,317,1089,819,610
216,746,522,272,789,478,1053,682,523,291,992,290,317,1246,815,539
216,666,515,356,715,552,1056,682,523,291,992,362,317,1349,923,537
187,605,513,440,651,624,875,863,523,291,992,396,317,1368,1135,420
190,609,506,344,742,645,836,900,525,291,992,443,317,1260,1167,409
129,526,650,344,733,618,641,995,661,291,992,447,317,1130,1219,410
106,558,650,344,594,757,641,927,715,305,984,447,317,1130,1280,485
106,558,635,346,607,746,539,1010,724,326,955,427,402,1080,1305,563
162,555,608,365,619,743,518,982,776,326,873,427,438,986,1272,572
184,555,562,402,629,724,537,982,775,327,870,425,438,960,1285,555
189,555,545,419,592,643,654,983,679,423,870,394,440,857,1404,527
227,568,545,419,592,638,620,1022,679,423,721,393,440,718,1400,655
252,568,545,395,616,598,562,1097,681,444,721,385,471,694,1400,719
252,567,530,411,499,715,539,1112,689,444,721,329,469,693,1378,645
252,567,528,411,481,713,549,1124,689,444,721,329,422,693,1338,598
252,565,530,411,440,753,453,1221,689,444,721,415,409,693,1355,597
252,548,525,433,438,753,427,1249,689,444,689,417,409,693,1322,493
263,553,500,441,457,695,456,1278,689,444,668,453,409,693,1341,503
265,543,516,428,452,713,456,1278,689,431,675,517,410,693,1375,525
318,544,513,433,399,766,456,1278,636,484,675,526,282,668,1426,525
340,550,513,433,326,839,456,1278,533,587,673,512,282,654,1424,525
342,554,461,485,317,848,456,1271,525,568,707,529,282,654,1374,507
336,560,461,485,317,795,509,1252,506,606,669,527,282,654,1441,506
336,560,460,486,275,834,512,1252,506,548,710,523,285,654,1452,504
323,573,429,517,275,828,518,1252,506,548,709,523,282,654,1384,565
302,594,429,517,274,810,537,1229,454,623,640,436,282,653,1331,595
302,529,479,532,228,842,551,1229,406,671,433,435,282,653,1309,651
302,484,518,538,218,852,551,1229,382,695,224,435,282,585,1336,673
342,369,593,578,218,852,420,1233,499,705,222,435,282,646,1330,710
383,236,726,578,216,854,414,1239,497,634,295,435,282,706,1334,780
383,217,745,578,216,843,425,1167,567,614,208,443,282,708,1263,781
406,216,746,578,216,811,456,1081,654,523,299,472,282,530,1263,778
470,216,746,522,272,789,478,1053,682,523,291,515,282,433,1267,781
476,216,666,515,356,715,552,1056,682,523,291,446,282,330,1161,781
476,187,605,513,440,651,624,875,863,523,291,412,283,271,952,782
460,190,609,506,344,742,645,836,900,525,291,514,284,267,920,782
463,129,526,650,344,733,618,641,995,661,291,510,284,267,868,860
455,106,558,650,344,594,757,641,927,715,305,510,284,267,1064,785
564,106,558,635,346,607,746,539,1010,724,326,510,202,267,1087,707
568,162,555,608,365,619,743,518,982,776,326,510,287,295,1117,698
545,184,555,562,402,629,724,537,982,775,327,542,299,328,1123,675
551,189,555,545,419,592,643,654,983,679,423,563,326,393,1057,675
500,227,568,545,419,592,638,620,1022,679,423,569,370,405,1209,561
475,252,568,545,395,616,598,562,1097,681,444,569,518,430,1209,497
475,252,567,530,411,499,715,539,1112,689,444,571,525,465,1209,472
475,252,567,528,411,481,713,549,1124,689,444,571,432,466,1288,468
545,252,565,530,411,440,753,453,1221,689,444,523,403,498,1271,518
568,252,548,525,433,438,753,427,1249,689,444,538,402,750,1253,482
559,263,553,500,441,457,695,456,1278,689,444,503,402,809,1157,506
565,265,543,516,428,452,713,456,1278,689,431,502,401,818,1123,542
607,318,544,513,433,399,766,456,1278,636,484,694,401,818,1058,546
590,340,550,513,433,326,839,456,1278,533,587,892,405,818,1021,551
584,342,554,461,485,317,848,456,1271,525,568,877,413,818,1013,551
584,336,560,461,485,317,795,509,1252,506,606,877,413,818,929,551
584,336,560,460,486,275,834,512,1252,506,548,984,410,820,871,554
584,323,573,429,517,275,828,518,1252,506,548,984,452,820,870,579
677,302,594,429,517,274,810,537,1229,454,623,992,464,833,870,550
766,302,529,479,532,228,842,551,1229,406,671,992,500,869,881,494
766,302,484,518,538,218,852,551,1229,382,695,992,500,841,787,450
726,342,369,593,578,218,852,420,1233,499,705,992,506,780,779,438
685,383,236,726,578,216,854,414,1239,497,634,992,574,720,769,389
685,383,217,745,578,216,843,425,1167,567,614,984,821,827,785,409
662,406,216,746,578,216,811,456,1081,654,523,955,1091,771,760,473
723,470,216,746,522,272,789,478,1053,682,523,873,1091,711,750,470
721,476,216,666,515,356,715,552,1056,682,523,870,1121,711,748,591
722,476,187,605,513,440,651,624,875,863,523,870,1158,727,745,594
737,460,190,609,506,344,742,645,836,900,525,721,1157,739,745,594
734,463,129,526,650,344,733,618,641,995,661,721,1247,745,745,523
733,455,106,558,650,344,594,757,641,927,715,721,1247,756,474,557
624,564,106,558,635,346,607,746,539,1010,724,721,1244,767,415,590
563,568,162,555,608,365,619,743,518,982,776,721,1123,739,385,591
563,545,184,555,562,402,629,724,537,982,775,689,1111,711,366,607
796,551,189,555,545,419,592,643,654,983,679,668,1179,646,312,624
796,500,227,568,545,419,592,638,620,1022,679,675,1135,634,157,756
796,475,252,568,545,395,616,598,562,1097,681,675,956,609,157,756
796,475,252,567,530,411,499,715,539,1112,689,673,949,574,159,756
796,475,252,567,528,411,481,713,549,1124,689,707,984,573,90,756
772,545,252,565,530,411,440,753,453,1221,689,669,1005,559,117,769
749,568,252,548,525,433,438,753,427,1249,689,710,1022,382,117,809
740,559,263,553,500,441,457,695,456,1278,689,709,1046,334,117,997
758,565,265,543,516,428,452,713,456,1278,689,640,1046,461,117,940
660,607,318,544,513,433,399,766,456,1278,636,433,1046,461,208,936
649,590,340,550,513,433,326,839,456,1278,533,224,1131,465,222,931
649,584,342,554,461,485,317,848,456,1271,525,222,1123,488,222,938
649,584,336,560,461,485,317,795,509,1252,506,295,1161,504,356,947
649,584,336,560,460,486,275,834,512,1252,506,208,1161,517,364,944
649,584,323,573,429,517,275,828,518,1252,506,299,1120,523,364,858
556,677,302,594,429,517,274,810,537,1229,454,291,1108,510,364,857
468,766,302,529,479,532,228,842,551,1229,406,291,1240,474,353,857
468,766,302,484,518,538,218,852,551,1229,382,291,1240,476,666,857
468,726,342,369,593,578,218,852,420,1233,499,291,1234,476,678,832
468,685,383,236,726,578,216,854,414,1239,497,291,1230,476,748,811
468,685,383,217,745,578,216,843,425,1167,567,305,983,367,733,789
468,662,406,216,746,578,216,811,456,1081,654,326,713,367,733,725
343,723,470,216,746,522,272,789,478,1053,682,326,713,367,733,725
339,721,476,216,666,515,356,715,552,1056,682,327,683,367,733,607
338,722,476,187,605,513,440,651,624,875,863,423,645,351,733,603
323,737,460,190,609,506,344,742,645,836,900,423,645,339,733,609
323,734,463,129,526,650,344,733,618,641,995,444,555,333,733,610
325,733,455,106,558,650,344,594,757,641,927,444,555,322,733,618
326,624,564,106,558,635,346,607,746,539,1010,444,555,311,757,585
326,563,568,162,555,608,365,619,743,518,982,444,555,311,791,584
376,563,545,184,555,562,402,629,724,537,982,444,555,330,791,568
334,796,551,189,555,545,419,592,643,654,983,444,458,330,791,551
392,796,500,227,568,545,419,592,638,620,1022,431,484,330,793,405
456,796,475,252,568,545,395,616,598,562,1097,484,523,340,793,486
505,796,475,252,567,530,411,499,715,539,1112,587,549,408,791,717
505,796,475,252,567,528,411,481,713,549,1124,568,537,492,781,717
493,772,545,252,565,530,411,440,753,453,1221,606,611,474,754,896
507,749,568,252,548,525,433,438,753,427,1249,548,594,415,772,883
759,740,559,263,553,500,441,457,695,456,1278,548,570,406,929,667
772,758,565,265,543,516,428,452,713,456,1278,623,570,270,937,887
848,660,607,318,544,513,433,399,766,456,1278,671,570,270,846,920
848,649,590,340,550,513,433,326,839,456,1278,695,481,274,832,1176
848,649,584,342,554,461,485,317,848,456,1271,705,481,465,854,1208
848,649,584,336,560,461,485,317,795,509,1252,634,443,449,721,1211
848,649,584,336,560,460,486,275,834,512,1252,614,443,436,759,1219
848,649,584,323,573,429,517,275,828,518,1252,523,442,524,1039,1328
848,556,677,302,594,429,517,274,810,537,1229,523,442,538,1156,1364
847,468,766,302,529,479,532,228,842,551,1229,523,274,541,1165,1402
847,468,766,302,484,518,538,218,852,551,1229,523,281,539,848,1415
847,468,726,342,369,593,578,218,852,420,1233,525,281,561,834,1415
957,468,685,383,236,726,578,216,854,414,1239,661,217,561,820,1415
957,468,685,383,217,745,578,216,843,425,1167,715,217,561,890,1415
1024,468,662,406,216,746,578,216,811,456,1081,724,232,561,893,1415
1024,343,723,470,216,746,522,272,789,478,1053,776,392,561,893,1415
1024,339,721,476,216,666,515,356,715,552,1056,775,392,561,893,1412
1027,338,722,476,187,605,513,440,651,624,875,679,392,564,909,1562
1076,323,737,460,190,609,506,344,742,645,836,679,396,569,909,1588
1093,323,734,463,129,526,650,344,733,618,641,681,398,571,909,1596
1091,325,733,455,106,558,650,344,594,757,641,689,471,571,909,1758
1134,326,624,564,106,558,635,346,607,746,539,689,493,571,885,1816
1273,326,563,568,162,555,608,365,619,743,518,689,493,571,851,1837
1657,376,563,545,184,555,562,402,629,724,537,689,493,547,851,1971
1456,334,796,551,189,555,545,419,592,643,654,689,532,557,851,1971
1398,392,796,500,227,568,545,419,592,638,620,689,506,598,849,1971
1334,456,796,475,252,568,545,395,616,598,562,636,467,605,849,1934
1285,505,796,475,252,567,530,411,499,715,539,533,441,600,853,1703
1286,505,796,475,252,567,528,411,481,713,549,525,417,555,902,1703
1252,493,772,545,252,565,530,411,440,753,453,506,322,593,930,1461
1297,507,749,568,252,548,525,433,438,753,427,506,322,577,947,1434
1045,759,740,559,263,553,500,441,457,695,456,506,322,594,856,1425
1055,772,758,565,265,543,516,428,452,713,456,454,322,594,1001,1209
1007,848,660,607,318,544,513,433,399,766,456,406,322,596,1002,1205
1007,848,649,590,340,550,513,433,326,839,456,382,322,622,1003,949
1007,848,649,584,342,554,461,485,317,848,456,499,322,466,993,910
1019,848,649,584,336,560,461,485,317,795,509,497,322,469,992,898
1032,848,649,584,336,560,460,486,275,834,512,567,322,467,946,890
1135,848,649,584,323,573,429,517,275,828,518,654,322,373,666,781
1249,848,556,677,302,594,429,517,274,810,537,682,322,359,549,745
1249,847,468,766,302,529,479,532,228,842,551,682,322,356,540,707
1249,847,468,766,302,484,518,538,218,852,551,863,315,356,589,694
1249,847,468,726,342,369,593,578,218,852,420,900,494,334,551,694
1139,957,468,685,383,236,726,578,216,854,414,995,623,334,525,807
1160,957,468,685,383,217,745,578,216,843,425,927,623,363,458,967
1093,1024,468,662,406,216,746,578,216,811,456,1010,608,371,455,1123
1093,1024,343,723,470,216,746,522,272,789,478,982,448,424,455,1123
1093,1024,339,721,476,216,666,515,356,715,552,982,448,427,455,1123
1092,1027,338,722,476,187,605,513,440,651,624,983,448,464,439,973
1044,1076,323,737,460,190,609,506,344,742,645,1022,444,542,439,941
1087,1093,323,734,463,129,526,650,344,733,618,1097,442,544,439,924
1087,1091,325,733,455,106,558,650,344,594,757,1112,369,663,439,820
1043,1134,326,624,564,106,558,635,346,607,746,1124,347,956,439,774
904,1273,326,563,568,162,555,608,365,619,743,1221,356,967,439,754
470,1657,376,563,545,184,555,562,402,629,724,1249,506,1206,439,620
469,1456,334,796,551,189,555,545,419,592,643,1278,473,1196,454,620
469,1398,392,796,500,227,568,545,419,592,638,1278,473,1155,469,620
469,1334,456,796,475,252,568,545,395,616,598,1278,473,1138,469,678
469,1285,505,796,475,252,567,530,411,499,715,1278,473,1075,465,793
468,1286,505,796,475,252,567,528,411,481,713,1271,473,1055,527,794
468,1252,493,772,545,252,565,530,411,440,753,1252,473,1043,569,799
409,1297,507,749,568,252,548,525,433,438,753,1252,473,1043,535,799
409,1045,759,740,559,263,553,500,441,457,695,1252,482,1024,647,987
354,1055,772,758,565,265,543,516,428,452,713,1229,629,1024,519,982
326,1007,848,660,607,318,544,513,433,399,766,1229,629,1022,545,953
327,1007,848,649,590,340,550,513,433,326,839,1229,629,989,574,953
658,1007,848,649,584,342,554,461,485,317,848,1233,658,1126,568,953
759,1019,848,649,584,336,560,461,485,317,795,1239,658,1123,575,953
776,1032,848,649,584,336,560,460,486,275,834,1167,658,1123,577,963
673,1135,848,649,584,323,573,429,517,275,828,1081,658,1123,709,963
560,1249,848,556,677,302,594,429,517,274,810,1053,658,1123,711,963
610,1249,847,468,766,302,529,479,532,228,842,1056,658,1123,794,966
652,1249,847,468,766,302,484,518,538,218,852,875,658,1123,782,1150
652,1249,847,468,726,342,369,593,578,218,852,836,479,1123,778,1162
652,1139,957,468,685,383,236,726,578,216,854,641,350,1123,745,1050
631,1160,957,468,685,383,217,745,578,216,843,641,350,1094,1020,917
631,1093,1024,468,662,406,216,746,578,216,811,539,350,1086,1022,800
631,1093,1024,343,723,470,216,746,522,272,789,518,350,1033,1024,800
631,1093,1024,339,721,476,216,666,515,356,715,537,382,1144,1024,802
629,1092,1027,338,722,476,187,605,513,440,651,654,388,1112,1024,802
628,1044,1076,323,737,460,190,609,506,344,742,620,388,1029,1024,805
575,1087,1093,323,734,463,129,526,650,344,733,562,388,1060,1024,805
575,1087,1091,325,733,455,106,558,650,344,594,539,388,1025,1123,723
586,1043,1134,326,624,564,106,558,635,346,607,549,390,742,1123,713
596,904,1273,326,563,568,162,555,608,365,619,453,400,731,1123,910
613,470,1657,376,563,545,184,555,562,402,629,427,250,492,1158,912
652,469,1456,334,796,551,189,555,545,419,592,456,244,492,1143,1092
825,469,1398,392,796,500,227,568,545,419,592,456,285,492,1203,1102
842,469,1334,456,796,475,252,568,545,395,616,456,369,492,1372,1062
842,469,1285,505,796,475,252,567,530,411,499,456,399,493,1419,947
842,468,1286,505,796,475,252,567,528,411,481,456,399,474,1309,946
842,468,1252,493,772,545,252,565,530,411,440,509,410,502,1241,993
842,409,1297,507,749,568,252,548,525,433,438,512,481,515,1272,993
842,409,1045,759,740,559,263,553,500,441,457,518,627,515,1114,805
842,354,1055,772,758,565,265,543,516,428,452,537,517,515,1096,979
843,326,1007,848,660,607,318,544,513,433,399,551,517,515,1069,1110
842,327,1007,848,649,590,340,550,513,433,326,551,518,514,1039,1216
511,658,1007,848,649,584,342,554,461,485,317,420,491,319,1034,1221
398,759,1019,848,649,584,336,560,461,485,317,414,491,337,1027,1221
368,776,1032,848,649,584,336,560,460,486,275,425,491,340,1025,1211
368,673,1135,848,649,584,323,573,429,517,275,456,491,340,901,1211
367,560,1249,848,556,677,302,594,429,517,274,478,491,370,904,1259
317,610,1249,847,468,766,302,529,479,532,228,552,491,496,821,1263
275,652,1249,847,468,766,302,484,518,538,218,624,491,550,784,1079
280,652,1249,847,468,726,342,369,593,578,218,645,491,581,819,1160
323,652,1139,957,468,685,383,236,726,578,216,618,491,581,819,1174
383,631,1160,957,468,685,383,217,745,578,216,757,491,596,541,1147
424,631,1093,1024,468,662,406,216,746,578,216,746,491,703,553,1108
477,631,1093,1024,343,723,470,216,746,522,272,743,491,950,552,1108
481,631,1093,1024,339,721,476,216,666,515,356,724,459,871,598,1137
481,629,1092,1027,338,722,476,187,605,513,440,643,453,905,616,1137
483,628,1044,1076,323,737,460,190,609,506,344,638,453,1257,616,1147
476,575,1087,1093,323,734,463,129,526,650,344,598,453,1400,616,1147
476,575,1087,1091,325,733,455,106,558,650,344,715,453,1421,529,1133
465,586,1043,1134,326,624,564,106,558,635,346,713,473,1411,530,1138
455,596,904,1273,326,563,568,162,555,608,365,753,471,1412,530,941
438,613,470,1657,376,563,545,184,555,562,402,753,517,1413,495,1098
493,652,469,1456,334,796,551,189,555,545,419,695,703,1416,519,952
338,825,469,1398,392,796,500,227,568,545,419,713,671,1465,444,1081
402,842,469,1334,456,796,475,252,568,545,395,766,647,1651,275,1073
471,842,469,1285,505,796,475,252,567,530,411,839,640,1702,228,1128
522,842,468,1286,505,796,475,252,567,528,411,848,640,1720,227,1134
547,842,468,1252,493,772,545,252,565,530,411,795,629,1666,225,1205
547,842,409,1297,507,749,568,252,548,525,433,834,558,1716,247,1292
552,842,409,1045,759,740,559,263,553,500,441,828,403,1739,356,1391
552,842,354,1055,772,758,565,265,543,516,428,810,366,1857,502,1271
561,843,326,1007,848,660,607,318,544,513,433,842,366,1886,505,1161
561,842,327,1007,848,649,590,340,550,513,433,852,365,2073,505,1055
563,511,658,1007,848,649,584,342,554,461,485,852,363,2089,504,1050
573,398,759,1019,848,649,584,336,560,461,485,854,381,2072,527,1195
573,368,776,1032,848,649,584,336,560,460,486,843,381,2111,527,1247
573,368,673,1135,848,649,584,323,573,429,517,811,418,2138,520,1252
647,367,560,1249,848,556,677,302,594,429,517,789,418,2154,515,1231
665,317,610,1249,847,468,766,302,529,479,532,715,496,2127,515,1226
680,275,652,1249,847,468,766,302,484,518,538,651,555,2080,515,1235
675,280,652,1249,847,468,726,342,369,593,578,742,561,2049,480,1142
632,323,652,1139,957,468,685,383,236,726,578,733,563,2049,480,1159
572,383,631,1160,957,468,685,383,217,745,578,594,563,2034,479,1172
539,424,631,1093,1024,468,662,406,216,746,578,607,563,1984,465,1242
486,477,631,1093,1024,343,723,470,216,746,522,619,565,1742,535,1354
482,481,631,1093,1024,339,721,476,216,666,515,629,592,1731,494,1467
520,481,629,1092,1027,338,722,476,187,605,513,592,592,1697,512,1467
518,483,628,1044,1076,323,737,460,190,609,506,592,624,1406,551,1550
542,476,575,1087,1093,323,734,463,129,526,650,616,673,1228,611,1616
569,476,575,1087,1091,325,733,455,106,558,650,499,717,1123,631,1650
593,465,586,1043,1134,326,624,564,106,558,635,481,695,1132,631,1643
593,455,596,904,1273,326,563,568,162,555,608,440,680,1141,713,1642
593,438,613,470,1657,376,563,545,184,555,562,438,678,1144,796,1483
499,493,652,469,1456,334,796,551,189,555,545,457,501,1209,788,1503
607,338,825,469,1398,392,796,500,227,568,545,452,492,1188,801,1409
619,402,842,469,1334,456,796,475,252,568,545,399,432,1005,812,1355
666,471,842,469,1285,505,796,475,252,567,530,326,409,953,856,1303
671,522,842,468,1286,505,796,475,252,567,528,317,409,935,898,1297
668,547,842,468,1252,493,772,545,252,565,530,317,409,935,898,1228
668,547,842,409,1297,507,749,568,252,548,525,275,409,872,844,1244
699,552,842,409,1045,759,740,559,263,553,500,275,409,849,715,1164
699,552,842,354,1055,772,758,565,265,543,516,274,409,731,562,1110
689,561,843,326,1007,848,660,607,318,544,513,228,409,702,559,1242
689,561,842,327,1007,848,649,590,340,550,513,218,415,515,559,1276
687,563,511,658,1007,848,649,584,342,554,461,218,433,504,559,1290
677,573,398,759,1019,848,649,584,336,560,461,216,549,504,536,1181
677,573,368,776,1032,848,649,584,336,560,460,216,648,469,536,1251
689,573,368,673,1135,848,649,584,323,573,429,216,612,479,535,1263
680,647,367,560,1249,848,556,677,302,594,429,272,612,437,535,1249
667,665,317,610,1249,847,468,766,302,529,479,356,534,338,535,1247
660,680,275,652,1249,847,468,766,302,484,518,440,475,331,535,1271
680,675,280,652,1249,847,468,726,342,369,593,344,477,331,537,1272
680,632,323,652,1139,957,468,685,383,236,726,344,574,387,537,1240
680,572,383,631,1160,957,468,685,383,217,745,344,587,412,552,1227
672,539,424,631,1093,1024,468,662,406,216,746,346,587,511,564,1157
672,486,477,631,1093,1024,343,723,470,216,746,365,608,509,493,1046
672,482,481,631,1093,1024,339,721,476,216,666,402,581,524,496,903
634,520,481,629,1092,1027,338,722,476,187,605,419,585,530,547,962
642,518,483,628,1044,1076,323,737,460,190,609,419,553,572,508,918
645,542,476,575,1087,1093,323,734,463,129,526,395,588,619,496,884
629,569,476,575,1087,1091,325,733,455,106,558,411,567,624,609,854
606,593,465,586,1043,1134,326,624,564,106,558,411,567,758,763,869
640,593,455,596,904,1273,326,563,568,162,555,411,565,841,681,869
704,593,438,613,470,1657,376,563,545,184,555,433,521,875,598,870
721,499,493,652,469,1456,334,796,551,189,555,441,521,1048,582,946
595,607,338,825,469,1398,392,796,500,227,568,428,522,1354,569,939
502,619,402,842,469,1334,456,796,475,252,568,433,522,1398,558,948
386,666,471,842,469,1285,505,796,475,252,567,433,522,1532,514,1147
336,671,522,842,468,1286,505,796,475,252,567,485,538,1532,472,1391
314,668,547,842,468,1252,493,772,545,252,565,485,576,1532,472,1343
314,668,547,842,409,1297,507,749,568,252,548,486,577,1532,472,1240
278,699,552,842,409,1045,759,740,559,263,553,517,660,1532,472,1221
278,699,552,842,354,1055,772,758,565,265,543,517,683,1532,472,1222
278,689,561,843,326,1007,848,660,607,318,544,532,703,1532,472,1104
319,689,561,842,327,1007,848,649,590,340,550,538,901,1532,472,1070
319,687,563,511,658,1007,848,649,584,342,554,578,1050,1527,472,1056
319,677,573,398,759,1019,848,649,584,336,560,578,1017,1528,472,1020
319,677,573,368,776,1032,848,649,584,336,560,578,985,1521,472,898
307,689,573,368,673,1135,848,649,584,323,573,578,1026,1493,507,881
247,680,647,367,560,1249,848,556,677,302,594,522,1079,1489,517,868
374,667,665,317,610,1249,847,468,766,302,529,515,1118,1489,517,871
374,660,680,275,652,1249,847,468,766,302,484,513,1127,1489,517,851
354,680,675,280,652,1249,847,468,726,342,369,506,1179,1517,563,863
380,680,632,323,652,1139,957,468,685,383,236,650,1086,1506,586,868
387,680,572,383,631,1160,957,468,685,383,217,650,1073,1500,573,954
387,672,539,424,631,1093,1024,468,662,406,216,635,1073,1372,572,1036
387,672,486,477,631,1093,1024,343,723,470,216,608,1050,1371,650,1124
387,672,482,481,631,1093,1024,339,721,476,216,562,1072,1332,701,1188
391,634,520,481,629,1092,1027,338,722,476,187,545,1080,1318,650,1172
384,642,518,483,628,1044,1076,323,737,460,190,545,1102,1241,767,1200
357,645,542,476,575,1087,1093,323,734,463,129,545,1026,1213,777,1205
346,629,569,476,575,1087,1091,325,733,455,106,530,1016,1279,642,1197
345,606,593,465,586,1043,1134,326,624,564,106,528,1017,1151,487,1182
311,640,593,455,596,904,1273,326,563,568,162,530,1017,1058,487,1182
247,704,593,438,613,470,1657,376,563,545,184,525,1049,1020,490,1181
230,721,499,493,652,469,1456,334,796,551,189,500,1091,782,491,1051
230,595,607,338,825,469,1398,392,796,500,227,516,1091,550,491,1036
230,502,619,402,842,469,1334,456,796,475,252,513,1091,564,491,1092
230,386,666,471,842,469,1285,505,796,475,252,513,1091,437,495,999
224,336,671,522,842,468,1286,505,796,475,252,461,1075,438,541,839
224,314,668,547,842,468,1252,493,772,545,252,461,1042,438,546,907
