Accum_y-0,T-1,T-2,T-3,Accum_y-1
102,1224,732,1015,653
102,1179,777,1015,682
102,1076,880,1015,635
83,976,999,1015,598
136,972,1016,1015,528
107,954,1042,1036,520
66,831,1206,1036,517
66,740,1294,1039,382
66,706,1328,914,327
90,621,1412,836,302
92,621,1412,738,317
92,604,1429,709,317
198,534,1499,697,317
279,510,1523,628,427
370,510,1519,622,432
370,475,1509,591,432
398,475,1499,601,432
413,475,1315,707,557
433,475,1308,706,571
444,475,1281,704,548
479,475,1146,801,538
638,475,1031,914,876
724,475,1008,930,869
724,469,870,1066,908
762,419,920,1066,959
902,384,955,1066,1144
903,347,992,988,1191
903,347,992,830,1160
903,132,1207,775,1173
903,128,1211,720,1197
951,107,1219,732,1247
1112,102,1224,732,1385
1159,102,1179,777,1384
1177,102,1076,880,1384
1183,83,976,999,1487
1123,136,972,1016,1512
1195,107,954,1042,1428
1443,66,831,1206,1468
1443,66,740,1294,1468
1443,66,706,1328,1468
1419,90,621,1412,1470
1417,92,621,1412,1456
1417,92,604,1429,1456
1311,198,534,1499,1456
1261,279,510,1523,1346
1204,370,510,1519,1341
1278,370,475,1509,1341
1250,398,475,1499,1341
1235,413,475,1315,1213
1220,433,475,1308,1191
1237,444,475,1281,1288
1290,479,475,1146,1338
1175,638,475,1031,941
1213,724,475,1008,941
1267,724,469,870,1017
1230,762,419,920,1114
1122,902,384,955,929
1173,903,347,992,898
1266,903,347,992,879
1383,903,132,1207,866
1425,903,128,1211,842
1448,951,107,1219,933
1409,1112,102,1224,803
1376,1159,102,1179,782
1399,1177,102,1076,782
1401,1183,83,976,681
1398,1123,136,972,656
1374,1195,107,954,642
1320,1443,66,831,591
1495,1443,66,740,591
1529,1443,66,706,591
1589,1419,90,621,608
1618,1417,92,621,624
1618,1417,92,604,625
1713,1311,198,534,629
1689,1261,279,510,629
1656,1204,370,510,629
1583,1278,370,475,629
1591,1250,398,475,629
1593,1235,413,475,629
1588,1220,433,475,629
1560,1237,444,475,532
1472,1290,479,475,482
1428,1175,638,475,482
1304,1213,724,475,482
1307,1267,724,469,367
1382,1230,762,419,219
1417,1122,902,384,219
1369,1173,903,347,223
1313,1266,903,347,223
1197,1383,903,132,223
1155,1425,903,128,223
1084,1448,951,107,82
962,1409,1112,102,88
992,1376,1159,102,124
995,1399,1177,102,124
987,1401,1183,83,122
984,1398,1123,136,122
936,1374,1195,107,134
834,1320,1443,66,188
659,1495,1443,66,222
625,1529,1443,66,501
565,1589,1419,90,482
840,1618,1417,92,465
881,1618,1417,92,465
810,1713,1311,198,461
899,1689,1261,279,475
907,1656,1204,370,531
906,1583,1278,370,612
903,1591,1250,398,617
901,1593,1235,413,713
901,1588,1220,433,831
952,1560,1237,444,832
1009,1472,1290,479,834
1035,1428,1175,638,1012
1035,1304,1213,724,1021
1028,1307,1267,724,1044
963,1382,1230,762,1062
974,1417,1122,902,1132
1304,1369,1173,903,1113
1268,1313,1266,903,1113
1267,1197,1383,903,1363
1267,1155,1425,903,1469
1267,1084,1448,951,1553
1267,962,1409,1112,1539
1223,992,1376,1159,1666
1179,995,1399,1177,1748
1179,987,1401,1183,1748
1179,984,1398,1123,1748
1179,936,1374,1195,1736
1087,834,1320,1443,1682
1196,659,1495,1443,1670
1202,625,1529,1443,1391
1207,565,1589,1419,1391
912,840,1618,1417,1391
871,881,1618,1417,1390
847,810,1713,1311,1390
751,899,1689,1261,1376
771,907,1656,1204,1320
772,906,1583,1278,1239
767,903,1591,1250,1234
767,901,1593,1235,1138
767,901,1588,1220,1020
716,952,1560,1237,1022
659,1009,1472,1290,1020
710,1035,1428,1175,867
729,1035,1304,1213,878
679,1028,1307,1267,860
668,963,1382,1230,842
590,974,1417,1122,772
256,1304,1369,1173,771
255,1268,1313,1266,771
312,1267,1197,1383,527
312,1267,1155,1425,434
312,1267,1084,1448,358
479,1267,962,1409,358
489,1223,992,1376,184
530,1179,995,1399,118
530,1179,987,1401,174
530,1179,984,1398,193
544,1179,936,1374,381
549,1087,834,1320,630
440,1196,659,1495,609
434,1202,625,1529,613
429,1207,565,1589,677
420,912,840,1618,682
420,871,881,1618,682
425,847,810,1713,683
476,751,899,1689,683
447,771,907,1656,683
446,772,906,1583,683
446,767,903,1591,683
446,767,901,1593,683
446,767,901,1588,683
446,716,952,1560,680
456,659,1009,1472,680
379,710,1035,1428,655
360,729,1035,1304,715
360,679,1028,1307,747
374,668,963,1382,752
375,590,974,1417,784
375,256,1304,1369,934
375,255,1268,1313,995
318,312,1267,1197,990
318,312,1267,1155,977
318,312,1267,1084,969
151,479,1267,962,976
380,489,1223,992,977
352,530,1179,995,961
352,530,1179,987,928
352,530,1179,984,927
338,544,1179,936,739
333,549,1087,834,490
333,440,1196,659,489
333,434,1202,625,485
406,429,1207,565,421
409,420,912,840,416
509,420,871,881,423
615,425,847,810,422
592,476,751,899,422
624,447,771,907,485
624,446,772,906,485
680,446,767,903,565
690,446,767,901,580
690,446,767,901,580
690,446,716,952,628
680,456,659,1009,636
680,379,710,1035,695
826,360,729,1035,697
832,360,679,1028,758
856,374,668,963,782
855,375,590,974,776
873,375,256,1304,885
873,375,255,1268,851
893,318,312,1267,927
937,318,312,1267,929
946,318,312,1267,929
946,151,479,1267,947
716,380,489,1223,946
707,352,530,1179,947
826,352,530,1179,924
1158,352,530,1179,906
1221,338,544,1179,993
1252,333,549,1087,1105
1270,333,440,1196,1122
1373,333,434,1202,1128
1403,406,429,1207,1196
1452,409,420,912,1279
1500,509,420,871,1278
1412,615,425,847,1278
1394,592,476,751,1320
1362,624,447,771,1292
1362,624,446,772,1293
1306,680,446,767,1213
1296,690,446,767,1198
1296,690,446,767,1242
1296,690,446,716,1194
1296,680,456,659,1186
1296,680,379,710,1127
1150,826,360,729,1045
1144,832,360,679,947
1106,856,374,668,918
1106,855,375,590,892
1088,873,375,256,633
1088,873,375,255,606
1090,893,318,312,529
1047,937,318,312,527
1040,946,318,312,527
1108,946,151,479,502
1111,716,380,489,627
1108,707,352,530,705
989,826,352,530,803
657,1158,352,530,832
610,1221,338,544,757
580,1252,333,549,714
667,1270,333,440,707
588,1373,333,434,777
546,1403,406,429,709
497,1452,409,420,704
389,1500,509,420,706
367,1412,615,425,735
411,1394,592,476,731
430,1362,624,447,698
430,1362,624,446,704
434,1306,680,446,712
448,1296,690,446,712
534,1296,690,446,668
654,1296,690,446,746
683,1296,680,456,904
690,1296,680,379,959
694,1150,826,360,1014
748,1144,832,360,1015
803,1106,856,374,1015
803,1106,855,375,1015
815,1088,873,375,1015
815,1088,873,375,1015
793,1090,893,318,1015
792,1047,937,318,1036
790,1040,946,318,1036
722,1108,946,151,1039
746,1111,716,380,914
780,1108,707,352,836
991,989,826,352,738
994,657,1158,352,709
978,610,1221,338,697
1049,580,1252,333,628
1086,667,1270,333,622
1304,588,1373,333,591
1243,546,1403,406,601
1240,497,1452,409,707
1200,389,1500,509,706
1199,367,1412,615,704
1145,411,1394,592,801
1126,430,1362,624,914
1126,430,1362,624,930
1122,434,1306,680,1066
1108,448,1296,690,1066
1022,534,1296,690,1066
902,654,1296,690,988
873,683,1296,680,830
866,690,1296,680,775
884,694,1150,826,720
830,748,1144,832,732
775,803,1106,856,732
775,803,1106,855,777
763,815,1088,873,880
776,815,1088,873,999
835,793,1090,893,1016
835,792,1047,937,1042
914,790,1040,946,1206
1079,722,1108,946,1294
1071,746,1111,716,1328
1087,780,1108,707,1412
920,991,989,826,1412
917,994,657,1158,1429
917,978,610,1221,1499
846,1049,580,1252,1523
704,1086,667,1270,1519
463,1304,588,1373,1509
513,1243,546,1403,1499
715,1240,497,1452,1315
786,1200,389,1500,1308
812,1199,367,1412,1281
863,1145,411,1394,1146
892,1126,430,1362,1031
1008,1126,430,1362,1008
1018,1122,434,1306,870
1018,1108,448,1296,920
1022,1022,534,1296,955
1055,902,654,1296,992
1231,873,683,1296,992
1254,866,690,1296,1207
1232,884,694,1150,1211
1251,830,748,1144,1219
1251,775,803,1106,1224
1256,775,803,1106,1179
1327,763,815,1088,1076
1358,776,815,1088,976
1299,835,793,1090,972
1306,835,792,1047,954
1233,914,790,1040,831
1068,1079,722,1108,740
1040,1071,746,1111,706
989,1087,780,1108,621
945,920,991,989,621
977,917,994,657,604
1094,917,978,610,534
1112,846,1049,580,510
1112,704,1086,667,510
1158,463,1304,588,475
1108,513,1243,546,475
917,715,1240,497,475
852,786,1200,389,475
888,812,1199,367,475
930,863,1145,411,475
927,892,1126,430,475
811,1008,1126,430,475
801,1018,1122,434,469
803,1018,1108,448,419
857,1022,1022,534,384
825,1055,902,654,347
696,1231,873,683,347
673,1254,866,690,132
685,1232,884,694,128
674,1251,830,748,107
674,1251,775,803,102
669,1256,775,803,102
598,1327,763,815,102
716,1358,776,815,83
724,1299,835,793,136
730,1306,835,792,107
747,1233,914,790,66
747,1068,1079,722,66
747,1040,1071,746,66
747,989,1087,780,90
747,945,920,991,92
715,977,917,994,92
598,1094,917,978,198
579,1112,846,1049,279
579,1112,704,1086,370
532,1158,463,1304,370
532,1108,513,1243,398
521,917,715,1240,413
515,852,786,1200,433
453,888,812,1199,444
360,930,863,1145,479
392,927,892,1126,638
418,811,1008,1126,724
423,801,1018,1122,724
437,803,1018,1108,762
379,857,1022,1022,902
378,825,1055,902,903
331,696,1231,873,903
331,673,1254,866,903
326,685,1232,884,903
321,674,1251,830,951
330,674,1251,775,1112
367,669,1256,775,1159
386,598,1327,763,1177
291,716,1358,776,1183
354,724,1299,835,1123
341,730,1306,835,1195
318,747,1233,914,1443
330,747,1068,1079,1443
345,747,1040,1071,1443
345,747,989,1087,1419
567,747,945,920,1417
653,715,977,917,1417
658,598,1094,917,1311
658,579,1112,846,1261
658,579,1112,704,1204
658,532,1158,463,1278
658,532,1108,513,1250
746,521,917,715,1235
746,515,852,786,1220
824,453,888,812,1237
841,360,930,863,1290
836,392,927,892,1175
810,418,811,1008,1213
805,423,801,1018,1267
846,437,803,1018,1230
848,379,857,1022,1122
848,378,825,1055,1173
876,331,696,1231,1266
876,331,673,1254,1383
869,326,685,1232,1425
1109,321,674,1251,1448
1100,330,674,1251,1409
1063,367,669,1256,1376
1044,386,598,1327,1399
977,291,716,1358,1401
906,354,724,1299,1398
906,341,730,1306,1374
1077,318,747,1233,1320
1153,330,747,1068,1495
1138,345,747,1040,1529
1138,345,747,989,1589
916,567,747,945,1618
870,653,715,977,1618
895,658,598,1094,1713
895,658,579,1112,1689
900,658,579,1112,1656
967,658,532,1158,1583
971,658,532,1108,1591
883,746,521,917,1593
883,746,515,852,1588
805,824,453,888,1560
808,841,360,930,1472
765,836,392,927,1428
766,810,418,811,1304
832,805,423,801,1307
820,846,437,803,1382
821,848,379,857,1417
821,848,378,825,1369
793,876,331,696,1313
793,876,331,673,1197
793,869,326,685,1155
622,1109,321,674,1084
801,1100,330,674,962
854,1063,367,669,992
854,1044,386,598,995
854,977,291,716,987
854,906,354,724,984
869,906,341,730,936
704,1077,318,747,834
690,1153,330,747,659
904,1138,345,747,625
904,1138,345,747,565
904,916,567,747,840
864,870,653,715,881
879,895,658,598,810
879,895,658,579,899
874,900,658,579,907
828,967,658,532,906
877,971,658,532,903
880,883,746,521,901
880,883,746,515,901
888,805,824,453,952
869,808,841,360,1009
865,765,836,392,1035
864,766,810,418,1035
839,832,805,423,1028
812,820,846,437,963
809,821,848,379,974
922,821,848,378,1304
922,793,876,331,1268
941,793,876,331,1267
943,793,869,326,1267
871,622,1109,321,1267
692,801,1100,330,1267
639,854,1063,367,1223
639,854,1044,386,1179
639,854,977,291,1179
639,854,906,354,1179
627,869,906,341,1179
685,704,1077,318,1087
687,690,1153,330,1196
473,904,1138,345,1202
683,904,1138,345,1207
741,904,916,567,912
758,864,870,653,871
713,879,895,658,847
713,879,895,658,751
713,874,900,658,771
707,828,967,658,772
1057,877,971,658,767
1283,880,883,746,767
1283,880,883,746,767
1275,888,805,824,716
1274,869,808,841,659
1268,865,765,836,710
1268,864,766,810,729
1227,839,832,805,679
1209,812,820,846,668
1209,809,821,848,590
1096,922,821,848,256
1100,922,793,876,255
1081,941,793,876,312
1079,943,793,869,312
1079,871,622,1109,312
1079,692,801,1100,479
1079,639,854,1063,489
1079,639,854,1044,530
1155,639,854,977,530
1253,639,854,906,530
1302,627,869,906,544
1264,685,704,1077,549
1190,687,690,1153,440
1257,473,904,1138,434
1091,683,904,1138,429
1033,741,904,916,420
1065,758,864,870,420
1065,713,879,895,425
1065,713,879,895,476
1065,713,874,900,447
1052,707,828,967,446
649,1057,877,971,446
420,1283,880,883,446
428,1283,880,883,446
491,1275,888,805,446
491,1274,869,808,456
491,1268,865,765,379
491,1268,864,766,360
491,1227,839,832,360
510,1209,812,820,374
510,1209,809,821,375
511,1096,922,821,375
515,1100,922,793,375
515,1081,941,793,318
515,1079,943,793,318
679,1079,871,622,318
682,1079,692,801,151
702,1079,639,854,380
760,1079,639,854,352
734,1155,639,854,352
689,1253,639,854,352
637,1302,627,869,338
611,1264,685,704,333
609,1190,687,690,333
542,1257,473,904,333
505,1091,683,904,406
506,1033,741,904,409
457,1065,758,864,509
569,1065,713,879,615
618,1065,713,879,592
668,1065,713,874,624
674,1052,707,828,624
674,649,1057,877,680
674,420,1283,880,690
670,428,1283,880,690
634,491,1275,888,690
634,491,1274,869,680
640,491,1268,865,680
642,491,1268,864,826
648,491,1227,839,832
657,510,1209,812,856
720,510,1209,809,855
729,511,1096,922,873
737,515,1100,922,873
737,515,1081,941,893
737,515,1079,943,937
573,679,1079,871,946
570,682,1079,692,946
550,702,1079,639,716
527,760,1079,639,707
553,734,1155,639,826
508,689,1253,639,1158
561,637,1302,627,1221
654,611,1264,685,1252
778,609,1190,687,1270
848,542,1257,473,1373
842,505,1091,683,1403
841,506,1033,741,1452
854,457,1065,758,1500
743,569,1065,713,1412
694,618,1065,713,1394
644,668,1065,713,1362
636,674,1052,707,1362
641,674,649,1057,1306
641,674,420,1283,1296
637,670,428,1283,1296
637,634,491,1275,1296
643,634,491,1274,1296
642,640,491,1268,1296
661,642,491,1268,1150
657,648,491,1227,1144
630,657,510,1209,1106
567,720,510,1209,1106
557,729,511,1096,1088
541,737,515,1100,1088
541,737,515,1081,1090
541,737,515,1079,1047
541,573,679,1079,1040
541,570,682,1079,1108
541,550,702,1079,1111
520,527,760,1079,1108
444,553,734,1155,989
436,508,689,1253,657
383,561,637,1302,610
290,654,611,1264,580
169,778,609,1190,667
99,848,542,1257,588
98,842,505,1091,546
98,841,506,1033,497
85,854,457,1065,389
84,743,569,1065,367
84,694,618,1065,411
84,644,668,1065,430
84,636,674,1052,430
88,641,674,649,434
88,641,674,420,448
88,637,670,428,534
81,637,634,491,654
263,643,634,491,683
365,642,640,491,690
356,661,642,491,694
354,657,648,491,748
381,630,657,510,803
750,567,720,510,803
750,557,729,511,815
750,541,737,515,815
750,541,737,515,793
750,541,737,515,792
750,541,573,679,790
750,541,570,682,722
750,541,550,702,746
736,520,527,760,780
736,444,553,734,991
764,436,508,689,994
771,383,561,637,978
778,290,654,611,1049
775,169,778,609,1086
775,99,848,542,1304
786,98,842,505,1243
786,98,841,506,1240
888,85,854,457,1200
1042,84,743,569,1199
1063,84,694,618,1145
1083,84,644,668,1126
1086,84,636,674,1126
1077,88,641,674,1122
1080,88,641,674,1108
1148,88,637,670,1022
1139,81,637,634,902
951,263,643,634,873
848,365,642,640,866
837,356,661,642,884
837,354,657,648,830
835,381,630,657,775
485,750,567,720,775
485,750,557,729,763
485,750,541,737,776
485,750,541,737,835
489,750,541,737,835
489,750,541,573,914
508,750,541,570,1079
510,750,541,550,1071
510,736,520,527,1087
632,736,444,553,920
672,764,436,508,917
720,771,383,561,917
713,778,290,654,846
765,775,169,778,704
780,775,99,848,463
837,786,98,842,513
838,786,98,841,715
743,888,85,854,786
592,1042,84,743,812
571,1063,84,694,863
551,1083,84,644,892
548,1086,84,636,1008
548,1077,88,641,1018
545,1080,88,641,1018
477,1148,88,637,1022
466,1139,81,637,1055
466,951,263,643,1231
462,848,365,642,1254
534,837,356,661,1232
547,837,354,657,1251
571,835,381,630,1251
600,485,750,567,1256
622,485,750,557,1327
648,485,750,541,1358
654,485,750,541,1299
650,489,750,541,1306
650,489,750,541,1233
631,508,750,541,1068
629,510,750,541,1040
629,510,736,520,989
507,632,736,444,945
439,672,764,436,977
384,720,771,383,1094
388,713,778,290,1112
340,765,775,169,1112
326,780,775,99,1158
258,837,786,98,1108
257,838,786,98,917
250,743,888,85,852
247,592,1042,84,888
247,571,1063,84,930
247,551,1083,84,927
290,548,1086,84,811
492,548,1077,88,801
578,545,1080,88,803
578,477,1148,88,857
578,466,1139,81,825
578,466,951,263,696
578,462,848,365,673
505,534,837,356,685
492,547,837,354,674
448,571,835,381,674
471,600,485,750,669
451,622,485,750,598
479,648,485,750,716
473,654,485,750,724
473,650,489,750,730
473,650,489,750,747
473,631,508,750,747
473,629,510,750,747
473,629,510,736,747
475,507,632,736,747
475,439,672,764,715
475,384,720,771,598
476,388,713,778,579
540,340,765,775,579
683,326,780,775,532
721,258,837,786,532
776,257,838,786,521
776,250,743,888,515
935,247,592,1042,453
983,247,571,1063,360
983,247,551,1083,392
945,290,548,1086,418
743,492,548,1077,423
662,578,545,1080,437
662,578,477,1148,379
703,578,466,1139,378
703,578,466,951,331
703,578,462,848,331
703,505,534,837,326
703,492,547,837,321
709,448,571,835,330
639,471,600,485,367
648,451,622,485,386
594,479,648,485,291
594,473,654,485,354
594,473,650,489,341
594,473,650,489,318
594,473,631,508,330
594,473,629,510,345
594,473,629,510,345
592,475,507,632,567
650,475,439,672,653
685,475,384,720,658
684,476,388,713,658
661,540,340,765,658
711,683,326,780,658
757,721,258,837,658
702,776,257,838,746
702,776,250,743,746
543,935,247,592,824
879,983,247,571,841
879,983,247,551,836
874,945,290,548,810
874,743,492,548,805
869,662,578,545,846
882,662,578,477,848
889,703,578,466,848
889,703,578,466,876
889,703,578,462,876
889,703,505,534,869
905,703,492,547,1109
893,709,448,571,1100
892,639,471,600,1063
881,648,451,622,1044
888,594,479,648,977
888,594,473,654,906
888,594,473,650,906
888,594,473,650,1077
888,594,473,631,1153
888,594,473,629,1138
888,594,473,629,1138
898,592,475,507,916
892,650,475,439,870
896,685,475,384,895
933,684,476,388,895
888,661,540,340,900
694,711,683,326,967
655,757,721,258,971
750,702,776,257,883
750,702,776,250,883
750,543,935,247,805
366,879,983,247,808
471,879,983,247,765
490,874,945,290,766
508,874,743,492,832
511,869,662,578,820
498,882,662,578,821
508,889,703,578,821
705,889,703,578,793
727,889,703,578,793
727,889,703,505,793
711,905,703,492,622
749,893,709,448,801
749,892,639,471,854
754,881,648,451,854
747,888,594,479,854
747,888,594,473,854
747,888,594,473,869
786,888,594,473,704
786,888,594,473,690
786,888,594,473,904
786,888,594,473,904
776,898,592,475,904
743,892,650,475,864
704,896,685,475,879
663,933,684,476,879
832,888,661,540,874
855,694,711,683,828
810,655,757,721,877
935,750,702,776,880
935,750,702,776,880
935,750,543,935,888
935,366,879,983,869
830,471,879,983,865
811,490,874,945,864
793,508,874,743,839
790,511,869,662,812
793,498,882,662,809
735,508,889,703,922
538,705,889,703,922
516,727,889,703,941
533,727,889,703,943
533,711,905,703,871
495,749,893,709,692
495,749,892,639,639
490,754,881,648,639
490,747,888,594,639
490,747,888,594,639
591,747,888,594,627
552,786,888,594,685
626,786,888,594,687
816,786,888,594,473
819,786,888,594,683
819,776,898,592,741
800,743,892,650,758
800,704,896,685,713
800,663,933,684,713
631,832,888,661,713
608,855,694,711,707
608,810,655,757,1057
389,935,750,702,1283
482,935,750,702,1283
482,935,750,543,1275
482,935,366,879,1274
482,830,471,879,1268
482,811,490,874,1268
482,793,508,874,1227
576,790,511,869,1209
573,793,498,882,1209
573,735,508,889,1096
573,538,705,889,1100
573,516,727,889,1081
556,533,727,889,1079
556,533,711,905,1079
556,495,749,893,1079
556,495,749,892,1079
556,490,754,881,1079
556,490,747,888,1155
556,490,747,888,1253
455,591,747,888,1302
455,552,786,888,1264
381,626,786,888,1190
396,816,786,888,1257
432,819,786,888,1091
458,819,776,898,1033
476,800,743,892,1065
476,800,704,896,1065
568,800,663,933,1065
694,631,832,888,1065
740,608,855,694,1052
740,608,810,655,649
739,389,935,750,420
646,482,935,750,428
648,482,935,750,491
650,482,935,366,491
650,482,830,471,491
650,482,811,490,491
650,482,793,508,491
556,576,790,511,510
556,573,793,498,510
558,573,735,508,511
600,573,538,705,515
605,573,516,727,515
605,556,533,727,515
605,556,533,711,679
605,556,495,749,682
605,556,495,749,702
605,556,490,754,760
605,556,490,747,734
639,556,490,747,689
684,455,591,747,637
761,455,552,786,611
942,381,626,786,609
771,396,816,786,542
740,432,819,786,505
806,458,819,776,506
788,476,800,743,457
845,476,800,704,569
797,568,800,663,618
671,694,631,832,668
628,740,608,855,674
629,740,608,810,674
639,739,389,935,674
642,646,482,935,670
802,648,482,935,634
955,650,482,935,634
955,650,482,830,640
955,650,482,811,642
955,650,482,793,648
955,556,576,790,657
959,556,573,793,720
1143,558,573,735,729
1155,600,573,538,737
1187,605,573,516,737
1189,605,556,533,737
1349,605,556,533,573
1453,605,556,495,570
1547,605,556,495,550
1547,605,556,490,527
1558,605,556,490,553
1538,639,556,490,508
1549,684,455,591,561
1473,761,455,552,654
1367,942,381,626,778
1388,771,396,816,848
1416,740,432,819,842
1408,806,458,819,841
1425,788,476,800,854
1467,845,476,800,743
1437,797,568,800,694
1438,671,694,631,644
1438,628,740,608,636
1437,629,740,608,641
1427,639,739,389,641
1424,642,646,482,637
1262,802,648,482,637
1107,955,650,482,643
1112,955,650,482,642
1119,955,650,482,661
1143,955,650,482,657
1316,955,556,576,630
1323,959,556,573,567
1214,1143,558,573,557
1217,1155,600,573,541
1180,1187,605,573,541
1209,1189,605,556,541
1049,1349,605,556,541
1079,1453,605,556,541
1040,1547,605,556,541
1127,1547,605,556,520
1119,1558,605,556,444
1106,1538,639,556,436
1050,1549,684,455,383
1049,1473,761,455,290
974,1367,942,381,169
919,1388,771,396,99
886,1416,740,432,98
802,1408,806,458,98
798,1425,788,476,85
706,1467,845,476,84
692,1437,797,568,84
691,1438,671,694,84
709,1438,628,740,84
709,1437,629,740,88
709,1427,639,739,88
774,1424,642,646,88
845,1262,802,648,81
845,1107,955,650,263
840,1112,955,650,365
833,1119,955,650,356
815,1143,955,650,354
645,1316,955,556,381
634,1323,959,556,750
602,1214,1143,558,750
549,1217,1155,600,750
549,1180,1187,605,750
519,1209,1189,605,750
535,1049,1349,605,750
468,1079,1453,605,750
417,1040,1547,605,750
351,1127,1547,605,736
357,1119,1558,605,736
441,1106,1538,639,764
604,1050,1549,684,771
607,1049,1473,761,778
644,974,1367,942,775
644,919,1388,771,775
641,886,1416,740,786
641,802,1408,806,786
628,798,1425,788,888
621,706,1467,845,1042
622,692,1437,797,1063
622,691,1438,671,1083
601,709,1438,628,1086
620,709,1437,629,1077
627,709,1427,639,1080
562,774,1424,642,1148
517,845,1262,802,1139
556,845,1107,955,951
556,840,1112,955,848
556,833,1119,955,837
570,815,1143,955,837
574,645,1316,955,835
708,634,1323,959,485
708,602,1214,1143,485
749,549,1217,1155,485
778,549,1180,1187,485
804,519,1209,1189,489
982,535,1049,1349,489
935,468,1079,1453,508
931,417,1040,1547,510
910,351,1127,1547,510
901,357,1119,1558,632
816,441,1106,1538,672
692,604,1050,1549,720
689,607,1049,1473,713
652,644,974,1367,765
652,644,919,1388,780
652,641,886,1416,837
652,641,802,1408,838
652,628,798,1425,743
652,621,706,1467,592
651,622,692,1437,571
651,622,691,1438,551
651,601,709,1438,548
632,620,709,1437,548
625,627,709,1427,545
628,562,774,1424,477
782,517,845,1262,466
820,556,845,1107,466
824,556,840,1112,462
824,556,833,1119,534
804,570,815,1143,547
797,574,645,1316,571
790,708,634,1323,600
807,708,602,1214,622
784,749,549,1217,648
816,778,549,1180,654
821,804,519,1209,650
645,982,535,1049,650
628,935,468,1079,631
688,931,417,1040,629
697,910,351,1127,629
736,901,357,1119,507
739,816,441,1106,439
700,692,604,1050,384
700,689,607,1049,388
725,652,644,974,340
725,652,644,919,326
725,652,641,886,258
725,652,641,802,257
731,652,628,798,250
735,652,621,706,247
735,651,622,692,247
735,651,622,691,247
735,651,601,709,290
735,632,620,709,492
735,625,627,709,578
732,628,562,774,578
552,782,517,845,578
475,820,556,845,578
471,824,556,840,578
471,824,556,833,505
471,804,570,815,492
500,797,574,645,448
373,790,708,634,471
311,807,708,602,451
289,784,749,549,479
228,816,778,549,473
198,821,804,519,473
190,645,982,535,473
275,628,935,468,473
276,688,931,417,473
267,697,910,351,473
228,736,901,357,475
486,739,816,441,475
507,700,692,604,475
507,700,689,607,476
533,725,652,644,540
533,725,652,644,683
632,725,652,641,721
632,725,652,641,776
626,731,652,628,776
627,735,652,621,935
627,735,651,622,983
627,735,651,622,983
693,735,651,601,945
693,735,632,620,743
693,735,625,627,662
693,732,628,562,662
693,552,782,517,703
693,475,820,556,703
693,471,824,556,703
693,471,824,556,703
765,471,804,570,703
866,500,797,574,709
871,373,790,708,639
893,311,807,708,648
972,289,784,749,594
1100,228,816,778,594
1106,198,821,804,594
