Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2,Accum_y-3
549,949,525,469,198,1279,624,1123,1421,1025,408,791,717
537,984,432,422,324,1151,758,1132,1411,742,492,781,717
611,1005,403,409,366,1058,841,1141,1412,731,474,754,896
594,1022,402,409,367,1020,875,1144,1413,492,415,772,883
570,1046,402,409,364,782,1048,1209,1416,492,406,929,667
570,1046,401,410,262,550,1354,1188,1465,492,270,937,887
570,1046,401,282,329,564,1398,1005,1651,492,270,846,920
481,1131,405,282,322,437,1532,953,1702,493,274,832,1176
481,1123,413,282,321,438,1532,935,1720,474,465,854,1208
443,1161,413,282,321,438,1532,935,1666,502,449,721,1211
443,1161,410,285,316,443,1532,872,1716,515,436,759,1219
442,1120,452,282,317,445,1532,849,1739,515,524,1039,1328
442,1108,464,282,317,445,1532,731,1857,515,538,1156,1364
274,1240,500,282,317,445,1532,702,1886,515,541,1165,1402
281,1240,500,282,317,445,1532,515,2073,514,539,848,1415
281,1234,506,282,317,445,1527,504,2089,319,561,834,1415
217,1230,574,282,317,443,1528,504,2072,337,561,820,1415
217,983,821,282,317,443,1521,469,2111,340,561,890,1415
232,713,1091,282,317,434,1493,479,2138,340,561,893,1415
392,713,1091,282,317,434,1489,437,2154,370,561,893,1415
392,683,1121,282,317,434,1489,338,2127,496,561,893,1412
392,645,1158,283,317,434,1489,331,2080,550,564,909,1562
396,645,1157,284,317,406,1517,331,2049,581,569,909,1588
398,555,1247,284,317,361,1506,387,2049,581,571,909,1596
471,555,1247,284,317,342,1500,412,2034,596,571,909,1758
493,555,1244,202,402,314,1372,511,1984,703,571,885,1816
493,555,1123,287,438,312,1371,509,1742,950,571,851,1837
493,555,1111,299,438,312,1332,524,1731,871,547,851,1971
532,458,1179,326,440,312,1318,530,1697,905,557,851,1971
506,484,1135,370,440,286,1241,572,1406,1257,598,849,1971
467,523,956,518,471,267,1213,619,1228,1400,605,849,1934
441,549,949,525,469,198,1279,624,1123,1421,600,853,1703
417,537,984,432,422,324,1151,758,1132,1411,555,902,1703
322,611,1005,403,409,366,1058,841,1141,1412,593,930,1461
322,594,1022,402,409,367,1020,875,1144,1413,577,947,1434
322,570,1046,402,409,364,782,1048,1209,1416,594,856,1425
322,570,1046,401,410,262,550,1354,1188,1465,594,1001,1209
322,570,1046,401,282,329,564,1398,1005,1651,596,1002,1205
322,481,1131,405,282,322,437,1532,953,1702,622,1003,949
322,481,1123,413,282,321,438,1532,935,1720,466,993,910
322,443,1161,413,282,321,438,1532,935,1666,469,992,898
322,443,1161,410,285,316,443,1532,872,1716,467,946,890
322,442,1120,452,282,317,445,1532,849,1739,373,666,781
322,442,1108,464,282,317,445,1532,731,1857,359,549,745
322,274,1240,500,282,317,445,1532,702,1886,356,540,707
315,281,1240,500,282,317,445,1532,515,2073,356,589,694
494,281,1234,506,282,317,445,1527,504,2089,334,551,694
623,217,1230,574,282,317,443,1528,504,2072,334,525,807
623,217,983,821,282,317,443,1521,469,2111,363,458,967
608,232,713,1091,282,317,434,1493,479,2138,371,455,1123
448,392,713,1091,282,317,434,1489,437,2154,424,455,1123
448,392,683,1121,282,317,434,1489,338,2127,427,455,1123
448,392,645,1158,283,317,434,1489,331,2080,464,439,973
444,396,645,1157,284,317,406,1517,331,2049,542,439,941
442,398,555,1247,284,317,361,1506,387,2049,544,439,924
369,471,555,1247,284,317,342,1500,412,2034,663,439,820
347,493,555,1244,202,402,314,1372,511,1984,956,439,774
356,493,555,1123,287,438,312,1371,509,1742,967,439,754
506,493,555,1111,299,438,312,1332,524,1731,1206,439,620
473,532,458,1179,326,440,312,1318,530,1697,1196,454,620
473,506,484,1135,370,440,286,1241,572,1406,1155,469,620
473,467,523,956,518,471,267,1213,619,1228,1138,469,678
473,441,549,949,525,469,198,1279,624,1123,1075,465,793
473,417,537,984,432,422,324,1151,758,1132,1055,527,794
473,322,611,1005,403,409,366,1058,841,1141,1043,569,799
473,322,594,1022,402,409,367,1020,875,1144,1043,535,799
482,322,570,1046,402,409,364,782,1048,1209,1024,647,987
629,322,570,1046,401,410,262,550,1354,1188,1024,519,982
629,322,570,1046,401,282,329,564,1398,1005,1022,545,953
629,322,481,1131,405,282,322,437,1532,953,989,574,953
658,322,481,1123,413,282,321,438,1532,935,1126,568,953
658,322,443,1161,413,282,321,438,1532,935,1123,575,953
658,322,443,1161,410,285,316,443,1532,872,1123,577,963
658,322,442,1120,452,282,317,445,1532,849,1123,709,963
658,322,442,1108,464,282,317,445,1532,731,1123,711,963
658,322,274,1240,500,282,317,445,1532,702,1123,794,966
658,315,281,1240,500,282,317,445,1532,515,1123,782,1150
479,494,281,1234,506,282,317,445,1527,504,1123,778,1162
350,623,217,1230,574,282,317,443,1528,504,1123,745,1050
350,623,217,983,821,282,317,443,1521,469,1094,1020,917
350,608,232,713,1091,282,317,434,1493,479,1086,1022,800
350,448,392,713,1091,282,317,434,1489,437,1033,1024,800
382,448,392,683,1121,282,317,434,1489,338,1144,1024,802
388,448,392,645,1158,283,317,434,1489,331,1112,1024,802
388,444,396,645,1157,284,317,406,1517,331,1029,1024,805
388,442,398,555,1247,284,317,361,1506,387,1060,1024,805
388,369,471,555,1247,284,317,342,1500,412,1025,1123,723
390,347,493,555,1244,202,402,314,1372,511,742,1123,713
400,356,493,555,1123,287,438,312,1371,509,731,1123,910
250,506,493,555,1111,299,438,312,1332,524,492,1158,912
244,473,532,458,1179,326,440,312,1318,530,492,1143,1092
285,473,506,484,1135,370,440,286,1241,572,492,1203,1102
369,473,467,523,956,518,471,267,1213,619,492,1372,1062
399,473,441,549,949,525,469,198,1279,624,493,1419,947
399,473,417,537,984,432,422,324,1151,758,474,1309,946
410,473,322,611,1005,403,409,366,1058,841,502,1241,993
481,473,322,594,1022,402,409,367,1020,875,515,1272,993
627,482,322,570,1046,402,409,364,782,1048,515,1114,805
517,629,322,570,1046,401,410,262,550,1354,515,1096,979
517,629,322,570,1046,401,282,329,564,1398,515,1069,1110
518,629,322,481,1131,405,282,322,437,1532,514,1039,1216
491,658,322,481,1123,413,282,321,438,1532,319,1034,1221
491,658,322,443,1161,413,282,321,438,1532,337,1027,1221
491,658,322,443,1161,410,285,316,443,1532,340,1025,1211
491,658,322,442,1120,452,282,317,445,1532,340,901,1211
491,658,322,442,1108,464,282,317,445,1532,370,904,1259
491,658,322,274,1240,500,282,317,445,1532,496,821,1263
491,658,315,281,1240,500,282,317,445,1532,550,784,1079
491,479,494,281,1234,506,282,317,445,1527,581,819,1160
491,350,623,217,1230,574,282,317,443,1528,581,819,1174
491,350,623,217,983,821,282,317,443,1521,596,541,1147
491,350,608,232,713,1091,282,317,434,1493,703,553,1108
491,350,448,392,713,1091,282,317,434,1489,950,552,1108
459,382,448,392,683,1121,282,317,434,1489,871,598,1137
453,388,448,392,645,1158,283,317,434,1489,905,616,1137
453,388,444,396,645,1157,284,317,406,1517,1257,616,1147
453,388,442,398,555,1247,284,317,361,1506,1400,616,1147
453,388,369,471,555,1247,284,317,342,1500,1421,529,1133
473,390,347,493,555,1244,202,402,314,1372,1411,530,1138
471,400,356,493,555,1123,287,438,312,1371,1412,530,941
517,250,506,493,555,1111,299,438,312,1332,1413,495,1098
703,244,473,532,458,1179,326,440,312,1318,1416,519,952
671,285,473,506,484,1135,370,440,286,1241,1465,444,1081
647,369,473,467,523,956,518,471,267,1213,1651,275,1073
640,399,473,441,549,949,525,469,198,1279,1702,228,1128
640,399,473,417,537,984,432,422,324,1151,1720,227,1134
629,410,473,322,611,1005,403,409,366,1058,1666,225,1205
558,481,473,322,594,1022,402,409,367,1020,1716,247,1292
403,627,482,322,570,1046,402,409,364,782,1739,356,1391
366,517,629,322,570,1046,401,410,262,550,1857,502,1271
366,517,629,322,570,1046,401,282,329,564,1886,505,1161
365,518,629,322,481,1131,405,282,322,437,2073,505,1055
363,491,658,322,481,1123,413,282,321,438,2089,504,1050
381,491,658,322,443,1161,413,282,321,438,2072,527,1195
381,491,658,322,443,1161,410,285,316,443,2111,527,1247
418,491,658,322,442,1120,452,282,317,445,2138,520,1252
418,491,658,322,442,1108,464,282,317,445,2154,515,1231
496,491,658,322,274,1240,500,282,317,445,2127,515,1226
555,491,658,315,281,1240,500,282,317,445,2080,515,1235
561,491,479,494,281,1234,506,282,317,445,2049,480,1142
563,491,350,623,217,1230,574,282,317,443,2049,480,1159
563,491,350,623,217,983,821,282,317,443,2034,479,1172
563,491,350,608,232,713,1091,282,317,434,1984,465,1242
565,491,350,448,392,713,1091,282,317,434,1742,535,1354
592,459,382,448,392,683,1121,282,317,434,1731,494,1467
592,453,388,448,392,645,1158,283,317,434,1697,512,1467
624,453,388,444,396,645,1157,284,317,406,1406,551,1550
673,453,388,442,398,555,1247,284,317,361,1228,611,1616
717,453,388,369,471,555,1247,284,317,342,1123,631,1650
695,473,390,347,493,555,1244,202,402,314,1132,631,1643
680,471,400,356,493,555,1123,287,438,312,1141,713,1642
678,517,250,506,493,555,1111,299,438,312,1144,796,1483
501,703,244,473,532,458,1179,326,440,312,1209,788,1503
492,671,285,473,506,484,1135,370,440,286,1188,801,1409
432,647,369,473,467,523,956,518,471,267,1005,812,1355
409,640,399,473,441,549,949,525,469,198,953,856,1303
409,640,399,473,417,537,984,432,422,324,935,898,1297
409,629,410,473,322,611,1005,403,409,366,935,898,1228
409,558,481,473,322,594,1022,402,409,367,872,844,1244
409,403,627,482,322,570,1046,402,409,364,849,715,1164
409,366,517,629,322,570,1046,401,410,262,731,562,1110
409,366,517,629,322,570,1046,401,282,329,702,559,1242
415,365,518,629,322,481,1131,405,282,322,515,559,1276
433,363,491,658,322,481,1123,413,282,321,504,559,1290
549,381,491,658,322,443,1161,413,282,321,504,536,1181
648,381,491,658,322,443,1161,410,285,316,469,536,1251
612,418,491,658,322,442,1120,452,282,317,479,535,1263
612,418,491,658,322,442,1108,464,282,317,437,535,1249
534,496,491,658,322,274,1240,500,282,317,338,535,1247
475,555,491,658,315,281,1240,500,282,317,331,535,1271
477,561,491,479,494,281,1234,506,282,317,331,537,1272
574,563,491,350,623,217,1230,574,282,317,387,537,1240
587,563,491,350,623,217,983,821,282,317,412,552,1227
587,563,491,350,608,232,713,1091,282,317,511,564,1157
608,565,491,350,448,392,713,1091,282,317,509,493,1046
581,592,459,382,448,392,683,1121,282,317,524,496,903
585,592,453,388,448,392,645,1158,283,317,530,547,962
553,624,453,388,444,396,645,1157,284,317,572,508,918
588,673,453,388,442,398,555,1247,284,317,619,496,884
567,717,453,388,369,471,555,1247,284,317,624,609,854
567,695,473,390,347,493,555,1244,202,402,758,763,869
565,680,471,400,356,493,555,1123,287,438,841,681,869
521,678,517,250,506,493,555,1111,299,438,875,598,870
521,501,703,244,473,532,458,1179,326,440,1048,582,946
522,492,671,285,473,506,484,1135,370,440,1354,569,939
522,432,647,369,473,467,523,956,518,471,1398,558,948
522,409,640,399,473,441,549,949,525,469,1532,514,1147
538,409,640,399,473,417,537,984,432,422,1532,472,1391
576,409,629,410,473,322,611,1005,403,409,1532,472,1343
577,409,558,481,473,322,594,1022,402,409,1532,472,1240
660,409,403,627,482,322,570,1046,402,409,1532,472,1221
683,409,366,517,629,322,570,1046,401,410,1532,472,1222
703,409,366,517,629,322,570,1046,401,282,1532,472,1104
901,415,365,518,629,322,481,1131,405,282,1532,472,1070
1050,433,363,491,658,322,481,1123,413,282,1527,472,1056
1017,549,381,491,658,322,443,1161,413,282,1528,472,1020
985,648,381,491,658,322,443,1161,410,285,1521,472,898
1026,612,418,491,658,322,442,1120,452,282,1493,507,881
1079,612,418,491,658,322,442,1108,464,282,1489,517,868
1118,534,496,491,658,322,274,1240,500,282,1489,517,871
1127,475,555,491,658,315,281,1240,500,282,1489,517,851
1179,477,561,491,479,494,281,1234,506,282,1517,563,863
1086,574,563,491,350,623,217,1230,574,282,1506,586,868
1073,587,563,491,350,623,217,983,821,282,1500,573,954
1073,587,563,491,350,608,232,713,1091,282,1372,572,1036
1050,608,565,491,350,448,392,713,1091,282,1371,650,1124
1072,581,592,459,382,448,392,683,1121,282,1332,701,1188
1080,585,592,453,388,448,392,645,1158,283,1318,650,1172
1102,553,624,453,388,444,396,645,1157,284,1241,767,1200
1026,588,673,453,388,442,398,555,1247,284,1213,777,1205
1016,567,717,453,388,369,471,555,1247,284,1279,642,1197
1017,567,695,473,390,347,493,555,1244,202,1151,487,1182
1017,565,680,471,400,356,493,555,1123,287,1058,487,1182
1049,521,678,517,250,506,493,555,1111,299,1020,490,1181
1091,521,501,703,244,473,532,458,1179,326,782,491,1051
1091,522,492,671,285,473,506,484,1135,370,550,491,1036
1091,522,432,647,369,473,467,523,956,518,564,491,1092
1091,522,409,640,399,473,441,549,949,525,437,495,999
1075,538,409,640,399,473,417,537,984,432,438,541,839
1042,576,409,629,410,473,322,611,1005,403,438,546,907
1082,577,409,558,481,473,322,594,1022,402,443,592,956
1059,660,409,403,627,482,322,570,1046,402,445,607,985
1036,683,409,366,517,629,322,570,1046,401,445,870,987
1021,703,409,366,517,629,322,570,1046,401,445,925,952
817,901,415,365,518,629,322,481,1131,405,445,980,952
650,1050,433,363,491,658,322,481,1123,413,445,1012,1144
549,1017,549,381,491,658,322,443,1161,413,443,1212,1147
482,985,648,381,491,658,322,443,1161,410,443,1216,1147
440,1026,612,418,491,658,322,442,1120,452,434,1181,1147
387,1079,612,418,491,658,322,442,1108,464,434,1171,1157
348,1118,534,496,491,658,322,274,1240,500,434,1171,1154
339,1127,475,555,491,658,315,281,1240,500,434,1211,1141
279,1179,477,561,491,479,494,281,1234,506,406,1275,1128
273,1086,574,563,491,350,623,217,1230,574,361,1382,1123
273,1073,587,563,491,350,623,217,983,821,342,1380,1051
293,1073,587,563,491,350,608,232,713,1091,314,1419,980
293,1050,608,565,491,350,448,392,713,1091,312,1435,924
273,1072,581,592,459,382,448,392,683,1121,312,1402,859
292,1080,585,592,453,388,448,392,645,1158,312,1469,817
271,1102,553,624,453,388,444,396,645,1157,286,1491,744
271,1026,588,673,453,388,442,398,555,1247,267,1457,707
314,1016,567,717,453,388,369,471,555,1247,198,1448,729
313,1017,567,695,473,390,347,493,555,1244,324,1448,769
313,1017,565,680,471,400,356,493,555,1123,366,1448,769
281,1049,521,678,517,250,506,493,555,1111,367,1445,820
230,1091,521,501,703,244,473,532,458,1179,364,1444,897
235,1091,522,492,671,285,473,506,484,1135,262,1444,874
241,1091,522,432,647,369,473,467,523,956,329,1469,823
266,1091,522,409,640,399,473,441,549,949,322,1479,753
266,1075,538,409,640,399,473,417,537,984,321,1433,727
263,1042,576,409,629,410,473,322,611,1005,321,1428,670
228,1082,577,409,558,481,473,322,594,1022,316,1382,668
168,1059,660,409,403,627,482,322,570,1046,317,1367,708
255,1036,683,409,366,517,629,322,570,1046,317,1105,758
251,1021,703,409,366,517,629,322,570,1046,317,1050,780
251,817,901,415,365,518,629,322,481,1131,317,1091,851
251,650,1050,433,363,491,658,322,481,1123,317,1059,717
251,549,1017,549,381,491,658,322,443,1161,317,859,723
251,482,985,648,381,491,658,322,443,1161,317,855,794
251,440,1026,612,418,491,658,322,442,1120,317,1089,819
290,387,1079,612,418,491,658,322,442,1108,317,1246,815
362,348,1118,534,496,491,658,322,274,1240,317,1349,923
396,339,1127,475,555,491,658,315,281,1240,317,1368,1135
443,279,1179,477,561,491,479,494,281,1234,317,1260,1167
447,273,1086,574,563,491,350,623,217,1230,317,1130,1219
447,273,1073,587,563,491,350,623,217,983,317,1130,1280
427,293,1073,587,563,491,350,608,232,713,402,1080,1305
427,293,1050,608,565,491,350,448,392,713,438,986,1272
425,273,1072,581,592,459,382,448,392,683,438,960,1285
394,292,1080,585,592,453,388,448,392,645,440,857,1404
393,271,1102,553,624,453,388,444,396,645,440,718,1400
385,271,1026,588,673,453,388,442,398,555,471,694,1400
329,314,1016,567,717,453,388,369,471,555,469,693,1378
329,313,1017,567,695,473,390,347,493,555,422,693,1338
415,313,1017,565,680,471,400,356,493,555,409,693,1355
417,281,1049,521,678,517,250,506,493,555,409,693,1322
453,230,1091,521,501,703,244,473,532,458,409,693,1341
517,235,1091,522,492,671,285,473,506,484,410,693,1375
526,241,1091,522,432,647,369,473,467,523,282,668,1426
512,266,1091,522,409,640,399,473,441,549,282,654,1424
529,266,1075,538,409,640,399,473,417,537,282,654,1374
527,263,1042,576,409,629,410,473,322,611,282,654,1441
523,228,1082,577,409,558,481,473,322,594,285,654,1452
523,168,1059,660,409,403,627,482,322,570,282,654,1384
436,255,1036,683,409,366,517,629,322,570,282,653,1331
435,251,1021,703,409,366,517,629,322,570,282,653,1309
435,251,817,901,415,365,518,629,322,481,282,585,1336
435,251,650,1050,433,363,491,658,322,481,282,646,1330
