Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2
437,803,1018,1108,762,959
379,857,1022,1022,902,1144
378,825,1055,902,903,1191
331,696,1231,873,903,1160
331,673,1254,866,903,1173
326,685,1232,884,903,1197
321,674,1251,830,951,1247
330,674,1251,775,1112,1385
367,669,1256,775,1159,1384
386,598,1327,763,1177,1384
291,716,1358,776,1183,1487
354,724,1299,835,1123,1512
341,730,1306,835,1195,1428
318,747,1233,914,1443,1468
330,747,1068,1079,1443,1468
345,747,1040,1071,1443,1468
345,747,989,1087,1419,1470
567,747,945,920,1417,1456
653,715,977,917,1417,1456
658,598,1094,917,1311,1456
658,579,1112,846,1261,1346
658,579,1112,704,1204,1341
658,532,1158,463,1278,1341
658,532,1108,513,1250,1341
746,521,917,715,1235,1213
746,515,852,786,1220,1191
824,453,888,812,1237,1288
841,360,930,863,1290,1338
836,392,927,892,1175,941
810,418,811,1008,1213,941
805,423,801,1018,1267,1017
846,437,803,1018,1230,1114
848,379,857,1022,1122,929
848,378,825,1055,1173,898
876,331,696,1231,1266,879
876,331,673,1254,1383,866
869,326,685,1232,1425,842
1109,321,674,1251,1448,933
1100,330,674,1251,1409,803
1063,367,669,1256,1376,782
1044,386,598,1327,1399,782
977,291,716,1358,1401,681
906,354,724,1299,1398,656
906,341,730,1306,1374,642
1077,318,747,1233,1320,591
1153,330,747,1068,1495,591
1138,345,747,1040,1529,591
1138,345,747,989,1589,608
916,567,747,945,1618,624
870,653,715,977,1618,625
895,658,598,1094,1713,629
895,658,579,1112,1689,629
900,658,579,1112,1656,629
967,658,532,1158,1583,629
971,658,532,1108,1591,629
883,746,521,917,1593,629
883,746,515,852,1588,629
805,824,453,888,1560,532
808,841,360,930,1472,482
765,836,392,927,1428,482
766,810,418,811,1304,482
832,805,423,801,1307,367
820,846,437,803,1382,219
821,848,379,857,1417,219
821,848,378,825,1369,223
793,876,331,696,1313,223
793,876,331,673,1197,223
793,869,326,685,1155,223
622,1109,321,674,1084,82
801,1100,330,674,962,88
854,1063,367,669,992,124
854,1044,386,598,995,124
854,977,291,716,987,122
854,906,354,724,984,122
869,906,341,730,936,134
704,1077,318,747,834,188
690,1153,330,747,659,222
904,1138,345,747,625,501
904,1138,345,747,565,482
904,916,567,747,840,465
864,870,653,715,881,465
879,895,658,598,810,461
879,895,658,579,899,475
874,900,658,579,907,531
828,967,658,532,906,612
877,971,658,532,903,617
880,883,746,521,901,713
880,883,746,515,901,831
888,805,824,453,952,832
869,808,841,360,1009,834
865,765,836,392,1035,1012
864,766,810,418,1035,1021
839,832,805,423,1028,1044
812,820,846,437,963,1062
809,821,848,379,974,1132
922,821,848,378,1304,1113
922,793,876,331,1268,1113
941,793,876,331,1267,1363
943,793,869,326,1267,1469
871,622,1109,321,1267,1553
692,801,1100,330,1267,1539
639,854,1063,367,1223,1666
639,854,1044,386,1179,1748
639,854,977,291,1179,1748
639,854,906,354,1179,1748
627,869,906,341,1179,1736
685,704,1077,318,1087,1682
687,690,1153,330,1196,1670
473,904,1138,345,1202,1391
683,904,1138,345,1207,1391
741,904,916,567,912,1391
758,864,870,653,871,1390
713,879,895,658,847,1390
713,879,895,658,751,1376
713,874,900,658,771,1320
707,828,967,658,772,1239
1057,877,971,658,767,1234
1283,880,883,746,767,1138
1283,880,883,746,767,1020
1275,888,805,824,716,1022
1274,869,808,841,659,1020
1268,865,765,836,710,867
1268,864,766,810,729,878
1227,839,832,805,679,860
1209,812,820,846,668,842
1209,809,821,848,590,772
1096,922,821,848,256,771
1100,922,793,876,255,771
1081,941,793,876,312,527
1079,943,793,869,312,434
1079,871,622,1109,312,358
1079,692,801,1100,479,358
1079,639,854,1063,489,184
1079,639,854,1044,530,118
1155,639,854,977,530,174
1253,639,854,906,530,193
1302,627,869,906,544,381
1264,685,704,1077,549,630
1190,687,690,1153,440,609
1257,473,904,1138,434,613
1091,683,904,1138,429,677
1033,741,904,916,420,682
1065,758,864,870,420,682
1065,713,879,895,425,683
1065,713,879,895,476,683
1065,713,874,900,447,683
1052,707,828,967,446,683
649,1057,877,971,446,683
420,1283,880,883,446,683
428,1283,880,883,446,683
491,1275,888,805,446,680
491,1274,869,808,456,680
491,1268,865,765,379,655
491,1268,864,766,360,715
491,1227,839,832,360,747
510,1209,812,820,374,752
510,1209,809,821,375,784
511,1096,922,821,375,934
515,1100,922,793,375,995
515,1081,941,793,318,990
515,1079,943,793,318,977
679,1079,871,622,318,969
682,1079,692,801,151,976
702,1079,639,854,380,977
760,1079,639,854,352,961
734,1155,639,854,352,928
689,1253,639,854,352,927
637,1302,627,869,338,739
611,1264,685,704,333,490
609,1190,687,690,333,489
542,1257,473,904,333,485
505,1091,683,904,406,421
506,1033,741,904,409,416
457,1065,758,864,509,423
569,1065,713,879,615,422
618,1065,713,879,592,422
668,1065,713,874,624,485
674,1052,707,828,624,485
674,649,1057,877,680,565
674,420,1283,880,690,580
670,428,1283,880,690,580
634,491,1275,888,690,628
634,491,1274,869,680,636
640,491,1268,865,680,695
642,491,1268,864,826,697
648,491,1227,839,832,758
657,510,1209,812,856,782
720,510,1209,809,855,776
729,511,1096,922,873,885
737,515,1100,922,873,851
737,515,1081,941,893,927
737,515,1079,943,937,929
573,679,1079,871,946,929
570,682,1079,692,946,947
550,702,1079,639,716,946
527,760,1079,639,707,947
553,734,1155,639,826,924
508,689,1253,639,1158,906
561,637,1302,627,1221,993
654,611,1264,685,1252,1105
778,609,1190,687,1270,1122
848,542,1257,473,1373,1128
842,505,1091,683,1403,1196
841,506,1033,741,1452,1279
854,457,1065,758,1500,1278
743,569,1065,713,1412,1278
694,618,1065,713,1394,1320
644,668,1065,713,1362,1292
636,674,1052,707,1362,1293
641,674,649,1057,1306,1213
641,674,420,1283,1296,1198
637,670,428,1283,1296,1242
637,634,491,1275,1296,1194
643,634,491,1274,1296,1186
642,640,491,1268,1296,1127
661,642,491,1268,1150,1045
657,648,491,1227,1144,947
630,657,510,1209,1106,918
567,720,510,1209,1106,892
557,729,511,1096,1088,633
541,737,515,1100,1088,606
541,737,515,1081,1090,529
541,737,515,1079,1047,527
541,573,679,1079,1040,527
541,570,682,1079,1108,502
541,550,702,1079,1111,627
520,527,760,1079,1108,705
444,553,734,1155,989,803
436,508,689,1253,657,832
383,561,637,1302,610,757
290,654,611,1264,580,714
169,778,609,1190,667,707
99,848,542,1257,588,777
98,842,505,1091,546,709
98,841,506,1033,497,704
85,854,457,1065,389,706
84,743,569,1065,367,735
84,694,618,1065,411,731
84,644,668,1065,430,698
84,636,674,1052,430,704
88,641,674,649,434,712
88,641,674,420,448,712
88,637,670,428,534,668
81,637,634,491,654,746
263,643,634,491,683,904
365,642,640,491,690,959
356,661,642,491,694,1014
354,657,648,491,748,1015
381,630,657,510,803,1015
750,567,720,510,803,1015
750,557,729,511,815,1015
750,541,737,515,815,1015
750,541,737,515,793,1015
750,541,737,515,792,1036
750,541,573,679,790,1036
750,541,570,682,722,1039
750,541,550,702,746,914
736,520,527,760,780,836
736,444,553,734,991,738
764,436,508,689,994,709
771,383,561,637,978,697
778,290,654,611,1049,628
775,169,778,609,1086,622
775,99,848,542,1304,591
786,98,842,505,1243,601
786,98,841,506,1240,707
888,85,854,457,1200,706
1042,84,743,569,1199,704
1063,84,694,618,1145,801
1083,84,644,668,1126,914
1086,84,636,674,1126,930
1077,88,641,674,1122,1066
1080,88,641,674,1108,1066
1148,88,637,670,1022,1066
1139,81,637,634,902,988
951,263,643,634,873,830
848,365,642,640,866,775
837,356,661,642,884,720
837,354,657,648,830,732
835,381,630,657,775,732
485,750,567,720,775,777
485,750,557,729,763,880
485,750,541,737,776,999
485,750,541,737,835,1016
489,750,541,737,835,1042
489,750,541,573,914,1206
508,750,541,570,1079,1294
510,750,541,550,1071,1328
510,736,520,527,1087,1412
632,736,444,553,920,1412
672,764,436,508,917,1429
720,771,383,561,917,1499
713,778,290,654,846,1523
765,775,169,778,704,1519
780,775,99,848,463,1509
837,786,98,842,513,1499
838,786,98,841,715,1315
743,888,85,854,786,1308
592,1042,84,743,812,1281
571,1063,84,694,863,1146
551,1083,84,644,892,1031
548,1086,84,636,1008,1008
548,1077,88,641,1018,870
545,1080,88,641,1018,920
477,1148,88,637,1022,955
466,1139,81,637,1055,992
466,951,263,643,1231,992
462,848,365,642,1254,1207
534,837,356,661,1232,1211
547,837,354,657,1251,1219
571,835,381,630,1251,1224
600,485,750,567,1256,1179
622,485,750,557,1327,1076
648,485,750,541,1358,976
654,485,750,541,1299,972
650,489,750,541,1306,954
650,489,750,541,1233,831
631,508,750,541,1068,740
629,510,750,541,1040,706
629,510,736,520,989,621
507,632,736,444,945,621
439,672,764,436,977,604
384,720,771,383,1094,534
388,713,778,290,1112,510
340,765,775,169,1112,510
326,780,775,99,1158,475
258,837,786,98,1108,475
257,838,786,98,917,475
250,743,888,85,852,475
247,592,1042,84,888,475
247,571,1063,84,930,475
247,551,1083,84,927,475
290,548,1086,84,811,475
492,548,1077,88,801,469
578,545,1080,88,803,419
578,477,1148,88,857,384
578,466,1139,81,825,347
578,466,951,263,696,347
578,462,848,365,673,132
505,534,837,356,685,128
492,547,837,354,674,107
448,571,835,381,674,102
471,600,485,750,669,102
451,622,485,750,598,102
479,648,485,750,716,83
473,654,485,750,724,136
473,650,489,750,730,107
473,650,489,750,747,66
473,631,508,750,747,66
473,629,510,750,747,66
473,629,510,736,747,90
475,507,632,736,747,92
475,439,672,764,715,92
475,384,720,771,598,198
476,388,713,778,579,279
540,340,765,775,579,370
683,326,780,775,532,370
721,258,837,786,532,398
776,257,838,786,521,413
776,250,743,888,515,433
935,247,592,1042,453,444
983,247,571,1063,360,479
983,247,551,1083,392,638
945,290,548,1086,418,724
743,492,548,1077,423,724
662,578,545,1080,437,762
662,578,477,1148,379,902
703,578,466,1139,378,903
703,578,466,951,331,903
703,578,462,848,331,903
703,505,534,837,326,903
703,492,547,837,321,951
709,448,571,835,330,1112
639,471,600,485,367,1159
648,451,622,485,386,1177
594,479,648,485,291,1183
594,473,654,485,354,1123
594,473,650,489,341,1195
594,473,650,489,318,1443
594,473,631,508,330,1443
594,473,629,510,345,1443
594,473,629,510,345,1419
592,475,507,632,567,1417
650,475,439,672,653,1417
685,475,384,720,658,1311
684,476,388,713,658,1261
661,540,340,765,658,1204
711,683,326,780,658,1278
757,721,258,837,658,1250
702,776,257,838,746,1235
702,776,250,743,746,1220
543,935,247,592,824,1237
879,983,247,571,841,1290
879,983,247,551,836,1175
874,945,290,548,810,1213
874,743,492,548,805,1267
869,662,578,545,846,1230
882,662,578,477,848,1122
889,703,578,466,848,1173
889,703,578,466,876,1266
889,703,578,462,876,1383
889,703,505,534,869,1425
905,703,492,547,1109,1448
893,709,448,571,1100,1409
892,639,471,600,1063,1376
881,648,451,622,1044,1399
888,594,479,648,977,1401
888,594,473,654,906,1398
888,594,473,650,906,1374
888,594,473,650,1077,1320
888,594,473,631,1153,1495
888,594,473,629,1138,1529
888,594,473,629,1138,1589
898,592,475,507,916,1618
892,650,475,439,870,1618
896,685,475,384,895,1713
933,684,476,388,895,1689
888,661,540,340,900,1656
694,711,683,326,967,1583
655,757,721,258,971,1591
750,702,776,257,883,1593
750,702,776,250,883,1588
750,543,935,247,805,1560
366,879,983,247,808,1472
471,879,983,247,765,1428
490,874,945,290,766,1304
508,874,743,492,832,1307
511,869,662,578,820,1382
498,882,662,578,821,1417
508,889,703,578,821,1369
705,889,703,578,793,1313
727,889,703,578,793,1197
727,889,703,505,793,1155
711,905,703,492,622,1084
749,893,709,448,801,962
749,892,639,471,854,992
754,881,648,451,854,995
747,888,594,479,854,987
747,888,594,473,854,984
747,888,594,473,869,936
786,888,594,473,704,834
786,888,594,473,690,659
786,888,594,473,904,625
786,888,594,473,904,565
776,898,592,475,904,840
743,892,650,475,864,881
704,896,685,475,879,810
663,933,684,476,879,899
832,888,661,540,874,907
855,694,711,683,828,906
810,655,757,721,877,903
935,750,702,776,880,901
935,750,702,776,880,901
935,750,543,935,888,952
935,366,879,983,869,1009
830,471,879,983,865,1035
811,490,874,945,864,1035
793,508,874,743,839,1028
790,511,869,662,812,963
793,498,882,662,809,974
735,508,889,703,922,1304
538,705,889,703,922,1268
516,727,889,703,941,1267
533,727,889,703,943,1267
533,711,905,703,871,1267
495,749,893,709,692,1267
495,749,892,639,639,1223
490,754,881,648,639,1179
490,747,888,594,639,1179
490,747,888,594,639,1179
591,747,888,594,627,1179
552,786,888,594,685,1087
626,786,888,594,687,1196
816,786,888,594,473,1202
819,786,888,594,683,1207
819,776,898,592,741,912
800,743,892,650,758,871
800,704,896,685,713,847
800,663,933,684,713,751
631,832,888,661,713,771
608,855,694,711,707,772
608,810,655,757,1057,767
389,935,750,702,1283,767
482,935,750,702,1283,767
482,935,750,543,1275,716
482,935,366,879,1274,659
482,830,471,879,1268,710
482,811,490,874,1268,729
482,793,508,874,1227,679
576,790,511,869,1209,668
573,793,498,882,1209,590
573,735,508,889,1096,256
573,538,705,889,1100,255
573,516,727,889,1081,312
556,533,727,889,1079,312
556,533,711,905,1079,312
556,495,749,893,1079,479
556,495,749,892,1079,489
556,490,754,881,1079,530
556,490,747,888,1155,530
556,490,747,888,1253,530
455,591,747,888,1302,544
455,552,786,888,1264,549
381,626,786,888,1190,440
396,816,786,888,1257,434
432,819,786,888,1091,429
458,819,776,898,1033,420
476,800,743,892,1065,420
476,800,704,896,1065,425
568,800,663,933,1065,476
694,631,832,888,1065,447
740,608,855,694,1052,446
740,608,810,655,649,446
739,389,935,750,420,446
646,482,935,750,428,446
648,482,935,750,491,446
650,482,935,366,491,456
650,482,830,471,491,379
650,482,811,490,491,360
650,482,793,508,491,360
556,576,790,511,510,374
556,573,793,498,510,375
558,573,735,508,511,375
600,573,538,705,515,375
605,573,516,727,515,318
605,556,533,727,515,318
605,556,533,711,679,318
605,556,495,749,682,151
605,556,495,749,702,380
605,556,490,754,760,352
605,556,490,747,734,352
639,556,490,747,689,352
684,455,591,747,637,338
761,455,552,786,611,333
942,381,626,786,609,333
771,396,816,786,542,333
740,432,819,786,505,406
806,458,819,776,506,409
788,476,800,743,457,509
845,476,800,704,569,615
797,568,800,663,618,592
671,694,631,832,668,624
628,740,608,855,674,624
629,740,608,810,674,680
639,739,389,935,674,690
642,646,482,935,670,690
802,648,482,935,634,690
955,650,482,935,634,680
955,650,482,830,640,680
955,650,482,811,642,826
955,650,482,793,648,832
955,556,576,790,657,856
959,556,573,793,720,855
1143,558,573,735,729,873
1155,600,573,538,737,873
1187,605,573,516,737,893
1189,605,556,533,737,937
1349,605,556,533,573,946
1453,605,556,495,570,946
1547,605,556,495,550,716
1547,605,556,490,527,707
1558,605,556,490,553,826
1538,639,556,490,508,1158
1549,684,455,591,561,1221
1473,761,455,552,654,1252
1367,942,381,626,778,1270
1388,771,396,816,848,1373
1416,740,432,819,842,1403
1408,806,458,819,841,1452
1425,788,476,800,854,1500
1467,845,476,800,743,1412
1437,797,568,800,694,1394
1438,671,694,631,644,1362
1438,628,740,608,636,1362
1437,629,740,608,641,1306
1427,639,739,389,641,1296
1424,642,646,482,637,1296
1262,802,648,482,637,1296
1107,955,650,482,643,1296
1112,955,650,482,642,1296
1119,955,650,482,661,1150
1143,955,650,482,657,1144
1316,955,556,576,630,1106
1323,959,556,573,567,1106
1214,1143,558,573,557,1088
1217,1155,600,573,541,1088
1180,1187,605,573,541,1090
1209,1189,605,556,541,1047
1049,1349,605,556,541,1040
1079,1453,605,556,541,1108
1040,1547,605,556,541,1111
1127,1547,605,556,520,1108
1119,1558,605,556,444,989
1106,1538,639,556,436,657
1050,1549,684,455,383,610
1049,1473,761,455,290,580
974,1367,942,381,169,667
919,1388,771,396,99,588
886,1416,740,432,98,546
802,1408,806,458,98,497
798,1425,788,476,85,389
706,1467,845,476,84,367
692,1437,797,568,84,411
691,1438,671,694,84,430
709,1438,628,740,84,430
709,1437,629,740,88,434
709,1427,639,739,88,448
774,1424,642,646,88,534
845,1262,802,648,81,654
845,1107,955,650,263,683
840,1112,955,650,365,690
833,1119,955,650,356,694
815,1143,955,650,354,748
645,1316,955,556,381,803
634,1323,959,556,750,803
602,1214,1143,558,750,815
549,1217,1155,600,750,815
549,1180,1187,605,750,793
519,1209,1189,605,750,792
535,1049,1349,605,750,790
468,1079,1453,605,750,722
417,1040,1547,605,750,746
351,1127,1547,605,736,780
357,1119,1558,605,736,991
441,1106,1538,639,764,994
604,1050,1549,684,771,978
607,1049,1473,761,778,1049
644,974,1367,942,775,1086
644,919,1388,771,775,1304
641,886,1416,740,786,1243
641,802,1408,806,786,1240
628,798,1425,788,888,1200
621,706,1467,845,1042,1199
622,692,1437,797,1063,1145
622,691,1438,671,1083,1126
601,709,1438,628,1086,1126
620,709,1437,629,1077,1122
627,709,1427,639,1080,1108
562,774,1424,642,1148,1022
517,845,1262,802,1139,902
556,845,1107,955,951,873
556,840,1112,955,848,866
556,833,1119,955,837,884
570,815,1143,955,837,830
574,645,1316,955,835,775
708,634,1323,959,485,775
708,602,1214,1143,485,763
749,549,1217,1155,485,776
778,549,1180,1187,485,835
804,519,1209,1189,489,835
982,535,1049,1349,489,914
935,468,1079,1453,508,1079
931,417,1040,1547,510,1071
910,351,1127,1547,510,1087
901,357,1119,1558,632,920
816,441,1106,1538,672,917
692,604,1050,1549,720,917
689,607,1049,1473,713,846
652,644,974,1367,765,704
652,644,919,1388,780,463
652,641,886,1416,837,513
652,641,802,1408,838,715
652,628,798,1425,743,786
652,621,706,1467,592,812
651,622,692,1437,571,863
651,622,691,1438,551,892
651,601,709,1438,548,1008
632,620,709,1437,548,1018
625,627,709,1427,545,1018
628,562,774,1424,477,1022
782,517,845,1262,466,1055
820,556,845,1107,466,1231
824,556,840,1112,462,1254
824,556,833,1119,534,1232
804,570,815,1143,547,1251
797,574,645,1316,571,1251
790,708,634,1323,600,1256
807,708,602,1214,622,1327
784,749,549,1217,648,1358
816,778,549,1180,654,1299
821,804,519,1209,650,1306
645,982,535,1049,650,1233
628,935,468,1079,631,1068
688,931,417,1040,629,1040
697,910,351,1127,629,989
736,901,357,1119,507,945
739,816,441,1106,439,977
700,692,604,1050,384,1094
700,689,607,1049,388,1112
725,652,644,974,340,1112
725,652,644,919,326,1158
725,652,641,886,258,1108
725,652,641,802,257,917
731,652,628,798,250,852
735,652,621,706,247,888
735,651,622,692,247,930
735,651,622,691,247,927
735,651,601,709,290,811
735,632,620,709,492,801
735,625,627,709,578,803
732,628,562,774,578,857
552,782,517,845,578,825
475,820,556,845,578,696
471,824,556,840,578,673
471,824,556,833,505,685
471,804,570,815,492,674
500,797,574,645,448,674
373,790,708,634,471,669
311,807,708,602,451,598
289,784,749,549,479,716
228,816,778,549,473,724
198,821,804,519,473,730
190,645,982,535,473,747
275,628,935,468,473,747
276,688,931,417,473,747
267,697,910,351,473,747
228,736,901,357,475,747
486,739,816,441,475,715
507,700,692,604,475,598
507,700,689,607,476,579
533,725,652,644,540,579
533,725,652,644,683,532
632,725,652,641,721,532
632,725,652,641,776,521
626,731,652,628,776,515
627,735,652,621,935,453
627,735,651,622,983,360
627,735,651,622,983,392
693,735,651,601,945,418
693,735,632,620,743,423
693,735,625,627,662,437
693,732,628,562,662,379
693,552,782,517,703,378
693,475,820,556,703,331
693,471,824,556,703,331
693,471,824,556,703,326
765,471,804,570,703,321
866,500,797,574,709,330
871,373,790,708,639,367
893,311,807,708,648,386
972,289,784,749,594,291
1100,228,816,778,594,354
1106,198,821,804,594,341
1096,190,645,982,594,318
1008,275,628,935,594,330
947,276,688,931,594,345
947,267,697,910,594,345
947,228,736,901,592,567
940,486,739,816,650,653
919,507,700,692,685,658
1062,507,700,689,684,658
1073,533,725,652,661,658
1164,533,725,652,711,658
1100,632,725,652,757,658
1129,632,725,652,702,746
1129,626,731,652,702,746
1151,627,735,652,543,824
1151,627,735,651,879,841
1151,627,735,651,879,836
1151,693,735,651,874,810
1151,693,735,632,874,805
1158,693,735,625,869,846
1160,693,732,628,882,848
1160,693,552,782,889,848
1160,693,475,820,889,876
1160,693,471,824,889,876
1160,693,471,824,889,869
1088,765,471,804,905,1109
958,866,500,797,893,1100
953,871,373,790,892,1063
931,893,311,807,881,1044
852,972,289,784,888,977
724,1100,228,816,888,906
716,1106,198,821,888,906
716,1096,190,645,888,1077
716,1008,275,628,888,1153
716,947,276,688,888,1138
716,947,267,697,888,1138
716,947,228,736,898,916
462,940,486,739,892,870
462,919,507,700,896,895
319,1062,507,700,933,895
340,1073,533,725,888,900
378,1164,533,725,694,967
344,1100,632,725,655,971
315,1129,632,725,750,883
319,1129,626,731,750,883
299,1151,627,735,750,805
304,1151,627,735,366,808
304,1151,627,735,471,765
238,1151,693,735,490,766
238,1151,693,735,508,832
231,1158,693,735,511,820
267,1160,693,732,498,821
272,1160,693,552,508,821
276,1160,693,475,705,793
276,1160,693,471,727,793
276,1160,693,471,727,793
317,1088,765,471,711,622
317,958,866,500,749,801
447,953,871,373,749,854
468,931,893,311,754,854
468,852,972,289,747,854
471,724,1100,228,747,854
471,716,1106,198,747,869
494,716,1096,190,786,704
494,716,1008,275,786,690
536,716,947,276,786,904
597,716,947,267,786,904
597,716,947,228,776,904
597,462,940,486,743,864
605,462,919,507,704,879
605,319,1062,507,663,879
522,340,1073,533,832,874
433,378,1164,533,855,828
777,344,1100,632,810,877
777,315,1129,632,935,880
885,319,1129,626,935,880
1024,299,1151,627,935,888
1110,304,1151,627,935,869
1225,304,1151,627,830,865
1237,238,1151,693,811,864
1237,238,1151,693,793,839
1237,231,1158,693,790,812
1199,267,1160,693,793,809
1196,272,1160,693,735,922
1302,276,1160,693,538,922
1326,276,1160,693,516,941
1326,276,1160,693,533,943
1474,317,1088,765,533,871
1829,317,958,866,495,692
1722,447,953,871,495,639
1777,468,931,893,490,639
1787,468,852,972,490,639
1784,471,724,1100,490,639
1784,471,716,1106,591,627
1761,494,716,1096,552,685
1761,494,716,1008,626,687
1719,536,716,947,816,473
1658,597,716,947,819,683
1696,597,716,947,819,741
1877,597,462,940,800,758
1921,605,462,919,800,713
1922,605,319,1062,800,713
1922,522,340,1073,631,713
1882,433,378,1164,608,707
1565,777,344,1100,608,1057
1565,777,315,1129,389,1283
1453,885,319,1129,482,1283
1379,1024,299,1151,482,1275
1376,1110,304,1151,482,1274
1261,1225,304,1151,482,1268
1249,1237,238,1151,482,1268
1249,1237,238,1151,482,1227
1249,1237,231,1158,576,1209
1249,1199,267,1160,573,1209
1247,1196,272,1160,573,1096
1206,1302,276,1160,573,1100
1386,1326,276,1160,573,1081
1387,1326,276,1160,556,1079
1212,1474,317,1088,556,1079
858,1829,317,958,556,1079
839,1722,447,953,556,1079
763,1777,468,931,556,1079
812,1787,468,852,556,1155
825,1784,471,724,556,1253
959,1784,471,716,455,1302
959,1761,494,716,455,1264
959,1761,494,716,381,1190
988,1719,536,716,396,1257
989,1658,597,716,432,1091
951,1696,597,716,458,1033
770,1877,597,462,476,1065
718,1921,605,462,476,1065
717,1922,605,319,568,1065
717,1922,522,340,694,1065
717,1882,433,378,740,1052
689,1565,777,344,740,649
689,1565,777,315,739,420
720,1453,885,319,646,428
722,1379,1024,299,648,491
634,1376,1110,304,650,491
634,1261,1225,304,650,491
727,1249,1237,238,650,491
762,1249,1237,238,650,491
762,1249,1237,231,556,510
762,1249,1199,267,556,510
799,1247,1196,272,558,511
730,1206,1302,276,600,515
526,1386,1326,276,605,515
525,1387,1326,276,605,515
512,1212,1474,317,605,679
511,858,1829,317,605,682
507,839,1722,447,605,702
523,763,1777,468,605,760
531,812,1787,468,605,734
518,825,1784,471,639,689
385,959,1784,471,684,637
406,959,1761,494,761,611
423,959,1761,494,942,609
394,988,1719,536,771,542
519,989,1658,597,740,505
627,951,1696,597,806,506
708,770,1877,597,788,457
804,718,1921,605,845,569
858,717,1922,605,797,618
1013,717,1922,522,671,668
1046,717,1882,433,628,674
1134,689,1565,777,629,674
