Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5
1182,318,364,693,662,437,762
1258,358,425,693,662,379,902
1214,402,425,693,703,378,903
1193,423,433,693,703,331,903
1099,517,433,693,703,331,903
1004,612,428,693,703,326,903
926,690,402,765,703,321,951
770,846,402,866,709,330,1112
701,915,402,871,639,367,1159
700,917,402,893,648,386,1177
700,917,364,972,594,291,1183
701,961,356,1100,594,354,1123
704,961,435,1106,594,341,1195
472,1193,435,1096,594,318,1443
754,1193,435,1008,594,330,1443
772,1186,488,947,594,345,1443
695,1264,488,947,594,345,1419
708,1330,528,947,592,567,1417
750,1330,630,940,650,653,1417
748,1327,633,919,685,658,1311
717,1358,648,1062,684,658,1261
717,1303,611,1073,661,658,1204
819,1297,674,1164,711,658,1278
822,1275,674,1100,757,658,1250
889,1196,711,1129,702,746,1235
889,1196,698,1129,702,746,1220
857,1238,690,1151,543,824,1237
963,1262,726,1151,879,841,1290
960,1265,741,1151,879,836,1175
954,1260,760,1151,874,810,1213
970,1238,754,1151,874,805,1267
1165,1182,864,1158,869,846,1230
1083,1258,811,1160,882,848,1122
1084,1214,1097,1160,889,848,1173
1084,1193,1101,1160,889,876,1266
1152,1099,1102,1160,889,876,1383
1152,1004,1104,1160,889,869,1425
1152,926,1104,1088,905,1109,1448
1152,770,1105,958,893,1100,1409
1154,701,1105,953,892,1063,1376
1206,700,1164,931,881,1044,1399
1207,700,1164,852,888,977,1401
1162,701,1164,724,888,906,1398
1159,704,1055,716,888,906,1374
1159,472,1055,716,888,1077,1320
877,754,1055,716,888,1153,1495
980,772,1002,716,888,1138,1529
1038,695,1002,716,888,1138,1589
961,708,962,716,898,916,1618
1062,750,860,462,892,870,1618
1071,748,857,462,896,895,1713
1074,717,859,319,933,895,1689
1159,717,854,340,888,900,1656
1215,819,812,378,694,967,1583
1508,822,833,344,655,971,1591
1592,889,811,315,750,883,1593
1614,889,811,319,750,883,1588
1609,857,937,299,750,805,1560
1480,963,1032,304,366,808,1472
1480,960,1032,304,471,765,1428
1479,954,989,238,490,766,1304
1462,970,946,238,508,832,1307
1281,1165,729,231,511,820,1382
1247,1083,735,267,498,821,1417
1246,1084,451,272,508,821,1369
1246,1084,458,276,705,793,1313
1178,1152,457,276,727,793,1197
1178,1152,467,276,727,793,1155
1360,1152,552,317,711,622,1084
1392,1152,590,317,749,801,962
1390,1154,590,447,749,854,992
1375,1206,531,468,754,854,995
1374,1207,536,468,747,854,987
1398,1162,536,471,747,854,984
1399,1159,536,471,747,869,936
1399,1159,542,494,786,704,834
1402,877,598,494,786,690,659
1392,980,729,536,786,904,625
1339,1038,829,597,786,904,565
1340,961,832,597,776,904,840
1197,1062,971,597,743,864,881
1194,1071,1021,605,704,879,810
1191,1074,1004,605,663,879,899
1106,1159,1004,522,832,874,907
906,1215,997,433,855,828,906
610,1508,977,777,810,877,903
459,1592,980,777,935,880,901
443,1614,980,885,935,880,901
438,1609,854,1024,935,888,952
437,1480,725,1110,935,869,1009
437,1480,710,1225,830,865,1035
437,1479,705,1237,811,864,1035
445,1462,700,1237,793,839,1028
551,1281,728,1237,790,812,963
551,1247,714,1199,793,809,974
604,1246,712,1196,735,922,1304
605,1246,718,1302,538,922,1268
608,1178,753,1326,516,941,1267
608,1178,805,1326,533,943,1267
426,1360,861,1474,533,871,1267
394,1392,822,1829,495,692,1267
395,1390,822,1722,495,639,1223
357,1375,822,1777,490,639,1179
421,1374,817,1787,490,639,1179
397,1398,817,1784,490,639,1179
396,1399,817,1784,591,627,1179
396,1399,811,1761,552,685,1087
407,1402,770,1761,626,687,1196
296,1392,639,1719,816,473,1202
290,1339,540,1658,819,683,1207
287,1340,579,1696,819,741,912
287,1197,440,1877,800,758,871
281,1194,401,1921,800,713,847
281,1191,402,1922,800,713,751
281,1106,656,1922,631,713,771
342,906,642,1882,608,707,772
383,610,651,1565,608,1057,767
383,459,633,1565,389,1283,767
390,443,633,1453,482,1283,767
410,438,633,1379,482,1275,716
454,437,676,1376,482,1274,659
454,437,734,1261,482,1268,710
454,437,753,1249,482,1268,729
446,445,753,1249,482,1227,679
315,551,723,1249,576,1209,668
335,551,723,1249,573,1209,590
323,604,723,1247,573,1096,256
322,605,698,1206,573,1100,255
349,608,663,1386,573,1081,312
418,608,599,1387,556,1079,312
667,426,458,1212,556,1079,312
728,394,458,858,556,1079,479
763,395,458,839,556,1079,489
763,357,458,763,556,1079,530
699,421,458,812,556,1155,530
706,397,458,825,556,1253,530
767,396,458,959,455,1302,544
962,396,458,959,455,1264,549
951,407,443,959,381,1190,440
986,296,501,988,396,1257,434
1014,290,505,989,432,1091,429
1034,287,478,951,458,1033,420
1040,287,500,770,476,1065,420
1040,281,490,718,476,1065,425
1066,281,490,717,568,1065,476
1184,281,237,717,694,1065,447
1170,342,239,717,740,1052,446
1373,383,229,689,740,649,446
1402,383,229,689,739,420,446
1397,390,229,720,646,428,446
1380,410,229,722,648,491,446
1336,454,245,634,650,491,456
1336,454,270,634,650,491,379
1336,454,251,727,650,491,360
1336,446,251,762,650,491,360
1336,315,251,762,556,510,374
1316,335,251,762,556,510,375
1275,323,255,799,558,511,375
1275,322,279,730,600,515,375
1248,349,279,526,605,515,318
1180,418,279,525,605,515,318
931,667,279,512,605,679,318
882,728,283,511,605,682,151
896,763,295,507,605,702,380
896,763,295,523,605,760,352
896,699,295,531,605,734,352
1043,706,299,518,639,689,352
1121,767,310,385,684,637,338
947,962,336,406,761,611,333
977,951,369,423,942,609,333
942,986,311,394,771,542,333
927,1014,306,519,740,505,406
907,1034,293,627,806,506,409
901,1040,271,708,788,457,509
990,1040,270,804,845,569,615
964,1066,269,858,797,618,592
846,1184,268,1013,671,668,624
799,1170,266,1046,628,674,624
555,1373,266,1134,629,674,680
526,1402,266,1138,639,674,690
518,1397,266,1108,642,670,690
515,1380,266,1034,802,634,690
528,1336,207,1034,955,634,680
528,1336,126,1035,955,640,680
528,1336,124,944,955,642,826
544,1336,124,909,955,648,832
545,1336,124,909,955,657,856
545,1316,124,924,959,720,855
545,1275,120,888,1143,729,873
545,1275,96,888,1155,737,873
668,1248,97,890,1187,737,893
670,1180,97,891,1189,737,937
670,931,97,893,1349,573,946
658,882,93,893,1453,570,946
608,896,87,930,1547,550,716
690,896,95,915,1547,527,707
693,896,116,848,1558,553,826
562,1043,167,850,1538,508,1158
504,1121,579,849,1549,561,1221
511,947,589,832,1473,654,1252
478,977,564,820,1367,778,1270
491,942,698,821,1388,848,1373
478,927,708,722,1416,842,1403
497,907,784,754,1408,841,1452
513,901,784,702,1425,854,1500
424,990,788,612,1467,743,1412
424,964,860,559,1437,694,1394
425,846,1055,410,1438,644,1362
573,799,1208,388,1438,636,1362
693,555,1302,306,1437,641,1306
778,526,1608,302,1427,641,1296
936,518,1659,332,1424,637,1296
937,515,1671,347,1262,637,1296
925,528,1669,377,1107,643,1296
989,528,1690,480,1112,642,1296
1032,528,1719,495,1119,661,1150
1146,544,1737,577,1143,657,1144
1162,545,1758,717,1316,630,1106
1162,545,1776,809,1323,567,1106
1289,545,1779,883,1214,557,1088
1352,545,1779,884,1217,541,1088
1460,668,1778,882,1180,541,1090
1491,670,1783,883,1209,541,1047
1493,670,1826,887,1049,541,1040
1533,658,1841,889,1079,541,1108
1533,608,1872,852,1040,541,1111
1452,690,1883,851,1127,520,1108
