Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2
1147,898,1251,1247,1211,963,890,1219,443,437
1147,881,1263,1252,1211,963,781,1328,511,434
1157,868,1249,1231,1259,963,745,1364,582,439
1154,871,1247,1226,1263,966,707,1402,584,426
1141,851,1271,1235,1079,1150,694,1415,700,457
1128,863,1272,1142,1160,1162,694,1415,710,511
1123,868,1240,1159,1174,1050,807,1415,710,581
1051,954,1227,1172,1147,917,967,1415,696,640
980,1036,1157,1242,1108,800,1123,1415,688,720
924,1124,1046,1354,1108,800,1123,1415,686,733
859,1188,903,1467,1137,802,1123,1412,726,743
817,1172,962,1467,1137,802,973,1562,754,696
744,1200,918,1550,1147,805,941,1588,754,611
707,1205,884,1616,1147,805,924,1596,754,565
729,1197,854,1650,1133,723,820,1758,844,494
769,1182,869,1643,1138,713,774,1816,807,546
769,1182,869,1642,941,910,754,1837,794,604
820,1181,870,1483,1098,912,620,1971,934,683
897,1051,946,1503,952,1092,620,1971,937,744
874,1036,939,1409,1081,1102,620,1971,921,761
823,1092,948,1355,1073,1062,678,1934,921,761
753,999,1147,1303,1128,947,793,1703,920,745
727,839,1391,1297,1134,946,794,1703,938,744
670,907,1343,1228,1205,993,799,1461,916,707
668,956,1240,1244,1292,993,799,1434,890,694
708,985,1221,1164,1391,805,987,1425,797,692
758,987,1222,1110,1271,979,982,1209,793,691
780,952,1104,1242,1161,1110,953,1205,706,691
851,952,1070,1276,1055,1216,953,949,728,690
717,1144,1056,1290,1050,1221,953,910,706,690
723,1147,1020,1181,1195,1221,953,898,684,690
794,1147,898,1251,1247,1211,963,890,675,690
819,1147,881,1263,1252,1211,963,781,610,710
815,1157,868,1249,1231,1259,963,745,539,710
923,1154,871,1247,1226,1263,966,707,537,708
1135,1141,851,1271,1235,1079,1150,694,420,705
1167,1128,863,1272,1142,1160,1162,694,409,692
1219,1123,868,1240,1159,1174,1050,807,410,648
1280,1051,954,1227,1172,1147,917,967,485,589
1305,980,1036,1157,1242,1108,800,1123,563,525
1272,924,1124,1046,1354,1108,800,1123,572,539
1285,859,1188,903,1467,1137,802,1123,555,543
1404,817,1172,962,1467,1137,802,973,527,636
1400,744,1200,918,1550,1147,805,941,655,636
1400,707,1205,884,1616,1147,805,924,719,636
1378,729,1197,854,1650,1133,723,820,645,636
1338,769,1182,869,1643,1138,713,774,598,584
1355,769,1182,869,1642,941,910,754,597,533
1322,820,1181,870,1483,1098,912,620,493,473
1341,897,1051,946,1503,952,1092,620,503,413
1375,874,1036,939,1409,1081,1102,620,525,396
1426,823,1092,948,1355,1073,1062,678,525,402
1424,753,999,1147,1303,1128,947,793,525,462
1374,727,839,1391,1297,1134,946,794,507,433
1441,670,907,1343,1228,1205,993,799,506,419
1452,668,956,1240,1244,1292,993,799,504,381
1384,708,985,1221,1164,1391,805,987,565,395
1331,758,987,1222,1110,1271,979,982,595,511
1309,780,952,1104,1242,1161,1110,953,651,555
1336,851,952,1070,1276,1055,1216,953,673,774
1330,717,1144,1056,1290,1050,1221,953,710,787
1334,723,1147,1020,1181,1195,1221,953,780,787
1263,794,1147,898,1251,1247,1211,963,781,787
1263,819,1147,881,1263,1252,1211,963,778,767
1267,815,1157,868,1249,1231,1259,963,781,762
1161,923,1154,871,1247,1226,1263,966,781,784
952,1135,1141,851,1271,1235,1079,1150,782,789
920,1167,1128,863,1272,1142,1160,1162,782,773
868,1219,1123,868,1240,1159,1174,1050,860,773
1064,1280,1051,954,1227,1172,1147,917,785,773
1087,1305,980,1036,1157,1242,1108,800,707,757
1117,1272,924,1124,1046,1354,1108,800,698,731
1123,1285,859,1188,903,1467,1137,802,675,712
1057,1404,817,1172,962,1467,1137,802,675,619
1209,1400,744,1200,918,1550,1147,805,561,619
1209,1400,707,1205,884,1616,1147,805,497,619
1209,1378,729,1197,854,1650,1133,723,472,685
1288,1338,769,1182,869,1643,1138,713,468,685
1271,1355,769,1182,869,1642,941,910,518,678
1253,1322,820,1181,870,1483,1098,912,482,661
1157,1341,897,1051,946,1503,952,1092,506,663
1123,1375,874,1036,939,1409,1081,1102,542,668
1058,1426,823,1092,948,1355,1073,1062,546,693
1021,1424,753,999,1147,1303,1128,947,551,626
1013,1374,727,839,1391,1297,1134,946,551,626
929,1441,670,907,1343,1228,1205,993,551,675
871,1452,668,956,1240,1244,1292,993,554,681
870,1384,708,985,1221,1164,1391,805,579,673
870,1331,758,987,1222,1110,1271,979,550,595
881,1309,780,952,1104,1242,1161,1110,494,551
787,1336,851,952,1070,1276,1055,1216,450,332
779,1330,717,1144,1056,1290,1050,1221,438,319
769,1334,723,1147,1020,1181,1195,1221,389,327
785,1263,794,1147,898,1251,1247,1211,409,368
760,1263,819,1147,881,1263,1252,1211,473,369
750,1267,815,1157,868,1249,1231,1259,470,367
748,1161,923,1154,871,1247,1226,1263,591,343
745,952,1135,1141,851,1271,1235,1079,594,311
745,920,1167,1128,863,1272,1142,1160,594,286
745,868,1219,1123,868,1240,1159,1174,523,260
474,1064,1280,1051,954,1227,1172,1147,557,260
415,1087,1305,980,1036,1157,1242,1108,590,260
385,1117,1272,924,1124,1046,1354,1108,591,259
366,1123,1285,859,1188,903,1467,1137,607,293
312,1057,1404,817,1172,962,1467,1137,624,293
157,1209,1400,744,1200,918,1550,1147,756,316
157,1209,1400,707,1205,884,1616,1147,756,316
159,1209,1378,729,1197,854,1650,1133,756,250
90,1288,1338,769,1182,869,1643,1138,756,285
117,1271,1355,769,1182,869,1642,941,769,396
117,1253,1322,820,1181,870,1483,1098,809,443
117,1157,1341,897,1051,946,1503,952,997,487
117,1123,1375,874,1036,939,1409,1081,940,488
208,1058,1426,823,1092,948,1355,1073,936,517
222,1021,1424,753,999,1147,1303,1128,931,540
222,1013,1374,727,839,1391,1297,1134,938,540
356,929,1441,670,907,1343,1228,1205,947,491
364,871,1452,668,956,1240,1244,1292,944,485
364,870,1384,708,985,1221,1164,1391,858,492
364,870,1331,758,987,1222,1110,1271,857,822
353,881,1309,780,952,1104,1242,1161,857,822
666,787,1336,851,952,1070,1276,1055,857,822
678,779,1330,717,1144,1056,1290,1050,832,822
748,769,1334,723,1147,1020,1181,1195,811,814
733,785,1263,794,1147,898,1251,1247,789,773
733,760,1263,819,1147,881,1263,1252,725,770
733,750,1267,815,1157,868,1249,1231,725,779
733,748,1161,923,1154,871,1247,1226,607,813
733,745,952,1135,1141,851,1271,1235,603,812
733,745,920,1167,1128,863,1272,1142,609,812
733,745,868,1219,1123,868,1240,1159,610,812
733,474,1064,1280,1051,954,1227,1172,618,812
757,415,1087,1305,980,1036,1157,1242,585,930
791,385,1117,1272,924,1124,1046,1354,584,1024
791,366,1123,1285,859,1188,903,1467,568,991
791,312,1057,1404,817,1172,962,1467,551,1016
793,157,1209,1400,744,1200,918,1550,405,1053
793,157,1209,1400,707,1205,884,1616,486,1053
791,159,1209,1378,729,1197,854,1650,717,1053
781,90,1288,1338,769,1182,869,1643,717,1018
754,117,1271,1355,769,1182,869,1642,896,907
772,117,1253,1322,820,1181,870,1483,883,858
929,117,1157,1341,897,1051,946,1503,667,1022
937,117,1123,1375,874,1036,939,1409,887,1062
846,208,1058,1426,823,1092,948,1355,920,1003
832,222,1021,1424,753,999,1147,1303,1176,980
854,222,1013,1374,727,839,1391,1297,1208,980
721,356,929,1441,670,907,1343,1228,1211,980
759,364,871,1452,668,956,1240,1244,1219,1190
1039,364,870,1384,708,985,1221,1164,1328,1177
1156,364,870,1331,758,987,1222,1110,1364,809
1165,353,881,1309,780,952,1104,1242,1402,824
848,666,787,1336,851,952,1070,1276,1415,824
834,678,779,1330,717,1144,1056,1290,1415,824
820,748,769,1334,723,1147,1020,1181,1415,824
890,733,785,1263,794,1147,898,1251,1415,824
893,733,760,1263,819,1147,881,1263,1415,824
893,733,750,1267,815,1157,868,1249,1415,826
893,733,748,1161,923,1154,871,1247,1412,792
909,733,745,952,1135,1141,851,1271,1562,792
909,733,745,920,1167,1128,863,1272,1588,792
909,733,745,868,1219,1123,868,1240,1596,792
909,733,474,1064,1280,1051,954,1227,1758,792
885,757,415,1087,1305,980,1036,1157,1816,674
851,791,385,1117,1272,924,1124,1046,1837,580
851,791,366,1123,1285,859,1188,903,1971,579
851,791,312,1057,1404,817,1172,962,1971,554
849,793,157,1209,1400,744,1200,918,1971,494
849,793,157,1209,1400,707,1205,884,1934,494
853,791,159,1209,1378,729,1197,854,1703,494
902,781,90,1288,1338,769,1182,869,1703,510
930,754,117,1271,1355,769,1182,869,1461,523
947,772,117,1253,1322,820,1181,870,1434,561
856,929,117,1157,1341,897,1051,946,1425,354
1001,937,117,1123,1375,874,1036,939,1209,323
1002,846,208,1058,1426,823,1092,948,1205,332
1003,832,222,1021,1424,753,999,1147,949,392
993,854,222,1013,1374,727,839,1391,910,400
992,721,356,929,1441,670,907,1343,898,400
946,759,364,871,1452,668,956,1240,890,190
666,1039,364,870,1384,708,985,1221,781,190
549,1156,364,870,1331,758,987,1222,745,265
540,1165,353,881,1309,780,952,1104,707,254
589,848,666,787,1336,851,952,1070,694,326
551,834,678,779,1330,717,1144,1056,694,326
525,820,748,769,1334,723,1147,1020,807,384
458,890,733,785,1263,794,1147,898,967,384
455,893,733,760,1263,819,1147,881,1123,384
455,893,733,750,1267,815,1157,868,1123,373
455,893,733,748,1161,923,1154,871,1123,373
439,909,733,745,952,1135,1141,851,973,373
439,909,733,745,920,1167,1128,863,941,373
439,909,733,745,868,1219,1123,868,924,406
439,909,733,474,1064,1280,1051,954,820,730
439,885,757,415,1087,1305,980,1036,774,731
439,851,791,385,1117,1272,924,1124,754,731
439,851,791,366,1123,1285,859,1188,620,731
454,851,791,312,1057,1404,817,1172,620,731
469,849,793,157,1209,1400,744,1200,620,731
469,849,793,157,1209,1400,707,1205,678,731
465,853,791,159,1209,1378,729,1197,793,731
527,902,781,90,1288,1338,769,1182,794,715
569,930,754,117,1271,1355,769,1182,799,702
535,947,772,117,1253,1322,820,1181,799,664
647,856,929,117,1157,1341,897,1051,987,660
519,1001,937,117,1123,1375,874,1036,982,645
545,1002,846,208,1058,1426,823,1092,953,635
574,1003,832,222,1021,1424,753,999,953,575
568,993,854,222,1013,1374,727,839,953,567
575,992,721,356,929,1441,670,907,953,567
577,946,759,364,871,1452,668,956,963,567
709,666,1039,364,870,1384,708,985,963,567
711,549,1156,364,870,1331,758,987,963,492
794,540,1165,353,881,1309,780,952,966,567
782,589,848,666,787,1336,851,952,1150,495
778,551,834,678,779,1330,717,1144,1162,546
745,525,820,748,769,1334,723,1147,1050,488
1020,458,890,733,785,1263,794,1147,917,489
1022,455,893,733,760,1263,819,1147,800,532
1024,455,893,733,750,1267,815,1157,800,579
1024,455,893,733,748,1161,923,1154,802,621
1024,439,909,733,745,952,1135,1141,802,647
1024,439,909,733,745,920,1167,1128,805,648
1024,439,909,733,745,868,1219,1123,805,630
1123,439,909,733,474,1064,1280,1051,723,368
1123,439,885,757,415,1087,1305,980,713,380
1123,439,851,791,385,1117,1272,924,910,411
1158,439,851,791,366,1123,1285,859,912,554
1143,454,851,791,312,1057,1404,817,1092,688
1203,469,849,793,157,1209,1400,744,1102,705
1372,469,849,793,157,1209,1400,707,1062,813
1419,465,853,791,159,1209,1378,729,947,838
1309,527,902,781,90,1288,1338,769,946,898
1241,569,930,754,117,1271,1355,769,993,899
1272,535,947,772,117,1253,1322,820,993,899
1114,647,856,929,117,1157,1341,897,805,899
1096,519,1001,937,117,1123,1375,874,979,933
1069,545,1002,846,208,1058,1426,823,1110,946
1039,574,1003,832,222,1021,1424,753,1216,948
1034,568,993,854,222,1013,1374,727,1221,952
1027,575,992,721,356,929,1441,670,1221,952
1025,577,946,759,364,871,1452,668,1211,952
901,709,666,1039,364,870,1384,708,1211,952
904,711,549,1156,364,870,1331,758,1259,952
821,794,540,1165,353,881,1309,780,1263,873
784,782,589,848,666,787,1336,851,1079,873
819,778,551,834,678,779,1330,717,1160,822
819,745,525,820,748,769,1334,723,1174,822
541,1020,458,890,733,785,1263,794,1147,834
553,1022,455,893,733,760,1263,819,1108,791
552,1024,455,893,733,750,1267,815,1108,829
598,1024,455,893,733,748,1161,923,1137,796
616,1024,439,909,733,745,952,1135,1137,936
616,1024,439,909,733,745,920,1167,1147,944
616,1024,439,909,733,745,868,1219,1147,929
529,1123,439,909,733,474,1064,1280,1133,867
530,1123,439,885,757,415,1087,1305,1138,854
530,1123,439,851,791,385,1117,1272,941,823
495,1158,439,851,791,366,1123,1285,1098,748
519,1143,454,851,791,312,1057,1404,952,618
444,1203,469,849,793,157,1209,1400,1081,613
275,1372,469,849,793,157,1209,1400,1073,720
228,1419,465,853,791,159,1209,1378,1128,696
227,1309,527,902,781,90,1288,1338,1134,636
225,1241,569,930,754,117,1271,1355,1205,663
247,1272,535,947,772,117,1253,1322,1292,667
356,1114,647,856,929,117,1157,1341,1391,667
502,1096,519,1001,937,117,1123,1375,1271,636
505,1069,545,1002,846,208,1058,1426,1161,657
505,1039,574,1003,832,222,1021,1424,1055,677
504,1034,568,993,854,222,1013,1374,1050,691
527,1027,575,992,721,356,929,1441,1195,691
527,1025,577,946,759,364,871,1452,1247,691
520,901,709,666,1039,364,870,1384,1252,693
515,904,711,549,1156,364,870,1331,1231,693
515,821,794,540,1165,353,881,1309,1226,698
515,784,782,589,848,666,787,1336,1235,700
480,819,778,551,834,678,779,1330,1142,700
480,819,745,525,820,748,769,1334,1159,705
479,541,1020,458,890,733,785,1263,1172,696
465,553,1022,455,893,733,760,1263,1242,696
535,552,1024,455,893,733,750,1267,1354,614
494,598,1024,455,893,733,748,1161,1467,614
512,616,1024,439,909,733,745,952,1467,470
551,616,1024,439,909,733,745,920,1550,469
611,616,1024,439,909,733,745,868,1616,469
631,529,1123,439,909,733,474,1064,1650,481
631,530,1123,439,885,757,415,1087,1643,481
713,530,1123,439,851,791,385,1117,1642,481
796,495,1158,439,851,791,366,1123,1483,413
788,519,1143,454,851,791,312,1057,1503,415
801,444,1203,469,849,793,157,1209,1409,414
812,275,1372,469,849,793,157,1209,1355,221
856,228,1419,465,853,791,159,1209,1303,226
898,227,1309,527,902,781,90,1288,1297,226
898,225,1241,569,930,754,117,1271,1228,200
844,247,1272,535,947,772,117,1253,1244,246
715,356,1114,647,856,929,117,1157,1164,259
562,502,1096,519,1001,937,117,1123,1110,312
559,505,1069,545,1002,846,208,1058,1242,291
559,505,1039,574,1003,832,222,1021,1276,420
559,504,1034,568,993,854,222,1013,1290,695
536,527,1027,575,992,721,356,929,1181,816
536,527,1025,577,946,759,364,871,1251,847
535,520,901,709,666,1039,364,870,1263,850
535,515,904,711,549,1156,364,870,1249,850
535,515,821,794,540,1165,353,881,1247,864
535,515,784,782,589,848,666,787,1271,980
537,480,819,778,551,834,678,779,1272,1141
537,480,819,745,525,820,748,769,1240,1136
552,479,541,1020,458,890,733,785,1227,1132
564,465,553,1022,455,893,733,760,1157,1132
493,535,552,1024,455,893,733,750,1046,1139
496,494,598,1024,455,893,733,748,903,1158
547,512,616,1024,439,909,733,745,962,1317
508,551,616,1024,439,909,733,745,918,1478
496,611,616,1024,439,909,733,745,884,1559
609,631,529,1123,439,909,733,474,854,1617
763,631,530,1123,439,885,757,415,869,1620
681,713,530,1123,439,851,791,385,869,1625
598,796,495,1158,439,851,791,366,870,1632
582,788,519,1143,454,851,791,312,946,1633
569,801,444,1203,469,849,793,157,939,1622
558,812,275,1372,469,849,793,157,948,1600
514,856,228,1419,465,853,791,159,1147,1671
472,898,227,1309,527,902,781,90,1391,1671
472,898,225,1241,569,930,754,117,1343,1691
472,844,247,1272,535,947,772,117,1240,1641
472,715,356,1114,647,856,929,117,1221,1668
472,562,502,1096,519,1001,937,117,1222,1615
472,559,505,1069,545,1002,846,208,1104,1602
472,559,505,1039,574,1003,832,222,1070,1451
472,559,504,1034,568,993,854,222,1056,1158
472,536,527,1027,575,992,721,356,1020,1037
472,536,527,1025,577,946,759,364,898,1006
507,535,520,901,709,666,1039,364,881,1001
517,535,515,904,711,549,1156,364,868,1001
517,535,515,821,794,540,1165,353,871,982
517,535,515,784,782,589,848,666,851,865
563,537,480,819,778,551,834,678,863,705
586,537,480,819,745,525,820,748,868,705
573,552,479,541,1020,458,890,733,954,719
572,564,465,553,1022,455,893,733,1036,727
650,493,535,552,1024,455,893,733,1124,719
701,496,494,598,1024,455,893,733,1188,691
650,547,512,616,1024,439,909,733,1172,510
767,508,551,616,1024,439,909,733,1200,341
777,496,611,616,1024,439,909,733,1205,260
642,609,631,529,1123,439,909,733,1197,199
487,763,631,530,1123,439,885,757,1182,284
487,681,713,530,1123,439,851,791,1182,293
490,598,796,495,1158,439,851,791,1181,286
491,582,788,519,1143,454,851,791,1051,279
491,569,801,444,1203,469,849,793,1036,295
491,558,812,275,1372,469,849,793,1092,295
495,514,856,228,1419,465,853,791,999,219
541,472,898,227,1309,527,902,781,839,219
546,472,898,225,1241,569,930,754,907,220
592,472,844,247,1272,535,947,772,956,248
607,472,715,356,1114,647,856,929,985,301
870,472,562,502,1096,519,1001,937,987,302
925,472,559,505,1069,545,1002,846,952,389
980,472,559,505,1039,574,1003,832,952,389
1012,472,559,504,1034,568,993,854,1144,411
1212,472,536,527,1027,575,992,721,1147,433
1216,472,536,527,1025,577,946,759,1147,443
1181,507,535,520,901,709,666,1039,1147,511
1171,517,535,515,904,711,549,1156,1157,582
1171,517,535,515,821,794,540,1165,1154,584
1211,517,535,515,784,782,589,848,1141,700
1275,563,537,480,819,778,551,834,1128,710
1382,586,537,480,819,745,525,820,1123,710
1380,573,552,479,541,1020,458,890,1051,696
1419,572,564,465,553,1022,455,893,980,688
1435,650,493,535,552,1024,455,893,924,686
1402,701,496,494,598,1024,455,893,859,726
1469,650,547,512,616,1024,439,909,817,754
1491,767,508,551,616,1024,439,909,744,754
1457,777,496,611,616,1024,439,909,707,754
1448,642,609,631,529,1123,439,909,729,844
1448,487,763,631,530,1123,439,885,769,807
1448,487,681,713,530,1123,439,851,769,794
1445,490,598,796,495,1158,439,851,820,934
1444,491,582,788,519,1143,454,851,897,937
1444,491,569,801,444,1203,469,849,874,921
1469,491,558,812,275,1372,469,849,823,921
1479,495,514,856,228,1419,465,853,753,920
1433,541,472,898,227,1309,527,902,727,938
1428,546,472,898,225,1241,569,930,670,916
1382,592,472,844,247,1272,535,947,668,890
1367,607,472,715,356,1114,647,856,708,797
1105,870,472,562,502,1096,519,1001,758,793
1050,925,472,559,505,1069,545,1002,780,706
1091,980,472,559,505,1039,574,1003,851,728
1059,1012,472,559,504,1034,568,993,717,706
859,1212,472,536,527,1027,575,992,723,684
855,1216,472,536,527,1025,577,946,794,675
1089,1181,507,535,520,901,709,666,819,610
1246,1171,517,535,515,904,711,549,815,539
1349,1171,517,535,515,821,794,540,923,537
1368,1211,517,535,515,784,782,589,1135,420
1260,1275,563,537,480,819,778,551,1167,409
1130,1382,586,537,480,819,745,525,1219,410
1130,1380,573,552,479,541,1020,458,1280,485
1080,1419,572,564,465,553,1022,455,1305,563
986,1435,650,493,535,552,1024,455,1272,572
960,1402,701,496,494,598,1024,455,1285,555
857,1469,650,547,512,616,1024,439,1404,527
718,1491,767,508,551,616,1024,439,1400,655
694,1457,777,496,611,616,1024,439,1400,719
693,1448,642,609,631,529,1123,439,1378,645
693,1448,487,763,631,530,1123,439,1338,598
693,1448,487,681,713,530,1123,439,1355,597
693,1445,490,598,796,495,1158,439,1322,493
693,1444,491,582,788,519,1143,454,1341,503
693,1444,491,569,801,444,1203,469,1375,525
668,1469,491,558,812,275,1372,469,1426,525
654,1479,495,514,856,228,1419,465,1424,525
654,1433,541,472,898,227,1309,527,1374,507
654,1428,546,472,898,225,1241,569,1441,506
654,1382,592,472,844,247,1272,535,1452,504
654,1367,607,472,715,356,1114,647,1384,565
653,1105,870,472,562,502,1096,519,1331,595
653,1050,925,472,559,505,1069,545,1309,651
585,1091,980,472,559,505,1039,574,1336,673
646,1059,1012,472,559,504,1034,568,1330,710
706,859,1212,472,536,527,1027,575,1334,780
708,855,1216,472,536,527,1025,577,1263,781
530,1089,1181,507,535,520,901,709,1263,778
433,1246,1171,517,535,515,904,711,1267,781
330,1349,1171,517,535,515,821,794,1161,781
271,1368,1211,517,535,515,784,782,952,782
267,1260,1275,563,537,480,819,778,920,782
267,1130,1382,586,537,480,819,745,868,860
267,1130,1380,573,552,479,541,1020,1064,785
267,1080,1419,572,564,465,553,1022,1087,707
295,986,1435,650,493,535,552,1024,1117,698
328,960,1402,701,496,494,598,1024,1123,675
393,857,1469,650,547,512,616,1024,1057,675
405,718,1491,767,508,551,616,1024,1209,561
430,694,1457,777,496,611,616,1024,1209,497
465,693,1448,642,609,631,529,1123,1209,472
466,693,1448,487,763,631,530,1123,1288,468
498,693,1448,487,681,713,530,1123,1271,518
750,693,1445,490,598,796,495,1158,1253,482
809,693,1444,491,582,788,519,1143,1157,506
818,693,1444,491,569,801,444,1203,1123,542
818,668,1469,491,558,812,275,1372,1058,546
818,654,1479,495,514,856,228,1419,1021,551
818,654,1433,541,472,898,227,1309,1013,551
818,654,1428,546,472,898,225,1241,929,551
820,654,1382,592,472,844,247,1272,871,554
820,654,1367,607,472,715,356,1114,870,579
833,653,1105,870,472,562,502,1096,870,550
869,653,1050,925,472,559,505,1069,881,494
841,585,1091,980,472,559,505,1039,787,450
780,646,1059,1012,472,559,504,1034,779,438
720,706,859,1212,472,536,527,1027,769,389
827,708,855,1216,472,536,527,1025,785,409
771,530,1089,1181,507,535,520,901,760,473
711,433,1246,1171,517,535,515,904,750,470
711,330,1349,1171,517,535,515,821,748,591
727,271,1368,1211,517,535,515,784,745,594
739,267,1260,1275,563,537,480,819,745,594
745,267,1130,1382,586,537,480,819,745,523
756,267,1130,1380,573,552,479,541,474,557
767,267,1080,1419,572,564,465,553,415,590
739,295,986,1435,650,493,535,552,385,591
711,328,960,1402,701,496,494,598,366,607
646,393,857,1469,650,547,512,616,312,624
634,405,718,1491,767,508,551,616,157,756
609,430,694,1457,777,496,611,616,157,756
574,465,693,1448,642,609,631,529,159,756
573,466,693,1448,487,763,631,530,90,756
559,498,693,1448,487,681,713,530,117,769
382,750,693,1445,490,598,796,495,117,809
334,809,693,1444,491,582,788,519,117,997
461,818,693,1444,491,569,801,444,117,940
461,818,668,1469,491,558,812,275,208,936
465,818,654,1479,495,514,856,228,222,931
488,818,654,1433,541,472,898,227,222,938
504,818,654,1428,546,472,898,225,356,947
517,820,654,1382,592,472,844,247,364,944
523,820,654,1367,607,472,715,356,364,858
510,833,653,1105,870,472,562,502,364,857
474,869,653,1050,925,472,559,505,353,857
476,841,585,1091,980,472,559,505,666,857
476,780,646,1059,1012,472,559,504,678,832
476,720,706,859,1212,472,536,527,748,811
367,827,708,855,1216,472,536,527,733,789
367,771,530,1089,1181,507,535,520,733,725
367,711,433,1246,1171,517,535,515,733,725
367,711,330,1349,1171,517,535,515,733,607
351,727,271,1368,1211,517,535,515,733,603
339,739,267,1260,1275,563,537,480,733,609
333,745,267,1130,1382,586,537,480,733,610
322,756,267,1130,1380,573,552,479,733,618
311,767,267,1080,1419,572,564,465,757,585
311,739,295,986,1435,650,493,535,791,584
330,711,328,960,1402,701,496,494,791,568
330,646,393,857,1469,650,547,512,791,551
330,634,405,718,1491,767,508,551,793,405
340,609,430,694,1457,777,496,611,793,486
408,574,465,693,1448,642,609,631,791,717
492,573,466,693,1448,487,763,631,781,717
474,559,498,693,1448,487,681,713,754,896
415,382,750,693,1445,490,598,796,772,883
406,334,809,693,1444,491,582,788,929,667
270,461,818,693,1444,491,569,801,937,887
270,461,818,668,1469,491,558,812,846,920
274,465,818,654,1479,495,514,856,832,1176
465,488,818,654,1433,541,472,898,854,1208
449,504,818,654,1428,546,472,898,721,1211
436,517,820,654,1382,592,472,844,759,1219
524,523,820,654,1367,607,472,715,1039,1328
538,510,833,653,1105,870,472,562,1156,1364
541,474,869,653,1050,925,472,559,1165,1402
539,476,841,585,1091,980,472,559,848,1415
561,476,780,646,1059,1012,472,559,834,1415
561,476,720,706,859,1212,472,536,820,1415
561,367,827,708,855,1216,472,536,890,1415
561,367,771,530,1089,1181,507,535,893,1415
561,367,711,433,1246,1171,517,535,893,1415
561,367,711,330,1349,1171,517,535,893,1412
564,351,727,271,1368,1211,517,535,909,1562
569,339,739,267,1260,1275,563,537,909,1588
571,333,745,267,1130,1382,586,537,909,1596
571,322,756,267,1130,1380,573,552,909,1758
571,311,767,267,1080,1419,572,564,885,1816
571,311,739,295,986,1435,650,493,851,1837
547,330,711,328,960,1402,701,496,851,1971
557,330,646,393,857,1469,650,547,851,1971
598,330,634,405,718,1491,767,508,849,1971
605,340,609,430,694,1457,777,496,849,1934
600,408,574,465,693,1448,642,609,853,1703
555,492,573,466,693,1448,487,763,902,1703
593,474,559,498,693,1448,487,681,930,1461
577,415,382,750,693,1445,490,598,947,1434
594,406,334,809,693,1444,491,582,856,1425
594,270,461,818,693,1444,491,569,1001,1209
596,270,461,818,668,1469,491,558,1002,1205
622,274,465,818,654,1479,495,514,1003,949
466,465,488,818,654,1433,541,472,993,910
469,449,504,818,654,1428,546,472,992,898
467,436,517,820,654,1382,592,472,946,890
373,524,523,820,654,1367,607,472,666,781
359,538,510,833,653,1105,870,472,549,745
356,541,474,869,653,1050,925,472,540,707
356,539,476,841,585,1091,980,472,589,694
334,561,476,780,646,1059,1012,472,551,694
334,561,476,720,706,859,1212,472,525,807
363,561,367,827,708,855,1216,472,458,967
