Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2,Accum_y-3
251,549,1017,549,381,317,859,723
251,482,985,648,381,317,855,794
251,440,1026,612,418,317,1089,819
290,387,1079,612,418,317,1246,815
362,348,1118,534,496,317,1349,923
396,339,1127,475,555,317,1368,1135
443,279,1179,477,561,317,1260,1167
447,273,1086,574,563,317,1130,1219
447,273,1073,587,563,317,1130,1280
427,293,1073,587,563,402,1080,1305
427,293,1050,608,565,438,986,1272
425,273,1072,581,592,438,960,1285
394,292,1080,585,592,440,857,1404
393,271,1102,553,624,440,718,1400
385,271,1026,588,673,471,694,1400
329,314,1016,567,717,469,693,1378
329,313,1017,567,695,422,693,1338
415,313,1017,565,680,409,693,1355
417,281,1049,521,678,409,693,1322
453,230,1091,521,501,409,693,1341
517,235,1091,522,492,410,693,1375
526,241,1091,522,432,282,668,1426
512,266,1091,522,409,282,654,1424
529,266,1075,538,409,282,654,1374
527,263,1042,576,409,282,654,1441
523,228,1082,577,409,285,654,1452
523,168,1059,660,409,282,654,1384
436,255,1036,683,409,282,653,1331
435,251,1021,703,409,282,653,1309
435,251,817,901,415,282,585,1336
435,251,650,1050,433,282,646,1330
435,251,549,1017,549,282,706,1334
443,251,482,985,648,282,708,1263
472,251,440,1026,612,282,530,1263
515,290,387,1079,612,282,433,1267
446,362,348,1118,534,282,330,1161
412,396,339,1127,475,283,271,952
514,443,279,1179,477,284,267,920
510,447,273,1086,574,284,267,868
510,447,273,1073,587,284,267,1064
510,427,293,1073,587,202,267,1087
510,427,293,1050,608,287,295,1117
542,425,273,1072,581,299,328,1123
563,394,292,1080,585,326,393,1057
569,393,271,1102,553,370,405,1209
569,385,271,1026,588,518,430,1209
571,329,314,1016,567,525,465,1209
571,329,313,1017,567,432,466,1288
523,415,313,1017,565,403,498,1271
538,417,281,1049,521,402,750,1253
503,453,230,1091,521,402,809,1157
502,517,235,1091,522,401,818,1123
694,526,241,1091,522,401,818,1058
892,512,266,1091,522,405,818,1021
877,529,266,1075,538,413,818,1013
877,527,263,1042,576,413,818,929
984,523,228,1082,577,410,820,871
984,523,168,1059,660,452,820,870
992,436,255,1036,683,464,833,870
992,435,251,1021,703,500,869,881
992,435,251,817,901,500,841,787
992,435,251,650,1050,506,780,779
992,435,251,549,1017,574,720,769
984,443,251,482,985,821,827,785
955,472,251,440,1026,1091,771,760
873,515,290,387,1079,1091,711,750
870,446,362,348,1118,1121,711,748
870,412,396,339,1127,1158,727,745
721,514,443,279,1179,1157,739,745
721,510,447,273,1086,1247,745,745
721,510,447,273,1073,1247,756,474
721,510,427,293,1073,1244,767,415
721,510,427,293,1050,1123,739,385
689,542,425,273,1072,1111,711,366
668,563,394,292,1080,1179,646,312
675,569,393,271,1102,1135,634,157
675,569,385,271,1026,956,609,157
673,571,329,314,1016,949,574,159
707,571,329,313,1017,984,573,90
669,523,415,313,1017,1005,559,117
710,538,417,281,1049,1022,382,117
709,503,453,230,1091,1046,334,117
640,502,517,235,1091,1046,461,117
433,694,526,241,1091,1046,461,208
224,892,512,266,1091,1131,465,222
222,877,529,266,1075,1123,488,222
295,877,527,263,1042,1161,504,356
208,984,523,228,1082,1161,517,364
299,984,523,168,1059,1120,523,364
291,992,436,255,1036,1108,510,364
291,992,435,251,1021,1240,474,353
291,992,435,251,817,1240,476,666
291,992,435,251,650,1234,476,678
291,992,435,251,549,1230,476,748
305,984,443,251,482,983,367,733
326,955,472,251,440,713,367,733
326,873,515,290,387,713,367,733
327,870,446,362,348,683,367,733
423,870,412,396,339,645,351,733
423,721,514,443,279,645,339,733
444,721,510,447,273,555,333,733
444,721,510,447,273,555,322,733
444,721,510,427,293,555,311,757
444,721,510,427,293,555,311,791
444,689,542,425,273,555,330,791
444,668,563,394,292,458,330,791
431,675,569,393,271,484,330,793
484,675,569,385,271,523,340,793
587,673,571,329,314,549,408,791
568,707,571,329,313,537,492,781
606,669,523,415,313,611,474,754
548,710,538,417,281,594,415,772
548,709,503,453,230,570,406,929
623,640,502,517,235,570,270,937
671,433,694,526,241,570,270,846
695,224,892,512,266,481,274,832
705,222,877,529,266,481,465,854
634,295,877,527,263,443,449,721
614,208,984,523,228,443,436,759
523,299,984,523,168,442,524,1039
523,291,992,436,255,442,538,1156
523,291,992,435,251,274,541,1165
523,291,992,435,251,281,539,848
525,291,992,435,251,281,561,834
661,291,992,435,251,217,561,820
715,305,984,443,251,217,561,890
724,326,955,472,251,232,561,893
776,326,873,515,290,392,561,893
775,327,870,446,362,392,561,893
679,423,870,412,396,392,564,909
679,423,721,514,443,396,569,909
681,444,721,510,447,398,571,909
689,444,721,510,447,471,571,909
689,444,721,510,427,493,571,885
689,444,721,510,427,493,571,851
689,444,689,542,425,493,547,851
689,444,668,563,394,532,557,851
689,431,675,569,393,506,598,849
636,484,675,569,385,467,605,849
533,587,673,571,329,441,600,853
525,568,707,571,329,417,555,902
506,606,669,523,415,322,593,930
506,548,710,538,417,322,577,947
506,548,709,503,453,322,594,856
454,623,640,502,517,322,594,1001
406,671,433,694,526,322,596,1002
382,695,224,892,512,322,622,1003
499,705,222,877,529,322,466,993
497,634,295,877,527,322,469,992
567,614,208,984,523,322,467,946
654,523,299,984,523,322,373,666
682,523,291,992,436,322,359,549
682,523,291,992,435,322,356,540
863,523,291,992,435,315,356,589
900,525,291,992,435,494,334,551
995,661,291,992,435,623,334,525
927,715,305,984,443,623,363,458
1010,724,326,955,472,608,371,455
982,776,326,873,515,448,424,455
982,775,327,870,446,448,427,455
983,679,423,870,412,448,464,439
1022,679,423,721,514,444,542,439
1097,681,444,721,510,442,544,439
1112,689,444,721,510,369,663,439
1124,689,444,721,510,347,956,439
1221,689,444,721,510,356,967,439
1249,689,444,689,542,506,1206,439
1278,689,444,668,563,473,1196,454
1278,689,431,675,569,473,1155,469
1278,636,484,675,569,473,1138,469
1278,533,587,673,571,473,1075,465
1271,525,568,707,571,473,1055,527
1252,506,606,669,523,473,1043,569
1252,506,548,710,538,473,1043,535
1252,506,548,709,503,482,1024,647
1229,454,623,640,502,629,1024,519
1229,406,671,433,694,629,1022,545
1229,382,695,224,892,629,989,574
1233,499,705,222,877,658,1126,568
1239,497,634,295,877,658,1123,575
1167,567,614,208,984,658,1123,577
1081,654,523,299,984,658,1123,709
1053,682,523,291,992,658,1123,711
1056,682,523,291,992,658,1123,794
875,863,523,291,992,658,1123,782
836,900,525,291,992,479,1123,778
641,995,661,291,992,350,1123,745
641,927,715,305,984,350,1094,1020
539,1010,724,326,955,350,1086,1022
518,982,776,326,873,350,1033,1024
537,982,775,327,870,382,1144,1024
654,983,679,423,870,388,1112,1024
620,1022,679,423,721,388,1029,1024
562,1097,681,444,721,388,1060,1024
539,1112,689,444,721,388,1025,1123
549,1124,689,444,721,390,742,1123
453,1221,689,444,721,400,731,1123
427,1249,689,444,689,250,492,1158
456,1278,689,444,668,244,492,1143
456,1278,689,431,675,285,492,1203
456,1278,636,484,675,369,492,1372
456,1278,533,587,673,399,493,1419
456,1271,525,568,707,399,474,1309
509,1252,506,606,669,410,502,1241
512,1252,506,548,710,481,515,1272
518,1252,506,548,709,627,515,1114
537,1229,454,623,640,517,515,1096
551,1229,406,671,433,517,515,1069
551,1229,382,695,224,518,514,1039
420,1233,499,705,222,491,319,1034
414,1239,497,634,295,491,337,1027
425,1167,567,614,208,491,340,1025
456,1081,654,523,299,491,340,901
478,1053,682,523,291,491,370,904
552,1056,682,523,291,491,496,821
624,875,863,523,291,491,550,784
645,836,900,525,291,491,581,819
618,641,995,661,291,491,581,819
757,641,927,715,305,491,596,541
746,539,1010,724,326,491,703,553
743,518,982,776,326,491,950,552
724,537,982,775,327,459,871,598
643,654,983,679,423,453,905,616
638,620,1022,679,423,453,1257,616
598,562,1097,681,444,453,1400,616
715,539,1112,689,444,453,1421,529
713,549,1124,689,444,473,1411,530
753,453,1221,689,444,471,1412,530
753,427,1249,689,444,517,1413,495
695,456,1278,689,444,703,1416,519
713,456,1278,689,431,671,1465,444
766,456,1278,636,484,647,1651,275
839,456,1278,533,587,640,1702,228
848,456,1271,525,568,640,1720,227
795,509,1252,506,606,629,1666,225
834,512,1252,506,548,558,1716,247
828,518,1252,506,548,403,1739,356
810,537,1229,454,623,366,1857,502
842,551,1229,406,671,366,1886,505
852,551,1229,382,695,365,2073,505
852,420,1233,499,705,363,2089,504
854,414,1239,497,634,381,2072,527
843,425,1167,567,614,381,2111,527
811,456,1081,654,523,418,2138,520
789,478,1053,682,523,418,2154,515
715,552,1056,682,523,496,2127,515
651,624,875,863,523,555,2080,515
742,645,836,900,525,561,2049,480
733,618,641,995,661,563,2049,480
594,757,641,927,715,563,2034,479
607,746,539,1010,724,563,1984,465
619,743,518,982,776,565,1742,535
629,724,537,982,775,592,1731,494
592,643,654,983,679,592,1697,512
592,638,620,1022,679,624,1406,551
616,598,562,1097,681,673,1228,611
499,715,539,1112,689,717,1123,631
481,713,549,1124,689,695,1132,631
440,753,453,1221,689,680,1141,713
438,753,427,1249,689,678,1144,796
457,695,456,1278,689,501,1209,788
452,713,456,1278,689,492,1188,801
399,766,456,1278,636,432,1005,812
326,839,456,1278,533,409,953,856
317,848,456,1271,525,409,935,898
317,795,509,1252,506,409,935,898
275,834,512,1252,506,409,872,844
275,828,518,1252,506,409,849,715
274,810,537,1229,454,409,731,562
228,842,551,1229,406,409,702,559
218,852,551,1229,382,415,515,559
218,852,420,1233,499,433,504,559
216,854,414,1239,497,549,504,536
216,843,425,1167,567,648,469,536
216,811,456,1081,654,612,479,535
272,789,478,1053,682,612,437,535
356,715,552,1056,682,534,338,535
440,651,624,875,863,475,331,535
344,742,645,836,900,477,331,537
344,733,618,641,995,574,387,537
344,594,757,641,927,587,412,552
346,607,746,539,1010,587,511,564
365,619,743,518,982,608,509,493
402,629,724,537,982,581,524,496
419,592,643,654,983,585,530,547
419,592,638,620,1022,553,572,508
395,616,598,562,1097,588,619,496
411,499,715,539,1112,567,624,609
411,481,713,549,1124,567,758,763
411,440,753,453,1221,565,841,681
433,438,753,427,1249,521,875,598
441,457,695,456,1278,521,1048,582
428,452,713,456,1278,522,1354,569
433,399,766,456,1278,522,1398,558
433,326,839,456,1278,522,1532,514
485,317,848,456,1271,538,1532,472
485,317,795,509,1252,576,1532,472
486,275,834,512,1252,577,1532,472
517,275,828,518,1252,660,1532,472
517,274,810,537,1229,683,1532,472
532,228,842,551,1229,703,1532,472
538,218,852,551,1229,901,1532,472
578,218,852,420,1233,1050,1527,472
578,216,854,414,1239,1017,1528,472
578,216,843,425,1167,985,1521,472
578,216,811,456,1081,1026,1493,507
522,272,789,478,1053,1079,1489,517
515,356,715,552,1056,1118,1489,517
513,440,651,624,875,1127,1489,517
506,344,742,645,836,1179,1517,563
650,344,733,618,641,1086,1506,586
650,344,594,757,641,1073,1500,573
635,346,607,746,539,1073,1372,572
608,365,619,743,518,1050,1371,650
562,402,629,724,537,1072,1332,701
545,419,592,643,654,1080,1318,650
545,419,592,638,620,1102,1241,767
545,395,616,598,562,1026,1213,777
530,411,499,715,539,1016,1279,642
528,411,481,713,549,1017,1151,487
530,411,440,753,453,1017,1058,487
525,433,438,753,427,1049,1020,490
500,441,457,695,456,1091,782,491
516,428,452,713,456,1091,550,491
513,433,399,766,456,1091,564,491
513,433,326,839,456,1091,437,495
461,485,317,848,456,1075,438,541
461,485,317,795,509,1042,438,546
460,486,275,834,512,1082,443,592
429,517,275,828,518,1059,445,607
429,517,274,810,537,1036,445,870
479,532,228,842,551,1021,445,925
518,538,218,852,551,817,445,980
593,578,218,852,420,650,445,1012
726,578,216,854,414,549,443,1212
745,578,216,843,425,482,443,1216
746,578,216,811,456,440,434,1181
746,522,272,789,478,387,434,1171
666,515,356,715,552,348,434,1171
605,513,440,651,624,339,434,1211
609,506,344,742,645,279,406,1275
526,650,344,733,618,273,361,1382
558,650,344,594,757,273,342,1380
558,635,346,607,746,293,314,1419
555,608,365,619,743,293,312,1435
555,562,402,629,724,273,312,1402
555,545,419,592,643,292,312,1469
568,545,419,592,638,271,286,1491
568,545,395,616,598,271,267,1457
567,530,411,499,715,314,198,1448
567,528,411,481,713,313,324,1448
565,530,411,440,753,313,366,1448
548,525,433,438,753,281,367,1445
553,500,441,457,695,230,364,1444
543,516,428,452,713,235,262,1444
544,513,433,399,766,241,329,1469
550,513,433,326,839,266,322,1479
554,461,485,317,848,266,321,1433
560,461,485,317,795,263,321,1428
560,460,486,275,834,228,316,1382
573,429,517,275,828,168,317,1367
594,429,517,274,810,255,317,1105
529,479,532,228,842,251,317,1050
484,518,538,218,852,251,317,1091
369,593,578,218,852,251,317,1059
236,726,578,216,854,251,317,859
217,745,578,216,843,251,317,855
216,746,578,216,811,251,317,1089
216,746,522,272,789,290,317,1246
216,666,515,356,715,362,317,1349
187,605,513,440,651,396,317,1368
190,609,506,344,742,443,317,1260
129,526,650,344,733,447,317,1130
106,558,650,344,594,447,317,1130
106,558,635,346,607,427,402,1080
162,555,608,365,619,427,438,986
184,555,562,402,629,425,438,960
189,555,545,419,592,394,440,857
227,568,545,419,592,393,440,718
252,568,545,395,616,385,471,694
252,567,530,411,499,329,469,693
252,567,528,411,481,329,422,693
252,565,530,411,440,415,409,693
252,548,525,433,438,417,409,693
263,553,500,441,457,453,409,693
265,543,516,428,452,517,410,693
318,544,513,433,399,526,282,668
340,550,513,433,326,512,282,654
342,554,461,485,317,529,282,654
336,560,461,485,317,527,282,654
336,560,460,486,275,523,285,654
323,573,429,517,275,523,282,654
302,594,429,517,274,436,282,653
302,529,479,532,228,435,282,653
302,484,518,538,218,435,282,585
342,369,593,578,218,435,282,646
383,236,726,578,216,435,282,706
383,217,745,578,216,443,282,708
406,216,746,578,216,472,282,530
470,216,746,522,272,515,282,433
476,216,666,515,356,446,282,330
476,187,605,513,440,412,283,271
460,190,609,506,344,514,284,267
463,129,526,650,344,510,284,267
455,106,558,650,344,510,284,267
564,106,558,635,346,510,202,267
568,162,555,608,365,510,287,295
545,184,555,562,402,542,299,328
551,189,555,545,419,563,326,393
500,227,568,545,419,569,370,405
475,252,568,545,395,569,518,430
475,252,567,530,411,571,525,465
475,252,567,528,411,571,432,466
545,252,565,530,411,523,403,498
568,252,548,525,433,538,402,750
559,263,553,500,441,503,402,809
565,265,543,516,428,502,401,818
607,318,544,513,433,694,401,818
590,340,550,513,433,892,405,818
584,342,554,461,485,877,413,818
584,336,560,461,485,877,413,818
584,336,560,460,486,984,410,820
584,323,573,429,517,984,452,820
677,302,594,429,517,992,464,833
766,302,529,479,532,992,500,869
766,302,484,518,538,992,500,841
726,342,369,593,578,992,506,780
685,383,236,726,578,992,574,720
685,383,217,745,578,984,821,827
662,406,216,746,578,955,1091,771
723,470,216,746,522,873,1091,711
721,476,216,666,515,870,1121,711
722,476,187,605,513,870,1158,727
737,460,190,609,506,721,1157,739
734,463,129,526,650,721,1247,745
733,455,106,558,650,721,1247,756
624,564,106,558,635,721,1244,767
563,568,162,555,608,721,1123,739
563,545,184,555,562,689,1111,711
796,551,189,555,545,668,1179,646
796,500,227,568,545,675,1135,634
796,475,252,568,545,675,956,609
796,475,252,567,530,673,949,574
796,475,252,567,528,707,984,573
772,545,252,565,530,669,1005,559
749,568,252,548,525,710,1022,382
740,559,263,553,500,709,1046,334
758,565,265,543,516,640,1046,461
660,607,318,544,513,433,1046,461
649,590,340,550,513,224,1131,465
649,584,342,554,461,222,1123,488
649,584,336,560,461,295,1161,504
649,584,336,560,460,208,1161,517
649,584,323,573,429,299,1120,523
556,677,302,594,429,291,1108,510
468,766,302,529,479,291,1240,474
468,766,302,484,518,291,1240,476
468,726,342,369,593,291,1234,476
468,685,383,236,726,291,1230,476
468,685,383,217,745,305,983,367
468,662,406,216,746,326,713,367
343,723,470,216,746,326,713,367
339,721,476,216,666,327,683,367
338,722,476,187,605,423,645,351
323,737,460,190,609,423,645,339
323,734,463,129,526,444,555,333
325,733,455,106,558,444,555,322
326,624,564,106,558,444,555,311
326,563,568,162,555,444,555,311
376,563,545,184,555,444,555,330
334,796,551,189,555,444,458,330
392,796,500,227,568,431,484,330
456,796,475,252,568,484,523,340
505,796,475,252,567,587,549,408
505,796,475,252,567,568,537,492
493,772,545,252,565,606,611,474
507,749,568,252,548,548,594,415
759,740,559,263,553,548,570,406
772,758,565,265,543,623,570,270
848,660,607,318,544,671,570,270
848,649,590,340,550,695,481,274
848,649,584,342,554,705,481,465
848,649,584,336,560,634,443,449
848,649,584,336,560,614,443,436
848,649,584,323,573,523,442,524
848,556,677,302,594,523,442,538
847,468,766,302,529,523,274,541
847,468,766,302,484,523,281,539
847,468,726,342,369,525,281,561
957,468,685,383,236,661,217,561
957,468,685,383,217,715,217,561
1024,468,662,406,216,724,232,561
1024,343,723,470,216,776,392,561
1024,339,721,476,216,775,392,561
1027,338,722,476,187,679,392,564
1076,323,737,460,190,679,396,569
1093,323,734,463,129,681,398,571
1091,325,733,455,106,689,471,571
1134,326,624,564,106,689,493,571
1273,326,563,568,162,689,493,571
1657,376,563,545,184,689,493,547
1456,334,796,551,189,689,532,557
1398,392,796,500,227,689,506,598
1334,456,796,475,252,636,467,605
1285,505,796,475,252,533,441,600
1286,505,796,475,252,525,417,555
1252,493,772,545,252,506,322,593
1297,507,749,568,252,506,322,577
1045,759,740,559,263,506,322,594
1055,772,758,565,265,454,322,594
1007,848,660,607,318,406,322,596
1007,848,649,590,340,382,322,622
1007,848,649,584,342,499,322,466
1019,848,649,584,336,497,322,469
1032,848,649,584,336,567,322,467
1135,848,649,584,323,654,322,373
1249,848,556,677,302,682,322,359
1249,847,468,766,302,682,322,356
1249,847,468,766,302,863,315,356
1249,847,468,726,342,900,494,334
1139,957,468,685,383,995,623,334
1160,957,468,685,383,927,623,363
1093,1024,468,662,406,1010,608,371
1093,1024,343,723,470,982,448,424
1093,1024,339,721,476,982,448,427
1092,1027,338,722,476,983,448,464
1044,1076,323,737,460,1022,444,542
1087,1093,323,734,463,1097,442,544
1087,1091,325,733,455,1112,369,663
1043,1134,326,624,564,1124,347,956
904,1273,326,563,568,1221,356,967
470,1657,376,563,545,1249,506,1206
469,1456,334,796,551,1278,473,1196
469,1398,392,796,500,1278,473,1155
469,1334,456,796,475,1278,473,1138
469,1285,505,796,475,1278,473,1075
468,1286,505,796,475,1271,473,1055
468,1252,493,772,545,1252,473,1043
409,1297,507,749,568,1252,473,1043
409,1045,759,740,559,1252,482,1024
354,1055,772,758,565,1229,629,1024
326,1007,848,660,607,1229,629,1022
327,1007,848,649,590,1229,629,989
658,1007,848,649,584,1233,658,1126
759,1019,848,649,584,1239,658,1123
776,1032,848,649,584,1167,658,1123
673,1135,848,649,584,1081,658,1123
560,1249,848,556,677,1053,658,1123
610,1249,847,468,766,1056,658,1123
652,1249,847,468,766,875,658,1123
652,1249,847,468,726,836,479,1123
652,1139,957,468,685,641,350,1123
631,1160,957,468,685,641,350,1094
631,1093,1024,468,662,539,350,1086
631,1093,1024,343,723,518,350,1033
631,1093,1024,339,721,537,382,1144
629,1092,1027,338,722,654,388,1112
628,1044,1076,323,737,620,388,1029
575,1087,1093,323,734,562,388,1060
575,1087,1091,325,733,539,388,1025
586,1043,1134,326,624,549,390,742
596,904,1273,326,563,453,400,731
613,470,1657,376,563,427,250,492
652,469,1456,334,796,456,244,492
825,469,1398,392,796,456,285,492
842,469,1334,456,796,456,369,492
842,469,1285,505,796,456,399,493
842,468,1286,505,796,456,399,474
842,468,1252,493,772,509,410,502
842,409,1297,507,749,512,481,515
842,409,1045,759,740,518,627,515
842,354,1055,772,758,537,517,515
843,326,1007,848,660,551,517,515
842,327,1007,848,649,551,518,514
511,658,1007,848,649,420,491,319
398,759,1019,848,649,414,491,337
368,776,1032,848,649,425,491,340
368,673,1135,848,649,456,491,340
367,560,1249,848,556,478,491,370
317,610,1249,847,468,552,491,496
275,652,1249,847,468,624,491,550
280,652,1249,847,468,645,491,581
323,652,1139,957,468,618,491,581
383,631,1160,957,468,757,491,596
424,631,1093,1024,468,746,491,703
477,631,1093,1024,343,743,491,950
481,631,1093,1024,339,724,459,871
481,629,1092,1027,338,643,453,905
483,628,1044,1076,323,638,453,1257
476,575,1087,1093,323,598,453,1400
476,575,1087,1091,325,715,453,1421
465,586,1043,1134,326,713,473,1411
455,596,904,1273,326,753,471,1412
438,613,470,1657,376,753,517,1413
493,652,469,1456,334,695,703,1416
338,825,469,1398,392,713,671,1465
402,842,469,1334,456,766,647,1651
471,842,469,1285,505,839,640,1702
522,842,468,1286,505,848,640,1720
547,842,468,1252,493,795,629,1666
547,842,409,1297,507,834,558,1716
552,842,409,1045,759,828,403,1739
552,842,354,1055,772,810,366,1857
561,843,326,1007,848,842,366,1886
561,842,327,1007,848,852,365,2073
563,511,658,1007,848,852,363,2089
573,398,759,1019,848,854,381,2072
573,368,776,1032,848,843,381,2111
573,368,673,1135,848,811,418,2138
647,367,560,1249,848,789,418,2154
665,317,610,1249,847,715,496,2127
680,275,652,1249,847,651,555,2080
675,280,652,1249,847,742,561,2049
632,323,652,1139,957,733,563,2049
572,383,631,1160,957,594,563,2034
539,424,631,1093,1024,607,563,1984
486,477,631,1093,1024,619,565,1742
482,481,631,1093,1024,629,592,1731
520,481,629,1092,1027,592,592,1697
518,483,628,1044,1076,592,624,1406
542,476,575,1087,1093,616,673,1228
569,476,575,1087,1091,499,717,1123
593,465,586,1043,1134,481,695,1132
593,455,596,904,1273,440,680,1141
593,438,613,470,1657,438,678,1144
499,493,652,469,1456,457,501,1209
607,338,825,469,1398,452,492,1188
619,402,842,469,1334,399,432,1005
666,471,842,469,1285,326,409,953
671,522,842,468,1286,317,409,935
668,547,842,468,1252,317,409,935
668,547,842,409,1297,275,409,872
699,552,842,409,1045,275,409,849
699,552,842,354,1055,274,409,731
689,561,843,326,1007,228,409,702
689,561,842,327,1007,218,415,515
687,563,511,658,1007,218,433,504
677,573,398,759,1019,216,549,504
677,573,368,776,1032,216,648,469
689,573,368,673,1135,216,612,479
680,647,367,560,1249,272,612,437
667,665,317,610,1249,356,534,338
660,680,275,652,1249,440,475,331
680,675,280,652,1249,344,477,331
680,632,323,652,1139,344,574,387
680,572,383,631,1160,344,587,412
672,539,424,631,1093,346,587,511
672,486,477,631,1093,365,608,509
672,482,481,631,1093,402,581,524
634,520,481,629,1092,419,585,530
642,518,483,628,1044,419,553,572
645,542,476,575,1087,395,588,619
629,569,476,575,1087,411,567,624
606,593,465,586,1043,411,567,758
640,593,455,596,904,411,565,841
704,593,438,613,470,433,521,875
721,499,493,652,469,441,521,1048
595,607,338,825,469,428,522,1354
502,619,402,842,469,433,522,1398
386,666,471,842,469,433,522,1532
336,671,522,842,468,485,538,1532
314,668,547,842,468,485,576,1532
314,668,547,842,409,486,577,1532
278,699,552,842,409,517,660,1532
278,699,552,842,354,517,683,1532
278,689,561,843,326,532,703,1532
319,689,561,842,327,538,901,1532
319,687,563,511,658,578,1050,1527
319,677,573,398,759,578,1017,1528
319,677,573,368,776,578,985,1521
307,689,573,368,673,578,1026,1493
247,680,647,367,560,522,1079,1489
374,667,665,317,610,515,1118,1489
374,660,680,275,652,513,1127,1489
354,680,675,280,652,506,1179,1517
380,680,632,323,652,650,1086,1506
387,680,572,383,631,650,1073,1500
387,672,539,424,631,635,1073,1372
387,672,486,477,631,608,1050,1371
387,672,482,481,631,562,1072,1332
391,634,520,481,629,545,1080,1318
384,642,518,483,628,545,1102,1241
357,645,542,476,575,545,1026,1213
346,629,569,476,575,530,1016,1279
345,606,593,465,586,528,1017,1151
311,640,593,455,596,530,1017,1058
247,704,593,438,613,525,1049,1020
230,721,499,493,652,500,1091,782
230,595,607,338,825,516,1091,550
230,502,619,402,842,513,1091,564
230,386,666,471,842,513,1091,437
224,336,671,522,842,461,1075,438
224,314,668,547,842,461,1042,438
225,314,668,547,842,460,1082,443
246,278,699,552,842,429,1059,445
258,278,699,552,842,429,1036,445
270,278,689,561,843,479,1021,445
229,319,689,561,842,518,817,445
239,319,687,563,511,593,650,445
239,319,677,573,398,726,549,443
240,319,677,573,368,745,482,443
431,307,689,573,368,746,440,434
444,247,680,647,367,746,387,434
339,374,667,665,317,666,348,434
427,374,660,680,275,605,339,434
433,354,680,675,280,609,279,406
417,380,680,632,323,526,273,361
446,387,680,572,383,558,273,342
446,387,672,539,424,558,293,314
446,387,672,486,477,555,293,312
446,387,672,482,481,555,273,312
442,391,634,520,481,555,292,312
441,384,642,518,483,568,271,286
464,357,645,542,476,568,271,267
486,346,629,569,476,567,314,198
515,345,606,593,465,567,313,324
522,311,640,593,455,565,313,366
674,247,704,593,438,548,281,367
674,230,721,499,493,553,230,364
675,230,595,607,338,543,235,262
687,230,502,619,402,544,241,329
691,230,386,666,471,550,266,322
762,224,336,671,522,554,266,321
822,224,314,668,547,560,263,321
832,225,314,668,547,560,228,316
817,246,278,699,552,573,168,317
805,258,278,699,552,594,255,317
793,270,278,689,561,529,251,317
793,229,319,689,561,484,251,317
783,239,319,687,563,369,251,317
783,239,319,677,573,236,251,317
782,240,319,677,573,217,251,317
591,431,307,689,573,216,251,317
573,444,247,680,647,216,290,317
591,339,374,667,665,216,362,317
516,427,374,660,680,187,396,317
510,433,354,680,675,190,443,317
500,417,380,680,632,129,447,317
634,446,387,680,572,106,447,317
717,446,387,672,539,106,427,402
721,446,387,672,486,162,427,438
768,446,387,672,482,184,425,438
805,442,391,634,520,189,394,440
875,441,384,642,518,227,393,440
958,464,357,645,542,252,385,471
950,486,346,629,569,252,329,469
1056,515,345,606,593,252,329,422
1104,522,311,640,593,252,415,409
977,674,247,704,593,252,417,409
977,674,230,721,499,263,453,409
976,675,230,595,607,265,517,410
964,687,230,502,619,318,526,282
960,691,230,386,666,340,512,282
889,762,224,336,671,342,529,282
829,822,224,314,668,336,527,282
818,832,225,314,668,336,523,285
815,817,246,278,699,323,523,282
823,805,258,278,699,302,436,282
846,793,270,278,689,302,435,282
856,793,229,319,689,302,435,282
915,783,239,319,687,342,435,282
922,783,239,319,677,383,435,282
922,782,240,319,677,383,443,282
922,591,431,307,689,406,472,282
922,573,444,247,680,470,515,282
877,591,339,374,667,476,446,282
906,516,427,374,660,476,412,283
906,510,433,354,680,460,514,284
906,500,417,380,680,463,510,284
736,634,446,387,680,455,510,284
653,717,446,387,672,564,510,202
682,721,446,387,672,568,510,287
635,768,446,387,672,545,542,299
598,805,442,391,634,551,563,326
528,875,441,384,642,500,569,370
520,958,464,357,645,475,569,518
517,950,486,346,629,475,571,525
382,1056,515,345,606,475,571,432
327,1104,522,311,640,545,523,403
302,977,674,247,704,568,538,402
317,977,674,230,721,559,503,402
317,976,675,230,595,565,502,401
317,964,687,230,502,607,694,401
427,960,691,230,386,590,892,405
432,889,762,224,336,584,877,413
432,829,822,224,314,584,877,413
432,818,832,225,314,584,984,410
557,815,817,246,278,584,984,452
571,823,805,258,278,677,992,464
548,846,793,270,278,766,992,500
538,856,793,229,319,766,992,500
876,915,783,239,319,726,992,506
869,922,783,239,319,685,992,574
908,922,782,240,319,685,984,821
959,922,591,431,307,662,955,1091
1144,922,573,444,247,723,873,1091
1191,877,591,339,374,721,870,1121
1160,906,516,427,374,722,870,1158
1173,906,510,433,354,737,721,1157
1197,906,500,417,380,734,721,1247
1247,736,634,446,387,733,721,1247
1385,653,717,446,387,624,721,1244
1384,682,721,446,387,563,721,1123
1384,635,768,446,387,563,689,1111
1487,598,805,442,391,796,668,1179
1512,528,875,441,384,796,675,1135
1428,520,958,464,357,796,675,956
1468,517,950,486,346,796,673,949
1468,382,1056,515,345,796,707,984
1468,327,1104,522,311,772,669,1005
1470,302,977,674,247,749,710,1022
1456,317,977,674,230,740,709,1046
1456,317,976,675,230,758,640,1046
1456,317,964,687,230,660,433,1046
1346,427,960,691,230,649,224,1131
