Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1,Accum_y-2,Accum_y-3
756,472,645,844,199,250,526,861
756,468,598,807,284,285,513,861
769,518,597,794,293,396,513,861
809,482,493,934,286,443,513,860
997,506,503,937,279,487,512,657
940,542,525,921,295,488,512,557
936,546,525,921,295,517,620,731
931,551,525,920,219,540,620,866
938,551,507,938,219,540,628,796
947,551,506,916,220,491,628,766
944,554,504,890,248,485,644,885
858,579,565,797,301,492,676,870
857,550,595,793,302,822,680,1077
857,494,651,706,389,822,732,1116
857,450,673,728,389,822,756,1090
832,438,710,706,411,822,771,1092
811,389,780,684,433,814,775,1310
789,409,781,675,443,773,776,1171
725,473,778,610,511,770,776,1178
725,470,781,539,582,779,776,1144
607,591,781,537,584,813,776,1098
603,594,782,420,700,812,776,1180
609,594,782,409,710,812,776,1410
610,523,860,410,710,812,776,1516
618,557,785,485,696,812,764,1606
585,590,707,563,688,930,749,1747
584,591,698,572,686,1024,716,1843
568,607,675,555,726,991,485,1843
551,624,675,527,754,1016,477,1871
405,756,561,655,754,1053,514,1911
486,756,497,719,754,1053,410,1921
717,756,472,645,844,1053,410,1989
717,756,468,598,807,1018,354,2059
896,769,518,597,794,907,354,2314
883,809,482,493,934,858,354,2317
667,997,506,503,937,1022,354,2322
887,940,542,525,921,1062,410,2331
920,936,546,525,921,1003,301,2139
1176,931,551,525,920,980,314,2003
1208,938,551,507,938,980,339,2003
1211,947,551,506,916,980,356,2003
1219,944,554,504,890,1190,360,1868
1328,858,579,565,797,1177,424,1868
1364,857,550,595,793,809,421,1766
1402,857,494,651,706,824,391,1727
1415,857,450,673,728,824,454,1727
1415,832,438,710,706,824,543,1821
1415,811,389,780,684,824,540,1628
1415,789,409,781,675,824,539,1679
1415,725,473,778,610,824,539,1701
1415,725,470,781,539,826,539,1659
1412,607,591,781,537,792,539,1578
1562,603,594,782,420,792,552,1496
1588,609,594,782,409,792,552,1283
1596,610,523,860,410,792,552,1189
1758,618,557,785,485,792,544,1099
1816,585,590,707,563,674,544,959
1837,584,591,698,572,580,526,863
1971,568,607,675,555,579,587,863
1971,551,624,675,527,554,587,848
1971,405,756,561,655,494,549,866
1934,486,756,497,719,494,560,866
1703,717,756,472,645,494,603,870
1703,717,756,468,598,510,604,801
1461,896,769,518,597,523,605,546
1434,883,809,482,493,561,605,543
1425,667,997,506,503,354,605,538
1209,887,940,542,525,323,545,529
1205,920,936,546,525,332,544,529
949,1176,931,551,525,392,531,529
910,1208,938,551,507,400,498,529
898,1211,947,551,506,400,481,529
890,1219,944,554,504,190,461,524
781,1328,858,579,565,190,365,524
745,1364,857,550,595,265,364,419
707,1402,857,494,651,254,342,419
694,1415,857,450,673,326,255,419
694,1415,832,438,710,326,151,292
807,1415,811,389,780,384,150,288
967,1415,789,409,781,384,150,237
1123,1415,725,473,778,384,150,206
1123,1415,725,470,781,373,228,206
1123,1412,607,591,781,373,258,206
973,1562,603,594,782,373,246,207
941,1588,609,594,782,373,326,190
924,1596,610,523,860,406,326,178
820,1758,618,557,785,730,326,236
774,1816,585,590,707,731,326,263
754,1837,584,591,698,731,326,401
620,1971,568,607,675,731,263,416
620,1971,551,624,675,731,263,473
620,1971,405,756,561,731,263,416
678,1934,486,756,497,731,236,656
793,1703,717,756,472,731,376,584
794,1703,717,756,468,715,486,583
799,1461,896,769,518,702,491,583
799,1434,883,809,482,664,534,583
987,1425,667,997,506,660,534,583
982,1209,887,940,542,645,598,586
953,1205,920,936,546,635,603,586
953,949,1176,931,551,575,626,586
953,910,1208,938,551,567,654,586
953,898,1211,947,551,567,655,586
963,890,1219,944,554,567,1015,651
963,781,1328,858,579,567,1042,679
963,745,1364,857,550,492,1138,679
966,707,1402,857,494,567,1149,679
1150,694,1415,857,450,495,1164,679
1162,694,1415,832,438,546,1164,678
1050,807,1415,811,389,488,1164,657
917,967,1415,789,409,489,1164,657
800,1123,1415,725,473,532,1164,657
800,1123,1415,725,470,579,1086,657
802,1123,1412,607,591,621,1056,657
802,973,1562,603,594,647,1055,656
805,941,1588,609,594,648,975,656
805,924,1596,610,523,630,975,656
723,820,1758,618,557,368,991,598
713,774,1816,585,590,380,1045,570
910,754,1837,584,591,411,1107,432
912,620,1971,568,607,554,1109,417
1092,620,1971,551,624,688,1140,347
1102,620,1971,405,756,705,1140,346
1062,678,1934,486,756,813,1200,96
947,793,1703,717,756,838,1041,96
946,794,1703,717,756,898,930,96
993,799,1461,896,769,899,924,96
993,799,1434,883,809,899,968,96
805,987,1425,667,997,899,968,276
979,982,1209,887,940,933,918,355
1110,953,1205,920,936,946,913,372
1216,953,949,1176,931,948,958,443
1221,953,910,1208,938,952,976,558
1221,953,898,1211,947,952,981,646
1211,963,890,1219,944,952,621,601
1211,963,781,1328,858,952,665,597
1259,963,745,1364,857,952,573,684
1263,966,707,1402,857,873,562,689
1079,1150,694,1415,857,873,578,689
1160,1162,694,1415,832,822,594,689
1174,1050,807,1415,811,822,594,689
1147,917,967,1415,789,834,594,689
1108,800,1123,1415,725,791,595,689
1108,800,1123,1415,725,829,651,689
1137,802,1123,1412,607,796,873,689
1137,802,973,1562,603,936,1187,689
1147,805,941,1588,609,944,1353,689
1147,805,924,1596,610,929,1417,689
1133,723,820,1758,618,867,1445,689
1138,713,774,1816,585,854,1765,689
941,910,754,1837,584,823,1795,689
1098,912,620,1971,568,748,1853,689
952,1092,620,1971,551,618,2031,689
1081,1102,620,1971,405,613,2130,689
1073,1062,678,1934,486,720,2088,689
1128,947,793,1703,717,696,2086,689
1134,946,794,1703,717,636,2089,718
1205,993,799,1461,896,663,2089,822
1292,993,799,1434,883,667,2008,1028
1391,805,987,1425,667,667,2008,849
1271,979,982,1209,887,636,2038,779
1161,1110,953,1205,920,657,2069,899
1055,1216,953,949,1176,677,2017,844
1050,1221,953,910,1208,691,1971,750
1195,1221,953,898,1211,691,1965,735
1247,1211,963,890,1219,691,1966,717
1252,1211,963,781,1328,693,1940,693
1231,1259,963,745,1364,693,1956,611
1226,1263,966,707,1402,698,1986,615
1235,1079,1150,694,1415,700,1955,615
1142,1160,1162,694,1415,700,1939,615
1159,1174,1050,807,1415,705,1940,630
1172,1147,917,967,1415,696,1940,673
1242,1108,800,1123,1415,696,1939,675
1354,1108,800,1123,1415,614,1883,675
1467,1137,802,1123,1412,614,1661,675
1467,1137,802,973,1562,470,1347,675
1550,1147,805,941,1588,469,1181,675
1616,1147,805,924,1596,469,1182,675
1650,1133,723,820,1758,481,1139,694
1643,1138,713,774,1816,481,765,743
1642,941,910,754,1837,481,683,847
1483,1098,912,620,1971,413,624,877
1503,952,1092,620,1971,415,415,878
1409,1081,1102,620,1971,414,316,977
1355,1073,1062,678,1934,221,296,982
1303,1128,947,793,1703,226,274,982
1297,1134,946,794,1703,226,293,953
1228,1205,993,799,1461,200,293,849
1244,1292,993,799,1434,246,291,645
1164,1391,805,987,1425,259,291,644
1110,1271,979,982,1209,312,281,641
1242,1161,1110,953,1205,291,255,571
1276,1055,1216,953,949,420,279,686
1290,1050,1221,953,910,695,330,714
1181,1195,1221,953,898,816,343,642
1251,1247,1211,963,890,847,355,644
1263,1252,1211,963,781,850,311,644
1249,1231,1259,963,745,850,295,639
1247,1226,1263,966,707,864,265,753
1271,1235,1079,1150,694,980,290,806
1272,1142,1160,1162,694,1141,382,833
1240,1159,1174,1050,807,1136,384,915
1227,1172,1147,917,967,1132,384,990
1157,1242,1108,800,1123,1132,385,988
1046,1354,1108,800,1123,1139,385,990
903,1467,1137,802,1123,1158,390,1051
962,1467,1137,802,973,1317,393,1148
918,1550,1147,805,941,1478,482,1192
884,1616,1147,805,924,1559,516,1200
854,1650,1133,723,820,1617,523,1182
869,1643,1138,713,774,1620,523,1162
869,1642,941,910,754,1625,513,1058
870,1483,1098,912,620,1632,512,1041
946,1503,952,1092,620,1633,512,1049
939,1409,1081,1102,620,1622,543,1091
948,1355,1073,1062,678,1600,590,1168
1147,1303,1128,947,793,1671,633,1240
1391,1297,1134,946,794,1671,611,1339
1343,1228,1205,993,799,1691,611,1360
1240,1244,1292,993,799,1641,628,1391
1221,1164,1391,805,987,1668,665,1391
1222,1110,1271,979,982,1615,680,1382
1104,1242,1161,1110,953,1602,675,1315
1070,1276,1055,1216,953,1451,635,1184
1056,1290,1050,1221,953,1158,589,1135
1020,1181,1195,1221,953,1037,582,1141
898,1251,1247,1211,963,1006,588,1142
881,1263,1252,1211,963,1001,592,1169
868,1249,1231,1259,963,1001,590,1242
871,1247,1226,1263,966,982,607,1123
851,1271,1235,1079,1150,865,582,1160
863,1272,1142,1160,1162,705,490,1229
868,1240,1159,1174,1050,705,487,1139
954,1227,1172,1147,917,719,487,1021
1036,1157,1242,1108,800,727,486,1021
1124,1046,1354,1108,800,719,486,1019
1188,903,1467,1137,802,691,486,962
1172,962,1467,1137,802,510,530,867
1200,918,1550,1147,805,341,526,823
1205,884,1616,1147,805,260,473,815
1197,854,1650,1133,723,199,536,814
1182,869,1643,1138,713,284,536,785
1182,869,1642,941,910,293,536,785
1181,870,1483,1098,912,286,536,772
1051,946,1503,952,1092,279,536,763
1036,939,1409,1081,1102,295,505,622
1092,948,1355,1073,1062,295,458,540
999,1147,1303,1128,947,219,438,468
839,1391,1297,1134,946,219,468,369
907,1343,1228,1205,993,220,519,348
956,1240,1244,1292,993,248,549,320
985,1221,1164,1391,805,301,514,320
987,1222,1110,1271,979,302,466,320
952,1104,1242,1161,1110,389,466,320
952,1070,1276,1055,1216,389,467,320
1144,1056,1290,1050,1221,411,462,320
1147,1020,1181,1195,1221,433,456,313
1147,898,1251,1247,1211,443,437,308
1147,881,1263,1252,1211,511,434,281
1157,868,1249,1231,1259,582,439,208
1154,871,1247,1226,1263,584,426,204
1141,851,1271,1235,1079,700,457,114
1128,863,1272,1142,1160,710,511,18
1123,868,1240,1159,1174,710,581,11
1051,954,1227,1172,1147,696,640,20
980,1036,1157,1242,1108,688,720,44
924,1124,1046,1354,1108,686,733,44
859,1188,903,1467,1137,726,743,40
817,1172,962,1467,1137,754,696,38
744,1200,918,1550,1147,754,611,38
707,1205,884,1616,1147,754,565,38
729,1197,854,1650,1133,844,494,59
769,1182,869,1643,1138,807,546,60
769,1182,869,1642,941,794,604,61
820,1181,870,1483,1098,934,683,80
897,1051,946,1503,952,937,744,281
874,1036,939,1409,1081,921,761,322
823,1092,948,1355,1073,921,761,364
753,999,1147,1303,1128,920,745,496
727,839,1391,1297,1134,938,744,625
670,907,1343,1228,1205,916,707,625
668,956,1240,1244,1292,890,694,620
708,985,1221,1164,1391,797,692,625
758,987,1222,1110,1271,793,691,626
780,952,1104,1242,1161,706,691,628
851,952,1070,1276,1055,728,690,629
717,1144,1056,1290,1050,706,690,631
723,1147,1020,1181,1195,684,690,631
794,1147,898,1251,1247,675,690,631
819,1147,881,1263,1252,610,710,631
815,1157,868,1249,1231,539,710,631
923,1154,871,1247,1226,537,708,632
1135,1141,851,1271,1235,420,705,635
1167,1128,863,1272,1142,409,692,635
1219,1123,868,1240,1159,410,648,655
1280,1051,954,1227,1172,485,589,646
1305,980,1036,1157,1242,563,525,622
1272,924,1124,1046,1354,572,539,627
1285,859,1188,903,1467,555,543,629
1404,817,1172,962,1467,527,636,629
1400,744,1200,918,1550,655,636,629
1400,707,1205,884,1616,719,636,629
1378,729,1197,854,1650,645,636,608
1338,769,1182,869,1643,598,584,607
1355,769,1182,869,1642,597,533,650
1322,820,1181,870,1483,493,473,895
1341,897,1051,946,1503,503,413,809
1375,874,1036,939,1409,525,396,800
1426,823,1092,948,1355,525,402,892
1424,753,999,1147,1303,525,462,856
1374,727,839,1391,1297,507,433,729
1441,670,907,1343,1228,506,419,782
1452,668,956,1240,1244,504,381,813
1384,708,985,1221,1164,565,395,813
1331,758,987,1222,1110,595,511,815
1309,780,952,1104,1242,651,555,813
1336,851,952,1070,1276,673,774,815
1330,717,1144,1056,1290,710,787,926
1334,723,1147,1020,1181,780,787,927
1263,794,1147,898,1251,781,787,975
1263,819,1147,881,1263,778,767,1042
1267,815,1157,868,1249,781,762,1042
1161,923,1154,871,1247,781,784,1119
952,1135,1141,851,1271,782,789,1123
920,1167,1128,863,1272,782,773,1123
868,1219,1123,868,1240,860,773,1103
1064,1280,1051,954,1227,785,773,1105
1087,1305,980,1036,1157,707,757,1114
1117,1272,924,1124,1046,698,731,1245
1123,1285,859,1188,903,675,712,1385
1057,1404,817,1172,962,675,619,1423
1209,1400,744,1200,918,561,619,1423
1209,1400,707,1205,884,497,619,1423
1209,1378,729,1197,854,472,685,1450
1288,1338,769,1182,869,468,685,1519
1271,1355,769,1182,869,518,678,1475
1253,1322,820,1181,870,482,661,1211
1157,1341,897,1051,946,506,663,1097
1123,1375,874,1036,939,542,668,1069
1058,1426,823,1092,948,546,693,937
1021,1424,753,999,1147,551,626,841
1013,1374,727,839,1391,551,626,839
929,1441,670,907,1343,551,675,786
871,1452,668,956,1240,554,681,755
870,1384,708,985,1221,579,673,750
870,1331,758,987,1222,550,595,747
881,1309,780,952,1104,494,551,747
787,1336,851,952,1070,450,332,744
779,1330,717,1144,1056,438,319,631
769,1334,723,1147,1020,389,327,630
785,1263,794,1147,898,409,368,582
760,1263,819,1147,881,473,369,515
750,1267,815,1157,868,470,367,515
748,1161,923,1154,871,591,343,437
745,952,1135,1141,851,594,311,430
745,920,1167,1128,863,594,286,430
745,868,1219,1123,868,523,260,430
474,1064,1280,1051,954,557,260,448
415,1087,1305,980,1036,590,260,454
385,1117,1272,924,1124,591,259,369
366,1123,1285,859,1188,607,293,460
312,1057,1404,817,1172,624,293,430
157,1209,1400,744,1200,756,316,431
157,1209,1400,707,1205,756,316,553
159,1209,1378,729,1197,756,250,526
90,1288,1338,769,1182,756,285,513
117,1271,1355,769,1182,769,396,513
117,1253,1322,820,1181,809,443,513
117,1157,1341,897,1051,997,487,512
117,1123,1375,874,1036,940,488,512
208,1058,1426,823,1092,936,517,620
222,1021,1424,753,999,931,540,620
222,1013,1374,727,839,938,540,628
356,929,1441,670,907,947,491,628
364,871,1452,668,956,944,485,644
364,870,1384,708,985,858,492,676
364,870,1331,758,987,857,822,680
353,881,1309,780,952,857,822,732
666,787,1336,851,952,857,822,756
678,779,1330,717,1144,832,822,771
748,769,1334,723,1147,811,814,775
733,785,1263,794,1147,789,773,776
733,760,1263,819,1147,725,770,776
733,750,1267,815,1157,725,779,776
733,748,1161,923,1154,607,813,776
733,745,952,1135,1141,603,812,776
733,745,920,1167,1128,609,812,776
733,745,868,1219,1123,610,812,776
733,474,1064,1280,1051,618,812,764
757,415,1087,1305,980,585,930,749
791,385,1117,1272,924,584,1024,716
791,366,1123,1285,859,568,991,485
791,312,1057,1404,817,551,1016,477
793,157,1209,1400,744,405,1053,514
793,157,1209,1400,707,486,1053,410
791,159,1209,1378,729,717,1053,410
781,90,1288,1338,769,717,1018,354
754,117,1271,1355,769,896,907,354
772,117,1253,1322,820,883,858,354
929,117,1157,1341,897,667,1022,354
937,117,1123,1375,874,887,1062,410
846,208,1058,1426,823,920,1003,301
832,222,1021,1424,753,1176,980,314
854,222,1013,1374,727,1208,980,339
721,356,929,1441,670,1211,980,356
759,364,871,1452,668,1219,1190,360
1039,364,870,1384,708,1328,1177,424
1156,364,870,1331,758,1364,809,421
1165,353,881,1309,780,1402,824,391
848,666,787,1336,851,1415,824,454
834,678,779,1330,717,1415,824,543
820,748,769,1334,723,1415,824,540
890,733,785,1263,794,1415,824,539
893,733,760,1263,819,1415,824,539
893,733,750,1267,815,1415,826,539
893,733,748,1161,923,1412,792,539
909,733,745,952,1135,1562,792,552
909,733,745,920,1167,1588,792,552
909,733,745,868,1219,1596,792,552
909,733,474,1064,1280,1758,792,544
885,757,415,1087,1305,1816,674,544
851,791,385,1117,1272,1837,580,526
851,791,366,1123,1285,1971,579,587
851,791,312,1057,1404,1971,554,587
849,793,157,1209,1400,1971,494,549
849,793,157,1209,1400,1934,494,560
853,791,159,1209,1378,1703,494,603
902,781,90,1288,1338,1703,510,604
930,754,117,1271,1355,1461,523,605
947,772,117,1253,1322,1434,561,605
856,929,117,1157,1341,1425,354,605
1001,937,117,1123,1375,1209,323,545
1002,846,208,1058,1426,1205,332,544
1003,832,222,1021,1424,949,392,531
993,854,222,1013,1374,910,400,498
992,721,356,929,1441,898,400,481
946,759,364,871,1452,890,190,461
666,1039,364,870,1384,781,190,365
549,1156,364,870,1331,745,265,364
540,1165,353,881,1309,707,254,342
589,848,666,787,1336,694,326,255
551,834,678,779,1330,694,326,151
525,820,748,769,1334,807,384,150
458,890,733,785,1263,967,384,150
455,893,733,760,1263,1123,384,150
455,893,733,750,1267,1123,373,228
455,893,733,748,1161,1123,373,258
439,909,733,745,952,973,373,246
439,909,733,745,920,941,373,326
439,909,733,745,868,924,406,326
439,909,733,474,1064,820,730,326
439,885,757,415,1087,774,731,326
439,851,791,385,1117,754,731,326
439,851,791,366,1123,620,731,263
454,851,791,312,1057,620,731,263
469,849,793,157,1209,620,731,263
469,849,793,157,1209,678,731,236
465,853,791,159,1209,793,731,376
527,902,781,90,1288,794,715,486
569,930,754,117,1271,799,702,491
535,947,772,117,1253,799,664,534
647,856,929,117,1157,987,660,534
519,1001,937,117,1123,982,645,598
545,1002,846,208,1058,953,635,603
574,1003,832,222,1021,953,575,626
568,993,854,222,1013,953,567,654
575,992,721,356,929,953,567,655
577,946,759,364,871,963,567,1015
709,666,1039,364,870,963,567,1042
711,549,1156,364,870,963,492,1138
794,540,1165,353,881,966,567,1149
782,589,848,666,787,1150,495,1164
778,551,834,678,779,1162,546,1164
745,525,820,748,769,1050,488,1164
1020,458,890,733,785,917,489,1164
1022,455,893,733,760,800,532,1164
1024,455,893,733,750,800,579,1086
1024,455,893,733,748,802,621,1056
1024,439,909,733,745,802,647,1055
1024,439,909,733,745,805,648,975
1024,439,909,733,745,805,630,975
1123,439,909,733,474,723,368,991
1123,439,885,757,415,713,380,1045
1123,439,851,791,385,910,411,1107
1158,439,851,791,366,912,554,1109
1143,454,851,791,312,1092,688,1140
1203,469,849,793,157,1102,705,1140
1372,469,849,793,157,1062,813,1200
1419,465,853,791,159,947,838,1041
1309,527,902,781,90,946,898,930
1241,569,930,754,117,993,899,924
1272,535,947,772,117,993,899,968
1114,647,856,929,117,805,899,968
1096,519,1001,937,117,979,933,918
1069,545,1002,846,208,1110,946,913
1039,574,1003,832,222,1216,948,958
1034,568,993,854,222,1221,952,976
1027,575,992,721,356,1221,952,981
1025,577,946,759,364,1211,952,621
901,709,666,1039,364,1211,952,665
904,711,549,1156,364,1259,952,573
821,794,540,1165,353,1263,873,562
784,782,589,848,666,1079,873,578
819,778,551,834,678,1160,822,594
819,745,525,820,748,1174,822,594
541,1020,458,890,733,1147,834,594
553,1022,455,893,733,1108,791,595
552,1024,455,893,733,1108,829,651
598,1024,455,893,733,1137,796,873
616,1024,439,909,733,1137,936,1187
616,1024,439,909,733,1147,944,1353
616,1024,439,909,733,1147,929,1417
529,1123,439,909,733,1133,867,1445
530,1123,439,885,757,1138,854,1765
530,1123,439,851,791,941,823,1795
495,1158,439,851,791,1098,748,1853
519,1143,454,851,791,952,618,2031
444,1203,469,849,793,1081,613,2130
275,1372,469,849,793,1073,720,2088
228,1419,465,853,791,1128,696,2086
227,1309,527,902,781,1134,636,2089
225,1241,569,930,754,1205,663,2089
247,1272,535,947,772,1292,667,2008
356,1114,647,856,929,1391,667,2008
502,1096,519,1001,937,1271,636,2038
505,1069,545,1002,846,1161,657,2069
505,1039,574,1003,832,1055,677,2017
504,1034,568,993,854,1050,691,1971
527,1027,575,992,721,1195,691,1965
527,1025,577,946,759,1247,691,1966
520,901,709,666,1039,1252,693,1940
515,904,711,549,1156,1231,693,1956
515,821,794,540,1165,1226,698,1986
515,784,782,589,848,1235,700,1955
480,819,778,551,834,1142,700,1939
480,819,745,525,820,1159,705,1940
479,541,1020,458,890,1172,696,1940
465,553,1022,455,893,1242,696,1939
535,552,1024,455,893,1354,614,1883
494,598,1024,455,893,1467,614,1661
512,616,1024,439,909,1467,470,1347
551,616,1024,439,909,1550,469,1181
611,616,1024,439,909,1616,469,1182
631,529,1123,439,909,1650,481,1139
631,530,1123,439,885,1643,481,765
713,530,1123,439,851,1642,481,683
796,495,1158,439,851,1483,413,624
788,519,1143,454,851,1503,415,415
801,444,1203,469,849,1409,414,316
812,275,1372,469,849,1355,221,296
856,228,1419,465,853,1303,226,274
898,227,1309,527,902,1297,226,293
898,225,1241,569,930,1228,200,293
844,247,1272,535,947,1244,246,291
715,356,1114,647,856,1164,259,291
562,502,1096,519,1001,1110,312,281
559,505,1069,545,1002,1242,291,255
559,505,1039,574,1003,1276,420,279
559,504,1034,568,993,1290,695,330
536,527,1027,575,992,1181,816,343
536,527,1025,577,946,1251,847,355
535,520,901,709,666,1263,850,311
535,515,904,711,549,1249,850,295
535,515,821,794,540,1247,864,265
535,515,784,782,589,1271,980,290
537,480,819,778,551,1272,1141,382
537,480,819,745,525,1240,1136,384
552,479,541,1020,458,1227,1132,384
564,465,553,1022,455,1157,1132,385
493,535,552,1024,455,1046,1139,385
496,494,598,1024,455,903,1158,390
547,512,616,1024,439,962,1317,393
508,551,616,1024,439,918,1478,482
496,611,616,1024,439,884,1559,516
609,631,529,1123,439,854,1617,523
763,631,530,1123,439,869,1620,523
681,713,530,1123,439,869,1625,513
598,796,495,1158,439,870,1632,512
582,788,519,1143,454,946,1633,512
569,801,444,1203,469,939,1622,543
558,812,275,1372,469,948,1600,590
514,856,228,1419,465,1147,1671,633
472,898,227,1309,527,1391,1671,611
472,898,225,1241,569,1343,1691,611
472,844,247,1272,535,1240,1641,628
472,715,356,1114,647,1221,1668,665
472,562,502,1096,519,1222,1615,680
472,559,505,1069,545,1104,1602,675
472,559,505,1039,574,1070,1451,635
472,559,504,1034,568,1056,1158,589
472,536,527,1027,575,1020,1037,582
472,536,527,1025,577,898,1006,588
507,535,520,901,709,881,1001,592
517,535,515,904,711,868,1001,590
517,535,515,821,794,871,982,607
517,535,515,784,782,851,865,582
563,537,480,819,778,863,705,490
586,537,480,819,745,868,705,487
573,552,479,541,1020,954,719,487
572,564,465,553,1022,1036,727,486
650,493,535,552,1024,1124,719,486
701,496,494,598,1024,1188,691,486
650,547,512,616,1024,1172,510,530
767,508,551,616,1024,1200,341,526
777,496,611,616,1024,1205,260,473
642,609,631,529,1123,1197,199,536
487,763,631,530,1123,1182,284,536
487,681,713,530,1123,1182,293,536
490,598,796,495,1158,1181,286,536
