Accum_y-0,T-1,T-2,Accum_y-1
583,538,2322,870
586,529,2331,860
586,529,2139,860
586,529,2003,860
586,529,2003,738
586,529,2003,700
651,524,1868,678
679,524,1868,614
679,419,1766,624
679,419,1727,624
679,419,1727,624
678,292,1821,624
657,288,1628,624
657,237,1679,624
657,206,1701,569
657,206,1659,526
657,206,1578,525
656,207,1496,521
656,190,1283,466
656,178,1189,466
598,236,1099,428
570,263,959,484
432,401,863,443
417,416,863,395
347,473,848,341
346,416,866,801
96,656,866,801
96,584,870,801
96,583,801,823
96,583,546,838
96,583,543,838
276,583,538,838
355,586,529,838
372,586,529,838
443,586,529,838
558,586,529,838
646,586,529,838
601,651,524,755
597,679,524,744
684,679,419,743
689,679,419,763
689,679,419,807
689,678,292,810
689,657,288,834
689,657,237,926
689,657,206,884
689,657,206,880
689,657,206,880
689,656,207,874
689,656,190,874
689,656,178,876
689,598,236,884
689,570,263,744
689,432,401,816
689,417,416,816
689,347,473,831
689,346,416,398
689,96,656,402
689,96,584,403
718,96,583,502
822,96,583,569
1028,96,583,637
849,276,583,671
779,355,586,706
899,372,586,706
844,443,586,713
750,558,586,967
735,646,586,1073
717,601,651,1124
693,597,679,1124
611,684,679,1115
615,689,679,1095
615,689,679,1051
615,689,678,1176
630,689,657,1176
673,689,657,1194
675,689,657,1170
675,689,657,1170
675,689,657,1180
675,689,656,1188
675,689,656,1291
675,689,656,1291
694,689,598,1283
743,689,570,1264
847,689,432,1259
877,689,417,1266
878,689,347,1254
977,689,346,1246
982,689,96,1303
982,689,96,1349
953,718,96,1252
849,822,96,1170
645,1028,96,1102
644,849,276,1068
641,779,355,1033
571,899,372,1033
686,844,443,1026
714,750,558,772
642,735,646,719
644,717,601,668
644,693,597,668
639,611,684,668
753,615,689,723
806,615,689,729
833,615,689,613
915,630,689,657
990,673,689,549
988,675,689,561
990,675,689,665
1051,675,689,655
1148,675,689,647
1192,675,689,544
1200,675,689,542
1182,694,689,542
1162,743,689,548
1058,847,689,517
1041,877,689,512
1049,878,689,509
1091,977,689,488
1168,982,689,457
1240,982,689,410
1339,953,718,403
1360,849,822,403
1391,645,1028,403
1391,644,849,403
1382,641,779,403
1315,571,899,403
1184,686,844,403
1135,714,750,403
1141,642,735,350
1142,644,717,350
1169,644,693,350
1242,639,611,350
1123,753,615,295
1160,806,615,315
1229,833,615,389
1139,915,630,321
1021,990,673,319
1021,988,675,346
1019,990,675,244
962,1051,675,248
867,1148,675,248
823,1192,675,250
815,1200,675,253
814,1182,694,253
785,1162,743,247
785,1058,847,211
772,1041,877,209
763,1049,878,209
622,1091,977,209
540,1168,982,179
468,1240,982,185
369,1339,953,228
348,1360,849,228
320,1391,645,228
320,1391,644,228
320,1382,641,228
320,1315,571,246
320,1184,686,259
320,1135,714,380
313,1141,642,538
308,1142,644,627
281,1169,644,636
208,1242,639,636
204,1123,753,643
114,1160,806,790
18,1229,833,709
11,1139,915,717
20,1021,990,731
44,1021,988,692
44,1019,990,703
40,962,1051,847
38,867,1148,1129
38,823,1192,1244
38,815,1200,1244
59,814,1182,1244
60,785,1162,1245
61,785,1058,1245
80,772,1041,1299
281,763,1049,1321
322,622,1091,1334
364,540,1168,1334
496,468,1240,1328
625,369,1339,1268
625,348,1360,1268
620,320,1391,1268
625,320,1391,1268
626,320,1382,1268
628,320,1315,1250
629,320,1184,1253
631,320,1135,1133
631,313,1141,975
631,308,1142,886
631,281,1169,882
631,208,1242,925
632,204,1123,926
635,114,1160,753
635,18,1229,748
655,11,1139,759
646,20,1021,745
622,44,1021,757
627,44,1019,744
629,40,962,596
629,38,867,347
629,38,823,232
629,38,815,229
608,59,814,229
607,60,785,228
650,61,785,228
895,80,772,177
809,281,763,158
800,322,622,155
892,364,540,174
856,496,468,174
729,625,369,174
782,625,348,174
813,620,320,174
813,625,320,174
815,626,320,174
813,628,320,174
815,629,320,159
926,631,320,158
927,631,313,158
975,631,308,158
1042,631,281,153
1042,631,208,110
1119,632,204,102
1123,635,114,102
1123,635,18,102
1103,655,11,83
1105,646,20,83
1114,622,44,98
1245,627,44,195
1385,629,40,242
1423,629,38,220
1423,629,38,229
1423,629,38,229
1450,608,59,229
1519,607,60,229
1475,650,61,229
1211,895,80,227
1097,809,281,427
1069,800,322,517
937,892,364,516
841,856,496,517
839,729,625,587
786,782,625,617
755,813,620,638
750,813,625,653
747,815,626,653
747,813,628,653
744,815,629,678
631,926,631,710
630,927,631,710
582,975,631,849
515,1042,631,851
515,1042,631,927
437,1119,632,1054
430,1123,635,1054
430,1123,635,1054
430,1103,655,1054
448,1105,646,1054
454,1114,622,1027
369,1245,627,930
460,1385,629,883
430,1423,629,872
431,1423,629,861
553,1423,629,861
526,1450,608,861
513,1519,607,861
513,1475,650,861
513,1211,895,860
512,1097,809,657
512,1069,800,557
620,937,892,731
620,841,856,866
