Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4
317,370,309,1293,702,708,770,1877,731,250,852,475
297,388,311,1287,612,804,718,1921,735,247,888,475
292,375,309,1306,559,858,717,1922,735,247,930,475
292,312,347,1325,410,1013,717,1922,735,247,927,475
287,297,316,1365,388,1046,717,1882,735,290,811,475
295,296,321,1364,306,1134,689,1565,735,492,801,469
295,215,351,1415,302,1138,689,1565,735,578,803,419
283,219,359,1384,332,1108,720,1453,732,578,857,384
283,219,359,1369,347,1034,722,1379,552,578,825,347
283,219,339,1359,377,1034,634,1376,475,578,696,347
283,219,339,1255,480,1035,634,1261,471,578,673,132
288,211,337,1248,495,944,727,1249,471,505,685,128
314,211,337,1166,577,909,762,1249,471,492,674,107
314,211,337,1026,717,909,762,1249,500,448,674,102
314,211,337,919,809,924,762,1249,373,471,669,102
314,181,367,844,883,888,799,1247,311,451,598,102
352,181,342,868,884,888,730,1206,289,479,716,83
360,102,391,898,882,890,526,1386,228,473,724,136
390,94,399,896,883,891,525,1387,198,473,730,107
360,124,388,900,887,893,512,1212,190,473,747,66
330,154,358,928,889,893,511,858,275,473,747,66
287,197,358,928,852,930,507,839,276,473,747,66
225,259,358,928,851,915,523,763,267,473,747,90
154,330,358,878,901,848,531,812,228,475,747,92
154,330,355,770,1010,850,518,825,486,475,715,92
144,297,378,708,1092,849,385,959,507,475,598,198
144,297,378,705,1091,832,406,959,507,476,579,279
186,297,378,705,1086,820,423,959,533,540,579,370
186,297,378,476,1314,821,394,988,533,683,532,370
186,297,378,428,1335,722,519,989,632,721,532,398
186,297,370,428,1203,754,627,951,632,776,521,413
179,317,370,309,1293,702,708,770,626,776,515,433
187,297,388,311,1287,612,804,718,627,935,453,444
187,292,375,309,1306,559,858,717,627,983,360,479
187,292,312,347,1325,410,1013,717,627,983,392,638
218,287,297,316,1365,388,1046,717,693,945,418,724
255,295,296,321,1364,306,1134,689,693,743,423,724
364,295,215,351,1415,302,1138,689,693,662,437,762
425,283,219,359,1384,332,1108,720,693,662,379,902
425,283,219,359,1369,347,1034,722,693,703,378,903
433,283,219,339,1359,377,1034,634,693,703,331,903
433,283,219,339,1255,480,1035,634,693,703,331,903
428,288,211,337,1248,495,944,727,693,703,326,903
402,314,211,337,1166,577,909,762,765,703,321,951
402,314,211,337,1026,717,909,762,866,709,330,1112
402,314,211,337,919,809,924,762,871,639,367,1159
402,314,181,367,844,883,888,799,893,648,386,1177
364,352,181,342,868,884,888,730,972,594,291,1183
356,360,102,391,898,882,890,526,1100,594,354,1123
435,390,94,399,896,883,891,525,1106,594,341,1195
435,360,124,388,900,887,893,512,1096,594,318,1443
435,330,154,358,928,889,893,511,1008,594,330,1443
488,287,197,358,928,852,930,507,947,594,345,1443
488,225,259,358,928,851,915,523,947,594,345,1419
528,154,330,358,878,901,848,531,947,592,567,1417
630,154,330,355,770,1010,850,518,940,650,653,1417
633,144,297,378,708,1092,849,385,919,685,658,1311
648,144,297,378,705,1091,832,406,1062,684,658,1261
611,186,297,378,705,1086,820,423,1073,661,658,1204
674,186,297,378,476,1314,821,394,1164,711,658,1278
674,186,297,378,428,1335,722,519,1100,757,658,1250
711,186,297,370,428,1203,754,627,1129,702,746,1235
698,179,317,370,309,1293,702,708,1129,702,746,1220
690,187,297,388,311,1287,612,804,1151,543,824,1237
726,187,292,375,309,1306,559,858,1151,879,841,1290
741,187,292,312,347,1325,410,1013,1151,879,836,1175
760,218,287,297,316,1365,388,1046,1151,874,810,1213
754,255,295,296,321,1364,306,1134,1151,874,805,1267
864,364,295,215,351,1415,302,1138,1158,869,846,1230
811,425,283,219,359,1384,332,1108,1160,882,848,1122
1097,425,283,219,359,1369,347,1034,1160,889,848,1173
1101,433,283,219,339,1359,377,1034,1160,889,876,1266
1102,433,283,219,339,1255,480,1035,1160,889,876,1383
1104,428,288,211,337,1248,495,944,1160,889,869,1425
1104,402,314,211,337,1166,577,909,1088,905,1109,1448
1105,402,314,211,337,1026,717,909,958,893,1100,1409
1105,402,314,211,337,919,809,924,953,892,1063,1376
1164,402,314,181,367,844,883,888,931,881,1044,1399
1164,364,352,181,342,868,884,888,852,888,977,1401
1164,356,360,102,391,898,882,890,724,888,906,1398
1055,435,390,94,399,896,883,891,716,888,906,1374
1055,435,360,124,388,900,887,893,716,888,1077,1320
1055,435,330,154,358,928,889,893,716,888,1153,1495
1002,488,287,197,358,928,852,930,716,888,1138,1529
1002,488,225,259,358,928,851,915,716,888,1138,1589
962,528,154,330,358,878,901,848,716,898,916,1618
860,630,154,330,355,770,1010,850,462,892,870,1618
857,633,144,297,378,708,1092,849,462,896,895,1713
859,648,144,297,378,705,1091,832,319,933,895,1689
854,611,186,297,378,705,1086,820,340,888,900,1656
812,674,186,297,378,476,1314,821,378,694,967,1583
833,674,186,297,378,428,1335,722,344,655,971,1591
811,711,186,297,370,428,1203,754,315,750,883,1593
811,698,179,317,370,309,1293,702,319,750,883,1588
937,690,187,297,388,311,1287,612,299,750,805,1560
1032,726,187,292,375,309,1306,559,304,366,808,1472
1032,741,187,292,312,347,1325,410,304,471,765,1428
989,760,218,287,297,316,1365,388,238,490,766,1304
946,754,255,295,296,321,1364,306,238,508,832,1307
729,864,364,295,215,351,1415,302,231,511,820,1382
735,811,425,283,219,359,1384,332,267,498,821,1417
451,1097,425,283,219,359,1369,347,272,508,821,1369
458,1101,433,283,219,339,1359,377,276,705,793,1313
457,1102,433,283,219,339,1255,480,276,727,793,1197
467,1104,428,288,211,337,1248,495,276,727,793,1155
552,1104,402,314,211,337,1166,577,317,711,622,1084
590,1105,402,314,211,337,1026,717,317,749,801,962
590,1105,402,314,211,337,919,809,447,749,854,992
531,1164,402,314,181,367,844,883,468,754,854,995
536,1164,364,352,181,342,868,884,468,747,854,987
536,1164,356,360,102,391,898,882,471,747,854,984
536,1055,435,390,94,399,896,883,471,747,869,936
542,1055,435,360,124,388,900,887,494,786,704,834
598,1055,435,330,154,358,928,889,494,786,690,659
729,1002,488,287,197,358,928,852,536,786,904,625
829,1002,488,225,259,358,928,851,597,786,904,565
832,962,528,154,330,358,878,901,597,776,904,840
971,860,630,154,330,355,770,1010,597,743,864,881
1021,857,633,144,297,378,708,1092,605,704,879,810
1004,859,648,144,297,378,705,1091,605,663,879,899
1004,854,611,186,297,378,705,1086,522,832,874,907
997,812,674,186,297,378,476,1314,433,855,828,906
977,833,674,186,297,378,428,1335,777,810,877,903
980,811,711,186,297,370,428,1203,777,935,880,901
980,811,698,179,317,370,309,1293,885,935,880,901
854,937,690,187,297,388,311,1287,1024,935,888,952
725,1032,726,187,292,375,309,1306,1110,935,869,1009
710,1032,741,187,292,312,347,1325,1225,830,865,1035
705,989,760,218,287,297,316,1365,1237,811,864,1035
700,946,754,255,295,296,321,1364,1237,793,839,1028
728,729,864,364,295,215,351,1415,1237,790,812,963
714,735,811,425,283,219,359,1384,1199,793,809,974
712,451,1097,425,283,219,359,1369,1196,735,922,1304
718,458,1101,433,283,219,339,1359,1302,538,922,1268
753,457,1102,433,283,219,339,1255,1326,516,941,1267
805,467,1104,428,288,211,337,1248,1326,533,943,1267
861,552,1104,402,314,211,337,1166,1474,533,871,1267
822,590,1105,402,314,211,337,1026,1829,495,692,1267
822,590,1105,402,314,211,337,919,1722,495,639,1223
822,531,1164,402,314,181,367,844,1777,490,639,1179
817,536,1164,364,352,181,342,868,1787,490,639,1179
817,536,1164,356,360,102,391,898,1784,490,639,1179
817,536,1055,435,390,94,399,896,1784,591,627,1179
811,542,1055,435,360,124,388,900,1761,552,685,1087
770,598,1055,435,330,154,358,928,1761,626,687,1196
639,729,1002,488,287,197,358,928,1719,816,473,1202
540,829,1002,488,225,259,358,928,1658,819,683,1207
579,832,962,528,154,330,358,878,1696,819,741,912
440,971,860,630,154,330,355,770,1877,800,758,871
401,1021,857,633,144,297,378,708,1921,800,713,847
402,1004,859,648,144,297,378,705,1922,800,713,751
656,1004,854,611,186,297,378,705,1922,631,713,771
642,997,812,674,186,297,378,476,1882,608,707,772
651,977,833,674,186,297,378,428,1565,608,1057,767
633,980,811,711,186,297,370,428,1565,389,1283,767
633,980,811,698,179,317,370,309,1453,482,1283,767
633,854,937,690,187,297,388,311,1379,482,1275,716
676,725,1032,726,187,292,375,309,1376,482,1274,659
734,710,1032,741,187,292,312,347,1261,482,1268,710
753,705,989,760,218,287,297,316,1249,482,1268,729
753,700,946,754,255,295,296,321,1249,482,1227,679
723,728,729,864,364,295,215,351,1249,576,1209,668
723,714,735,811,425,283,219,359,1249,573,1209,590
723,712,451,1097,425,283,219,359,1247,573,1096,256
698,718,458,1101,433,283,219,339,1206,573,1100,255
663,753,457,1102,433,283,219,339,1386,573,1081,312
599,805,467,1104,428,288,211,337,1387,556,1079,312
458,861,552,1104,402,314,211,337,1212,556,1079,312
458,822,590,1105,402,314,211,337,858,556,1079,479
458,822,590,1105,402,314,211,337,839,556,1079,489
458,822,531,1164,402,314,181,367,763,556,1079,530
458,817,536,1164,364,352,181,342,812,556,1155,530
458,817,536,1164,356,360,102,391,825,556,1253,530
458,817,536,1055,435,390,94,399,959,455,1302,544
458,811,542,1055,435,360,124,388,959,455,1264,549
443,770,598,1055,435,330,154,358,959,381,1190,440
501,639,729,1002,488,287,197,358,988,396,1257,434
505,540,829,1002,488,225,259,358,989,432,1091,429
478,579,832,962,528,154,330,358,951,458,1033,420
500,440,971,860,630,154,330,355,770,476,1065,420
490,401,1021,857,633,144,297,378,718,476,1065,425
490,402,1004,859,648,144,297,378,717,568,1065,476
237,656,1004,854,611,186,297,378,717,694,1065,447
239,642,997,812,674,186,297,378,717,740,1052,446
229,651,977,833,674,186,297,378,689,740,649,446
229,633,980,811,711,186,297,370,689,739,420,446
229,633,980,811,698,179,317,370,720,646,428,446
229,633,854,937,690,187,297,388,722,648,491,446
245,676,725,1032,726,187,292,375,634,650,491,456
270,734,710,1032,741,187,292,312,634,650,491,379
251,753,705,989,760,218,287,297,727,650,491,360
251,753,700,946,754,255,295,296,762,650,491,360
251,723,728,729,864,364,295,215,762,556,510,374
251,723,714,735,811,425,283,219,762,556,510,375
255,723,712,451,1097,425,283,219,799,558,511,375
279,698,718,458,1101,433,283,219,730,600,515,375
279,663,753,457,1102,433,283,219,526,605,515,318
279,599,805,467,1104,428,288,211,525,605,515,318
279,458,861,552,1104,402,314,211,512,605,679,318
283,458,822,590,1105,402,314,211,511,605,682,151
295,458,822,590,1105,402,314,211,507,605,702,380
295,458,822,531,1164,402,314,181,523,605,760,352
295,458,817,536,1164,364,352,181,531,605,734,352
299,458,817,536,1164,356,360,102,518,639,689,352
310,458,817,536,1055,435,390,94,385,684,637,338
336,458,811,542,1055,435,360,124,406,761,611,333
369,443,770,598,1055,435,330,154,423,942,609,333
311,501,639,729,1002,488,287,197,394,771,542,333
306,505,540,829,1002,488,225,259,519,740,505,406
293,478,579,832,962,528,154,330,627,806,506,409
271,500,440,971,860,630,154,330,708,788,457,509
270,490,401,1021,857,633,144,297,804,845,569,615
269,490,402,1004,859,648,144,297,858,797,618,592
268,237,656,1004,854,611,186,297,1013,671,668,624
266,239,642,997,812,674,186,297,1046,628,674,624
266,229,651,977,833,674,186,297,1134,629,674,680
266,229,633,980,811,711,186,297,1138,639,674,690
266,229,633,980,811,698,179,317,1108,642,670,690
266,229,633,854,937,690,187,297,1034,802,634,690
207,245,676,725,1032,726,187,292,1034,955,634,680
126,270,734,710,1032,741,187,292,1035,955,640,680
124,251,753,705,989,760,218,287,944,955,642,826
124,251,753,700,946,754,255,295,909,955,648,832
124,251,723,728,729,864,364,295,909,955,657,856
124,251,723,714,735,811,425,283,924,959,720,855
120,255,723,712,451,1097,425,283,888,1143,729,873
96,279,698,718,458,1101,433,283,888,1155,737,873
97,279,663,753,457,1102,433,283,890,1187,737,893
97,279,599,805,467,1104,428,288,891,1189,737,937
97,279,458,861,552,1104,402,314,893,1349,573,946
93,283,458,822,590,1105,402,314,893,1453,570,946
87,295,458,822,590,1105,402,314,930,1547,550,716
95,295,458,822,531,1164,402,314,915,1547,527,707
116,295,458,817,536,1164,364,352,848,1558,553,826
167,299,458,817,536,1164,356,360,850,1538,508,1158
579,310,458,817,536,1055,435,390,849,1549,561,1221
589,336,458,811,542,1055,435,360,832,1473,654,1252
564,369,443,770,598,1055,435,330,820,1367,778,1270
698,311,501,639,729,1002,488,287,821,1388,848,1373
708,306,505,540,829,1002,488,225,722,1416,842,1403
784,293,478,579,832,962,528,154,754,1408,841,1452
784,271,500,440,971,860,630,154,702,1425,854,1500
788,270,490,401,1021,857,633,144,612,1467,743,1412
860,269,490,402,1004,859,648,144,559,1437,694,1394
1055,268,237,656,1004,854,611,186,410,1438,644,1362
1208,266,239,642,997,812,674,186,388,1438,636,1362
1302,266,229,651,977,833,674,186,306,1437,641,1306
1608,266,229,633,980,811,711,186,302,1427,641,1296
1659,266,229,633,980,811,698,179,332,1424,637,1296
1671,266,229,633,854,937,690,187,347,1262,637,1296
1669,207,245,676,725,1032,726,187,377,1107,643,1296
1690,126,270,734,710,1032,741,187,480,1112,642,1296
1719,124,251,753,705,989,760,218,495,1119,661,1150
1737,124,251,753,700,946,754,255,577,1143,657,1144
1758,124,251,723,728,729,864,364,717,1316,630,1106
1776,124,251,723,714,735,811,425,809,1323,567,1106
1779,120,255,723,712,451,1097,425,883,1214,557,1088
1779,96,279,698,718,458,1101,433,884,1217,541,1088
1778,97,279,663,753,457,1102,433,882,1180,541,1090
1783,97,279,599,805,467,1104,428,883,1209,541,1047
1826,97,279,458,861,552,1104,402,887,1049,541,1040
1841,93,283,458,822,590,1105,402,889,1079,541,1108
1872,87,295,458,822,590,1105,402,852,1040,541,1111
1883,95,295,458,822,531,1164,402,851,1127,520,1108
2057,116,295,458,817,536,1164,364,901,1119,444,989
2057,167,299,458,817,536,1164,356,1010,1106,436,657
1690,579,310,458,817,536,1055,435,1092,1050,383,610
1871,589,336,458,811,542,1055,435,1091,1049,290,580
1902,564,369,443,770,598,1055,435,1086,974,169,667
1787,698,311,501,639,729,1002,488,1314,919,99,588
1792,708,306,505,540,829,1002,488,1335,886,98,546
1719,784,293,478,579,832,962,528,1203,802,98,497
1719,784,271,500,440,971,860,630,1293,798,85,389
1715,788,270,490,401,1021,857,633,1287,706,84,367
1654,860,269,490,402,1004,859,648,1306,692,84,411
1464,1055,268,237,656,1004,854,611,1325,691,84,430
1311,1208,266,239,642,997,812,674,1365,709,84,430
1217,1302,266,229,651,977,833,674,1364,709,88,434
911,1608,266,229,633,980,811,711,1415,709,88,448
860,1659,266,229,633,980,811,698,1384,774,88,534
852,1671,266,229,633,854,937,690,1369,845,81,654
897,1669,207,245,676,725,1032,726,1359,845,263,683
948,1690,126,270,734,710,1032,741,1255,840,365,690
1015,1719,124,251,753,705,989,760,1248,833,356,694
1006,1737,124,251,753,700,946,754,1166,815,354,748
985,1758,124,251,723,728,729,864,1026,645,381,803
967,1776,124,251,723,714,735,811,919,634,750,803
964,1779,120,255,723,712,451,1097,844,602,750,815
973,1779,96,279,698,718,458,1101,868,549,750,815
973,1778,97,279,663,753,457,1102,898,549,750,793
968,1783,97,279,599,805,467,1104,896,519,750,792
925,1826,97,279,458,861,552,1104,900,535,750,790
941,1841,93,283,458,822,590,1105,928,468,750,722
904,1872,87,295,458,822,590,1105,928,417,750,746
903,1883,95,295,458,822,531,1164,928,351,736,780
708,2057,116,295,458,817,536,1164,878,357,736,991
653,2057,167,299,458,817,536,1164,770,441,764,994
597,1690,579,310,458,817,536,1055,708,604,771,978
380,1871,589,336,458,811,542,1055,705,607,778,1049
341,1902,564,369,443,770,598,1055,705,644,775,1086
323,1787,698,311,501,639,729,1002,476,644,775,1304
308,1792,708,306,505,540,829,1002,428,641,786,1243
303,1719,784,293,478,579,832,962,428,641,786,1240
303,1719,784,271,500,440,971,860,309,628,888,1200
303,1715,788,270,490,401,1021,857,311,621,1042,1199
292,1654,860,269,490,402,1004,859,309,622,1063,1145
290,1464,1055,268,237,656,1004,854,347,622,1083,1126
309,1311,1208,266,239,642,997,812,316,601,1086,1126
341,1217,1302,266,229,651,977,833,321,620,1077,1122
343,911,1608,266,229,633,980,811,351,627,1080,1108
344,860,1659,266,229,633,980,811,359,562,1148,1022
357,852,1671,266,229,633,854,937,359,517,1139,902
357,897,1669,207,245,676,725,1032,339,556,951,873
283,948,1690,126,270,734,710,1032,339,556,848,866
187,1015,1719,124,251,753,705,989,337,556,837,884
178,1006,1737,124,251,753,700,946,337,570,837,830
181,985,1758,124,251,723,728,729,337,574,835,775
186,967,1776,124,251,723,714,735,337,708,485,775
192,964,1779,120,255,723,712,451,367,708,485,763
183,973,1779,96,279,698,718,458,342,749,485,776
183,973,1778,97,279,663,753,457,391,778,485,835
183,968,1783,97,279,599,805,467,399,804,489,835
183,925,1826,97,279,458,861,552,388,982,489,914
154,941,1841,93,283,458,822,590,358,935,508,1079
155,904,1872,87,295,458,822,590,358,931,510,1071
174,903,1883,95,295,458,822,531,358,910,510,1087
202,708,2057,116,295,458,817,536,358,901,632,920
202,653,2057,167,299,458,817,536,355,816,672,917
221,597,1690,579,310,458,817,536,378,692,720,917
221,380,1871,589,336,458,811,542,378,689,713,846
221,341,1902,564,369,443,770,598,378,652,765,704
224,323,1787,698,311,501,639,729,378,652,780,463
226,308,1792,708,306,505,540,829,378,652,837,513
226,303,1719,784,293,478,579,832,370,652,838,715
226,303,1719,784,271,500,440,971,370,652,743,786
227,303,1715,788,270,490,401,1021,388,652,592,812
227,292,1654,860,269,490,402,1004,375,651,571,863
224,290,1464,1055,268,237,656,1004,312,651,551,892
221,309,1311,1208,266,239,642,997,297,651,548,1008
272,341,1217,1302,266,229,651,977,296,632,548,1018
271,343,911,1608,266,229,633,980,215,625,545,1018
270,344,860,1659,266,229,633,980,219,628,477,1022
253,357,852,1671,266,229,633,854,219,782,466,1055
208,357,897,1669,207,245,676,725,219,820,466,1231
208,283,948,1690,126,270,734,710,219,824,462,1254
208,187,1015,1719,124,251,753,705,211,824,534,1232
208,178,1006,1737,124,251,753,700,211,804,547,1251
205,181,985,1758,124,251,723,728,211,797,571,1251
200,186,967,1776,124,251,723,714,211,790,600,1256
194,192,964,1779,120,255,723,712,181,807,622,1327
194,183,973,1779,96,279,698,718,181,784,648,1358
194,183,973,1778,97,279,663,753,102,816,654,1299
194,183,968,1783,97,279,599,805,94,821,650,1306
194,183,925,1826,97,279,458,861,124,645,650,1233
192,154,941,1841,93,283,458,822,154,628,631,1068
198,155,904,1872,87,295,458,822,197,688,629,1040
161,174,903,1883,95,295,458,822,259,697,629,989
133,202,708,2057,116,295,458,817,330,736,507,945
133,202,653,2057,167,299,458,817,330,739,439,977
119,221,597,1690,579,310,458,817,297,700,384,1094
119,221,380,1871,589,336,458,811,297,700,388,1112
174,221,341,1902,564,369,443,770,297,725,340,1112
218,224,323,1787,698,311,501,639,297,725,326,1158
238,226,308,1792,708,306,505,540,297,725,258,1108
317,226,303,1719,784,293,478,579,297,725,257,917
317,226,303,1719,784,271,500,440,317,731,250,852
316,227,303,1715,788,270,490,401,297,735,247,888
316,227,292,1654,860,269,490,402,292,735,247,930
316,224,290,1464,1055,268,237,656,292,735,247,927
312,221,309,1311,1208,266,239,642,287,735,290,811
252,272,341,1217,1302,266,229,651,295,735,492,801
318,271,343,911,1608,266,229,633,295,735,578,803
358,270,344,860,1659,266,229,633,283,732,578,857
402,253,357,852,1671,266,229,633,283,552,578,825
423,208,357,897,1669,207,245,676,283,475,578,696
517,208,283,948,1690,126,270,734,283,471,578,673
612,208,187,1015,1719,124,251,753,288,471,505,685
690,208,178,1006,1737,124,251,753,314,471,492,674
846,205,181,985,1758,124,251,723,314,500,448,674
915,200,186,967,1776,124,251,723,314,373,471,669
917,194,192,964,1779,120,255,723,314,311,451,598
917,194,183,973,1779,96,279,698,352,289,479,716
961,194,183,973,1778,97,279,663,360,228,473,724
961,194,183,968,1783,97,279,599,390,198,473,730
1193,194,183,925,1826,97,279,458,360,190,473,747
1193,192,154,941,1841,93,283,458,330,275,473,747
1186,198,155,904,1872,87,295,458,287,276,473,747
1264,161,174,903,1883,95,295,458,225,267,473,747
1330,133,202,708,2057,116,295,458,154,228,475,747
1330,133,202,653,2057,167,299,458,154,486,475,715
1327,119,221,597,1690,579,310,458,144,507,475,598
1358,119,221,380,1871,589,336,458,144,507,476,579
1303,174,221,341,1902,564,369,443,186,533,540,579
1297,218,224,323,1787,698,311,501,186,533,683,532
1275,238,226,308,1792,708,306,505,186,632,721,532
1196,317,226,303,1719,784,293,478,186,632,776,521
1196,317,226,303,1719,784,271,500,179,626,776,515
1238,316,227,303,1715,788,270,490,187,627,935,453
1262,316,227,292,1654,860,269,490,187,627,983,360
1265,316,224,290,1464,1055,268,237,187,627,983,392
1260,312,221,309,1311,1208,266,239,218,693,945,418
1238,252,272,341,1217,1302,266,229,255,693,743,423
1182,318,271,343,911,1608,266,229,364,693,662,437
1258,358,270,344,860,1659,266,229,425,693,662,379
1214,402,253,357,852,1671,266,229,425,693,703,378
1193,423,208,357,897,1669,207,245,433,693,703,331
1099,517,208,283,948,1690,126,270,433,693,703,331
1004,612,208,187,1015,1719,124,251,428,693,703,326
926,690,208,178,1006,1737,124,251,402,765,703,321
770,846,205,181,985,1758,124,251,402,866,709,330
701,915,200,186,967,1776,124,251,402,871,639,367
700,917,194,192,964,1779,120,255,402,893,648,386
700,917,194,183,973,1779,96,279,364,972,594,291
701,961,194,183,973,1778,97,279,356,1100,594,354
704,961,194,183,968,1783,97,279,435,1106,594,341
472,1193,194,183,925,1826,97,279,435,1096,594,318
754,1193,192,154,941,1841,93,283,435,1008,594,330
772,1186,198,155,904,1872,87,295,488,947,594,345
695,1264,161,174,903,1883,95,295,488,947,594,345
708,1330,133,202,708,2057,116,295,528,947,592,567
750,1330,133,202,653,2057,167,299,630,940,650,653
748,1327,119,221,597,1690,579,310,633,919,685,658
717,1358,119,221,380,1871,589,336,648,1062,684,658
717,1303,174,221,341,1902,564,369,611,1073,661,658
819,1297,218,224,323,1787,698,311,674,1164,711,658
