Accum_y-0,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,Accum_y-1,Accum_y-2
279,1179,477,561,491,479,494,281,1234,506,406,1275
273,1086,574,563,491,350,623,217,1230,574,361,1382
273,1073,587,563,491,350,623,217,983,821,342,1380
293,1073,587,563,491,350,608,232,713,1091,314,1419
293,1050,608,565,491,350,448,392,713,1091,312,1435
273,1072,581,592,459,382,448,392,683,1121,312,1402
292,1080,585,592,453,388,448,392,645,1158,312,1469
271,1102,553,624,453,388,444,396,645,1157,286,1491
271,1026,588,673,453,388,442,398,555,1247,267,1457
314,1016,567,717,453,388,369,471,555,1247,198,1448
313,1017,567,695,473,390,347,493,555,1244,324,1448
313,1017,565,680,471,400,356,493,555,1123,366,1448
281,1049,521,678,517,250,506,493,555,1111,367,1445
230,1091,521,501,703,244,473,532,458,1179,364,1444
235,1091,522,492,671,285,473,506,484,1135,262,1444
241,1091,522,432,647,369,473,467,523,956,329,1469
266,1091,522,409,640,399,473,441,549,949,322,1479
266,1075,538,409,640,399,473,417,537,984,321,1433
263,1042,576,409,629,410,473,322,611,1005,321,1428
228,1082,577,409,558,481,473,322,594,1022,316,1382
168,1059,660,409,403,627,482,322,570,1046,317,1367
255,1036,683,409,366,517,629,322,570,1046,317,1105
251,1021,703,409,366,517,629,322,570,1046,317,1050
251,817,901,415,365,518,629,322,481,1131,317,1091
251,650,1050,433,363,491,658,322,481,1123,317,1059
251,549,1017,549,381,491,658,322,443,1161,317,859
251,482,985,648,381,491,658,322,443,1161,317,855
251,440,1026,612,418,491,658,322,442,1120,317,1089
290,387,1079,612,418,491,658,322,442,1108,317,1246
362,348,1118,534,496,491,658,322,274,1240,317,1349
396,339,1127,475,555,491,658,315,281,1240,317,1368
443,279,1179,477,561,491,479,494,281,1234,317,1260
447,273,1086,574,563,491,350,623,217,1230,317,1130
447,273,1073,587,563,491,350,623,217,983,317,1130
427,293,1073,587,563,491,350,608,232,713,402,1080
427,293,1050,608,565,491,350,448,392,713,438,986
425,273,1072,581,592,459,382,448,392,683,438,960
394,292,1080,585,592,453,388,448,392,645,440,857
393,271,1102,553,624,453,388,444,396,645,440,718
385,271,1026,588,673,453,388,442,398,555,471,694
329,314,1016,567,717,453,388,369,471,555,469,693
329,313,1017,567,695,473,390,347,493,555,422,693
415,313,1017,565,680,471,400,356,493,555,409,693
417,281,1049,521,678,517,250,506,493,555,409,693
453,230,1091,521,501,703,244,473,532,458,409,693
517,235,1091,522,492,671,285,473,506,484,410,693
526,241,1091,522,432,647,369,473,467,523,282,668
512,266,1091,522,409,640,399,473,441,549,282,654
529,266,1075,538,409,640,399,473,417,537,282,654
527,263,1042,576,409,629,410,473,322,611,282,654
523,228,1082,577,409,558,481,473,322,594,285,654
523,168,1059,660,409,403,627,482,322,570,282,654
436,255,1036,683,409,366,517,629,322,570,282,653
435,251,1021,703,409,366,517,629,322,570,282,653
435,251,817,901,415,365,518,629,322,481,282,585
435,251,650,1050,433,363,491,658,322,481,282,646
435,251,549,1017,549,381,491,658,322,443,282,706
443,251,482,985,648,381,491,658,322,443,282,708
472,251,440,1026,612,418,491,658,322,442,282,530
515,290,387,1079,612,418,491,658,322,442,282,433
446,362,348,1118,534,496,491,658,322,274,282,330
412,396,339,1127,475,555,491,658,315,281,283,271
514,443,279,1179,477,561,491,479,494,281,284,267
510,447,273,1086,574,563,491,350,623,217,284,267
510,447,273,1073,587,563,491,350,623,217,284,267
510,427,293,1073,587,563,491,350,608,232,202,267
510,427,293,1050,608,565,491,350,448,392,287,295
542,425,273,1072,581,592,459,382,448,392,299,328
563,394,292,1080,585,592,453,388,448,392,326,393
569,393,271,1102,553,624,453,388,444,396,370,405
569,385,271,1026,588,673,453,388,442,398,518,430
571,329,314,1016,567,717,453,388,369,471,525,465
571,329,313,1017,567,695,473,390,347,493,432,466
523,415,313,1017,565,680,471,400,356,493,403,498
538,417,281,1049,521,678,517,250,506,493,402,750
503,453,230,1091,521,501,703,244,473,532,402,809
502,517,235,1091,522,492,671,285,473,506,401,818
694,526,241,1091,522,432,647,369,473,467,401,818
892,512,266,1091,522,409,640,399,473,441,405,818
877,529,266,1075,538,409,640,399,473,417,413,818
877,527,263,1042,576,409,629,410,473,322,413,818
984,523,228,1082,577,409,558,481,473,322,410,820
984,523,168,1059,660,409,403,627,482,322,452,820
992,436,255,1036,683,409,366,517,629,322,464,833
992,435,251,1021,703,409,366,517,629,322,500,869
992,435,251,817,901,415,365,518,629,322,500,841
992,435,251,650,1050,433,363,491,658,322,506,780
992,435,251,549,1017,549,381,491,658,322,574,720
984,443,251,482,985,648,381,491,658,322,821,827
955,472,251,440,1026,612,418,491,658,322,1091,771
873,515,290,387,1079,612,418,491,658,322,1091,711
870,446,362,348,1118,534,496,491,658,322,1121,711
870,412,396,339,1127,475,555,491,658,315,1158,727
721,514,443,279,1179,477,561,491,479,494,1157,739
721,510,447,273,1086,574,563,491,350,623,1247,745
721,510,447,273,1073,587,563,491,350,623,1247,756
721,510,427,293,1073,587,563,491,350,608,1244,767
721,510,427,293,1050,608,565,491,350,448,1123,739
689,542,425,273,1072,581,592,459,382,448,1111,711
668,563,394,292,1080,585,592,453,388,448,1179,646
675,569,393,271,1102,553,624,453,388,444,1135,634
675,569,385,271,1026,588,673,453,388,442,956,609
673,571,329,314,1016,567,717,453,388,369,949,574
707,571,329,313,1017,567,695,473,390,347,984,573
669,523,415,313,1017,565,680,471,400,356,1005,559
710,538,417,281,1049,521,678,517,250,506,1022,382
709,503,453,230,1091,521,501,703,244,473,1046,334
640,502,517,235,1091,522,492,671,285,473,1046,461
433,694,526,241,1091,522,432,647,369,473,1046,461
224,892,512,266,1091,522,409,640,399,473,1131,465
222,877,529,266,1075,538,409,640,399,473,1123,488
295,877,527,263,1042,576,409,629,410,473,1161,504
208,984,523,228,1082,577,409,558,481,473,1161,517
299,984,523,168,1059,660,409,403,627,482,1120,523
291,992,436,255,1036,683,409,366,517,629,1108,510
291,992,435,251,1021,703,409,366,517,629,1240,474
291,992,435,251,817,901,415,365,518,629,1240,476
291,992,435,251,650,1050,433,363,491,658,1234,476
291,992,435,251,549,1017,549,381,491,658,1230,476
305,984,443,251,482,985,648,381,491,658,983,367
326,955,472,251,440,1026,612,418,491,658,713,367
326,873,515,290,387,1079,612,418,491,658,713,367
327,870,446,362,348,1118,534,496,491,658,683,367
423,870,412,396,339,1127,475,555,491,658,645,351
423,721,514,443,279,1179,477,561,491,479,645,339
444,721,510,447,273,1086,574,563,491,350,555,333
444,721,510,447,273,1073,587,563,491,350,555,322
444,721,510,427,293,1073,587,563,491,350,555,311
444,721,510,427,293,1050,608,565,491,350,555,311
444,689,542,425,273,1072,581,592,459,382,555,330
444,668,563,394,292,1080,585,592,453,388,458,330
431,675,569,393,271,1102,553,624,453,388,484,330
484,675,569,385,271,1026,588,673,453,388,523,340
587,673,571,329,314,1016,567,717,453,388,549,408
568,707,571,329,313,1017,567,695,473,390,537,492
606,669,523,415,313,1017,565,680,471,400,611,474
548,710,538,417,281,1049,521,678,517,250,594,415
548,709,503,453,230,1091,521,501,703,244,570,406
623,640,502,517,235,1091,522,492,671,285,570,270
671,433,694,526,241,1091,522,432,647,369,570,270
695,224,892,512,266,1091,522,409,640,399,481,274
705,222,877,529,266,1075,538,409,640,399,481,465
634,295,877,527,263,1042,576,409,629,410,443,449
614,208,984,523,228,1082,577,409,558,481,443,436
523,299,984,523,168,1059,660,409,403,627,442,524
523,291,992,436,255,1036,683,409,366,517,442,538
523,291,992,435,251,1021,703,409,366,517,274,541
523,291,992,435,251,817,901,415,365,518,281,539
525,291,992,435,251,650,1050,433,363,491,281,561
661,291,992,435,251,549,1017,549,381,491,217,561
715,305,984,443,251,482,985,648,381,491,217,561
724,326,955,472,251,440,1026,612,418,491,232,561
776,326,873,515,290,387,1079,612,418,491,392,561
775,327,870,446,362,348,1118,534,496,491,392,561
679,423,870,412,396,339,1127,475,555,491,392,564
679,423,721,514,443,279,1179,477,561,491,396,569
681,444,721,510,447,273,1086,574,563,491,398,571
689,444,721,510,447,273,1073,587,563,491,471,571
689,444,721,510,427,293,1073,587,563,491,493,571
689,444,721,510,427,293,1050,608,565,491,493,571
689,444,689,542,425,273,1072,581,592,459,493,547
689,444,668,563,394,292,1080,585,592,453,532,557
689,431,675,569,393,271,1102,553,624,453,506,598
636,484,675,569,385,271,1026,588,673,453,467,605
533,587,673,571,329,314,1016,567,717,453,441,600
525,568,707,571,329,313,1017,567,695,473,417,555
506,606,669,523,415,313,1017,565,680,471,322,593
506,548,710,538,417,281,1049,521,678,517,322,577
506,548,709,503,453,230,1091,521,501,703,322,594
454,623,640,502,517,235,1091,522,492,671,322,594
406,671,433,694,526,241,1091,522,432,647,322,596
382,695,224,892,512,266,1091,522,409,640,322,622
499,705,222,877,529,266,1075,538,409,640,322,466
497,634,295,877,527,263,1042,576,409,629,322,469
567,614,208,984,523,228,1082,577,409,558,322,467
654,523,299,984,523,168,1059,660,409,403,322,373
682,523,291,992,436,255,1036,683,409,366,322,359
682,523,291,992,435,251,1021,703,409,366,322,356
863,523,291,992,435,251,817,901,415,365,315,356
900,525,291,992,435,251,650,1050,433,363,494,334
995,661,291,992,435,251,549,1017,549,381,623,334
927,715,305,984,443,251,482,985,648,381,623,363
1010,724,326,955,472,251,440,1026,612,418,608,371
982,776,326,873,515,290,387,1079,612,418,448,424
982,775,327,870,446,362,348,1118,534,496,448,427
983,679,423,870,412,396,339,1127,475,555,448,464
1022,679,423,721,514,443,279,1179,477,561,444,542
1097,681,444,721,510,447,273,1086,574,563,442,544
1112,689,444,721,510,447,273,1073,587,563,369,663
1124,689,444,721,510,427,293,1073,587,563,347,956
1221,689,444,721,510,427,293,1050,608,565,356,967
1249,689,444,689,542,425,273,1072,581,592,506,1206
1278,689,444,668,563,394,292,1080,585,592,473,1196
1278,689,431,675,569,393,271,1102,553,624,473,1155
1278,636,484,675,569,385,271,1026,588,673,473,1138
1278,533,587,673,571,329,314,1016,567,717,473,1075
1271,525,568,707,571,329,313,1017,567,695,473,1055
1252,506,606,669,523,415,313,1017,565,680,473,1043
1252,506,548,710,538,417,281,1049,521,678,473,1043
1252,506,548,709,503,453,230,1091,521,501,482,1024
1229,454,623,640,502,517,235,1091,522,492,629,1024
1229,406,671,433,694,526,241,1091,522,432,629,1022
1229,382,695,224,892,512,266,1091,522,409,629,989
1233,499,705,222,877,529,266,1075,538,409,658,1126
1239,497,634,295,877,527,263,1042,576,409,658,1123
1167,567,614,208,984,523,228,1082,577,409,658,1123
1081,654,523,299,984,523,168,1059,660,409,658,1123
1053,682,523,291,992,436,255,1036,683,409,658,1123
1056,682,523,291,992,435,251,1021,703,409,658,1123
875,863,523,291,992,435,251,817,901,415,658,1123
836,900,525,291,992,435,251,650,1050,433,479,1123
641,995,661,291,992,435,251,549,1017,549,350,1123
641,927,715,305,984,443,251,482,985,648,350,1094
539,1010,724,326,955,472,251,440,1026,612,350,1086
518,982,776,326,873,515,290,387,1079,612,350,1033
537,982,775,327,870,446,362,348,1118,534,382,1144
654,983,679,423,870,412,396,339,1127,475,388,1112
620,1022,679,423,721,514,443,279,1179,477,388,1029
562,1097,681,444,721,510,447,273,1086,574,388,1060
539,1112,689,444,721,510,447,273,1073,587,388,1025
549,1124,689,444,721,510,427,293,1073,587,390,742
453,1221,689,444,721,510,427,293,1050,608,400,731
427,1249,689,444,689,542,425,273,1072,581,250,492
456,1278,689,444,668,563,394,292,1080,585,244,492
456,1278,689,431,675,569,393,271,1102,553,285,492
456,1278,636,484,675,569,385,271,1026,588,369,492
456,1278,533,587,673,571,329,314,1016,567,399,493
456,1271,525,568,707,571,329,313,1017,567,399,474
509,1252,506,606,669,523,415,313,1017,565,410,502
512,1252,506,548,710,538,417,281,1049,521,481,515
518,1252,506,548,709,503,453,230,1091,521,627,515
537,1229,454,623,640,502,517,235,1091,522,517,515
551,1229,406,671,433,694,526,241,1091,522,517,515
551,1229,382,695,224,892,512,266,1091,522,518,514
420,1233,499,705,222,877,529,266,1075,538,491,319
414,1239,497,634,295,877,527,263,1042,576,491,337
425,1167,567,614,208,984,523,228,1082,577,491,340
456,1081,654,523,299,984,523,168,1059,660,491,340
478,1053,682,523,291,992,436,255,1036,683,491,370
552,1056,682,523,291,992,435,251,1021,703,491,496
624,875,863,523,291,992,435,251,817,901,491,550
645,836,900,525,291,992,435,251,650,1050,491,581
618,641,995,661,291,992,435,251,549,1017,491,581
757,641,927,715,305,984,443,251,482,985,491,596
746,539,1010,724,326,955,472,251,440,1026,491,703
743,518,982,776,326,873,515,290,387,1079,491,950
724,537,982,775,327,870,446,362,348,1118,459,871
643,654,983,679,423,870,412,396,339,1127,453,905
638,620,1022,679,423,721,514,443,279,1179,453,1257
598,562,1097,681,444,721,510,447,273,1086,453,1400
715,539,1112,689,444,721,510,447,273,1073,453,1421
713,549,1124,689,444,721,510,427,293,1073,473,1411
753,453,1221,689,444,721,510,427,293,1050,471,1412
753,427,1249,689,444,689,542,425,273,1072,517,1413
695,456,1278,689,444,668,563,394,292,1080,703,1416
713,456,1278,689,431,675,569,393,271,1102,671,1465
766,456,1278,636,484,675,569,385,271,1026,647,1651
839,456,1278,533,587,673,571,329,314,1016,640,1702
848,456,1271,525,568,707,571,329,313,1017,640,1720
795,509,1252,506,606,669,523,415,313,1017,629,1666
834,512,1252,506,548,710,538,417,281,1049,558,1716
828,518,1252,506,548,709,503,453,230,1091,403,1739
810,537,1229,454,623,640,502,517,235,1091,366,1857
842,551,1229,406,671,433,694,526,241,1091,366,1886
852,551,1229,382,695,224,892,512,266,1091,365,2073
852,420,1233,499,705,222,877,529,266,1075,363,2089
854,414,1239,497,634,295,877,527,263,1042,381,2072
843,425,1167,567,614,208,984,523,228,1082,381,2111
811,456,1081,654,523,299,984,523,168,1059,418,2138
789,478,1053,682,523,291,992,436,255,1036,418,2154
715,552,1056,682,523,291,992,435,251,1021,496,2127
651,624,875,863,523,291,992,435,251,817,555,2080
742,645,836,900,525,291,992,435,251,650,561,2049
733,618,641,995,661,291,992,435,251,549,563,2049
594,757,641,927,715,305,984,443,251,482,563,2034
607,746,539,1010,724,326,955,472,251,440,563,1984
619,743,518,982,776,326,873,515,290,387,565,1742
629,724,537,982,775,327,870,446,362,348,592,1731
592,643,654,983,679,423,870,412,396,339,592,1697
592,638,620,1022,679,423,721,514,443,279,624,1406
616,598,562,1097,681,444,721,510,447,273,673,1228
499,715,539,1112,689,444,721,510,447,273,717,1123
481,713,549,1124,689,444,721,510,427,293,695,1132
440,753,453,1221,689,444,721,510,427,293,680,1141
438,753,427,1249,689,444,689,542,425,273,678,1144
457,695,456,1278,689,444,668,563,394,292,501,1209
452,713,456,1278,689,431,675,569,393,271,492,1188
399,766,456,1278,636,484,675,569,385,271,432,1005
326,839,456,1278,533,587,673,571,329,314,409,953
317,848,456,1271,525,568,707,571,329,313,409,935
317,795,509,1252,506,606,669,523,415,313,409,935
275,834,512,1252,506,548,710,538,417,281,409,872
275,828,518,1252,506,548,709,503,453,230,409,849
274,810,537,1229,454,623,640,502,517,235,409,731
228,842,551,1229,406,671,433,694,526,241,409,702
218,852,551,1229,382,695,224,892,512,266,415,515
218,852,420,1233,499,705,222,877,529,266,433,504
216,854,414,1239,497,634,295,877,527,263,549,504
216,843,425,1167,567,614,208,984,523,228,648,469
216,811,456,1081,654,523,299,984,523,168,612,479
272,789,478,1053,682,523,291,992,436,255,612,437
356,715,552,1056,682,523,291,992,435,251,534,338
440,651,624,875,863,523,291,992,435,251,475,331
344,742,645,836,900,525,291,992,435,251,477,331
344,733,618,641,995,661,291,992,435,251,574,387
344,594,757,641,927,715,305,984,443,251,587,412
346,607,746,539,1010,724,326,955,472,251,587,511
365,619,743,518,982,776,326,873,515,290,608,509
402,629,724,537,982,775,327,870,446,362,581,524
419,592,643,654,983,679,423,870,412,396,585,530
419,592,638,620,1022,679,423,721,514,443,553,572
395,616,598,562,1097,681,444,721,510,447,588,619
411,499,715,539,1112,689,444,721,510,447,567,624
411,481,713,549,1124,689,444,721,510,427,567,758
411,440,753,453,1221,689,444,721,510,427,565,841
433,438,753,427,1249,689,444,689,542,425,521,875
441,457,695,456,1278,689,444,668,563,394,521,1048
428,452,713,456,1278,689,431,675,569,393,522,1354
433,399,766,456,1278,636,484,675,569,385,522,1398
433,326,839,456,1278,533,587,673,571,329,522,1532
485,317,848,456,1271,525,568,707,571,329,538,1532
485,317,795,509,1252,506,606,669,523,415,576,1532
486,275,834,512,1252,506,548,710,538,417,577,1532
517,275,828,518,1252,506,548,709,503,453,660,1532
517,274,810,537,1229,454,623,640,502,517,683,1532
532,228,842,551,1229,406,671,433,694,526,703,1532
538,218,852,551,1229,382,695,224,892,512,901,1532
578,218,852,420,1233,499,705,222,877,529,1050,1527
578,216,854,414,1239,497,634,295,877,527,1017,1528
578,216,843,425,1167,567,614,208,984,523,985,1521
578,216,811,456,1081,654,523,299,984,523,1026,1493
522,272,789,478,1053,682,523,291,992,436,1079,1489
515,356,715,552,1056,682,523,291,992,435,1118,1489
513,440,651,624,875,863,523,291,992,435,1127,1489
506,344,742,645,836,900,525,291,992,435,1179,1517
650,344,733,618,641,995,661,291,992,435,1086,1506
650,344,594,757,641,927,715,305,984,443,1073,1500
635,346,607,746,539,1010,724,326,955,472,1073,1372
608,365,619,743,518,982,776,326,873,515,1050,1371
562,402,629,724,537,982,775,327,870,446,1072,1332
545,419,592,643,654,983,679,423,870,412,1080,1318
545,419,592,638,620,1022,679,423,721,514,1102,1241
545,395,616,598,562,1097,681,444,721,510,1026,1213
530,411,499,715,539,1112,689,444,721,510,1016,1279
528,411,481,713,549,1124,689,444,721,510,1017,1151
530,411,440,753,453,1221,689,444,721,510,1017,1058
525,433,438,753,427,1249,689,444,689,542,1049,1020
500,441,457,695,456,1278,689,444,668,563,1091,782
516,428,452,713,456,1278,689,431,675,569,1091,550
513,433,399,766,456,1278,636,484,675,569,1091,564
513,433,326,839,456,1278,533,587,673,571,1091,437
461,485,317,848,456,1271,525,568,707,571,1075,438
461,485,317,795,509,1252,506,606,669,523,1042,438
460,486,275,834,512,1252,506,548,710,538,1082,443
429,517,275,828,518,1252,506,548,709,503,1059,445
429,517,274,810,537,1229,454,623,640,502,1036,445
479,532,228,842,551,1229,406,671,433,694,1021,445
518,538,218,852,551,1229,382,695,224,892,817,445
593,578,218,852,420,1233,499,705,222,877,650,445
726,578,216,854,414,1239,497,634,295,877,549,443
745,578,216,843,425,1167,567,614,208,984,482,443
746,578,216,811,456,1081,654,523,299,984,440,434
746,522,272,789,478,1053,682,523,291,992,387,434
666,515,356,715,552,1056,682,523,291,992,348,434
605,513,440,651,624,875,863,523,291,992,339,434
609,506,344,742,645,836,900,525,291,992,279,406
526,650,344,733,618,641,995,661,291,992,273,361
558,650,344,594,757,641,927,715,305,984,273,342
558,635,346,607,746,539,1010,724,326,955,293,314
555,608,365,619,743,518,982,776,326,873,293,312
555,562,402,629,724,537,982,775,327,870,273,312
555,545,419,592,643,654,983,679,423,870,292,312
568,545,419,592,638,620,1022,679,423,721,271,286
568,545,395,616,598,562,1097,681,444,721,271,267
567,530,411,499,715,539,1112,689,444,721,314,198
567,528,411,481,713,549,1124,689,444,721,313,324
565,530,411,440,753,453,1221,689,444,721,313,366
548,525,433,438,753,427,1249,689,444,689,281,367
553,500,441,457,695,456,1278,689,444,668,230,364
543,516,428,452,713,456,1278,689,431,675,235,262
544,513,433,399,766,456,1278,636,484,675,241,329
550,513,433,326,839,456,1278,533,587,673,266,322
554,461,485,317,848,456,1271,525,568,707,266,321
560,461,485,317,795,509,1252,506,606,669,263,321
560,460,486,275,834,512,1252,506,548,710,228,316
573,429,517,275,828,518,1252,506,548,709,168,317
594,429,517,274,810,537,1229,454,623,640,255,317
529,479,532,228,842,551,1229,406,671,433,251,317
484,518,538,218,852,551,1229,382,695,224,251,317
369,593,578,218,852,420,1233,499,705,222,251,317
236,726,578,216,854,414,1239,497,634,295,251,317
217,745,578,216,843,425,1167,567,614,208,251,317
216,746,578,216,811,456,1081,654,523,299,251,317
216,746,522,272,789,478,1053,682,523,291,290,317
216,666,515,356,715,552,1056,682,523,291,362,317
187,605,513,440,651,624,875,863,523,291,396,317
190,609,506,344,742,645,836,900,525,291,443,317
129,526,650,344,733,618,641,995,661,291,447,317
106,558,650,344,594,757,641,927,715,305,447,317
106,558,635,346,607,746,539,1010,724,326,427,402
162,555,608,365,619,743,518,982,776,326,427,438
184,555,562,402,629,724,537,982,775,327,425,438
189,555,545,419,592,643,654,983,679,423,394,440
227,568,545,419,592,638,620,1022,679,423,393,440
252,568,545,395,616,598,562,1097,681,444,385,471
252,567,530,411,499,715,539,1112,689,444,329,469
252,567,528,411,481,713,549,1124,689,444,329,422
252,565,530,411,440,753,453,1221,689,444,415,409
252,548,525,433,438,753,427,1249,689,444,417,409
263,553,500,441,457,695,456,1278,689,444,453,409
265,543,516,428,452,713,456,1278,689,431,517,410
318,544,513,433,399,766,456,1278,636,484,526,282
340,550,513,433,326,839,456,1278,533,587,512,282
342,554,461,485,317,848,456,1271,525,568,529,282
336,560,461,485,317,795,509,1252,506,606,527,282
336,560,460,486,275,834,512,1252,506,548,523,285
323,573,429,517,275,828,518,1252,506,548,523,282
302,594,429,517,274,810,537,1229,454,623,436,282
302,529,479,532,228,842,551,1229,406,671,435,282
302,484,518,538,218,852,551,1229,382,695,435,282
342,369,593,578,218,852,420,1233,499,705,435,282
383,236,726,578,216,854,414,1239,497,634,435,282
383,217,745,578,216,843,425,1167,567,614,443,282
406,216,746,578,216,811,456,1081,654,523,472,282
470,216,746,522,272,789,478,1053,682,523,515,282
476,216,666,515,356,715,552,1056,682,523,446,282
476,187,605,513,440,651,624,875,863,523,412,283
460,190,609,506,344,742,645,836,900,525,514,284
463,129,526,650,344,733,618,641,995,661,510,284
455,106,558,650,344,594,757,641,927,715,510,284
564,106,558,635,346,607,746,539,1010,724,510,202
568,162,555,608,365,619,743,518,982,776,510,287
545,184,555,562,402,629,724,537,982,775,542,299
551,189,555,545,419,592,643,654,983,679,563,326
500,227,568,545,419,592,638,620,1022,679,569,370
475,252,568,545,395,616,598,562,1097,681,569,518
475,252,567,530,411,499,715,539,1112,689,571,525
475,252,567,528,411,481,713,549,1124,689,571,432
545,252,565,530,411,440,753,453,1221,689,523,403
568,252,548,525,433,438,753,427,1249,689,538,402
559,263,553,500,441,457,695,456,1278,689,503,402
565,265,543,516,428,452,713,456,1278,689,502,401
607,318,544,513,433,399,766,456,1278,636,694,401
590,340,550,513,433,326,839,456,1278,533,892,405
584,342,554,461,485,317,848,456,1271,525,877,413
584,336,560,461,485,317,795,509,1252,506,877,413
584,336,560,460,486,275,834,512,1252,506,984,410
584,323,573,429,517,275,828,518,1252,506,984,452
677,302,594,429,517,274,810,537,1229,454,992,464
766,302,529,479,532,228,842,551,1229,406,992,500
766,302,484,518,538,218,852,551,1229,382,992,500
726,342,369,593,578,218,852,420,1233,499,992,506
685,383,236,726,578,216,854,414,1239,497,992,574
685,383,217,745,578,216,843,425,1167,567,984,821
662,406,216,746,578,216,811,456,1081,654,955,1091
723,470,216,746,522,272,789,478,1053,682,873,1091
721,476,216,666,515,356,715,552,1056,682,870,1121
722,476,187,605,513,440,651,624,875,863,870,1158
737,460,190,609,506,344,742,645,836,900,721,1157
734,463,129,526,650,344,733,618,641,995,721,1247
733,455,106,558,650,344,594,757,641,927,721,1247
624,564,106,558,635,346,607,746,539,1010,721,1244
563,568,162,555,608,365,619,743,518,982,721,1123
563,545,184,555,562,402,629,724,537,982,689,1111
796,551,189,555,545,419,592,643,654,983,668,1179
796,500,227,568,545,419,592,638,620,1022,675,1135
796,475,252,568,545,395,616,598,562,1097,675,956
796,475,252,567,530,411,499,715,539,1112,673,949
796,475,252,567,528,411,481,713,549,1124,707,984
772,545,252,565,530,411,440,753,453,1221,669,1005
749,568,252,548,525,433,438,753,427,1249,710,1022
740,559,263,553,500,441,457,695,456,1278,709,1046
758,565,265,543,516,428,452,713,456,1278,640,1046
660,607,318,544,513,433,399,766,456,1278,433,1046
649,590,340,550,513,433,326,839,456,1278,224,1131
649,584,342,554,461,485,317,848,456,1271,222,1123
649,584,336,560,461,485,317,795,509,1252,295,1161
649,584,336,560,460,486,275,834,512,1252,208,1161
649,584,323,573,429,517,275,828,518,1252,299,1120
556,677,302,594,429,517,274,810,537,1229,291,1108
468,766,302,529,479,532,228,842,551,1229,291,1240
468,766,302,484,518,538,218,852,551,1229,291,1240
468,726,342,369,593,578,218,852,420,1233,291,1234
468,685,383,236,726,578,216,854,414,1239,291,1230
468,685,383,217,745,578,216,843,425,1167,305,983
468,662,406,216,746,578,216,811,456,1081,326,713
343,723,470,216,746,522,272,789,478,1053,326,713
339,721,476,216,666,515,356,715,552,1056,327,683
338,722,476,187,605,513,440,651,624,875,423,645
323,737,460,190,609,506,344,742,645,836,423,645
323,734,463,129,526,650,344,733,618,641,444,555
325,733,455,106,558,650,344,594,757,641,444,555
