Accum_y-0,T-1,T-2,T-3,T-4,Accum_y-1
689,406,65,898,482,269
793,395,96,900,477,376
825,394,97,840,534,330
877,508,97,840,506,418
816,569,78,859,371,535
832,632,73,864,361,546
832,632,73,863,297,787
953,630,75,857,297,801
964,630,75,805,329,996
968,630,75,805,329,1001
965,647,75,805,329,1001
1015,647,75,805,329,1001
900,852,77,772,362,1001
950,853,77,765,369,1001
951,853,77,670,464,1040
951,853,77,557,577,1204
940,864,77,551,583,1288
1086,809,132,436,698,1378
1067,830,132,416,718,1442
1065,832,132,416,655,1442
1064,833,132,391,672,1442
1058,829,142,388,674,1442
1058,829,142,388,660,1442
1058,786,185,388,660,1457
1058,695,276,388,660,1509
1058,619,352,388,660,1509
1071,619,352,388,660,1512
1078,619,352,254,794,1513
1078,619,352,223,825,1933
1067,630,352,59,926,1967
988,709,352,37,938,1972
915,689,406,65,898,1958
789,793,395,96,900,1923
757,825,394,97,840,1917
591,877,508,97,840,1823
591,816,569,78,859,1741
512,832,632,73,864,1793
512,832,632,73,863,1664
391,953,630,75,857,1588
380,964,630,75,805,1315
376,968,630,75,805,1310
362,965,647,75,805,1310
312,1015,647,75,805,1310
220,900,852,77,772,1310
169,950,853,77,765,1349
239,951,853,77,670,1310
333,951,853,77,557,1153
416,940,864,77,551,1069
310,1086,809,132,436,979
320,1067,830,132,416,915
377,1065,832,132,416,915
387,1064,833,132,391,915
452,1058,829,142,388,915
580,1058,829,142,388,915
637,1058,786,185,388,900
637,1058,695,276,388,848
637,1058,619,352,388,848
624,1071,619,352,388,845
617,1078,619,352,254,820
617,1078,619,352,223,400
622,1067,630,352,59,364
681,988,709,352,37,384
681,915,689,406,65,383
716,789,793,395,96,311
790,757,825,394,97,319
790,591,877,508,97,328
790,591,816,569,78,294
803,512,832,632,73,231
815,512,832,632,73,186
885,391,953,630,75,219
889,380,964,630,75,219
892,376,968,630,75,219
931,362,965,647,75,219
958,312,1015,647,75,219
963,220,900,852,77,219
963,169,950,853,77,181
1002,239,951,853,77,183
908,333,951,853,77,176
825,416,940,864,77,175
785,310,1086,809,132,175
788,320,1067,830,132,175
731,377,1065,832,132,176
721,387,1064,833,132,176
656,452,1058,829,142,176
528,580,1058,829,142,176
471,637,1058,786,185,191
471,637,1058,695,276,197
492,637,1058,619,352,201
553,624,1071,619,352,243
587,617,1078,619,352,243
631,617,1078,619,352,243
651,622,1067,630,352,299
622,681,988,709,352,406
681,681,915,689,406,456
648,716,789,793,395,649
576,790,757,825,394,689
576,790,591,877,508,750
603,790,591,816,569,886
609,803,512,832,632,916
597,815,512,832,632,887
530,885,391,953,630,926
526,889,380,964,630,989
529,892,376,968,630,995
491,931,362,965,647,1215
471,958,312,1015,647,1646
466,963,220,900,852,1738
466,963,169,950,853,1845
356,1002,239,951,853,1900
356,908,333,951,853,1975
357,825,416,940,864,1975
366,785,310,1086,809,1988
546,788,320,1067,830,1993
618,731,377,1065,832,2009
710,721,387,1064,833,2080
753,656,452,1058,829,2144
801,528,580,1058,829,2322
809,471,637,1058,786,2307
820,471,637,1058,695,2337
800,492,637,1058,619,2432
739,553,624,1071,619,2431
705,587,617,1078,619,2560
665,631,617,1078,619,2721
640,651,622,1067,630,2685
657,622,681,988,709,2553
614,681,681,915,689,2494
682,648,716,789,793,2301
711,576,790,757,825,2250
747,576,790,591,877,2230
720,603,790,591,816,2134
711,609,803,512,832,2158
712,597,815,512,832,2120
709,530,885,391,953,2038
709,526,889,380,964,1975
808,529,892,376,968,1969
807,491,931,362,965,1773
823,471,958,312,1015,1348
853,466,963,220,900,1256
1387,466,963,169,950,1152
1509,356,1002,239,951,1126
1525,356,908,333,951,1057
1816,357,825,416,940,1107
1921,366,785,310,1086,1153
1762,546,788,320,1067,1253
1930,618,731,377,1065,1253
2053,710,721,387,1064,1185
2024,753,656,452,1058,1129
1976,801,528,580,1058,951
1983,809,471,637,1058,958
2023,820,471,637,1058,994
2022,800,492,637,1058,994
2035,739,553,624,1071,968
2035,705,587,617,1078,839
2036,665,631,617,1078,695
2036,640,651,622,1067,674
2008,657,622,681,988,677
1997,614,681,681,915,681
1967,682,648,716,789,681
1992,711,576,790,757,681
1991,747,576,790,591,626
2022,720,603,790,591,586
2019,711,609,803,512,531
2226,712,597,815,512,531
2271,709,530,885,391,531
2320,709,526,889,380,531
2221,808,529,892,376,531
2298,807,491,931,362,507
2325,823,471,958,312,501
2312,853,466,963,220,501
1778,1387,466,963,169,528
1715,1509,356,1002,239,513
1732,1525,356,908,333,532
1464,1816,357,825,416,482
1356,1921,366,785,310,423
1320,1762,546,788,320,320
1080,1930,618,731,377,351
874,2053,710,721,387,350
935,2024,753,656,452,390
978,1976,801,528,580,441
963,1983,809,471,637,434
970,2023,820,471,637,362
994,2022,800,492,637,266
981,2035,739,553,624,253
1003,2035,705,587,617,283
998,2036,665,631,617,266
998,2036,640,651,622,266
979,2008,657,622,681,263
974,1997,614,681,681,269
934,1967,682,648,716,298
878,1992,711,576,790,298
888,1991,747,576,790,360
884,2022,720,603,790,366
1047,2019,711,609,803,383
952,2226,712,597,815,426
1012,2271,709,530,885,526
969,2320,709,526,889,526
967,2221,808,529,892,582
890,2298,807,491,931,594
840,2325,823,471,958,599
823,2312,853,466,963,620
854,1778,1387,466,963,638
806,1715,1509,356,1002,626
834,1732,1525,356,908,601
834,1464,1816,357,825,614
859,1356,1921,366,785,615
859,1320,1762,546,788,613
918,1080,1930,618,731,644
910,874,2053,710,721,743
835,935,2024,753,656,734
792,978,1976,801,528,683
792,963,1983,809,471,763
734,970,2023,820,471,785
711,994,2022,800,492,787
711,981,2035,739,553,788
689,1003,2035,705,587,786
689,998,2036,665,631,921
731,998,2036,640,651,931
731,979,2008,657,622,996
731,974,1997,614,681,992
731,934,1967,682,648,983
731,878,1992,711,576,983
724,888,1991,747,576,921
700,884,2022,720,603,914
609,1047,2019,711,609,897
683,952,2226,712,597,854
679,1012,2271,709,530,754
719,969,2320,709,526,754
716,967,2221,808,529,698
716,890,2298,807,491,686
716,840,2325,823,471,681
716,823,2312,853,466,723
745,854,1778,1387,466,682
772,806,1715,1509,356,679
711,834,1732,1525,356,693
687,834,1464,1816,357,680
708,859,1356,1921,366,679
726,859,1320,1762,546,679
667,918,1080,1930,618,600
666,910,874,2053,710,499
666,835,935,2024,753,460
666,792,978,1976,801,523
666,792,963,1983,809,453
666,734,970,2023,820,482
665,711,994,2022,800,477
665,711,981,2035,739,534
665,689,1003,2035,705,506
665,689,998,2036,665,371
623,731,998,2036,640,361
623,731,979,2008,657,297
623,731,974,1997,614,297
623,731,934,1967,682,329
623,731,878,1992,711,329
653,724,888,1991,747,329
757,700,884,2022,720,329
806,609,1047,2019,711,362
621,683,952,2226,712,369
520,679,1012,2271,709,464
474,719,969,2320,709,577
473,716,967,2221,808,583
473,716,890,2298,807,698
473,716,840,2325,823,718
509,716,823,2312,853,655
449,745,854,1778,1387,672
421,772,806,1715,1509,674
438,711,834,1732,1525,660
470,687,834,1464,1816,660
448,708,859,1356,1921,660
449,726,859,1320,1762,660
472,667,918,1080,1930,660
512,666,910,874,2053,794
552,666,835,935,2024,825
599,666,792,978,1976,926
610,666,792,963,1983,938
610,666,734,970,2023,898
645,665,711,994,2022,900
645,665,711,981,2035,840
645,665,689,1003,2035,840
646,665,689,998,2036,859
646,623,731,998,2036,864
658,623,731,979,2008,863
689,623,731,974,1997,857
689,623,731,934,1967,805
705,623,731,878,1992,805
649,653,724,888,1991,805
577,757,700,884,2022,805
508,806,609,1047,2019,772
506,621,683,952,2226,765
506,520,679,1012,2271,670
533,474,719,969,2320,557
533,473,716,967,2221,551
533,473,716,890,2298,436
533,473,716,840,2325,416
497,509,716,823,2312,416
497,449,745,854,1778,391
487,421,772,806,1715,388
470,438,711,834,1732,388
438,470,687,834,1464,388
408,448,708,859,1356,388
389,449,726,859,1320,388
400,472,667,918,1080,388
384,512,666,910,874,254
359,552,666,835,935,223
312,599,666,792,978,59
301,610,666,792,963,37
301,610,666,734,970,65
266,645,665,711,994,96
266,645,665,711,981,97
266,645,665,689,1003,97
272,646,665,689,998,78
273,646,623,731,998,73
261,658,623,731,979,73
230,689,623,731,974,75
268,689,623,731,934,75
252,705,623,731,878,75
252,649,653,724,888,75
217,577,757,700,884,75
158,508,806,609,1047,77
158,506,621,683,952,77
158,506,520,679,1012,77
209,533,474,719,969,77
209,533,473,716,967,77
209,533,473,716,890,132
209,533,473,716,840,132
293,497,509,716,823,132
350,497,449,745,854,132
358,487,421,772,806,142
358,470,438,711,834,142
358,438,470,687,834,185
358,408,448,708,859,276
358,389,449,726,859,352
324,400,472,667,918,352
300,384,512,666,910,352
285,359,552,666,835,352
285,312,599,666,792,352
285,301,610,666,792,352
382,301,610,666,734,406
443,266,645,665,711,395
443,266,645,665,711,394
443,266,645,665,689,508
436,272,646,665,689,569
436,273,646,623,731,632
436,261,658,623,731,632
436,230,689,623,731,630
398,268,689,623,731,630
398,252,705,623,731,630
386,252,649,653,724,647
386,217,577,757,700,647
386,158,508,806,609,852
386,158,506,621,683,853
386,158,506,520,679,853
391,209,533,474,719,853
472,209,533,473,716,864
539,209,533,473,716,809
539,209,533,473,716,830
455,293,497,509,716,832
440,350,497,449,745,833
439,358,487,421,772,829
474,358,470,438,711,829
474,358,438,470,687,786
474,358,408,448,708,695
474,358,389,449,726,619
475,324,400,472,667,619
581,300,384,512,666,619
581,285,359,552,666,619
656,285,312,599,666,630
656,285,301,610,666,709
620,382,301,610,666,689
740,443,266,645,665,793
742,443,266,645,665,825
780,443,266,645,665,877
814,436,272,646,665,816
820,436,273,646,623,832
863,436,261,658,623,832
863,436,230,689,623,953
865,398,268,689,623,964
953,398,252,705,623,968
955,386,252,649,653,965
956,386,217,577,757,1015
956,386,158,508,806,900
956,386,158,506,621,950
956,386,158,506,520,951
873,391,209,533,474,951
792,472,209,533,473,940
801,539,209,533,473,1086
802,539,209,533,473,1067
803,455,293,497,509,1065
892,440,350,497,449,1064
885,439,358,487,421,1058
850,474,358,470,438,1058
850,474,358,438,470,1058
902,474,358,408,448,1058
903,474,358,389,449,1058
1132,475,324,400,472,1071
1042,581,300,384,512,1078
1079,581,285,359,552,1078
1006,656,285,312,599,1067
1008,656,285,301,610,988
947,620,382,301,610,915
766,740,443,266,645,789
764,742,443,266,645,757
726,780,443,266,645,591
692,814,436,272,646,591
685,820,436,273,646,512
642,863,436,261,658,512
642,863,436,230,689,391
640,865,398,268,689,380
552,953,398,252,705,376
569,955,386,252,649,362
568,956,386,217,577,312
568,956,386,158,508,220
568,956,386,158,506,169
568,956,386,158,506,239
568,873,391,209,533,333
568,792,472,209,533,416
494,801,539,209,533,310
493,802,539,209,533,320
500,803,455,293,497,377
414,892,440,350,497,387
457,885,439,358,487,452
457,850,474,358,470,580
457,850,474,358,438,637
469,902,474,358,408,637
468,903,474,358,389,637
296,1132,475,324,400,624
280,1042,581,300,384,617
243,1079,581,285,359,617
241,1006,656,285,312,622
239,1008,656,285,301,681
251,947,620,382,301,681
251,766,740,443,266,716
251,764,742,443,266,790
251,726,780,443,266,790
251,692,814,436,272,790
251,685,820,436,273,803
266,642,863,436,261,815
336,642,863,436,230,885
369,640,865,398,268,889
404,552,953,398,252,892
385,569,955,386,252,931
398,568,956,386,217,958
411,568,956,386,158,963
411,568,956,386,158,963
411,568,956,386,158,1002
411,568,873,391,209,908
411,568,792,472,209,825
409,494,801,539,209,785
411,493,802,539,209,788
425,500,803,455,293,731
380,414,892,440,350,721
337,457,885,439,358,656
337,457,850,474,358,528
337,457,850,474,358,471
295,469,902,474,358,471
296,468,903,474,358,492
238,296,1132,475,324,553
238,280,1042,581,300,587
238,243,1079,581,285,631
247,241,1006,656,285,651
247,239,1008,656,285,622
235,251,947,620,382,681
235,251,766,740,443,648
235,251,764,742,443,576
235,251,726,780,443,576
235,251,692,814,436,603
235,251,685,820,436,609
220,266,642,863,436,597
150,336,642,863,436,530
117,369,640,865,398,526
86,404,552,953,398,529
86,385,569,955,386,491
191,398,568,956,386,471
249,411,568,956,386,466
331,411,568,956,386,466
530,411,568,956,386,356
561,411,568,873,391,356
561,411,568,792,472,357
561,409,494,801,539,366
559,411,493,802,539,546
537,425,500,803,455,618
537,380,414,892,440,710
542,337,457,885,439,753
547,337,457,850,474,801
547,337,457,850,474,809
525,295,469,902,474,820
524,296,468,903,474,800
524,238,296,1132,475,739
524,238,280,1042,581,705
525,238,243,1079,581,665
522,247,241,1006,656,640
522,247,239,1008,656,657
531,235,251,947,620,614
549,235,251,766,740,682
549,235,251,764,742,711
550,235,251,726,780,747
550,235,251,692,814,720
550,235,251,685,820,711
550,220,266,642,863,712
550,150,336,642,863,709
550,117,369,640,865,709
546,86,404,552,953,808
546,86,385,569,955,807
428,191,398,568,956,823
357,249,411,568,956,853
275,331,411,568,956,1387
78,530,411,568,956,1509
52,561,411,568,873,1525
52,561,411,568,792,1816
73,561,409,494,801,1921
73,559,411,493,802,1762
73,537,425,500,803,1930
73,537,380,414,892,2053
68,542,337,457,885,2024
63,547,337,457,850,1976
63,547,337,457,850,1983
123,525,295,469,902,2023
124,524,296,468,903,2022
124,524,238,296,1132,2035
124,524,238,280,1042,2035
123,525,238,243,1079,2036
117,522,247,241,1006,2036
122,522,247,239,1008,2008
113,531,235,251,947,1997
121,549,235,251,766,1967
124,549,235,251,764,1992
297,550,235,251,726,1991
304,550,235,251,692,2022
308,550,235,251,685,2019
308,550,220,266,642,2226
353,550,150,336,642,2271
378,550,117,369,640,2320
534,546,86,404,552,2221
569,546,86,385,569,2298
723,428,191,398,568,2325
723,357,249,411,568,2312
723,275,331,411,568,1778
724,78,530,411,568,1715
719,52,561,411,568,1732
719,52,561,411,568,1464
733,73,561,409,494,1356
733,73,559,411,493,1320
735,73,537,425,500,1080
751,73,537,380,414,874
751,68,542,337,457,935
751,63,547,337,457,978
751,63,547,337,457,963
691,123,525,295,469,970
690,124,524,296,468,994
697,124,524,238,296,981
697,124,524,238,280,1003
697,123,525,238,243,998
697,117,522,247,241,998
692,122,522,247,239,979
692,113,531,235,251,974
666,121,549,235,251,934
663,124,549,235,251,878
489,297,550,235,251,888
482,304,550,235,251,884
478,308,550,235,251,1047
478,308,550,220,266,952
433,353,550,150,336,1012
423,378,550,117,369,969
339,534,546,86,404,967
345,569,546,86,385,890
205,723,428,191,398,840
205,723,357,249,411,823
205,723,275,331,411,854
239,724,78,530,411,806
240,719,52,561,411,834
240,719,52,561,411,834
224,733,73,561,409,859
236,733,73,559,411,859
234,735,73,537,425,918
218,751,73,537,380,910
218,751,68,542,337,835
218,751,63,547,337,792
229,751,63,547,337,792
229,691,123,525,295,734
229,690,124,524,296,711
222,697,124,524,238,711
222,697,124,524,238,689
222,697,123,525,238,689
222,697,117,522,247,731
228,692,122,522,247,731
240,692,113,531,235,731
240,666,121,549,235,731
240,663,124,549,235,731
240,489,297,550,235,724
240,482,304,550,235,700
240,478,308,550,235,609
240,478,308,550,220,683
240,433,353,550,150,679
225,423,378,550,117,719
153,339,534,546,86,716
112,345,569,546,86,716
106,205,723,428,191,716
110,205,723,357,249,716
110,205,723,275,331,745
73,239,724,78,530,772
72,240,719,52,561,711
80,240,719,52,561,687
61,224,733,73,561,708
49,236,733,73,559,726
53,234,735,73,537,667
160,218,751,73,537,666
183,218,751,68,542,666
183,218,751,63,547,666
172,229,751,63,547,666
177,229,691,123,525,666
207,229,690,124,524,665
207,222,697,124,524,665
207,222,697,124,524,665
207,222,697,123,525,665
207,222,697,117,522,623
201,228,692,122,522,623
189,240,692,113,531,623
189,240,666,121,549,623
190,240,663,124,549,623
212,240,489,297,550,653
329,240,482,304,550,757
430,240,478,308,550,806
495,240,478,308,550,621
495,240,433,353,550,520
498,225,423,378,550,474
528,153,339,534,546,473
531,112,345,569,546,473
523,106,205,723,428,473
568,110,205,723,357,509
641,110,205,723,275,449
713,73,239,724,78,421
713,72,240,719,52,438
705,80,240,719,52,470
705,61,224,733,73,448
705,49,236,733,73,449
840,53,234,735,73,472
749,160,218,751,73,512
726,183,218,751,68,552
726,183,218,751,63,599
726,172,229,751,63,610
721,177,229,691,123,610
691,207,229,690,124,645
691,207,222,697,124,645
691,207,222,697,124,645
691,207,222,697,123,646
691,207,222,697,117,646
691,201,228,692,122,658
691,189,240,692,113,689
691,189,240,666,121,689
690,190,240,663,124,705
668,212,240,489,297,649
551,329,240,482,304,577
450,430,240,478,308,508
385,495,240,478,308,506
480,495,240,433,353,506
484,498,225,423,378,533
464,528,153,339,534,533
461,531,112,345,569,533
466,523,106,205,723,533
417,568,110,205,723,497
344,641,110,205,723,497
272,713,73,239,724,487
273,713,72,240,719,470
286,705,80,240,719,438
295,705,61,224,733,408
316,705,49,236,733,389
251,840,53,234,735,400
250,749,160,218,751,384
295,726,183,218,751,359
366,726,183,218,751,312
383,726,172,229,751,301
395,721,177,229,691,301
395,691,207,229,690,266
419,691,207,222,697,266
426,691,207,222,697,266
426,691,207,222,697,272
426,691,207,222,697,273
426,691,201,228,692,261
426,691,189,240,692,230
426,691,189,240,666,268
426,690,190,240,663,252
426,668,212,240,489,252
426,551,329,240,482,217
426,450,430,240,478,158
426,385,495,240,478,158
331,480,495,240,433,158
324,484,498,225,423,209
363,464,528,153,339,209
364,461,531,112,345,209
359,466,523,106,205,209
359,417,568,110,205,293
359,344,641,110,205,350
359,272,713,73,239,358
364,273,713,72,240,358
351,286,705,80,240,358
342,295,705,61,224,358
321,316,705,49,236,358
247,251,840,53,234,324
232,250,749,160,218,300
187,295,726,183,218,285
116,366,726,183,218,285
131,383,726,172,229,285
129,395,721,177,229,382
129,395,691,207,229,443
105,419,691,207,222,443
220,426,691,207,222,443
258,426,691,207,222,436
363,426,691,207,222,436
438,426,691,201,228,436
438,426,691,189,240,436
438,426,691,189,240,398
438,426,690,190,240,398
438,426,668,212,240,386
438,426,551,329,240,386
438,426,450,430,240,386
559,426,385,495,240,386
606,331,480,495,240,386
607,324,484,498,225,391
568,363,464,528,153,472
622,364,461,531,112,539
622,359,466,523,106,539
660,359,417,568,110,455
763,359,344,641,110,440
804,359,272,713,73,439
846,364,273,713,72,474
900,351,286,705,80,474
902,342,295,705,61,474
902,321,316,705,49,474
902,247,251,840,53,475
902,232,250,749,160,581
902,187,295,726,183,581
902,116,366,726,183,656
870,131,383,726,172,656
860,129,395,721,177,620
860,129,395,691,207,740
860,105,419,691,207,742
738,220,426,691,207,780
700,258,426,691,207,814
678,363,426,691,207,820
614,438,426,691,201,863
624,438,426,691,189,863
624,438,426,691,189,865
624,438,426,690,190,953
624,438,426,668,212,955
624,438,426,551,329,956
624,438,426,450,430,956
569,559,426,385,495,956
526,606,331,480,495,956
525,607,324,484,498,873
521,568,363,464,528,792
466,622,364,461,531,801
466,622,359,466,523,802
428,660,359,417,568,803
484,763,359,344,641,892
443,804,359,272,713,885
395,846,364,273,713,850
341,900,351,286,705,850
801,902,342,295,705,902
801,902,321,316,705,903
801,902,247,251,840,1132
823,902,232,250,749,1042
838,902,187,295,726,1079
838,902,116,366,726,1006
838,870,131,383,726,1008
838,860,129,395,721,947
838,860,129,395,691,766
838,860,105,419,691,764
838,738,220,426,691,726
838,700,258,426,691,692
755,678,363,426,691,685
744,614,438,426,691,642
743,624,438,426,691,642
763,624,438,426,691,640
807,624,438,426,690,552
810,624,438,426,668,569
834,624,438,426,551,568
926,624,438,426,450,568
884,569,559,426,385,568
880,526,606,331,480,568
880,525,607,324,484,568
874,521,568,363,464,568
874,466,622,364,461,494
876,466,622,359,466,493
884,428,660,359,417,500
744,484,763,359,344,414
816,443,804,359,272,457
816,395,846,364,273,457
831,341,900,351,286,457
398,801,902,342,295,469
402,801,902,321,316,468
403,801,902,247,251,296
502,823,902,232,250,280
569,838,902,187,295,243
637,838,902,116,366,241
671,838,870,131,383,239
706,838,860,129,395,251
706,838,860,129,395,251
713,838,860,105,419,251
967,838,738,220,426,251
1073,838,700,258,426,251
1124,755,678,363,426,251
1124,744,614,438,426,266
1115,743,624,438,426,336
1095,763,624,438,426,369
1051,807,624,438,426,404
1176,810,624,438,426,385
1176,834,624,438,426,398
1194,926,624,438,426,411
1170,884,569,559,426,411
1170,880,526,606,331,411
1180,880,525,607,324,411
1188,874,521,568,363,411
1291,874,466,622,364,409
1291,876,466,622,359,411
1283,884,428,660,359,425
1264,744,484,763,359,380
1259,816,443,804,359,337
1266,816,395,846,364,337
1254,831,341,900,351,337
1246,398,801,902,342,295
1303,402,801,902,321,296
1349,403,801,902,247,238
1252,502,823,902,232,238
1170,569,838,902,187,238
1102,637,838,902,116,247
1068,671,838,870,131,247
1033,706,838,860,129,235
1033,706,838,860,129,235
1026,713,838,860,105,235
772,967,838,738,220,235
719,1073,838,700,258,235
668,1124,755,678,363,235
668,1124,744,614,438,220
668,1115,743,624,438,150
723,1095,763,624,438,117
729,1051,807,624,438,86
613,1176,810,624,438,86
657,1176,834,624,438,191
549,1194,926,624,438,249
561,1170,884,569,559,331
665,1170,880,526,606,530
655,1180,880,525,607,561
647,1188,874,521,568,561
544,1291,874,466,622,561
542,1291,876,466,622,559
542,1283,884,428,660,537
