Accum_y-0,T-1,Accum_y-1,Accum_y-2,Accum_y-3,Accum_y-4,Accum_y-5,Accum_y-6
958,464,252,385,471,694,1400,719
950,486,252,329,469,693,1378,645
1056,515,252,329,422,693,1338,598
1104,522,252,415,409,693,1355,597
977,674,252,417,409,693,1322,493
977,674,263,453,409,693,1341,503
976,675,265,517,410,693,1375,525
964,687,318,526,282,668,1426,525
960,691,340,512,282,654,1424,525
889,762,342,529,282,654,1374,507
829,822,336,527,282,654,1441,506
818,832,336,523,285,654,1452,504
815,817,323,523,282,654,1384,565
823,805,302,436,282,653,1331,595
846,793,302,435,282,653,1309,651
856,793,302,435,282,585,1336,673
915,783,342,435,282,646,1330,710
922,783,383,435,282,706,1334,780
922,782,383,443,282,708,1263,781
922,591,406,472,282,530,1263,778
922,573,470,515,282,433,1267,781
877,591,476,446,282,330,1161,781
906,516,476,412,283,271,952,782
906,510,460,514,284,267,920,782
906,500,463,510,284,267,868,860
736,634,455,510,284,267,1064,785
653,717,564,510,202,267,1087,707
682,721,568,510,287,295,1117,698
635,768,545,542,299,328,1123,675
598,805,551,563,326,393,1057,675
528,875,500,569,370,405,1209,561
520,958,475,569,518,430,1209,497
517,950,475,571,525,465,1209,472
382,1056,475,571,432,466,1288,468
327,1104,545,523,403,498,1271,518
302,977,568,538,402,750,1253,482
317,977,559,503,402,809,1157,506
317,976,565,502,401,818,1123,542
317,964,607,694,401,818,1058,546
427,960,590,892,405,818,1021,551
432,889,584,877,413,818,1013,551
432,829,584,877,413,818,929,551
432,818,584,984,410,820,871,554
557,815,584,984,452,820,870,579
571,823,677,992,464,833,870,550
548,846,766,992,500,869,881,494
538,856,766,992,500,841,787,450
876,915,726,992,506,780,779,438
869,922,685,992,574,720,769,389
908,922,685,984,821,827,785,409
959,922,662,955,1091,771,760,473
1144,922,723,873,1091,711,750,470
1191,877,721,870,1121,711,748,591
1160,906,722,870,1158,727,745,594
1173,906,737,721,1157,739,745,594
1197,906,734,721,1247,745,745,523
1247,736,733,721,1247,756,474,557
1385,653,624,721,1244,767,415,590
1384,682,563,721,1123,739,385,591
1384,635,563,689,1111,711,366,607
1487,598,796,668,1179,646,312,624
1512,528,796,675,1135,634,157,756
1428,520,796,675,956,609,157,756
1468,517,796,673,949,574,159,756
1468,382,796,707,984,573,90,756
1468,327,772,669,1005,559,117,769
1470,302,749,710,1022,382,117,809
1456,317,740,709,1046,334,117,997
1456,317,758,640,1046,461,117,940
1456,317,660,433,1046,461,208,936
1346,427,649,224,1131,465,222,931
1341,432,649,222,1123,488,222,938
1341,432,649,295,1161,504,356,947
1341,432,649,208,1161,517,364,944
1213,557,649,299,1120,523,364,858
1191,571,556,291,1108,510,364,857
1288,548,468,291,1240,474,353,857
1338,538,468,291,1240,476,666,857
941,876,468,291,1234,476,678,832
941,869,468,291,1230,476,748,811
1017,908,468,305,983,367,733,789
1114,959,468,326,713,367,733,725
929,1144,343,326,713,367,733,725
898,1191,339,327,683,367,733,607
879,1160,338,423,645,351,733,603
866,1173,323,423,645,339,733,609
842,1197,323,444,555,333,733,610
933,1247,325,444,555,322,733,618
803,1385,326,444,555,311,757,585
782,1384,326,444,555,311,791,584
782,1384,376,444,555,330,791,568
681,1487,334,444,458,330,791,551
656,1512,392,431,484,330,793,405
642,1428,456,484,523,340,793,486
591,1468,505,587,549,408,791,717
591,1468,505,568,537,492,781,717
591,1468,493,606,611,474,754,896
608,1470,507,548,594,415,772,883
624,1456,759,548,570,406,929,667
625,1456,772,623,570,270,937,887
629,1456,848,671,570,270,846,920
629,1346,848,695,481,274,832,1176
629,1341,848,705,481,465,854,1208
629,1341,848,634,443,449,721,1211
629,1341,848,614,443,436,759,1219
629,1213,848,523,442,524,1039,1328
629,1191,848,523,442,538,1156,1364
532,1288,847,523,274,541,1165,1402
482,1338,847,523,281,539,848,1415
482,941,847,525,281,561,834,1415
482,941,957,661,217,561,820,1415
367,1017,957,715,217,561,890,1415
219,1114,1024,724,232,561,893,1415
219,929,1024,776,392,561,893,1415
223,898,1024,775,392,561,893,1412
223,879,1027,679,392,564,909,1562
223,866,1076,679,396,569,909,1588
223,842,1093,681,398,571,909,1596
82,933,1091,689,471,571,909,1758
88,803,1134,689,493,571,885,1816
124,782,1273,689,493,571,851,1837
124,782,1657,689,493,547,851,1971
122,681,1456,689,532,557,851,1971
122,656,1398,689,506,598,849,1971
134,642,1334,636,467,605,849,1934
188,591,1285,533,441,600,853,1703
222,591,1286,525,417,555,902,1703
501,591,1252,506,322,593,930,1461
482,608,1297,506,322,577,947,1434
465,624,1045,506,322,594,856,1425
465,625,1055,454,322,594,1001,1209
461,629,1007,406,322,596,1002,1205
475,629,1007,382,322,622,1003,949
531,629,1007,499,322,466,993,910
612,629,1019,497,322,469,992,898
617,629,1032,567,322,467,946,890
713,629,1135,654,322,373,666,781
831,629,1249,682,322,359,549,745
832,532,1249,682,322,356,540,707
834,482,1249,863,315,356,589,694
1012,482,1249,900,494,334,551,694
1021,482,1139,995,623,334,525,807
1044,367,1160,927,623,363,458,967
1062,219,1093,1010,608,371,455,1123
1132,219,1093,982,448,424,455,1123
1113,223,1093,982,448,427,455,1123
1113,223,1092,983,448,464,439,973
1363,223,1044,1022,444,542,439,941
1469,223,1087,1097,442,544,439,924
1553,82,1087,1112,369,663,439,820
1539,88,1043,1124,347,956,439,774
1666,124,904,1221,356,967,439,754
1748,124,470,1249,506,1206,439,620
1748,122,469,1278,473,1196,454,620
1748,122,469,1278,473,1155,469,620
1736,134,469,1278,473,1138,469,678
1682,188,469,1278,473,1075,465,793
1670,222,468,1271,473,1055,527,794
1391,501,468,1252,473,1043,569,799
1391,482,409,1252,473,1043,535,799
1391,465,409,1252,482,1024,647,987
1390,465,354,1229,629,1024,519,982
1390,461,326,1229,629,1022,545,953
1376,475,327,1229,629,989,574,953
1320,531,658,1233,658,1126,568,953
1239,612,759,1239,658,1123,575,953
1234,617,776,1167,658,1123,577,963
1138,713,673,1081,658,1123,709,963
1020,831,560,1053,658,1123,711,963
1022,832,610,1056,658,1123,794,966
1020,834,652,875,658,1123,782,1150
867,1012,652,836,479,1123,778,1162
878,1021,652,641,350,1123,745,1050
860,1044,631,641,350,1094,1020,917
842,1062,631,539,350,1086,1022,800
772,1132,631,518,350,1033,1024,800
771,1113,631,537,382,1144,1024,802
771,1113,629,654,388,1112,1024,802
527,1363,628,620,388,1029,1024,805
434,1469,575,562,388,1060,1024,805
358,1553,575,539,388,1025,1123,723
358,1539,586,549,390,742,1123,713
184,1666,596,453,400,731,1123,910
118,1748,613,427,250,492,1158,912
174,1748,652,456,244,492,1143,1092
193,1748,825,456,285,492,1203,1102
381,1736,842,456,369,492,1372,1062
630,1682,842,456,399,493,1419,947
609,1670,842,456,399,474,1309,946
613,1391,842,509,410,502,1241,993
677,1391,842,512,481,515,1272,993
682,1391,842,518,627,515,1114,805
682,1390,842,537,517,515,1096,979
683,1390,843,551,517,515,1069,1110
683,1376,842,551,518,514,1039,1216
683,1320,511,420,491,319,1034,1221
683,1239,398,414,491,337,1027,1221
683,1234,368,425,491,340,1025,1211
683,1138,368,456,491,340,901,1211
683,1020,367,478,491,370,904,1259
680,1022,317,552,491,496,821,1263
680,1020,275,624,491,550,784,1079
655,867,280,645,491,581,819,1160
715,878,323,618,491,581,819,1174
747,860,383,757,491,596,541,1147
752,842,424,746,491,703,553,1108
784,772,477,743,491,950,552,1108
934,771,481,724,459,871,598,1137
995,771,481,643,453,905,616,1137
990,527,483,638,453,1257,616,1147
977,434,476,598,453,1400,616,1147
969,358,476,715,453,1421,529,1133
976,358,465,713,473,1411,530,1138
977,184,455,753,471,1412,530,941
961,118,438,753,517,1413,495,1098
928,174,493,695,703,1416,519,952
927,193,338,713,671,1465,444,1081
739,381,402,766,647,1651,275,1073
490,630,471,839,640,1702,228,1128
489,609,522,848,640,1720,227,1134
485,613,547,795,629,1666,225,1205
421,677,547,834,558,1716,247,1292
416,682,552,828,403,1739,356,1391
423,682,552,810,366,1857,502,1271
422,683,561,842,366,1886,505,1161
422,683,561,852,365,2073,505,1055
485,683,563,852,363,2089,504,1050
485,683,573,854,381,2072,527,1195
565,683,573,843,381,2111,527,1247
580,683,573,811,418,2138,520,1252
580,683,647,789,418,2154,515,1231
628,680,665,715,496,2127,515,1226
636,680,680,651,555,2080,515,1235
695,655,675,742,561,2049,480,1142
697,715,632,733,563,2049,480,1159
758,747,572,594,563,2034,479,1172
782,752,539,607,563,1984,465,1242
776,784,486,619,565,1742,535,1354
885,934,482,629,592,1731,494,1467
851,995,520,592,592,1697,512,1467
927,990,518,592,624,1406,551,1550
929,977,542,616,673,1228,611,1616
929,969,569,499,717,1123,631,1650
947,976,593,481,695,1132,631,1643
946,977,593,440,680,1141,713,1642
947,961,593,438,678,1144,796,1483
924,928,499,457,501,1209,788,1503
906,927,607,452,492,1188,801,1409
993,739,619,399,432,1005,812,1355
1105,490,666,326,409,953,856,1303
1122,489,671,317,409,935,898,1297
1128,485,668,317,409,935,898,1228
1196,421,668,275,409,872,844,1244
1279,416,699,275,409,849,715,1164
1278,423,699,274,409,731,562,1110
1278,422,689,228,409,702,559,1242
1320,422,689,218,415,515,559,1276
1292,485,687,218,433,504,559,1290
1293,485,677,216,549,504,536,1181
1213,565,677,216,648,469,536,1251
1198,580,689,216,612,479,535,1263
1242,580,680,272,612,437,535,1249
1194,628,667,356,534,338,535,1247
1186,636,660,440,475,331,535,1271
1127,695,680,344,477,331,537,1272
1045,697,680,344,574,387,537,1240
947,758,680,344,587,412,552,1227
918,782,672,346,587,511,564,1157
892,776,672,365,608,509,493,1046
633,885,672,402,581,524,496,903
606,851,634,419,585,530,547,962
529,927,642,419,553,572,508,918
527,929,645,395,588,619,496,884
527,929,629,411,567,624,609,854
502,947,606,411,567,758,763,869
627,946,640,411,565,841,681,869
705,947,704,433,521,875,598,870
803,924,721,441,521,1048,582,946
832,906,595,428,522,1354,569,939
757,993,502,433,522,1398,558,948
714,1105,386,433,522,1532,514,1147
707,1122,336,485,538,1532,472,1391
777,1128,314,485,576,1532,472,1343
709,1196,314,486,577,1532,472,1240
704,1279,278,517,660,1532,472,1221
706,1278,278,517,683,1532,472,1222
735,1278,278,532,703,1532,472,1104
731,1320,319,538,901,1532,472,1070
698,1292,319,578,1050,1527,472,1056
704,1293,319,578,1017,1528,472,1020
712,1213,319,578,985,1521,472,898
712,1198,307,578,1026,1493,507,881
668,1242,247,522,1079,1489,517,868
746,1194,374,515,1118,1489,517,871
904,1186,374,513,1127,1489,517,851
959,1127,354,506,1179,1517,563,863
1014,1045,380,650,1086,1506,586,868
1015,947,387,650,1073,1500,573,954
1015,918,387,635,1073,1372,572,1036
1015,892,387,608,1050,1371,650,1124
1015,633,387,562,1072,1332,701,1188
1015,606,391,545,1080,1318,650,1172
1015,529,384,545,1102,1241,767,1200
1036,527,357,545,1026,1213,777,1205
1036,527,346,530,1016,1279,642,1197
1039,502,345,528,1017,1151,487,1182
914,627,311,530,1017,1058,487,1182
836,705,247,525,1049,1020,490,1181
738,803,230,500,1091,782,491,1051
709,832,230,516,1091,550,491,1036
697,757,230,513,1091,564,491,1092
628,714,230,513,1091,437,495,999
622,707,224,461,1075,438,541,839
591,777,224,461,1042,438,546,907
601,709,225,460,1082,443,592,956
707,704,246,429,1059,445,607,985
706,706,258,429,1036,445,870,987
704,735,270,479,1021,445,925,952
801,731,229,518,817,445,980,952
914,698,239,593,650,445,1012,1144
930,704,239,726,549,443,1212,1147
1066,712,240,745,482,443,1216,1147
1066,712,431,746,440,434,1181,1147
1066,668,444,746,387,434,1171,1157
988,746,339,666,348,434,1171,1154
830,904,427,605,339,434,1211,1141
775,959,433,609,279,406,1275,1128
720,1014,417,526,273,361,1382,1123
732,1015,446,558,273,342,1380,1051
732,1015,446,558,293,314,1419,980
777,1015,446,555,293,312,1435,924
880,1015,446,555,273,312,1402,859
999,1015,442,555,292,312,1469,817
1016,1015,441,568,271,286,1491,744
1042,1036,464,568,271,267,1457,707
1206,1036,486,567,314,198,1448,729
1294,1039,515,567,313,324,1448,769
1328,914,522,565,313,366,1448,769
1412,836,674,548,281,367,1445,820
1412,738,674,553,230,364,1444,897
1429,709,675,543,235,262,1444,874
1499,697,687,544,241,329,1469,823
1523,628,691,550,266,322,1479,753
1519,622,762,554,266,321,1433,727
1509,591,822,560,263,321,1428,670
1499,601,832,560,228,316,1382,668
1315,707,817,573,168,317,1367,708
1308,706,805,594,255,317,1105,758
1281,704,793,529,251,317,1050,780
1146,801,793,484,251,317,1091,851
1031,914,783,369,251,317,1059,717
1008,930,783,236,251,317,859,723
870,1066,782,217,251,317,855,794
920,1066,591,216,251,317,1089,819
955,1066,573,216,290,317,1246,815
992,988,591,216,362,317,1349,923
992,830,516,187,396,317,1368,1135
1207,775,510,190,443,317,1260,1167
1211,720,500,129,447,317,1130,1219
1219,732,634,106,447,317,1130,1280
1224,732,717,106,427,402,1080,1305
1179,777,721,162,427,438,986,1272
1076,880,768,184,425,438,960,1285
976,999,805,189,394,440,857,1404
972,1016,875,227,393,440,718,1400
954,1042,958,252,385,471,694,1400
831,1206,950,252,329,469,693,1378
740,1294,1056,252,329,422,693,1338
706,1328,1104,252,415,409,693,1355
621,1412,977,252,417,409,693,1322
621,1412,977,263,453,409,693,1341
604,1429,976,265,517,410,693,1375
534,1499,964,318,526,282,668,1426
510,1523,960,340,512,282,654,1424
510,1519,889,342,529,282,654,1374
475,1509,829,336,527,282,654,1441
475,1499,818,336,523,285,654,1452
475,1315,815,323,523,282,654,1384
475,1308,823,302,436,282,653,1331
475,1281,846,302,435,282,653,1309
475,1146,856,302,435,282,585,1336
475,1031,915,342,435,282,646,1330
475,1008,922,383,435,282,706,1334
469,870,922,383,443,282,708,1263
419,920,922,406,472,282,530,1263
384,955,922,470,515,282,433,1267
347,992,877,476,446,282,330,1161
347,992,906,476,412,283,271,952
132,1207,906,460,514,284,267,920
128,1211,906,463,510,284,267,868
107,1219,736,455,510,284,267,1064
102,1224,653,564,510,202,267,1087
102,1179,682,568,510,287,295,1117
102,1076,635,545,542,299,328,1123
83,976,598,551,563,326,393,1057
136,972,528,500,569,370,405,1209
107,954,520,475,569,518,430,1209
66,831,517,475,571,525,465,1209
66,740,382,475,571,432,466,1288
66,706,327,545,523,403,498,1271
90,621,302,568,538,402,750,1253
92,621,317,559,503,402,809,1157
92,604,317,565,502,401,818,1123
198,534,317,607,694,401,818,1058
279,510,427,590,892,405,818,1021
370,510,432,584,877,413,818,1013
370,475,432,584,877,413,818,929
398,475,432,584,984,410,820,871
413,475,557,584,984,452,820,870
433,475,571,677,992,464,833,870
444,475,548,766,992,500,869,881
479,475,538,766,992,500,841,787
638,475,876,726,992,506,780,779
724,475,869,685,992,574,720,769
724,469,908,685,984,821,827,785
762,419,959,662,955,1091,771,760
902,384,1144,723,873,1091,711,750
903,347,1191,721,870,1121,711,748
903,347,1160,722,870,1158,727,745
903,132,1173,737,721,1157,739,745
903,128,1197,734,721,1247,745,745
951,107,1247,733,721,1247,756,474
1112,102,1385,624,721,1244,767,415
1159,102,1384,563,721,1123,739,385
1177,102,1384,563,689,1111,711,366
1183,83,1487,796,668,1179,646,312
1123,136,1512,796,675,1135,634,157
1195,107,1428,796,675,956,609,157
1443,66,1468,796,673,949,574,159
1443,66,1468,796,707,984,573,90
1443,66,1468,772,669,1005,559,117
1419,90,1470,749,710,1022,382,117
1417,92,1456,740,709,1046,334,117
1417,92,1456,758,640,1046,461,117
1311,198,1456,660,433,1046,461,208
1261,279,1346,649,224,1131,465,222
1204,370,1341,649,222,1123,488,222
1278,370,1341,649,295,1161,504,356
1250,398,1341,649,208,1161,517,364
1235,413,1213,649,299,1120,523,364
1220,433,1191,556,291,1108,510,364
1237,444,1288,468,291,1240,474,353
1290,479,1338,468,291,1240,476,666
1175,638,941,468,291,1234,476,678
1213,724,941,468,291,1230,476,748
1267,724,1017,468,305,983,367,733
1230,762,1114,468,326,713,367,733
1122,902,929,343,326,713,367,733
1173,903,898,339,327,683,367,733
1266,903,879,338,423,645,351,733
1383,903,866,323,423,645,339,733
1425,903,842,323,444,555,333,733
1448,951,933,325,444,555,322,733
1409,1112,803,326,444,555,311,757
1376,1159,782,326,444,555,311,791
1399,1177,782,376,444,555,330,791
1401,1183,681,334,444,458,330,791
1398,1123,656,392,431,484,330,793
1374,1195,642,456,484,523,340,793
1320,1443,591,505,587,549,408,791
1495,1443,591,505,568,537,492,781
1529,1443,591,493,606,611,474,754
1589,1419,608,507,548,594,415,772
1618,1417,624,759,548,570,406,929
1618,1417,625,772,623,570,270,937
1713,1311,629,848,671,570,270,846
1689,1261,629,848,695,481,274,832
1656,1204,629,848,705,481,465,854
1583,1278,629,848,634,443,449,721
1591,1250,629,848,614,443,436,759
1593,1235,629,848,523,442,524,1039
1588,1220,629,848,523,442,538,1156
1560,1237,532,847,523,274,541,1165
1472,1290,482,847,523,281,539,848
1428,1175,482,847,525,281,561,834
1304,1213,482,957,661,217,561,820
1307,1267,367,957,715,217,561,890
1382,1230,219,1024,724,232,561,893
1417,1122,219,1024,776,392,561,893
1369,1173,223,1024,775,392,561,893
1313,1266,223,1027,679,392,564,909
1197,1383,223,1076,679,396,569,909
1155,1425,223,1093,681,398,571,909
1084,1448,82,1091,689,471,571,909
962,1409,88,1134,689,493,571,885
992,1376,124,1273,689,493,571,851
995,1399,124,1657,689,493,547,851
987,1401,122,1456,689,532,557,851
984,1398,122,1398,689,506,598,849
936,1374,134,1334,636,467,605,849
834,1320,188,1285,533,441,600,853
659,1495,222,1286,525,417,555,902
625,1529,501,1252,506,322,593,930
565,1589,482,1297,506,322,577,947
840,1618,465,1045,506,322,594,856
881,1618,465,1055,454,322,594,1001
810,1713,461,1007,406,322,596,1002
899,1689,475,1007,382,322,622,1003
907,1656,531,1007,499,322,466,993
906,1583,612,1019,497,322,469,992
903,1591,617,1032,567,322,467,946
901,1593,713,1135,654,322,373,666
901,1588,831,1249,682,322,359,549
952,1560,832,1249,682,322,356,540
1009,1472,834,1249,863,315,356,589
1035,1428,1012,1249,900,494,334,551
1035,1304,1021,1139,995,623,334,525
1028,1307,1044,1160,927,623,363,458
963,1382,1062,1093,1010,608,371,455
974,1417,1132,1093,982,448,424,455
1304,1369,1113,1093,982,448,427,455
1268,1313,1113,1092,983,448,464,439
1267,1197,1363,1044,1022,444,542,439
1267,1155,1469,1087,1097,442,544,439
1267,1084,1553,1087,1112,369,663,439
1267,962,1539,1043,1124,347,956,439
1223,992,1666,904,1221,356,967,439
1179,995,1748,470,1249,506,1206,439
1179,987,1748,469,1278,473,1196,454
1179,984,1748,469,1278,473,1155,469
1179,936,1736,469,1278,473,1138,469
1087,834,1682,469,1278,473,1075,465
1196,659,1670,468,1271,473,1055,527
1202,625,1391,468,1252,473,1043,569
1207,565,1391,409,1252,473,1043,535
912,840,1391,409,1252,482,1024,647
871,881,1390,354,1229,629,1024,519
847,810,1390,326,1229,629,1022,545
751,899,1376,327,1229,629,989,574
771,907,1320,658,1233,658,1126,568
772,906,1239,759,1239,658,1123,575
767,903,1234,776,1167,658,1123,577
767,901,1138,673,1081,658,1123,709
767,901,1020,560,1053,658,1123,711
716,952,1022,610,1056,658,1123,794
659,1009,1020,652,875,658,1123,782
710,1035,867,652,836,479,1123,778
729,1035,878,652,641,350,1123,745
679,1028,860,631,641,350,1094,1020
668,963,842,631,539,350,1086,1022
590,974,772,631,518,350,1033,1024
256,1304,771,631,537,382,1144,1024
255,1268,771,629,654,388,1112,1024
312,1267,527,628,620,388,1029,1024
312,1267,434,575,562,388,1060,1024
312,1267,358,575,539,388,1025,1123
479,1267,358,586,549,390,742,1123
489,1223,184,596,453,400,731,1123
530,1179,118,613,427,250,492,1158
530,1179,174,652,456,244,492,1143
530,1179,193,825,456,285,492,1203
544,1179,381,842,456,369,492,1372
549,1087,630,842,456,399,493,1419
440,1196,609,842,456,399,474,1309
434,1202,613,842,509,410,502,1241
429,1207,677,842,512,481,515,1272
420,912,682,842,518,627,515,1114
420,871,682,842,537,517,515,1096
425,847,683,843,551,517,515,1069
476,751,683,842,551,518,514,1039
447,771,683,511,420,491,319,1034
446,772,683,398,414,491,337,1027
446,767,683,368,425,491,340,1025
446,767,683,368,456,491,340,901
446,767,683,367,478,491,370,904
446,716,680,317,552,491,496,821
456,659,680,275,624,491,550,784
379,710,655,280,645,491,581,819
360,729,715,323,618,491,581,819
360,679,747,383,757,491,596,541
374,668,752,424,746,491,703,553
375,590,784,477,743,491,950,552
375,256,934,481,724,459,871,598
375,255,995,481,643,453,905,616
318,312,990,483,638,453,1257,616
318,312,977,476,598,453,1400,616
318,312,969,476,715,453,1421,529
151,479,976,465,713,473,1411,530
380,489,977,455,753,471,1412,530
352,530,961,438,753,517,1413,495
352,530,928,493,695,703,1416,519
352,530,927,338,713,671,1465,444
338,544,739,402,766,647,1651,275
333,549,490,471,839,640,1702,228
333,440,489,522,848,640,1720,227
333,434,485,547,795,629,1666,225
406,429,421,547,834,558,1716,247
409,420,416,552,828,403,1739,356
509,420,423,552,810,366,1857,502
615,425,422,561,842,366,1886,505
592,476,422,561,852,365,2073,505
624,447,485,563,852,363,2089,504
624,446,485,573,854,381,2072,527
680,446,565,573,843,381,2111,527
690,446,580,573,811,418,2138,520
690,446,580,647,789,418,2154,515
690,446,628,665,715,496,2127,515
680,456,636,680,651,555,2080,515
680,379,695,675,742,561,2049,480
826,360,697,632,733,563,2049,480
832,360,758,572,594,563,2034,479
856,374,782,539,607,563,1984,465
855,375,776,486,619,565,1742,535
873,375,885,482,629,592,1731,494
873,375,851,520,592,592,1697,512
893,318,927,518,592,624,1406,551
937,318,929,542,616,673,1228,611
946,318,929,569,499,717,1123,631
946,151,947,593,481,695,1132,631
716,380,946,593,440,680,1141,713
707,352,947,593,438,678,1144,796
826,352,924,499,457,501,1209,788
1158,352,906,607,452,492,1188,801
1221,338,993,619,399,432,1005,812
1252,333,1105,666,326,409,953,856
1270,333,1122,671,317,409,935,898
1373,333,1128,668,317,409,935,898
1403,406,1196,668,275,409,872,844
1452,409,1279,699,275,409,849,715
1500,509,1278,699,274,409,731,562
1412,615,1278,689,228,409,702,559
1394,592,1320,689,218,415,515,559
1362,624,1292,687,218,433,504,559
1362,624,1293,677,216,549,504,536
1306,680,1213,677,216,648,469,536
1296,690,1198,689,216,612,479,535
1296,690,1242,680,272,612,437,535
1296,690,1194,667,356,534,338,535
1296,680,1186,660,440,475,331,535
1296,680,1127,680,344,477,331,537
1150,826,1045,680,344,574,387,537
1144,832,947,680,344,587,412,552
1106,856,918,672,346,587,511,564
1106,855,892,672,365,608,509,493
1088,873,633,672,402,581,524,496
1088,873,606,634,419,585,530,547
1090,893,529,642,419,553,572,508
1047,937,527,645,395,588,619,496
1040,946,527,629,411,567,624,609
1108,946,502,606,411,567,758,763
1111,716,627,640,411,565,841,681
1108,707,705,704,433,521,875,598
989,826,803,721,441,521,1048,582
657,1158,832,595,428,522,1354,569
610,1221,757,502,433,522,1398,558
580,1252,714,386,433,522,1532,514
667,1270,707,336,485,538,1532,472
588,1373,777,314,485,576,1532,472
546,1403,709,314,486,577,1532,472
497,1452,704,278,517,660,1532,472
389,1500,706,278,517,683,1532,472
367,1412,735,278,532,703,1532,472
411,1394,731,319,538,901,1532,472
430,1362,698,319,578,1050,1527,472
430,1362,704,319,578,1017,1528,472
434,1306,712,319,578,985,1521,472
448,1296,712,307,578,1026,1493,507
534,1296,668,247,522,1079,1489,517
654,1296,746,374,515,1118,1489,517
683,1296,904,374,513,1127,1489,517
690,1296,959,354,506,1179,1517,563
694,1150,1014,380,650,1086,1506,586
748,1144,1015,387,650,1073,1500,573
803,1106,1015,387,635,1073,1372,572
803,1106,1015,387,608,1050,1371,650
815,1088,1015,387,562,1072,1332,701
815,1088,1015,391,545,1080,1318,650
793,1090,1015,384,545,1102,1241,767
792,1047,1036,357,545,1026,1213,777
790,1040,1036,346,530,1016,1279,642
722,1108,1039,345,528,1017,1151,487
746,1111,914,311,530,1017,1058,487
780,1108,836,247,525,1049,1020,490
991,989,738,230,500,1091,782,491
994,657,709,230,516,1091,550,491
978,610,697,230,513,1091,564,491
1049,580,628,230,513,1091,437,495
1086,667,622,224,461,1075,438,541
1304,588,591,224,461,1042,438,546
1243,546,601,225,460,1082,443,592
1240,497,707,246,429,1059,445,607
1200,389,706,258,429,1036,445,870
1199,367,704,270,479,1021,445,925
1145,411,801,229,518,817,445,980
1126,430,914,239,593,650,445,1012
1126,430,930,239,726,549,443,1212
