Accum_y-0,T-1,T-2,T-3,Accum_y-1,Accum_y-2,Accum_y-3
1112,102,1224,732,1385,624,721
1159,102,1179,777,1384,563,721
1177,102,1076,880,1384,563,689
1183,83,976,999,1487,796,668
1123,136,972,1016,1512,796,675
1195,107,954,1042,1428,796,675
1443,66,831,1206,1468,796,673
1443,66,740,1294,1468,796,707
1443,66,706,1328,1468,772,669
1419,90,621,1412,1470,749,710
1417,92,621,1412,1456,740,709
1417,92,604,1429,1456,758,640
1311,198,534,1499,1456,660,433
1261,279,510,1523,1346,649,224
1204,370,510,1519,1341,649,222
1278,370,475,1509,1341,649,295
1250,398,475,1499,1341,649,208
1235,413,475,1315,1213,649,299
1220,433,475,1308,1191,556,291
1237,444,475,1281,1288,468,291
1290,479,475,1146,1338,468,291
1175,638,475,1031,941,468,291
1213,724,475,1008,941,468,291
1267,724,469,870,1017,468,305
1230,762,419,920,1114,468,326
1122,902,384,955,929,343,326
1173,903,347,992,898,339,327
1266,903,347,992,879,338,423
1383,903,132,1207,866,323,423
1425,903,128,1211,842,323,444
1448,951,107,1219,933,325,444
1409,1112,102,1224,803,326,444
1376,1159,102,1179,782,326,444
1399,1177,102,1076,782,376,444
1401,1183,83,976,681,334,444
1398,1123,136,972,656,392,431
1374,1195,107,954,642,456,484
1320,1443,66,831,591,505,587
1495,1443,66,740,591,505,568
1529,1443,66,706,591,493,606
1589,1419,90,621,608,507,548
1618,1417,92,621,624,759,548
1618,1417,92,604,625,772,623
1713,1311,198,534,629,848,671
1689,1261,279,510,629,848,695
1656,1204,370,510,629,848,705
1583,1278,370,475,629,848,634
1591,1250,398,475,629,848,614
1593,1235,413,475,629,848,523
1588,1220,433,475,629,848,523
1560,1237,444,475,532,847,523
1472,1290,479,475,482,847,523
1428,1175,638,475,482,847,525
1304,1213,724,475,482,957,661
1307,1267,724,469,367,957,715
1382,1230,762,419,219,1024,724
1417,1122,902,384,219,1024,776
1369,1173,903,347,223,1024,775
1313,1266,903,347,223,1027,679
1197,1383,903,132,223,1076,679
1155,1425,903,128,223,1093,681
1084,1448,951,107,82,1091,689
962,1409,1112,102,88,1134,689
992,1376,1159,102,124,1273,689
995,1399,1177,102,124,1657,689
987,1401,1183,83,122,1456,689
984,1398,1123,136,122,1398,689
936,1374,1195,107,134,1334,636
834,1320,1443,66,188,1285,533
659,1495,1443,66,222,1286,525
625,1529,1443,66,501,1252,506
565,1589,1419,90,482,1297,506
840,1618,1417,92,465,1045,506
881,1618,1417,92,465,1055,454
810,1713,1311,198,461,1007,406
899,1689,1261,279,475,1007,382
907,1656,1204,370,531,1007,499
906,1583,1278,370,612,1019,497
903,1591,1250,398,617,1032,567
901,1593,1235,413,713,1135,654
901,1588,1220,433,831,1249,682
952,1560,1237,444,832,1249,682
1009,1472,1290,479,834,1249,863
1035,1428,1175,638,1012,1249,900
1035,1304,1213,724,1021,1139,995
1028,1307,1267,724,1044,1160,927
963,1382,1230,762,1062,1093,1010
974,1417,1122,902,1132,1093,982
1304,1369,1173,903,1113,1093,982
1268,1313,1266,903,1113,1092,983
1267,1197,1383,903,1363,1044,1022
1267,1155,1425,903,1469,1087,1097
1267,1084,1448,951,1553,1087,1112
1267,962,1409,1112,1539,1043,1124
1223,992,1376,1159,1666,904,1221
1179,995,1399,1177,1748,470,1249
1179,987,1401,1183,1748,469,1278
1179,984,1398,1123,1748,469,1278
1179,936,1374,1195,1736,469,1278
1087,834,1320,1443,1682,469,1278
1196,659,1495,1443,1670,468,1271
1202,625,1529,1443,1391,468,1252
1207,565,1589,1419,1391,409,1252
912,840,1618,1417,1391,409,1252
871,881,1618,1417,1390,354,1229
847,810,1713,1311,1390,326,1229
751,899,1689,1261,1376,327,1229
771,907,1656,1204,1320,658,1233
772,906,1583,1278,1239,759,1239
767,903,1591,1250,1234,776,1167
767,901,1593,1235,1138,673,1081
767,901,1588,1220,1020,560,1053
716,952,1560,1237,1022,610,1056
659,1009,1472,1290,1020,652,875
710,1035,1428,1175,867,652,836
729,1035,1304,1213,878,652,641
679,1028,1307,1267,860,631,641
668,963,1382,1230,842,631,539
590,974,1417,1122,772,631,518
256,1304,1369,1173,771,631,537
255,1268,1313,1266,771,629,654
312,1267,1197,1383,527,628,620
312,1267,1155,1425,434,575,562
312,1267,1084,1448,358,575,539
479,1267,962,1409,358,586,549
489,1223,992,1376,184,596,453
530,1179,995,1399,118,613,427
530,1179,987,1401,174,652,456
530,1179,984,1398,193,825,456
544,1179,936,1374,381,842,456
549,1087,834,1320,630,842,456
440,1196,659,1495,609,842,456
434,1202,625,1529,613,842,509
429,1207,565,1589,677,842,512
420,912,840,1618,682,842,518
420,871,881,1618,682,842,537
425,847,810,1713,683,843,551
476,751,899,1689,683,842,551
447,771,907,1656,683,511,420
446,772,906,1583,683,398,414
446,767,903,1591,683,368,425
446,767,901,1593,683,368,456
446,767,901,1588,683,367,478
446,716,952,1560,680,317,552
456,659,1009,1472,680,275,624
379,710,1035,1428,655,280,645
360,729,1035,1304,715,323,618
360,679,1028,1307,747,383,757
374,668,963,1382,752,424,746
375,590,974,1417,784,477,743
375,256,1304,1369,934,481,724
375,255,1268,1313,995,481,643
318,312,1267,1197,990,483,638
318,312,1267,1155,977,476,598
318,312,1267,1084,969,476,715
151,479,1267,962,976,465,713
380,489,1223,992,977,455,753
352,530,1179,995,961,438,753
352,530,1179,987,928,493,695
352,530,1179,984,927,338,713
338,544,1179,936,739,402,766
333,549,1087,834,490,471,839
333,440,1196,659,489,522,848
333,434,1202,625,485,547,795
406,429,1207,565,421,547,834
409,420,912,840,416,552,828
509,420,871,881,423,552,810
615,425,847,810,422,561,842
592,476,751,899,422,561,852
624,447,771,907,485,563,852
624,446,772,906,485,573,854
680,446,767,903,565,573,843
690,446,767,901,580,573,811
690,446,767,901,580,647,789
690,446,716,952,628,665,715
680,456,659,1009,636,680,651
680,379,710,1035,695,675,742
826,360,729,1035,697,632,733
832,360,679,1028,758,572,594
856,374,668,963,782,539,607
855,375,590,974,776,486,619
873,375,256,1304,885,482,629
873,375,255,1268,851,520,592
893,318,312,1267,927,518,592
937,318,312,1267,929,542,616
946,318,312,1267,929,569,499
946,151,479,1267,947,593,481
716,380,489,1223,946,593,440
707,352,530,1179,947,593,438
826,352,530,1179,924,499,457
1158,352,530,1179,906,607,452
1221,338,544,1179,993,619,399
1252,333,549,1087,1105,666,326
1270,333,440,1196,1122,671,317
1373,333,434,1202,1128,668,317
1403,406,429,1207,1196,668,275
1452,409,420,912,1279,699,275
1500,509,420,871,1278,699,274
1412,615,425,847,1278,689,228
1394,592,476,751,1320,689,218
1362,624,447,771,1292,687,218
1362,624,446,772,1293,677,216
1306,680,446,767,1213,677,216
1296,690,446,767,1198,689,216
1296,690,446,767,1242,680,272
1296,690,446,716,1194,667,356
1296,680,456,659,1186,660,440
1296,680,379,710,1127,680,344
1150,826,360,729,1045,680,344
1144,832,360,679,947,680,344
1106,856,374,668,918,672,346
1106,855,375,590,892,672,365
1088,873,375,256,633,672,402
1088,873,375,255,606,634,419
1090,893,318,312,529,642,419
1047,937,318,312,527,645,395
1040,946,318,312,527,629,411
1108,946,151,479,502,606,411
1111,716,380,489,627,640,411
1108,707,352,530,705,704,433
989,826,352,530,803,721,441
657,1158,352,530,832,595,428
610,1221,338,544,757,502,433
580,1252,333,549,714,386,433
667,1270,333,440,707,336,485
588,1373,333,434,777,314,485
546,1403,406,429,709,314,486
497,1452,409,420,704,278,517
389,1500,509,420,706,278,517
367,1412,615,425,735,278,532
411,1394,592,476,731,319,538
430,1362,624,447,698,319,578
430,1362,624,446,704,319,578
434,1306,680,446,712,319,578
448,1296,690,446,712,307,578
534,1296,690,446,668,247,522
654,1296,690,446,746,374,515
683,1296,680,456,904,374,513
690,1296,680,379,959,354,506
694,1150,826,360,1014,380,650
748,1144,832,360,1015,387,650
803,1106,856,374,1015,387,635
803,1106,855,375,1015,387,608
815,1088,873,375,1015,387,562
815,1088,873,375,1015,391,545
793,1090,893,318,1015,384,545
792,1047,937,318,1036,357,545
790,1040,946,318,1036,346,530
722,1108,946,151,1039,345,528
746,1111,716,380,914,311,530
780,1108,707,352,836,247,525
991,989,826,352,738,230,500
994,657,1158,352,709,230,516
978,610,1221,338,697,230,513
1049,580,1252,333,628,230,513
1086,667,1270,333,622,224,461
1304,588,1373,333,591,224,461
1243,546,1403,406,601,225,460
1240,497,1452,409,707,246,429
1200,389,1500,509,706,258,429
1199,367,1412,615,704,270,479
1145,411,1394,592,801,229,518
1126,430,1362,624,914,239,593
1126,430,1362,624,930,239,726
1122,434,1306,680,1066,240,745
1108,448,1296,690,1066,431,746
1022,534,1296,690,1066,444,746
902,654,1296,690,988,339,666
873,683,1296,680,830,427,605
866,690,1296,680,775,433,609
884,694,1150,826,720,417,526
830,748,1144,832,732,446,558
775,803,1106,856,732,446,558
775,803,1106,855,777,446,555
763,815,1088,873,880,446,555
776,815,1088,873,999,442,555
835,793,1090,893,1016,441,568
835,792,1047,937,1042,464,568
914,790,1040,946,1206,486,567
1079,722,1108,946,1294,515,567
1071,746,1111,716,1328,522,565
1087,780,1108,707,1412,674,548
920,991,989,826,1412,674,553
917,994,657,1158,1429,675,543
917,978,610,1221,1499,687,544
846,1049,580,1252,1523,691,550
704,1086,667,1270,1519,762,554
463,1304,588,1373,1509,822,560
513,1243,546,1403,1499,832,560
715,1240,497,1452,1315,817,573
786,1200,389,1500,1308,805,594
812,1199,367,1412,1281,793,529
863,1145,411,1394,1146,793,484
892,1126,430,1362,1031,783,369
1008,1126,430,1362,1008,783,236
1018,1122,434,1306,870,782,217
1018,1108,448,1296,920,591,216
1022,1022,534,1296,955,573,216
1055,902,654,1296,992,591,216
1231,873,683,1296,992,516,187
1254,866,690,1296,1207,510,190
1232,884,694,1150,1211,500,129
1251,830,748,1144,1219,634,106
1251,775,803,1106,1224,717,106
1256,775,803,1106,1179,721,162
1327,763,815,1088,1076,768,184
1358,776,815,1088,976,805,189
1299,835,793,1090,972,875,227
1306,835,792,1047,954,958,252
1233,914,790,1040,831,950,252
1068,1079,722,1108,740,1056,252
1040,1071,746,1111,706,1104,252
989,1087,780,1108,621,977,252
945,920,991,989,621,977,263
977,917,994,657,604,976,265
1094,917,978,610,534,964,318
1112,846,1049,580,510,960,340
1112,704,1086,667,510,889,342
1158,463,1304,588,475,829,336
1108,513,1243,546,475,818,336
917,715,1240,497,475,815,323
852,786,1200,389,475,823,302
888,812,1199,367,475,846,302
930,863,1145,411,475,856,302
927,892,1126,430,475,915,342
811,1008,1126,430,475,922,383
801,1018,1122,434,469,922,383
803,1018,1108,448,419,922,406
857,1022,1022,534,384,922,470
825,1055,902,654,347,877,476
696,1231,873,683,347,906,476
673,1254,866,690,132,906,460
685,1232,884,694,128,906,463
674,1251,830,748,107,736,455
674,1251,775,803,102,653,564
669,1256,775,803,102,682,568
598,1327,763,815,102,635,545
716,1358,776,815,83,598,551
724,1299,835,793,136,528,500
730,1306,835,792,107,520,475
747,1233,914,790,66,517,475
747,1068,1079,722,66,382,475
747,1040,1071,746,66,327,545
747,989,1087,780,90,302,568
747,945,920,991,92,317,559
715,977,917,994,92,317,565
598,1094,917,978,198,317,607
579,1112,846,1049,279,427,590
579,1112,704,1086,370,432,584
532,1158,463,1304,370,432,584
532,1108,513,1243,398,432,584
521,917,715,1240,413,557,584
515,852,786,1200,433,571,677
453,888,812,1199,444,548,766
360,930,863,1145,479,538,766
392,927,892,1126,638,876,726
418,811,1008,1126,724,869,685
423,801,1018,1122,724,908,685
437,803,1018,1108,762,959,662
379,857,1022,1022,902,1144,723
378,825,1055,902,903,1191,721
331,696,1231,873,903,1160,722
331,673,1254,866,903,1173,737
326,685,1232,884,903,1197,734
321,674,1251,830,951,1247,733
330,674,1251,775,1112,1385,624
367,669,1256,775,1159,1384,563
386,598,1327,763,1177,1384,563
291,716,1358,776,1183,1487,796
354,724,1299,835,1123,1512,796
341,730,1306,835,1195,1428,796
318,747,1233,914,1443,1468,796
330,747,1068,1079,1443,1468,796
345,747,1040,1071,1443,1468,772
345,747,989,1087,1419,1470,749
567,747,945,920,1417,1456,740
653,715,977,917,1417,1456,758
658,598,1094,917,1311,1456,660
658,579,1112,846,1261,1346,649
658,579,1112,704,1204,1341,649
658,532,1158,463,1278,1341,649
658,532,1108,513,1250,1341,649
746,521,917,715,1235,1213,649
746,515,852,786,1220,1191,556
824,453,888,812,1237,1288,468
841,360,930,863,1290,1338,468
836,392,927,892,1175,941,468
810,418,811,1008,1213,941,468
805,423,801,1018,1267,1017,468
846,437,803,1018,1230,1114,468
848,379,857,1022,1122,929,343
848,378,825,1055,1173,898,339
876,331,696,1231,1266,879,338
876,331,673,1254,1383,866,323
869,326,685,1232,1425,842,323
1109,321,674,1251,1448,933,325
1100,330,674,1251,1409,803,326
1063,367,669,1256,1376,782,326
1044,386,598,1327,1399,782,376
977,291,716,1358,1401,681,334
906,354,724,1299,1398,656,392
906,341,730,1306,1374,642,456
1077,318,747,1233,1320,591,505
1153,330,747,1068,1495,591,505
1138,345,747,1040,1529,591,493
1138,345,747,989,1589,608,507
916,567,747,945,1618,624,759
870,653,715,977,1618,625,772
895,658,598,1094,1713,629,848
895,658,579,1112,1689,629,848
900,658,579,1112,1656,629,848
967,658,532,1158,1583,629,848
971,658,532,1108,1591,629,848
883,746,521,917,1593,629,848
883,746,515,852,1588,629,848
805,824,453,888,1560,532,847
808,841,360,930,1472,482,847
765,836,392,927,1428,482,847
766,810,418,811,1304,482,957
832,805,423,801,1307,367,957
820,846,437,803,1382,219,1024
821,848,379,857,1417,219,1024
821,848,378,825,1369,223,1024
793,876,331,696,1313,223,1027
793,876,331,673,1197,223,1076
793,869,326,685,1155,223,1093
622,1109,321,674,1084,82,1091
801,1100,330,674,962,88,1134
854,1063,367,669,992,124,1273
854,1044,386,598,995,124,1657
854,977,291,716,987,122,1456
854,906,354,724,984,122,1398
869,906,341,730,936,134,1334
704,1077,318,747,834,188,1285
690,1153,330,747,659,222,1286
904,1138,345,747,625,501,1252
904,1138,345,747,565,482,1297
904,916,567,747,840,465,1045
864,870,653,715,881,465,1055
879,895,658,598,810,461,1007
879,895,658,579,899,475,1007
874,900,658,579,907,531,1007
828,967,658,532,906,612,1019
877,971,658,532,903,617,1032
880,883,746,521,901,713,1135
880,883,746,515,901,831,1249
888,805,824,453,952,832,1249
869,808,841,360,1009,834,1249
865,765,836,392,1035,1012,1249
864,766,810,418,1035,1021,1139
839,832,805,423,1028,1044,1160
812,820,846,437,963,1062,1093
809,821,848,379,974,1132,1093
922,821,848,378,1304,1113,1093
922,793,876,331,1268,1113,1092
941,793,876,331,1267,1363,1044
943,793,869,326,1267,1469,1087
871,622,1109,321,1267,1553,1087
692,801,1100,330,1267,1539,1043
639,854,1063,367,1223,1666,904
639,854,1044,386,1179,1748,470
639,854,977,291,1179,1748,469
639,854,906,354,1179,1748,469
627,869,906,341,1179,1736,469
685,704,1077,318,1087,1682,469
687,690,1153,330,1196,1670,468
473,904,1138,345,1202,1391,468
683,904,1138,345,1207,1391,409
741,904,916,567,912,1391,409
758,864,870,653,871,1390,354
713,879,895,658,847,1390,326
713,879,895,658,751,1376,327
713,874,900,658,771,1320,658
707,828,967,658,772,1239,759
1057,877,971,658,767,1234,776
1283,880,883,746,767,1138,673
1283,880,883,746,767,1020,560
1275,888,805,824,716,1022,610
1274,869,808,841,659,1020,652
1268,865,765,836,710,867,652
1268,864,766,810,729,878,652
1227,839,832,805,679,860,631
1209,812,820,846,668,842,631
1209,809,821,848,590,772,631
1096,922,821,848,256,771,631
1100,922,793,876,255,771,629
1081,941,793,876,312,527,628
1079,943,793,869,312,434,575
1079,871,622,1109,312,358,575
1079,692,801,1100,479,358,586
1079,639,854,1063,489,184,596
1079,639,854,1044,530,118,613
1155,639,854,977,530,174,652
1253,639,854,906,530,193,825
1302,627,869,906,544,381,842
1264,685,704,1077,549,630,842
1190,687,690,1153,440,609,842
1257,473,904,1138,434,613,842
1091,683,904,1138,429,677,842
1033,741,904,916,420,682,842
1065,758,864,870,420,682,842
1065,713,879,895,425,683,843
1065,713,879,895,476,683,842
1065,713,874,900,447,683,511
1052,707,828,967,446,683,398
649,1057,877,971,446,683,368
420,1283,880,883,446,683,368
428,1283,880,883,446,683,367
491,1275,888,805,446,680,317
491,1274,869,808,456,680,275
491,1268,865,765,379,655,280
491,1268,864,766,360,715,323
491,1227,839,832,360,747,383
510,1209,812,820,374,752,424
510,1209,809,821,375,784,477
511,1096,922,821,375,934,481
515,1100,922,793,375,995,481
515,1081,941,793,318,990,483
515,1079,943,793,318,977,476
679,1079,871,622,318,969,476
682,1079,692,801,151,976,465
702,1079,639,854,380,977,455
760,1079,639,854,352,961,438
734,1155,639,854,352,928,493
689,1253,639,854,352,927,338
637,1302,627,869,338,739,402
611,1264,685,704,333,490,471
609,1190,687,690,333,489,522
542,1257,473,904,333,485,547
505,1091,683,904,406,421,547
506,1033,741,904,409,416,552
457,1065,758,864,509,423,552
569,1065,713,879,615,422,561
618,1065,713,879,592,422,561
668,1065,713,874,624,485,563
674,1052,707,828,624,485,573
674,649,1057,877,680,565,573
674,420,1283,880,690,580,573
670,428,1283,880,690,580,647
634,491,1275,888,690,628,665
634,491,1274,869,680,636,680
640,491,1268,865,680,695,675
642,491,1268,864,826,697,632
648,491,1227,839,832,758,572
657,510,1209,812,856,782,539
720,510,1209,809,855,776,486
729,511,1096,922,873,885,482
737,515,1100,922,873,851,520
737,515,1081,941,893,927,518
737,515,1079,943,937,929,542
573,679,1079,871,946,929,569
570,682,1079,692,946,947,593
550,702,1079,639,716,946,593
527,760,1079,639,707,947,593
553,734,1155,639,826,924,499
508,689,1253,639,1158,906,607
561,637,1302,627,1221,993,619
654,611,1264,685,1252,1105,666
778,609,1190,687,1270,1122,671
848,542,1257,473,1373,1128,668
842,505,1091,683,1403,1196,668
841,506,1033,741,1452,1279,699
854,457,1065,758,1500,1278,699
743,569,1065,713,1412,1278,689
694,618,1065,713,1394,1320,689
644,668,1065,713,1362,1292,687
636,674,1052,707,1362,1293,677
641,674,649,1057,1306,1213,677
641,674,420,1283,1296,1198,689
637,670,428,1283,1296,1242,680
637,634,491,1275,1296,1194,667
643,634,491,1274,1296,1186,660
642,640,491,1268,1296,1127,680
661,642,491,1268,1150,1045,680
657,648,491,1227,1144,947,680
630,657,510,1209,1106,918,672
567,720,510,1209,1106,892,672
557,729,511,1096,1088,633,672
541,737,515,1100,1088,606,634
541,737,515,1081,1090,529,642
541,737,515,1079,1047,527,645
541,573,679,1079,1040,527,629
541,570,682,1079,1108,502,606
541,550,702,1079,1111,627,640
520,527,760,1079,1108,705,704
444,553,734,1155,989,803,721
436,508,689,1253,657,832,595
383,561,637,1302,610,757,502
290,654,611,1264,580,714,386
169,778,609,1190,667,707,336
99,848,542,1257,588,777,314
98,842,505,1091,546,709,314
98,841,506,1033,497,704,278
85,854,457,1065,389,706,278
84,743,569,1065,367,735,278
84,694,618,1065,411,731,319
84,644,668,1065,430,698,319
84,636,674,1052,430,704,319
88,641,674,649,434,712,319
88,641,674,420,448,712,307
88,637,670,428,534,668,247
81,637,634,491,654,746,374
263,643,634,491,683,904,374
365,642,640,491,690,959,354
356,661,642,491,694,1014,380
354,657,648,491,748,1015,387
381,630,657,510,803,1015,387
750,567,720,510,803,1015,387
750,557,729,511,815,1015,387
750,541,737,515,815,1015,391
750,541,737,515,793,1015,384
750,541,737,515,792,1036,357
750,541,573,679,790,1036,346
750,541,570,682,722,1039,345
750,541,550,702,746,914,311
736,520,527,760,780,836,247
736,444,553,734,991,738,230
764,436,508,689,994,709,230
771,383,561,637,978,697,230
778,290,654,611,1049,628,230
775,169,778,609,1086,622,224
775,99,848,542,1304,591,224
786,98,842,505,1243,601,225
786,98,841,506,1240,707,246
888,85,854,457,1200,706,258
1042,84,743,569,1199,704,270
1063,84,694,618,1145,801,229
1083,84,644,668,1126,914,239
1086,84,636,674,1126,930,239
1077,88,641,674,1122,1066,240
1080,88,641,674,1108,1066,431
1148,88,637,670,1022,1066,444
1139,81,637,634,902,988,339
951,263,643,634,873,830,427
848,365,642,640,866,775,433
837,356,661,642,884,720,417
837,354,657,648,830,732,446
835,381,630,657,775,732,446
485,750,567,720,775,777,446
485,750,557,729,763,880,446
485,750,541,737,776,999,442
485,750,541,737,835,1016,441
489,750,541,737,835,1042,464
489,750,541,573,914,1206,486
508,750,541,570,1079,1294,515
510,750,541,550,1071,1328,522
510,736,520,527,1087,1412,674
632,736,444,553,920,1412,674
672,764,436,508,917,1429,675
720,771,383,561,917,1499,687
713,778,290,654,846,1523,691
765,775,169,778,704,1519,762
780,775,99,848,463,1509,822
837,786,98,842,513,1499,832
838,786,98,841,715,1315,817
743,888,85,854,786,1308,805
592,1042,84,743,812,1281,793
571,1063,84,694,863,1146,793
551,1083,84,644,892,1031,783
548,1086,84,636,1008,1008,783
548,1077,88,641,1018,870,782
545,1080,88,641,1018,920,591
477,1148,88,637,1022,955,573
466,1139,81,637,1055,992,591
466,951,263,643,1231,992,516
462,848,365,642,1254,1207,510
534,837,356,661,1232,1211,500
547,837,354,657,1251,1219,634
571,835,381,630,1251,1224,717
600,485,750,567,1256,1179,721
622,485,750,557,1327,1076,768
648,485,750,541,1358,976,805
654,485,750,541,1299,972,875
650,489,750,541,1306,954,958
650,489,750,541,1233,831,950
631,508,750,541,1068,740,1056
629,510,750,541,1040,706,1104
629,510,736,520,989,621,977
507,632,736,444,945,621,977
439,672,764,436,977,604,976
384,720,771,383,1094,534,964
388,713,778,290,1112,510,960
340,765,775,169,1112,510,889
326,780,775,99,1158,475,829
258,837,786,98,1108,475,818
257,838,786,98,917,475,815
250,743,888,85,852,475,823
247,592,1042,84,888,475,846
247,571,1063,84,930,475,856
247,551,1083,84,927,475,915
290,548,1086,84,811,475,922
492,548,1077,88,801,469,922
578,545,1080,88,803,419,922
578,477,1148,88,857,384,922
578,466,1139,81,825,347,877
578,466,951,263,696,347,906
578,462,848,365,673,132,906
505,534,837,356,685,128,906
492,547,837,354,674,107,736
448,571,835,381,674,102,653
471,600,485,750,669,102,682
451,622,485,750,598,102,635
479,648,485,750,716,83,598
473,654,485,750,724,136,528
473,650,489,750,730,107,520
473,650,489,750,747,66,517
473,631,508,750,747,66,382
473,629,510,750,747,66,327
473,629,510,736,747,90,302
475,507,632,736,747,92,317
475,439,672,764,715,92,317
475,384,720,771,598,198,317
476,388,713,778,579,279,427
540,340,765,775,579,370,432
683,326,780,775,532,370,432
721,258,837,786,532,398,432
776,257,838,786,521,413,557
776,250,743,888,515,433,571
935,247,592,1042,453,444,548
983,247,571,1063,360,479,538
983,247,551,1083,392,638,876
945,290,548,1086,418,724,869
743,492,548,1077,423,724,908
662,578,545,1080,437,762,959
662,578,477,1148,379,902,1144
703,578,466,1139,378,903,1191
703,578,466,951,331,903,1160
703,578,462,848,331,903,1173
703,505,534,837,326,903,1197
703,492,547,837,321,951,1247
709,448,571,835,330,1112,1385
639,471,600,485,367,1159,1384
648,451,622,485,386,1177,1384
594,479,648,485,291,1183,1487
594,473,654,485,354,1123,1512
594,473,650,489,341,1195,1428
594,473,650,489,318,1443,1468
594,473,631,508,330,1443,1468
594,473,629,510,345,1443,1468
