Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2
1238,316,227,187,627
1262,316,227,187,627
1265,316,224,187,627
1260,312,221,218,693
1238,252,272,255,693
1182,318,271,364,693
1258,358,270,425,693
1214,402,253,425,693
1193,423,208,433,693
1099,517,208,433,693
1004,612,208,428,693
926,690,208,402,765
770,846,205,402,866
701,915,200,402,871
700,917,194,402,893
700,917,194,364,972
701,961,194,356,1100
704,961,194,435,1106
472,1193,194,435,1096
754,1193,192,435,1008
772,1186,198,488,947
695,1264,161,488,947
708,1330,133,528,947
750,1330,133,630,940
748,1327,119,633,919
717,1358,119,648,1062
717,1303,174,611,1073
819,1297,218,674,1164
822,1275,238,674,1100
889,1196,317,711,1129
889,1196,317,698,1129
857,1238,316,690,1151
963,1262,316,726,1151
960,1265,316,741,1151
954,1260,312,760,1151
970,1238,252,754,1151
1165,1182,318,864,1158
1083,1258,358,811,1160
1084,1214,402,1097,1160
1084,1193,423,1101,1160
1152,1099,517,1102,1160
1152,1004,612,1104,1160
1152,926,690,1104,1088
1152,770,846,1105,958
1154,701,915,1105,953
1206,700,917,1164,931
1207,700,917,1164,852
1162,701,961,1164,724
1159,704,961,1055,716
1159,472,1193,1055,716
877,754,1193,1055,716
980,772,1186,1002,716
1038,695,1264,1002,716
961,708,1330,962,716
1062,750,1330,860,462
1071,748,1327,857,462
1074,717,1358,859,319
1159,717,1303,854,340
1215,819,1297,812,378
1508,822,1275,833,344
1592,889,1196,811,315
1614,889,1196,811,319
1609,857,1238,937,299
1480,963,1262,1032,304
1480,960,1265,1032,304
1479,954,1260,989,238
1462,970,1238,946,238
1281,1165,1182,729,231
1247,1083,1258,735,267
1246,1084,1214,451,272
1246,1084,1193,458,276
1178,1152,1099,457,276
1178,1152,1004,467,276
1360,1152,926,552,317
1392,1152,770,590,317
1390,1154,701,590,447
1375,1206,700,531,468
1374,1207,700,536,468
1398,1162,701,536,471
1399,1159,704,536,471
1399,1159,472,542,494
1402,877,754,598,494
1392,980,772,729,536
1339,1038,695,829,597
1340,961,708,832,597
1197,1062,750,971,597
1194,1071,748,1021,605
1191,1074,717,1004,605
1106,1159,717,1004,522
906,1215,819,997,433
610,1508,822,977,777
459,1592,889,980,777
443,1614,889,980,885
438,1609,857,854,1024
437,1480,963,725,1110
437,1480,960,710,1225
437,1479,954,705,1237
445,1462,970,700,1237
551,1281,1165,728,1237
551,1247,1083,714,1199
604,1246,1084,712,1196
605,1246,1084,718,1302
608,1178,1152,753,1326
608,1178,1152,805,1326
426,1360,1152,861,1474
394,1392,1152,822,1829
395,1390,1154,822,1722
357,1375,1206,822,1777
421,1374,1207,817,1787
397,1398,1162,817,1784
396,1399,1159,817,1784
396,1399,1159,811,1761
407,1402,877,770,1761
296,1392,980,639,1719
290,1339,1038,540,1658
287,1340,961,579,1696
287,1197,1062,440,1877
281,1194,1071,401,1921
281,1191,1074,402,1922
281,1106,1159,656,1922
342,906,1215,642,1882
383,610,1508,651,1565
383,459,1592,633,1565
390,443,1614,633,1453
410,438,1609,633,1379
454,437,1480,676,1376
454,437,1480,734,1261
454,437,1479,753,1249
446,445,1462,753,1249
315,551,1281,723,1249
335,551,1247,723,1249
323,604,1246,723,1247
322,605,1246,698,1206
349,608,1178,663,1386
418,608,1178,599,1387
667,426,1360,458,1212
728,394,1392,458,858
763,395,1390,458,839
763,357,1375,458,763
699,421,1374,458,812
706,397,1398,458,825
767,396,1399,458,959
962,396,1399,458,959
951,407,1402,443,959
986,296,1392,501,988
1014,290,1339,505,989
1034,287,1340,478,951
1040,287,1197,500,770
1040,281,1194,490,718
1066,281,1191,490,717
1184,281,1106,237,717
1170,342,906,239,717
1373,383,610,229,689
1402,383,459,229,689
1397,390,443,229,720
1380,410,438,229,722
1336,454,437,245,634
1336,454,437,270,634
1336,454,437,251,727
1336,446,445,251,762
1336,315,551,251,762
1316,335,551,251,762
1275,323,604,255,799
1275,322,605,279,730
1248,349,608,279,526
1180,418,608,279,525
931,667,426,279,512
882,728,394,283,511
896,763,395,295,507
896,763,357,295,523
896,699,421,295,531
1043,706,397,299,518
1121,767,396,310,385
947,962,396,336,406
977,951,407,369,423
942,986,296,311,394
927,1014,290,306,519
907,1034,287,293,627
901,1040,287,271,708
990,1040,281,270,804
964,1066,281,269,858
846,1184,281,268,1013
799,1170,342,266,1046
555,1373,383,266,1134
526,1402,383,266,1138
518,1397,390,266,1108
515,1380,410,266,1034
528,1336,454,207,1034
528,1336,454,126,1035
528,1336,454,124,944
544,1336,446,124,909
545,1336,315,124,909
545,1316,335,124,924
545,1275,323,120,888
545,1275,322,96,888
668,1248,349,97,890
670,1180,418,97,891
670,931,667,97,893
658,882,728,93,893
608,896,763,87,930
690,896,763,95,915
693,896,699,116,848
562,1043,706,167,850
504,1121,767,579,849
511,947,962,589,832
478,977,951,564,820
491,942,986,698,821
478,927,1014,708,722
497,907,1034,784,754
513,901,1040,784,702
424,990,1040,788,612
424,964,1066,860,559
425,846,1184,1055,410
573,799,1170,1208,388
693,555,1373,1302,306
778,526,1402,1608,302
936,518,1397,1659,332
937,515,1380,1671,347
925,528,1336,1669,377
989,528,1336,1690,480
1032,528,1336,1719,495
1146,544,1336,1737,577
1162,545,1336,1758,717
1162,545,1316,1776,809
1289,545,1275,1779,883
1352,545,1275,1779,884
1460,668,1248,1778,882
1491,670,1180,1783,883
1493,670,931,1826,887
1533,658,882,1841,889
1533,608,896,1872,852
1452,690,896,1883,851
