Accum_y-0,T-1,T-2,Accum_y-1,Accum_y-2
88,641,674,434,712
88,641,674,448,712
88,637,670,534,668
81,637,634,654,746
263,643,634,683,904
365,642,640,690,959
356,661,642,694,1014
354,657,648,748,1015
381,630,657,803,1015
750,567,720,803,1015
750,557,729,815,1015
750,541,737,815,1015
750,541,737,793,1015
750,541,737,792,1036
750,541,573,790,1036
750,541,570,722,1039
750,541,550,746,914
736,520,527,780,836
736,444,553,991,738
764,436,508,994,709
771,383,561,978,697
778,290,654,1049,628
775,169,778,1086,622
775,99,848,1304,591
786,98,842,1243,601
786,98,841,1240,707
888,85,854,1200,706
1042,84,743,1199,704
1063,84,694,1145,801
1083,84,644,1126,914
1086,84,636,1126,930
1077,88,641,1122,1066
1080,88,641,1108,1066
1148,88,637,1022,1066
1139,81,637,902,988
951,263,643,873,830
848,365,642,866,775
837,356,661,884,720
837,354,657,830,732
835,381,630,775,732
485,750,567,775,777
485,750,557,763,880
485,750,541,776,999
485,750,541,835,1016
489,750,541,835,1042
489,750,541,914,1206
508,750,541,1079,1294
510,750,541,1071,1328
510,736,520,1087,1412
632,736,444,920,1412
672,764,436,917,1429
720,771,383,917,1499
713,778,290,846,1523
765,775,169,704,1519
780,775,99,463,1509
837,786,98,513,1499
838,786,98,715,1315
743,888,85,786,1308
592,1042,84,812,1281
571,1063,84,863,1146
551,1083,84,892,1031
548,1086,84,1008,1008
548,1077,88,1018,870
545,1080,88,1018,920
477,1148,88,1022,955
466,1139,81,1055,992
466,951,263,1231,992
462,848,365,1254,1207
534,837,356,1232,1211
547,837,354,1251,1219
571,835,381,1251,1224
600,485,750,1256,1179
622,485,750,1327,1076
648,485,750,1358,976
654,485,750,1299,972
650,489,750,1306,954
650,489,750,1233,831
631,508,750,1068,740
629,510,750,1040,706
629,510,736,989,621
507,632,736,945,621
439,672,764,977,604
384,720,771,1094,534
388,713,778,1112,510
340,765,775,1112,510
326,780,775,1158,475
258,837,786,1108,475
257,838,786,917,475
250,743,888,852,475
247,592,1042,888,475
247,571,1063,930,475
247,551,1083,927,475
290,548,1086,811,475
492,548,1077,801,469
578,545,1080,803,419
578,477,1148,857,384
578,466,1139,825,347
578,466,951,696,347
578,462,848,673,132
505,534,837,685,128
492,547,837,674,107
448,571,835,674,102
471,600,485,669,102
451,622,485,598,102
479,648,485,716,83
473,654,485,724,136
473,650,489,730,107
473,650,489,747,66
473,631,508,747,66
473,629,510,747,66
473,629,510,747,90
475,507,632,747,92
475,439,672,715,92
475,384,720,598,198
476,388,713,579,279
540,340,765,579,370
683,326,780,532,370
721,258,837,532,398
776,257,838,521,413
776,250,743,515,433
935,247,592,453,444
983,247,571,360,479
983,247,551,392,638
945,290,548,418,724
743,492,548,423,724
662,578,545,437,762
662,578,477,379,902
703,578,466,378,903
703,578,466,331,903
703,578,462,331,903
703,505,534,326,903
703,492,547,321,951
709,448,571,330,1112
639,471,600,367,1159
648,451,622,386,1177
594,479,648,291,1183
594,473,654,354,1123
594,473,650,341,1195
594,473,650,318,1443
594,473,631,330,1443
594,473,629,345,1443
594,473,629,345,1419
592,475,507,567,1417
650,475,439,653,1417
685,475,384,658,1311
684,476,388,658,1261
661,540,340,658,1204
711,683,326,658,1278
757,721,258,658,1250
702,776,257,746,1235
702,776,250,746,1220
543,935,247,824,1237
879,983,247,841,1290
879,983,247,836,1175
874,945,290,810,1213
874,743,492,805,1267
869,662,578,846,1230
882,662,578,848,1122
889,703,578,848,1173
889,703,578,876,1266
889,703,578,876,1383
889,703,505,869,1425
905,703,492,1109,1448
893,709,448,1100,1409
892,639,471,1063,1376
881,648,451,1044,1399
888,594,479,977,1401
888,594,473,906,1398
888,594,473,906,1374
888,594,473,1077,1320
888,594,473,1153,1495
888,594,473,1138,1529
888,594,473,1138,1589
898,592,475,916,1618
892,650,475,870,1618
896,685,475,895,1713
933,684,476,895,1689
888,661,540,900,1656
694,711,683,967,1583
655,757,721,971,1591
750,702,776,883,1593
750,702,776,883,1588
750,543,935,805,1560
366,879,983,808,1472
471,879,983,765,1428
490,874,945,766,1304
508,874,743,832,1307
511,869,662,820,1382
498,882,662,821,1417
508,889,703,821,1369
705,889,703,793,1313
727,889,703,793,1197
727,889,703,793,1155
711,905,703,622,1084
749,893,709,801,962
749,892,639,854,992
754,881,648,854,995
747,888,594,854,987
747,888,594,854,984
747,888,594,869,936
786,888,594,704,834
786,888,594,690,659
786,888,594,904,625
786,888,594,904,565
776,898,592,904,840
743,892,650,864,881
704,896,685,879,810
663,933,684,879,899
832,888,661,874,907
855,694,711,828,906
810,655,757,877,903
935,750,702,880,901
935,750,702,880,901
935,750,543,888,952
935,366,879,869,1009
830,471,879,865,1035
811,490,874,864,1035
793,508,874,839,1028
790,511,869,812,963
793,498,882,809,974
735,508,889,922,1304
538,705,889,922,1268
516,727,889,941,1267
533,727,889,943,1267
533,711,905,871,1267
495,749,893,692,1267
495,749,892,639,1223
490,754,881,639,1179
490,747,888,639,1179
490,747,888,639,1179
591,747,888,627,1179
552,786,888,685,1087
626,786,888,687,1196
816,786,888,473,1202
819,786,888,683,1207
819,776,898,741,912
800,743,892,758,871
800,704,896,713,847
800,663,933,713,751
631,832,888,713,771
608,855,694,707,772
608,810,655,1057,767
389,935,750,1283,767
482,935,750,1283,767
482,935,750,1275,716
482,935,366,1274,659
482,830,471,1268,710
482,811,490,1268,729
482,793,508,1227,679
576,790,511,1209,668
573,793,498,1209,590
573,735,508,1096,256
573,538,705,1100,255
573,516,727,1081,312
556,533,727,1079,312
556,533,711,1079,312
556,495,749,1079,479
556,495,749,1079,489
556,490,754,1079,530
556,490,747,1155,530
556,490,747,1253,530
455,591,747,1302,544
455,552,786,1264,549
381,626,786,1190,440
396,816,786,1257,434
432,819,786,1091,429
458,819,776,1033,420
476,800,743,1065,420
476,800,704,1065,425
568,800,663,1065,476
694,631,832,1065,447
740,608,855,1052,446
740,608,810,649,446
739,389,935,420,446
646,482,935,428,446
648,482,935,491,446
650,482,935,491,456
650,482,830,491,379
650,482,811,491,360
650,482,793,491,360
556,576,790,510,374
556,573,793,510,375
558,573,735,511,375
600,573,538,515,375
605,573,516,515,318
605,556,533,515,318
605,556,533,679,318
605,556,495,682,151
605,556,495,702,380
605,556,490,760,352
605,556,490,734,352
639,556,490,689,352
684,455,591,637,338
761,455,552,611,333
942,381,626,609,333
771,396,816,542,333
740,432,819,505,406
806,458,819,506,409
788,476,800,457,509
845,476,800,569,615
797,568,800,618,592
671,694,631,668,624
628,740,608,674,624
629,740,608,674,680
639,739,389,674,690
642,646,482,670,690
802,648,482,634,690
955,650,482,634,680
955,650,482,640,680
955,650,482,642,826
955,650,482,648,832
955,556,576,657,856
959,556,573,720,855
1143,558,573,729,873
1155,600,573,737,873
1187,605,573,737,893
1189,605,556,737,937
1349,605,556,573,946
1453,605,556,570,946
1547,605,556,550,716
1547,605,556,527,707
1558,605,556,553,826
1538,639,556,508,1158
1549,684,455,561,1221
1473,761,455,654,1252
1367,942,381,778,1270
1388,771,396,848,1373
1416,740,432,842,1403
1408,806,458,841,1452
1425,788,476,854,1500
1467,845,476,743,1412
1437,797,568,694,1394
1438,671,694,644,1362
1438,628,740,636,1362
1437,629,740,641,1306
1427,639,739,641,1296
1424,642,646,637,1296
1262,802,648,637,1296
1107,955,650,643,1296
1112,955,650,642,1296
1119,955,650,661,1150
1143,955,650,657,1144
1316,955,556,630,1106
1323,959,556,567,1106
1214,1143,558,557,1088
1217,1155,600,541,1088
1180,1187,605,541,1090
1209,1189,605,541,1047
1049,1349,605,541,1040
1079,1453,605,541,1108
1040,1547,605,541,1111
1127,1547,605,520,1108
1119,1558,605,444,989
1106,1538,639,436,657
1050,1549,684,383,610
1049,1473,761,290,580
974,1367,942,169,667
919,1388,771,99,588
886,1416,740,98,546
802,1408,806,98,497
798,1425,788,85,389
706,1467,845,84,367
692,1437,797,84,411
691,1438,671,84,430
709,1438,628,84,430
709,1437,629,88,434
709,1427,639,88,448
774,1424,642,88,534
845,1262,802,81,654
845,1107,955,263,683
840,1112,955,365,690
833,1119,955,356,694
815,1143,955,354,748
645,1316,955,381,803
634,1323,959,750,803
602,1214,1143,750,815
549,1217,1155,750,815
549,1180,1187,750,793
519,1209,1189,750,792
535,1049,1349,750,790
468,1079,1453,750,722
417,1040,1547,750,746
351,1127,1547,736,780
357,1119,1558,736,991
441,1106,1538,764,994
604,1050,1549,771,978
607,1049,1473,778,1049
644,974,1367,775,1086
644,919,1388,775,1304
641,886,1416,786,1243
641,802,1408,786,1240
628,798,1425,888,1200
621,706,1467,1042,1199
622,692,1437,1063,1145
622,691,1438,1083,1126
601,709,1438,1086,1126
620,709,1437,1077,1122
627,709,1427,1080,1108
562,774,1424,1148,1022
517,845,1262,1139,902
556,845,1107,951,873
556,840,1112,848,866
556,833,1119,837,884
570,815,1143,837,830
574,645,1316,835,775
708,634,1323,485,775
708,602,1214,485,763
749,549,1217,485,776
778,549,1180,485,835
804,519,1209,489,835
982,535,1049,489,914
935,468,1079,508,1079
931,417,1040,510,1071
910,351,1127,510,1087
901,357,1119,632,920
816,441,1106,672,917
692,604,1050,720,917
689,607,1049,713,846
652,644,974,765,704
652,644,919,780,463
652,641,886,837,513
652,641,802,838,715
652,628,798,743,786
652,621,706,592,812
651,622,692,571,863
651,622,691,551,892
651,601,709,548,1008
632,620,709,548,1018
625,627,709,545,1018
628,562,774,477,1022
782,517,845,466,1055
820,556,845,466,1231
824,556,840,462,1254
824,556,833,534,1232
804,570,815,547,1251
797,574,645,571,1251
790,708,634,600,1256
807,708,602,622,1327
784,749,549,648,1358
816,778,549,654,1299
821,804,519,650,1306
645,982,535,650,1233
628,935,468,631,1068
688,931,417,629,1040
697,910,351,629,989
736,901,357,507,945
739,816,441,439,977
700,692,604,384,1094
700,689,607,388,1112
725,652,644,340,1112
725,652,644,326,1158
725,652,641,258,1108
725,652,641,257,917
731,652,628,250,852
735,652,621,247,888
735,651,622,247,930
735,651,622,247,927
735,651,601,290,811
735,632,620,492,801
735,625,627,578,803
732,628,562,578,857
552,782,517,578,825
475,820,556,578,696
471,824,556,578,673
471,824,556,505,685
471,804,570,492,674
500,797,574,448,674
373,790,708,471,669
311,807,708,451,598
289,784,749,479,716
228,816,778,473,724
198,821,804,473,730
190,645,982,473,747
275,628,935,473,747
276,688,931,473,747
267,697,910,473,747
228,736,901,475,747
486,739,816,475,715
507,700,692,475,598
507,700,689,476,579
533,725,652,540,579
533,725,652,683,532
632,725,652,721,532
632,725,652,776,521
626,731,652,776,515
627,735,652,935,453
627,735,651,983,360
627,735,651,983,392
693,735,651,945,418
693,735,632,743,423
693,735,625,662,437
693,732,628,662,379
693,552,782,703,378
693,475,820,703,331
693,471,824,703,331
693,471,824,703,326
765,471,804,703,321
866,500,797,709,330
871,373,790,639,367
893,311,807,648,386
972,289,784,594,291
1100,228,816,594,354
1106,198,821,594,341
1096,190,645,594,318
1008,275,628,594,330
947,276,688,594,345
947,267,697,594,345
947,228,736,592,567
940,486,739,650,653
919,507,700,685,658
1062,507,700,684,658
1073,533,725,661,658
1164,533,725,711,658
1100,632,725,757,658
1129,632,725,702,746
1129,626,731,702,746
1151,627,735,543,824
1151,627,735,879,841
1151,627,735,879,836
1151,693,735,874,810
1151,693,735,874,805
1158,693,735,869,846
1160,693,732,882,848
1160,693,552,889,848
1160,693,475,889,876
1160,693,471,889,876
1160,693,471,889,869
1088,765,471,905,1109
958,866,500,893,1100
953,871,373,892,1063
931,893,311,881,1044
852,972,289,888,977
724,1100,228,888,906
716,1106,198,888,906
716,1096,190,888,1077
716,1008,275,888,1153
716,947,276,888,1138
716,947,267,888,1138
716,947,228,898,916
462,940,486,892,870
462,919,507,896,895
319,1062,507,933,895
340,1073,533,888,900
378,1164,533,694,967
344,1100,632,655,971
315,1129,632,750,883
319,1129,626,750,883
299,1151,627,750,805
304,1151,627,366,808
304,1151,627,471,765
238,1151,693,490,766
238,1151,693,508,832
231,1158,693,511,820
267,1160,693,498,821
272,1160,693,508,821
276,1160,693,705,793
276,1160,693,727,793
276,1160,693,727,793
317,1088,765,711,622
317,958,866,749,801
447,953,871,749,854
468,931,893,754,854
468,852,972,747,854
471,724,1100,747,854
471,716,1106,747,869
494,716,1096,786,704
494,716,1008,786,690
536,716,947,786,904
597,716,947,786,904
597,716,947,776,904
597,462,940,743,864
605,462,919,704,879
605,319,1062,663,879
522,340,1073,832,874
433,378,1164,855,828
777,344,1100,810,877
777,315,1129,935,880
885,319,1129,935,880
1024,299,1151,935,888
1110,304,1151,935,869
1225,304,1151,830,865
1237,238,1151,811,864
1237,238,1151,793,839
1237,231,1158,790,812
1199,267,1160,793,809
1196,272,1160,735,922
1302,276,1160,538,922
1326,276,1160,516,941
1326,276,1160,533,943
1474,317,1088,533,871
1829,317,958,495,692
1722,447,953,495,639
1777,468,931,490,639
1787,468,852,490,639
1784,471,724,490,639
1784,471,716,591,627
1761,494,716,552,685
1761,494,716,626,687
1719,536,716,816,473
1658,597,716,819,683
1696,597,716,819,741
1877,597,462,800,758
1921,605,462,800,713
1922,605,319,800,713
1922,522,340,631,713
1882,433,378,608,707
1565,777,344,608,1057
1565,777,315,389,1283
1453,885,319,482,1283
1379,1024,299,482,1275
1376,1110,304,482,1274
1261,1225,304,482,1268
1249,1237,238,482,1268
1249,1237,238,482,1227
1249,1237,231,576,1209
1249,1199,267,573,1209
1247,1196,272,573,1096
1206,1302,276,573,1100
1386,1326,276,573,1081
1387,1326,276,556,1079
1212,1474,317,556,1079
858,1829,317,556,1079
839,1722,447,556,1079
763,1777,468,556,1079
812,1787,468,556,1155
825,1784,471,556,1253
959,1784,471,455,1302
959,1761,494,455,1264
959,1761,494,381,1190
988,1719,536,396,1257
989,1658,597,432,1091
951,1696,597,458,1033
770,1877,597,476,1065
718,1921,605,476,1065
717,1922,605,568,1065
717,1922,522,694,1065
717,1882,433,740,1052
689,1565,777,740,649
689,1565,777,739,420
720,1453,885,646,428
722,1379,1024,648,491
634,1376,1110,650,491
634,1261,1225,650,491
727,1249,1237,650,491
762,1249,1237,650,491
762,1249,1237,556,510
762,1249,1199,556,510
799,1247,1196,558,511
730,1206,1302,600,515
526,1386,1326,605,515
525,1387,1326,605,515
512,1212,1474,605,679
511,858,1829,605,682
507,839,1722,605,702
523,763,1777,605,760
531,812,1787,605,734
518,825,1784,639,689
385,959,1784,684,637
406,959,1761,761,611
423,959,1761,942,609
394,988,1719,771,542
519,989,1658,740,505
627,951,1696,806,506
708,770,1877,788,457
804,718,1921,845,569
858,717,1922,797,618
1013,717,1922,671,668
1046,717,1882,628,674
1134,689,1565,629,674
1138,689,1565,639,674
1108,720,1453,642,670
1034,722,1379,802,634
1034,634,1376,955,634
1035,634,1261,955,640
944,727,1249,955,642
909,762,1249,955,648
909,762,1249,955,657
924,762,1249,959,720
888,799,1247,1143,729
888,730,1206,1155,737
890,526,1386,1187,737
891,525,1387,1189,737
893,512,1212,1349,573
893,511,858,1453,570
930,507,839,1547,550
915,523,763,1547,527
848,531,812,1558,553
850,518,825,1538,508
849,385,959,1549,561
832,406,959,1473,654
820,423,959,1367,778
821,394,988,1388,848
722,519,989,1416,842
754,627,951,1408,841
702,708,770,1425,854
612,804,718,1467,743
559,858,717,1437,694
410,1013,717,1438,644
388,1046,717,1438,636
306,1134,689,1437,641
302,1138,689,1427,641
332,1108,720,1424,637
347,1034,722,1262,637
377,1034,634,1107,643
480,1035,634,1112,642
495,944,727,1119,661
577,909,762,1143,657
717,909,762,1316,630
809,924,762,1323,567
883,888,799,1214,557
884,888,730,1217,541
882,890,526,1180,541
883,891,525,1209,541
887,893,512,1049,541
889,893,511,1079,541
852,930,507,1040,541
851,915,523,1127,520
901,848,531,1119,444
1010,850,518,1106,436
1092,849,385,1050,383
1091,832,406,1049,290
1086,820,423,974,169
1314,821,394,919,99
1335,722,519,886,98
1203,754,627,802,98
1293,702,708,798,85
1287,612,804,706,84
1306,559,858,692,84
1325,410,1013,691,84
1365,388,1046,709,84
1364,306,1134,709,88
1415,302,1138,709,88
1384,332,1108,774,88
1369,347,1034,845,81
1359,377,1034,845,263
1255,480,1035,840,365
1248,495,944,833,356
1166,577,909,815,354
1026,717,909,645,381
919,809,924,634,750
844,883,888,602,750
868,884,888,549,750
898,882,890,549,750
896,883,891,519,750
900,887,893,535,750
928,889,893,468,750
928,852,930,417,750
928,851,915,351,736
878,901,848,357,736
770,1010,850,441,764
708,1092,849,604,771
705,1091,832,607,778
705,1086,820,644,775
476,1314,821,644,775
428,1335,722,641,786
428,1203,754,641,786
309,1293,702,628,888
311,1287,612,621,1042
309,1306,559,622,1063
347,1325,410,622,1083
316,1365,388,601,1086
321,1364,306,620,1077
351,1415,302,627,1080
359,1384,332,562,1148
359,1369,347,517,1139
339,1359,377,556,951
339,1255,480,556,848
337,1248,495,556,837
337,1166,577,570,837
337,1026,717,574,835
337,919,809,708,485
367,844,883,708,485
342,868,884,749,485
391,898,882,778,485
399,896,883,804,489
388,900,887,982,489
358,928,889,935,508
358,928,852,931,510
358,928,851,910,510
358,878,901,901,632
355,770,1010,816,672
378,708,1092,692,720
378,705,1091,689,713
378,705,1086,652,765
378,476,1314,652,780
378,428,1335,652,837
370,428,1203,652,838
370,309,1293,652,743
388,311,1287,652,592
375,309,1306,651,571
312,347,1325,651,551
297,316,1365,651,548
296,321,1364,632,548
215,351,1415,625,545
219,359,1384,628,477
219,359,1369,782,466
219,339,1359,820,466
219,339,1255,824,462
211,337,1248,824,534
211,337,1166,804,547
211,337,1026,797,571
211,337,919,790,600
181,367,844,807,622
181,342,868,784,648
102,391,898,816,654
94,399,896,821,650
124,388,900,645,650
154,358,928,628,631
197,358,928,688,629
259,358,928,697,629
330,358,878,736,507
330,355,770,739,439
297,378,708,700,384
297,378,705,700,388
297,378,705,725,340
297,378,476,725,326
297,378,428,725,258
297,370,428,725,257
317,370,309,731,250
297,388,311,735,247
292,375,309,735,247
292,312,347,735,247
287,297,316,735,290
295,296,321,735,492
295,215,351,735,578
283,219,359,732,578
283,219,359,552,578
283,219,339,475,578
283,219,339,471,578
288,211,337,471,505
314,211,337,471,492
314,211,337,500,448
314,211,337,373,471
314,181,367,311,451
352,181,342,289,479
360,102,391,228,473
390,94,399,198,473
360,124,388,190,473
330,154,358,275,473
287,197,358,276,473
225,259,358,267,473
154,330,358,228,475
154,330,355,486,475
144,297,378,507,475
144,297,378,507,476
186,297,378,533,540
186,297,378,533,683
186,297,378,632,721
186,297,370,632,776
179,317,370,626,776
187,297,388,627,935
187,292,375,627,983
187,292,312,627,983
218,287,297,693,945
255,295,296,693,743
364,295,215,693,662
425,283,219,693,662
425,283,219,693,703
433,283,219,693,703
433,283,219,693,703
428,288,211,693,703
402,314,211,765,703
402,314,211,866,709
402,314,211,871,639
402,314,181,893,648
364,352,181,972,594
356,360,102,1100,594
435,390,94,1106,594
435,360,124,1096,594
435,330,154,1008,594
488,287,197,947,594
488,225,259,947,594
528,154,330,947,592
630,154,330,940,650
633,144,297,919,685
648,144,297,1062,684
611,186,297,1073,661
674,186,297,1164,711
674,186,297,1100,757
711,186,297,1129,702
698,179,317,1129,702
690,187,297,1151,543
